Name	Rating	Year	Fed	Rank
Weiguo Lin	2500	1991	CHN	223	
Christopher Lutz	2500	1991	GER	224	
Vladimir..P Malaniuk	2500	1991	UKR	225	
David Norwood	2500	1991	ENG	226	
Georgi Orlov	2500	1991	USA	227	
Berge Ostenstad	2500	1991	NOR	228	
Marc Santo.Roman	2500	1991	FRA	229	
Maxim Sorokin	2500	1991	ARG	230	
Michael F. Stean	2500	1991	ENG	231	
Mark..E Taimanov	2500	1991	RUS	232	
Genadij Timoscenko	2500	1991	SVK	233	
Raj Tischbierek	2500	1991	GER	234	
Tibor Tolnai	2500	1991	HUN	235	
Evgeni Vasiukov	2500	1991	RUS	236	
Milan Vukic	2500	1991	YUG	237	
Zili Wang	2500	1991	CHN	238	
Gerardo.F Barbero	2495	1991	ARG	239	
Juan.Manuel Bellon.Lopez	2495	1991	ESP	240	
Klaus Bischoff	2495	1991	GER	241	
Pavel Blatny	2495	1991	CZE	242	
Anatoly Dozorets	2495	1991	USA	243	
Lasha Dzhandzhgava	2495	1991	UKR	244	
Peter Enders	2495	1991	GER	245	
Ivan Farago	2495	1991	HUN	246	
Zenon Franco.Ocampo	2495	1991	ESP	247	
Florin Gheorghiu	2495	1991	ROM	248	
Giorgi Giorgadze	2495	1991	GEO	249	
Wjatscheslaw Gorjatschkin	2495	1991	RUS	250	
Vlastimil Jansa	2495	1991	CZE	251	
Bachar Kouatly	2495	1991	FRA	252	
Anatoly Lein	2495	1991	USA	253	
Eduard Meduna	2495	1991	CZE	254	
Artashes Minasian	2495	1991	ARM	255	
Helmut.Dr Pfleger	2495	1991	GER	256	
Dusan Rajkovic	2495	1991	YUG	257	
Kevin Spraggett	2495	1991	CAN	258	
Aleksa Strikovic	2495	1991	YUG	259	
Wiliam G Addison	2490	1991	USA	260	
Rogelio.Jr Antonio	2490	1991	PHI	261	
Avigdor Bykhovsky	2490	1991	RUS	262	
Goran Cabrilo	2490	1991	YUG	263	
Oleg I Dementiev	2490	1991	RUS	264	
Andrei..Y Kharitonov	2490	1991	RUS	265	
Davor Komljenovic	2490	1991	CRO	266	
Jonathan Levitt	2490	1991	ENG	267	
Aleksandar Matanovic	2490	1991	YUG	268	
John..A Peters	2490	1991	USA	269	
Grigory Serper	2490	1991	USA	270	
Goran..M Todorovic	2490	1991	YUG	271	
I Tseitlin	2490	1991	RUS	272	
Mikhail-S Tseitlin	2490	1991	RUS	273	
Vitaly Tseshkovsky	2490	1991	RUS	274	
Valentin Arbakov	2485	1991	RUS	275	
Vladimir K Bagirov	2485	1991	UKR	276	
Maia.(GM) Chiburdanidze	2485	1991	GEO	277	
Evgeny Gleizerov	2485	1991	RUS	278	
Attila Groszpeter	2485	1991	HUN	279	
Hans-Ulrich Gruenberg	2485	1991	GER	280	
Zbynek Hracek	2485	1991	CZE	281	
Borislav Ivkov	2485	1991	YUG	282	
Lars Karlsson	2485	1991	SWE	283	
Igor..N Khmelnitsky	2485	1991	USA	284	
Viktor Kuporosov	2485	1991	RUS	285	
Ralf Lau	2485	1991	GER	286	
Valery Lisik	2485	1991	RUS	287	
Jordi Magem.Badals	2485	1991	ESP	288	
Fridrik Olafsson	2485	1991	ISL	289	
Eduard Porper	2485	1991	ISR	290	
Stuart Rachels	2485	1991	USA	291	
Raul Sanguinetti	2485	1991	ARG	292	
Eckhard Schmittdiel	2485	1991	GER	293	
Andrei Shchekachev	2485	1991	RUS	294	
Radoslav Simic	2485	1991	YUG	295	
Vilery Zhuravliov	2485	1991	UKR	296	
Manuel Bosboom	2480	1991	NED	297	
Javier.B Campos.Moreno	2480	1991	CHI	298	
Jean-Luc Chabanon	2480	1991	FRA	299	
Istvan Csom	2480	1991	HUN	300	
Jesus De.La.Villa.Garcia	2480	1991	ESP	301	
Krum Georgiev	2480	1991	BUL	302	
Eduard Gufeld	2480	1991	GEO	303	
Ron..W Henley	2480	1991	USA	304	
Joerg Hickl	2480	1991	GER	305	
Vyacheslav Ikonnikov	2480	1991	RUS	306	
Julio P Kaplan	2480	1991	USA	307	
Vladimir Kramnik	2480	1991	RUS	308	
Y Kruppa	2480	1991	UKR	309	
Marat Makarov	2480	1991	RUS	310	
Vincent McCambridge	2480	1991	USA	311	
Bruno Parma	2480	1991	SLO	312	
Milos Pavlovic	2480	1991	YUG	313	
Jim Plaskett	2480	1991	ENG	314	
Eric Prie	2480	1991	FRA	315	
Markus Stangl	2480	1991	GER	316	
Peter Svidler	2480	1991	RUS	317	
Karl Thorsteins	2480	1991	ISL	318	
German Titov	2480	1991	MDA	319	
Miodrag Todorcevic	2480	1991	YUG	320	
Wolfgang Unzicker	2480	1991	GER	321	
Henry Urday	2480	1991	PER	322	
Evgenij Agrest	2475	1991	SWE	323	
Ashot Anastasian	2475	1991	ARM	324	
Alex Avshalumov	2475	1991	RUS	325	
Julio Bolbochan	2475	1991	ARG	326	
Egon Brestian	2475	1991	AUT	327	
Silvio Danailov	2475	1991	BUL	328	
Mark Hebden	2475	1991	ENG	329	
Alexander Huzman	2475	1991	ISR	330	
Ventzislav Inkiov	2475	1991	BUL	331	
Constantin Ionescu	2475	1991	ROM	332	
Vadim Karpman	2475	1991	UKR	333	
Sergey Kiselev	2475	1991	RUS	334	
Dimitri Komarov	2475	1991	UKR	335	
Yona Kosashvili	2475	1991	ISR	336	
Juraj Nikolac	2475	1991	CRO	337	
Mladen Palac	2475	1991	CRO	338	
Ales Pekarek	2475	1991	CZE	339	
Yuri N Sakharov	2475	1991	RUS	340	
Stanislav Savchenko	2475	1991	UKR	341	
Jaime Sunye.Neto	2475	1991	BRA	342	
Georgy Timoshenko	2475	1991	UKR	343	
Paul Van.Der.Sterren	2475	1991	NED	344	
Sergey Zagrebelny	2475	1991	UZB	345	
Utut Adianto	2470	1991	INA	346	
Antonio Antunes	2470	1991	POR	347	
Orest..N Averkin	2470	1991	RUS	348	
Aleksandar Baburin	2470	1991	RUS	349	
Valery Beim	2470	1991	ISR	350	
Pia.(GM) Cramling	2470	1991	SWE	351	
Srdjan Cvetkovic	2470	1991	YUG	352	
Viacheslav Dydyshko	2470	1991	BLR	353	
Igor Efimov	2470	1991	ITA	354	
Larry M. Evans	2470	1991	USA	355	
Alexander Fauland	2470	1991	AUT	356	
Glenn.C Flear	2470	1991	ENG	357	
Sergey Galdunts	2470	1991	ARM	358	
Zlatko Ilincic	2470	1991	YUG	359	
Nana.(IM) Ioseliani	2470	1991	GEO	360	
Igor Khenkin	2470	1991	RUS	361	
Josef Klinger	2470	1991	AUT	362	
Alois Lanc	2470	1991	SVK	363	
Thomas Luther	2470	1991	GER	364	
Magaram Magomedov	2470	1991	TJK	365	
Slavoljub Marjanovic	2470	1991	YUG	366	
Milan Matulovic	2470	1991	YUG	367	
Eugene..B Meyer	2470	1991	USA	368	
Gilles Miralles	2470	1991	FRA	369	
Oliver Reeh	2470	1991	GER	370	
Adelquis Remon	2470	1991	CUB	371	
Olivier Renet	2470	1991	FRA	372	
Orestes Rodriguez	2470	1991	ESP	373	
Mikhail Shereshevski	2470	1991	BLR	374	
Aleksander I Tuzovsky	2470	1991	RUS	375	
Boris Alterman	2465	1991	ISR	376	
H Ardiansyah	2465	1991	INA	377	
Robert-E Byrne	2465	1991	USA	378	
Vladimir Dimitrov	2465	1991	BUL	379	
Mark Dvoretzky	2465	1991	RUS	380	
Miroslav Filip	2465	1991	CZE	381	
Alexander Fishbein	2465	1991	USA	382	
Aivar P Gipslis	2465	1991	UKR	383	
Petr Haba	2465	1991	CZE	384	
Jonny Hector	2465	1991	SWE	385	
Knut J Helmers	2465	1991	NOR	386	
Darryl.K Johansen	2465	1991	AUS	387	
Yuri Korsunsky	2465	1991	UKR	388	
Robert Kuczynski	2465	1991	POL	389	
Pavel Martynov	2465	1991	RUS	390	
Georg Mohr	2465	1991	SLO	391	
Niaz Murshed	2465	1991	BAN	392	
Vladimir..A Savon	2465	1991	UKR	393	
Philipp Schlosser	2465	1991	GER	394	
Harry Schussler	2465	1991	SWE	395	
Gudmundur Sigurjonsson	2465	1991	ISL	396	
Praveen..M Thipsay	2465	1991	IND	397	
Mikhail Ulibin	2465	1991	RUS	398	
Alexander Veingold	2465	1991	UKR	399	
Reynaldo Vera	2465	1991	CUB	400	
Tom Wedberg	2465	1991	SWE	401	
Bruno Belotti	2460	1991	ITA	402	
David..I Bronstein	2460	1991	RUS	403	
Lucas Brunner	2460	1991	SUI	404	
Stuart Conquest	2460	1991	ENG	405	
Benjamin Finegold	2460	1991	USA	406	
 Govashelishvili	2460	1991	RUS	407	
Oswald Gschnitzer	2460	1991	GER	408	
Dmitry Gurevich	2460	1991	USA	409	
Csaba Horvath	2460	1991	HUN	410	
Mirko Jukic	2460	1991	CRO	411	
Atanas Kolev	2460	1991	BUL	412	
Viktor..D Kupreichik	2460	1991	BLR	413	
Konstantin Landa	2460	1991	RUS	414	
Paul.E Littlewood	2460	1991	ENG	415	
Peter Lukacs	2460	1991	HUN	416	
Andrei..M Lukin	2460	1991	RUS	417	
Srdjan Marangunic	2460	1991	CRO	418	
Edmar..J Mednis	2460	1991	USA	419	
Viktor Moiseev	2460	1991	RUS	420	
Fatos Muco	2460	1991	ALB	421	
Mladen Muse	2460	1991	GER	422	
Miguel Najdorf	2460	1991	ARG	423	
Jozsef Palkovi	2460	1991	HUN	424	
Alfonso Romero.Holmes	2460	1991	ESP	425	
Mihail Saltaev	2460	1991	UZB	426	
Wlodzimierz Schmidt	2460	1991	POL	427	
Semko Semkov	2460	1991	BUL	428	
Laszlo Szabo	2460	1991	GER	429	
Timothy Taylor	2460	1991	USA	430	
Marcelo Tempone	2460	1991	ARG	431	
Loek Van.Wely	2460	1991	NED	432	
Rodrigo Vasquez	2460	1991	CHI	433	
Peter.K Wells	2460	1991	ENG	434	
Richard Wessman	2460	1991	SWE	435	
Heinz Wirthensohn	2460	1991	SUI	436	
Jun.(GM) Xie	2460	1991	CHN	437	
Samuel Zhukhovitsky	2460	1991	RUS	438	
Boris..A Zlotnik	2460	1991	RUS	439	
Bela Badea	2455	1991	ROM	440	
Michael..A Brooks	2455	1991	USA	441	
Mark..L Condie	2455	1991	SCO	442	
Klaus Darga	2455	1991	GER	443	
Evgeni Dragomarezkij	2455	1991	RUS	444	
Antonio Fernandes	2455	1991	POR	445	
Jose.Luis Fernandez.Garcia	2455	1991	ESP	446	
Carlos Garcia.Palermo	2455	1991	ITA	447	
Svetozar Gligoric	2455	1991	YUG	448	
Ilya Gurevich	2455	1991	USA	449	
James.C Howell	2455	1991	ENG	450	
Ildar Ibragimov	2455	1991	RUS	451	
Robert M. Jamieson	2455	1991	AUS	452	
Raymond D. Keene	2455	1991	ENG	453	
Nino Kirov	2455	1991	BUL	454	
Peter Korzubov	2455	1991	BLR	455	
Leslie M Leow	2455	1991	SIN	456	
Jinrong Liang	2455	1991	CHN	457	
William J Lombardy	2455	1991	USA	458	
Ivan Marinkovic	2455	1991	YUG	459	
Zvonimir Mestrovic	2455	1991	SLO	460	
Vladislav Nevednichy	2455	1991	ROM	461	
Friso Nijboer	2455	1991	NED	462	
Thomas Paehtz	2455	1991	GER	463	
Dragan Paunovic	2455	1991	YUG	464	
Igor..A Polovodin	2455	1991	RUS	465	
Hans Ree	2455	1991	NED	466	
Douglas Root	2455	1991	USA	467	
Bernd Schneider	2455	1991	GER	468	
Spyridon Skembris	2455	1991	GRE	469	
Veselin Topalov	2455	1991	BUL	470	
Tihomir Toshkov	2455	1991	BUL	471	
Miroslav Tosic	2455	1991	YUG	472	
Oleg Vasilchenko	2455	1991	RUS	473	
Marek Vokac	2455	1991	CZE	474	
Michael Wiedenkeller	2455	1991	SWE	475	
Gennadi Zaichik	2455	1991	GEO	476	
Bernard Zuckerman	2455	1991	USA	477	
Keith.C Arkell	2450	1991	ENG	478	
Julius Armas	2450	1991	FRA	479	
Peter Biyiasas	2450	1991	USA	480	
Victor A Bojarinov	2450	1991	RUS	481	
Jean-Marc Degraeve	2450	1991	FRA	482	
Miroslav Desancic	2450	1991	SUI	483	
Artur Frolov	2450	1991	UKR	484	
Nona.(GM) Gaprindashvili	2450	1991	GEO	485	
Mihail-Viorel Ghinda	2450	1991	ROM	486	
Laszlo Hazai	2450	1991	HUN	487	
Tomas Hutters	2450	1991	DEN	488	
Igor..V Ivanov	2450	1991	USA	489	
Albert Z Kapengut	2450	1991	BLR	490	
Andrei Kharlov	2450	1991	RUS	491	
Alexander Khasin	2450	1991	RUS	492	
Jean-Rene Koch	2450	1991	FRA	493	
Vladimir M Liberzon	2450	1991	ISR	494	
Ta Lin	2450	1991	CHN	495	
Vitaly Maiorov	2450	1991	UKR	496	
A Monakov	2450	1991	RUS	497	
Erling Mortensen	2450	1991	DEN	498	
Ivan Nemet	2450	1991	SUI	499	
Sergej Nikolaev	2450	1991	RUS	500	
Oleg Nikolenko	2450	1991	RUS	501	
Semon Palatnik	2450	1991	USA	502	
Xiaomin Peng	2450	1991	CHN	503	
Mikhail Podgaets	2450	1991	UKR	504	
Milko Popchev	2450	1991	BUL	505	
Manuel Rivas.Pastor	2450	1991	ESP	506	
Konstantin Sakaev	2450	1991	RUS	507	
Miron..N Sher	2450	1991	RUS	508	
Aleksej Shestoperov	2450	1991	RUS	509	
Hannes Stefansson	2450	1991	ISL	510	
Jan-Willem Van-Der-Griendt	2450	1991	NED	511	
Herman.C Van.Riemsdijk	2450	1991	BRA	512	
Milan R Vukcevich	2450	1991	USA	513	
Norman Weinstein	2450	1991	USA	514	
Vitaly F Zaltsman	2450	1991	USA	515	
Coen Zuidema	2450	1991	NED	516	
Arne Zwaig	2450	1991	NOR	517	
Nikolai Andrianov	2445	1991	RUS	518	
Fernando Braga	2445	1991	ITA	519	
Anatoly..A Bykhovsky	2445	1991	RUS	520	
Marino-Alejandro Cid	2445	1991	ARG	521	
Kim S Commons	2445	1991	USA	522	
Juergen Dueball	2445	1991	GER	523	
Giancarlo Franzoni	2445	1991	SUI	524	
Gildardo Garcia	2445	1991	COL	525	
Jose Garcia.Padron	2445	1991	ESP	526	
Radovan Govedarica	2445	1991	YUG	527	
Herman Grooten	2445	1991	NED	528	
Lev Gutman	2445	1991	GER	529	
Ivan Hausner	2445	1991	CZE	530	
Roman Hernandez	2445	1991	CUB	531	
Ratmir..D Kholmov	2445	1991	RUS	532	
Boris M Kogan	2445	1991	USA	533	
Dragan Kosic	2445	1991	YUG	534	
Alexander Lagunow	2445	1991	GER	535	
Darcy Lima	2445	1991	BRA	536	
Valentin Lukov	2445	1991	BUL	537	
Burkhard.Dr Malich	2445	1991	GER	538	
Ilan Manor	2445	1991	ISR	539	
Drazen Marovic	2445	1991	CRO	540	
Angel Martin.Gonzalez	2445	1991	ESP	541	
Rade Milovanovic	2445	1991	YUG	542	
S. Nadyrhanov	2445	1991	UZB	543	
Sogto Namgilov	2445	1991	RUS	544	
Alexander..N Panchenko	2445	1991	RUS	545	
Josef I Petkevich	2445	1991	UKR	546	
Karl-Heinz Podzielny	2445	1991	GER	547	
Vladimir Poley	2445	1991	BLR	548	
Daniel Mauricio Rodriguez	2445	1991	COL	549	
Lars-Ake Schneider	2445	1991	SWE	550	
Ram Soffer	2445	1991	ISR	551	
Aleksander Sznapik	2445	1991	POL	552	
Janos Tompa	2445	1991	HUN	553	
Roman Toran Albero	2445	1991	ESP	554	
Gennady Tunik	2445	1991	RUS	555	
Mikhail Umansky	2445	1991	RUS	556	
Josif..E Vatnikov	2445	1991	RUS	557	
Guy West	2445	1991	AUS	558	
A. Zhachev	2445	1991	RUS	559	
Ralf Akesson	2440	1991	SWE	560	
Ketevan.(IM) Arakhamia-Grant	2440	1991	GEO	561	
Yuri L Averbakh	2440	1991	RUS	562	
Igor Belov	2440	1991	RUS	563	
Guillermo Bianchi	2440	1991	ARG	564	
Vlatko Bogdanovski	2440	1991	FRM	565	
Ofer Bruk	2440	1991	ISR	566	
Alexandar Budnikov	2440	1991	RUS	567	
Enver Bukic	2440	1991	SLO	568	
Oleg I. Dziuban	2440	1991	RUS	569	
John.M Emms	2440	1991	ENG	570	
Levon S Eolian	2440	1991	ARM	571	
Lutz Espig	2440	1991	GER	572	
Leonid..D Gofshtein	2440	1991	ISR	573	
Leon Gostisa	2440	1991	SLO	574	
Hichem Hamdouchi	2440	1991	MAR	575	
Sergey Ivanov	2440	1991	RUS	576	
Oleg Kalinin	2440	1991	UKR	577	
Gabor Kallai	2440	1991	HUN	578	
Armin Kapetanovic	2440	1991	BIH	579	
Pavel E Kondratiev	2440	1991	RUS	580	
Marinus Kuijf	2440	1991	NED	581	
Yuri F Kutyanin	2440	1991	RUS	582	
Felix Levin	2440	1991	UKR	583	
Seng-Hoo Lim	2440	1991	SIN	584	
Christian Mann	2440	1991	GER	585	
Jacob Murey	2440	1991	ISR	586	
Nebojsa Nikcevic	2440	1991	YUG	587	
Ramon Oltra.Caurin	2440	1991	ESP	588	
Axel Ornstein	2440	1991	SWE	589	
Oscar Panno	2440	1991	ARG	590	
Malcolm Pein	2440	1991	ENG	591	
Yury Piskov	2440	1991	RUS	592	
Vladimir Raicevic	2440	1991	YUG	593	
Karsten Rasmussen	2440	1991	DEN	594	
Igor Rausis	2440	1991	UKR	595	
Jorge Rubinetti	2440	1991	ARG	596	
Matthew Sadler	2440	1991	ENG	597	
Vladimir-D Sergievsky	2440	1991	RUS	598	
Drazen Sermek	2440	1991	SLO	599	
Pawel Stempin	2440	1991	POL	600	
Shaun.M Taulbut	2440	1991	ENG	601	
Ilya Tsesarsky	2440	1991	ISR	602	
