Name	Rating	Year	Rank	Fed
Franz Kuenzner	2310	1999	GER	5588	
Nikolay Kukharev	2310	1999	RUS	5589	
Alexander Kurz	2310	1999	GER	5590	
Alex Kuznecov	2310	1999	CAN	5591	
Roman Laptev	2310	1999	RUS	5592	
Steen Skovlund Larsen	2310	1999	DEN	5593	
Jan Lauzeningks	2310	1999	GER	5594	
Mikhail Lazarev	2310	1999	RUS	5595	
Leon Lederman	2310	1999	ISR	5596	
Misa Lepic	2310	1999	YUG	5597	
David N L Levy	2310	1999	SCO	5598	
Pal-Ole Liabotro	2310	1999	NOR	5599	
Adam Littke	2310	1999	CAN	5600	
Miodrag Ljubinkovic	2310	1999	YUG	5601	
Dmitri F Losdev	2310	1999	RUS	5602	
Klaus-Juergen Lutz	2310	1999	GER	5603	
Hermes A. Machado	2310	1999	BRA	5604	
Reylan Magbanua	2310	1999	PHI	5605	
Ioan Marasescu	2310	1999	ROM	5606	
N. Marchik	2310	1999	UKR	5607	
Jose Masculo	2310	1999	BRA	5608	
Klaus Mayr	2310	1999	AUT	5609	
John McCarthy	2310	1999	USA	5610	
Morten Meyling	2310	1999	DEN	5611	
Goran Mikanovic	2310	1999	CAN	5612	
Miljenko Milasin	2310	1999	CRO	5613	
Slavisa Milosevic	2310	1999	YUG	5614	
Georgi Mitev	2310	1999	BUL	5615	
Nikolai Mjasnikov	2310	1999	RUS	5616	
Alain Moal	2310	1999	FRA	5617	
S.S. Monakhov	2310	1999	RUS	5618	
Ricardo Montecatine Rios	2310	1999	ESP	5619	
Robert Morrison	2310	1999	CAN	5620	
Pavel Nemec	2310	1999	CZE	5621	
Detlef Neukirch	2310	1999	GER	5622	
Risto Nicevski	2310	1999	FRM	5623	
Nikolaj Nikolov	2310	1999	BUL	5624	
Miguel Nina	2310	1999	PER	5625	
Roger I Nokes	2310	1999	NZL	5626	
Peter H. Norby	2310	1999	DEN	5627	
Blazimir Obradovic	2310	1999	YUG	5628	
Joachim Olbrich	2310	1999	GER	5629	
Modest Orman	2310	1999	USA	5630	
Panayotis Pandavos	2310	1999	GRE	5631	
Joze Papler	2310	1999	SLO	5632	
David Parsons	2310	1999	USA	5633	
Michael Pasman	2310	1999	ISR	5634	
Carsten Peters	2310	1999	GER	5635	
Dragoslav Petkovic	2310	1999	YUG	5636	
Dusan Petric	2310	1999	YUG	5637	
Miloslav Pilar	2310	1999	CZE	5638	
L. Pipkov	2310	1999	BUL	5639	
Rossen Planas Ferret	2310	1999	ESP	5640	
Vladimir Podat	2310	1999	UKR	5641	
Oleg Polevskikh	2310	1999	RUS	5642	
Petar Popov	2310	1999	BUL	5643	
Nikolaj Purgin	2310	1999	RUS	5644	
Viktor Pushkar	2310	1999	UKR	5645	
Yehya Rahman	2310	1999	EGY	5646	
Branislav Rakic	2310	1999	YUG	5647	
Emmanuel Rayner	2310	1999	WLS	5648	
Emanoil Reicher	2310	1999	ROM	5649	
Mads Reinert	2310	1999	DEN	5650	
Viktor Reznik	2310	1999	ISR	5651	
Vaclav Riha	2310	1999	CZE	5652	
Victoriano Rodriguez Reinoso	2310	1999	ESP	5653	
Jose Carlos Romero Gomez	2310	1999	CUB	5654	
Bedri Sadiku	2310	1999	YUG	5655	
Juan Jose Saenz	2310	1999	ESP	5656	
Esmail Safarzadeh	2310	1999	IRI	5657	
Sai Thura	2310	1999	MYA	5658	
Francisco Salguero	2310	1999	ARG	5659	
Francisco Santacruz	2310	1999	PAR	5660	
Robert Sarvari	2310	1999	HUN	5661	
Frank J. Say	2310	1999	USA	5662	
Francesco Scafarelli	2310	1999	ITA	5663	
Labud Scepanovic	2310	1999	YUG	5664	
Albert Selivjorstov	2310	1999	RUS	5665	
Subur Selomo	2310	1999	INA	5666	
Yury Sherbakov	2310	1999	RUS	5667	
Vitaly Shterngas	2310	1999	ISR	5668	
Simon Silseth	2310	1999	SWE	5669	
Jinder Singh Sukh	2310	1999	ENG	5670	
Juri Sinowjew	2310	1999	AUT	5671	
Vladimir Sokolov	2310	1999	YUG	5672	
Laimutis Solys	2310	1999	LTU	5673	
Torben Sorensen	2310	1999	DEN	5674	
Coen Stehouwer	2310	1999	NED	5675	
Jordan Stoinov	2310	1999	BUL	5676	
Svetlana Struchkova	2310	1999	RUS	5677	
Boris Timanin	2310	1999	UKR	5678	
Tin Maung Aye	2310	1999	MYA	5679	
Todorin Tinkov	2310	1999	BUL	5680	
Heimo Titz	2310	1999	AUT	5681	
Milko Todorov	2310	1999	BUL	5682	
Jozsef Tomanovics	2310	1999	HUN	5683	
Daniel R. Tovillas	2310	1999	ARG	5684	
Artiom Tsepotan	2310	1999	UKR	5685	
Nikolay Turichenko	2310	1999	UKR	5686	
Ates Ulker	2310	1999	TUR	5687	
A. Usov	2310	1999	RUS	5688	
Lauro Varas	2310	1999	ARG	5689	
David Vavruska	2310	1999	CZE	5690	
Antonio Vitor	2310	1999	POR	5691	
Nenad Vlasic	2310	1999	CRO	5692	
Adriano Voscilla	2310	1999	CRO	5693	
Ilija Vukevic	2310	1999	YUG	5694	
Terje Wibe	2310	1999	NOR	5695	
Jonathan Wilson	2310	1999	ENG	5696	
Martin Woerdemann	2310	1999	GER	5697	
Thomas Wolloner	2310	1999	GER	5698	
Marc Yoffie	2310	1999	USA	5699	
Claude Adrian	2309	1999	FRA	5700	
Costantino Aldrovandi	2309	1999	ITA	5701	
Luis Javier Andrada Andrada	2309	1999	ESP	5702	
G. Baranov	2309	1999	RUS	5703	
Gernod Beckhuis	2309	1999	GER	5704	
Drasko Boskovic	2309	1999	YUG	5705	
Dinko Brumen	2309	1999	CRO	5706	
Michael Diker	2309	1999	ISR	5707	
Dragan Dinic	2309	1999	YUG	5708	
Mikhail Elkin	2309	1999	RUS	5709	
Rafael Fridman	2309	1999	LAT	5710	
Przemyslaw Gradalski	2309	1999	POL	5711	
Dominique Guigonis	2309	1999	FRA	5712	
Christof Herbrechtsmeier	2309	1999	GER	5713	
Ante Jurkovic	2309	1999	CRO	5714	
Pavel Karnik	2309	1999	CZE	5715	
Ruslan Kashtanov	2309	1999	RUS	5716	
Mladen Kober	2309	1999	CRO	5717	
Ivan Kocovski	2309	1999	FRM	5718	
Hans-Georg Krojanski	2309	1999	GER	5719	
Wenjun Li	2309	1999	CHN	5720	
Andrey Lushnikov	2309	1999	RUS	5721	
Holger Nothnagel	2309	1999	GER	5722	
Domingo Ramos	2309	1999	JPN	5723	
F. Shibaev	2309	1999	RUS	5724	
Zoran Stojcevski	2309	1999	FRM	5725	
Arun B Vaidya	2309	1999	IND	5726	
Vladimir Vainshtein	2309	1999	ISR	5727	
Arnold Zakharchenko	2309	1999	UKR	5728	
Alexey Alexeev	2308	1999	UKR	5729	
Farrukh Amonatov	2308	1999	TJK	5730	
Momcilo Babic	2308	1999	YUG	5731	
Zdenek Beil	2308	1999	CZE	5732	
Kai Bjerring	2308	1999	DEN	5733	
Ratko Bulajic	2308	1999	YUG	5734	
Dragan Damjanovic	2308	1999	YUG	5735	
Tomislav Dmitrovic	2308	1999	YUG	5736	
Piotr Dukaczewski	2308	1999	POL	5737	
Leonid Filatov	2308	1999	USA	5738	
Roman Ganiev	2308	1999	RUS	5739	
Magdy Georg	2308	1999	EGY	5740	
Ralf Graeber	2308	1999	GER	5741	
Zoran Grujic	2308	1999	YUG	5742	
Fidel Khakimov	2308	1999	RUS	5743	
Ladislav Kotan	2308	1999	SVK	5744	
Jose Ma. Lerch Gallemi	2308	1999	ESP	5745	
Fabrice Liardet	2308	1999	SUI	5746	
Alexei Loparev	2308	1999	RUS	5747	
Andrea Malfagia	2308	1999	ITA	5748	
Vladimir Osipov	2308	1999	RUS	5749	
Aleksandr Pavlov	2308	1999	RUS	5750	
Daniel Paz Ladron de Guevara	2308	1999	ESP	5751	
Valentin Pesiakov	2308	1999	RUS	5752	
Harald Pingitzer	2308	1999	AUT	5753	
Genrik Prozhanski	2308	1999	ISR	5754	
Sekhar Chandra Sahu	2308	1999	IND	5755	
Reza Salami	2308	1999	FRA	5756	
Guillermo Scholz	2308	1999	FRA	5757	
Alexej Sofrigin	2308	1999	RUS	5758	
Pavel Solop	2308	1999	RUS	5759	
Alberto Suri	2308	1999	CUB	5760	
Georgij Tenikashvili	2308	1999	RUS	5761	
Aleksey Utkin	2308	1999	RUS	5762	
Udi Weisbuch	2308	1999	ISR	5763	
Sava Zivkovic	2308	1999	YUG	5764	
Drasko Babic	2307	1999	YUG	5765	
Jakob Balcerak	2307	1999	GER	5766	
Tamas Borsavolgyi	2307	1999	HUN	5767	
Djordje Brajic	2307	1999	YUG	5768	
Peng-Kong Chan	2307	1999	SIN	5769	
Stanislav Erendzenov	2307	1999	RUS	5770	
Inguna Erneste	2307	1999	LAT	5771	
Jozsef Forgacs	2307	1999	HUN	5772	
Marcelo Ibar	2307	1999	ARG	5773	
Arnaud Jossien	2307	1999	FRA	5774	
Leo Kwatschewsky	2307	1999	AUT	5775	
Bengt Lindberg	2307	1999	SWE	5776	
Mikhail Lyubmirsky	2307	1999	UKR	5777	
Dimitar Marholev	2307	1999	BUL	5778	
Michael Morlo	2307	1999	GER	5779	
Miguel Munoz Pantoja	2307	1999	PER	5780	
Gabor Pinter	2307	1999	HUN	5781	
Ulrich Roemer	2307	1999	GER	5782	
David Roiz Baztan	2307	1999	ESP	5783	
Viktor Shershnev	2307	1999	UKR	5784	
Stephan Solonar	2307	1999	MDA	5785	
Muhamed Tabakovic	2307	1999	USA	5786	
Gert J Timmerman	2307	1999	NED	5787	
Marcelo Ubach Miranda	2307	1999	ESP	5788	
Mikhail K. Vaganov	2307	1999	RUS	5789	
Frank Wuts	2307	1999	NED	5790	
Stanislav Zhelesny	2307	1999	RUS	5791	
Alejandro Acosta	2306	1999	COL	5792	
Ioan Biriescu	2306	1999	ROM	5793	
Eduard Duchovny	2306	1999	ISR	5794	
Roman Garifullin	2306	1999	RUS	5795	
Niclas Hjelm	2306	1999	SWE	5796	
Oleg Ivliev	2306	1999	RUS	5797	
Yrjo Markus Jouhki	2306	1999	FIN	5798	
Kakha Khaburzania	2306	1999	GEO	5799	
Stanislaw Kornasiewicz	2306	1999	POL	5800	
Elod Kovacs	2306	1999	HUN	5801	
V Ljavdansky	2306	1999	RUS	5802	
K. Maliszewski	2306	1999	UKR	5803	
Thomaz Navinsek	2306	1999	SLO	5804	
S. Petrov	2306	1999	RUS	5805	
Alexandr Pichugin	2306	1999	UKR	5806	
Ela Pitam	2306	1999	ISR	5807	
Gregor Podkriznik	2306	1999	SLO	5808	
Olaf Schumacher	2306	1999	GER	5809	
Nikolai Stavrev	2306	1999	BUL	5810	
Milorad Vujovic	2306	1999	YUG	5811	
Konstantin Yurenko	2306	1999	RUS	5812	
Petro Zadoretsky	2306	1999	UKR	5813	
Nasser M. Abbasi	2305	1999	USA	5814	
Julio C. Abella	2305	1999	ARG	5815	
Aytechin Abibula	2305	1999	ROM	5816	
Juan Aguilar	2305	1999	PER	5817	
Jose Luis Arregui	2305	1999	ARG	5818	
Fatih Atakisi	2305	1999	TUR	5819	
A. Ayapbergenov	2305	1999	KAZ	5820	
Dragojle Babic	2305	1999	YUG	5821	
Hristo Bachchevanski	2305	1999	BUL	5822	
Victor Bakhrakh	2305	1999	RUS	5823	
Dragan Bakic	2305	1999	YUG	5824	
Christofoor Baljon	2305	1999	NED	5825	
Stefan Balster	2305	1999	GER	5826	
Andreas Bang	2305	1999	DEN	5827	
Bernhard Bayer	2305	1999	GER	5828	
Walter Becker	2305	1999	GER	5829	
Carlos Bernal	2305	1999	MEX	5830	
Richard Berube	2305	1999	CAN	5831	
Paul Bierenbroodspot	2305	1999	NED	5832	
Michail Bjeloruseps	2305	1999	GER	5833	
Klaus Bolding	2305	1999	FRA	5834	
Oleg Borisov	2305	1999	RUS	5835	
Niels Borne	2305	1999	FRA	5836	
Ivica Bozanic	2305	1999	CRO	5837	
Nikola Bozovic	2305	1999	YUG	5838	
Gerardo Brauer	2305	1999	MEX	5839	
Istvan Bugyinszki	2305	1999	HUN	5840	
Carlos Camaton	2305	1999	ECU	5841	
Mats Carlson	2305	1999	SWE	5842	
Gianluca Castagnetta	2305	1999	ITA	5843	
Lawrence Chachere	2305	1999	USA	5844	
Mark Chapman	2305	1999	AUS	5845	
Giorgi Chokhonelidze	2305	1999	GEO	5846	
Jose A. Clement Gomez	2305	1999	ESP	5847	
Wayne Conover	2305	1999	USA	5848	
Gorik Cools	2305	1999	BEL	5849	
Martyn J. Corden	2305	1999	ENG	5850	
Frans B. Cornelis	2305	1999	BEL	5851	
John J. Cox	2305	1999	ENG	5852	
Ljubomir Crepinsek	2305	1999	SLO	5853	
Stephen Cullip	2305	1999	ENG	5854	
John Curtis	2305	1999	AUS	5855	
Renan Levy Da Costa	2305	1999	BRA	5856	
Adrian David	2305	1999	GER	5857	
Stephan Davydiuk	2305	1999	BLR	5858	
Sybolt De Boer	2305	1999	NED	5859	
Alexandre De Castro	2305	1999	BRA	5860	
Paul Delaney	2305	1999	IRL	5861	
Momcilo Despotovic	2305	1999	YUG	5862	
Mladen Djordjevic	2305	1999	YUG	5863	
Dejan Djurovic	2305	1999	YUG	5864	
Matthias Dorner	2305	1999	GER	5865	
Svetos Dorobanov	2305	1999	USA	5866	
Jan Dudas	2305	1999	SVK	5867	
Christopher Dunworth	2305	1999	ENG	5868	
Anders Ebenfelt	2305	1999	SWE	5869	
Vjacheslav Eshov	2305	1999	RUS	5870	
Jordi Estrella Vidiella	2305	1999	ESP	5871	
Paulo R.M. Faria	2305	1999	BRA	5872	
A. Fernandez Fernandez	2305	1999	ESP	5873	
Ricardas Fichmanas	2305	1999	LTU	5874	
Vladimir I Fiodorov	2305	1999	RUS	5875	
Peter Fleischer	2305	1999	GER	5876	
Patrick Florath	2305	1999	GER	5877	
Diego Flores	2305	1999	ARG	5878	
Gyula Forgacs	2305	1999	HUN	5879	
Patrick Forthoffer	2305	1999	FRA	5880	
Moises Fuentes	2305	1999	PER	5881	
Stig Gabrielsen	2305	1999	NOR	5882	
Sergey Galkin	2305	1999	RUS	5883	
Vladimir Gaspariants	2305	1999	RUS	5884	
Peter Gemmell	2305	1999	ENG	5885	
Jock Geselschap	2305	1999	NED	5886	
Gudmundur Gislason	2305	1999	ISL	5887	
Paulo Giusti	2305	1999	BRA	5888	
Boris L Goberman	2305	1999	RUS	5889	
Harry Gohil	2305	1999	GER	5890	
Ilja Golod	2305	1999	RUS	5891	
S. Golovko	2305	1999	RUS	5892	
Gottardo Gottardi	2305	1999	SUI	5893	
Jorge Guimaraes	2305	1999	POR	5894	
Angel Gutierrez	2305	1999	BRA	5895	
David G. Haakertt	2305	1999	ENG	5896	
Michal Hajek	2305	1999	CZE	5897	
John Hall	2305	1999	ENG	5898	
Carsten Hansen	2305	1999	DEN	5899	
Boris Hanukov	2305	1999	UKR	5900	
Andrew Harley	2305	1999	ENG	5901	
Gareth Haslinger	2305	1999	ENG	5902	
Einar Hatlebakk	2305	1999	NOR	5903	
Andrew Ho	2305	1999	CAN	5904	
Leonard Hofland	2305	1999	NED	5905	
Jacques Hogenacker	2305	1999	GER	5906	
Alexander Hudjakov	2305	1999	RUS	5907	
Wolfgang Huisl	2305	1999	GER	5908	
Sate Husari	2305	1999	SYR	5909	
Panathan Hutagaol	2305	1999	INA	5910	
Lilia Ibragimora	2305	1999	RUS	5911	
Arif Iskandar	2305	1999	INA	5912	
Goran Ivankovic	2305	1999	YUG	5913	
Oleg Iwanikov	2305	1999	BLR	5914	
Steve Jacobi	2305	1999	USA	5915	
Laszlo Jakobetz	2305	1999	HUN	5916	
Evgeny Jakovenko	2305	1999	BLR	5917	
Todor Jankov	2305	1999	BUL	5918	
Stanislav Jezek	2305	1999	CZE	5919	
Mario Jimenez	2305	1999	MEX	5920	
Bojan Jovanovic	2305	1999	YUG	5921	
Askar Kanatov	2305	1999	KAZ	5922	
Milorad Kapelan	2305	1999	YUG	5923	
Agust S Karlsson	2305	1999	ISL	5924	
Michael Karp	2305	1999	ISR	5925	
Tadeusz Karpik	2305	1999	POL	5926	
Valentin Kavnatsky	2305	1999	USA	5927	
Richard Kelson	2305	1999	USA	5928	
Nachum Keren	2305	1999	ISR	5929	
Elshan Khalygov	2305	1999	AZE	5930	
Yehezkel Klevitzki	2305	1999	ISR	5931	
Rafail Klovsky	2305	1999	UKR	5932	
Werner Kohl	2305	1999	GER	5933	
Ralf Kokowski	2305	1999	GER	5934	
Drago Komsic	2305	1999	GER	5935	
Milutin B Kostic	2305	1999	YUG	5936	
Jerzy Kostro	2305	1999	POL	5937	
Kjell Krantz	2305	1999	SWE	5938	
Martin Dr. Kreuzer	2305	1999	GER	5939	
Bragi Kristjansson	2305	1999	ISL	5940	
Stanislav G. Kriventsov	2305	1999	RUS	5941	
Bozidar Krsnik	2305	1999	AUT	5942	
Krzysztof Kruczek	2305	1999	POL	5943	
Ismet Kukic	2305	1999	BIH	5944	
V. Kulikov	2305	1999	RUS	5945	
Vladimir Kuzmin	2305	1999	BLR	5946	
Jose Larrosa Vila	2305	1999	ESP	5947	
Ville Lehto	2305	1999	FIN	5948	
Ferenc Lengyel	2305	1999	HUN	5949	
Dan Lepen	2305	1999	ISR	5950	
Zoran Licina	2305	1999	YUG	5951	
Dmitri Lobodanov	2305	1999	RUS	5952	
Eike Luethgens	2305	1999	GER	5953	
I. Lymar	2305	1999	UKR	5954	
Luiz Ed. W. Machado	2305	1999	BRA	5955	
Peter Mack	2305	1999	GER	5956	
V. Manukovsky	2305	1999	RUS	5957	
Mauro Marelli	2305	1999	ITA	5958	
Jaroslav Mares	2305	1999	CZE	5959	
Francois Margot	2305	1999	SUI	5960	
Walter Maringer	2305	1999	AUT	5961	
Petr Melnichuk	2305	1999	RUS	5962	
Roberto Messa	2305	1999	ITA	5963	
Heinz-Dieter Meyer	2305	1999	GER	5964	
Christian D. Michel Yunis	2305	1999	CHI	5965	
Janos Mika	2305	1999	HUN	5966	
Bretislav Modr	2305	1999	CZE	5967	
Sebastian Mueller	2305	1999	GER	5968	
Werner Mueller	2305	1999	GER	5969	
Elshad Musayev	2305	1999	AZE	5970	
Vitaly Nazarevich	2305	1999	UKR	5971	
Claudio Negrini	2305	1999	ITA	5972	
Igor Nestratov	2305	1999	RUS	5973	
Momir Nikolic	2305	1999	YUG	5974	
Joaquin Noria	2305	1999	ESP	5975	
Anjas Novita	2305	1999	INA	5976	
Tadeusz Okrucinski	2305	1999	POL	5977	
Andrzej Olszewski	2305	1999	POL	5978	
Miguel Ortiz	2305	1999	USA	5979	
Davit Paksashvili	2305	1999	GEO	5980	
Vladimir Pala	2305	1999	CZE	5981	
Vladimir Palant	2305	1999	UKR	5982	
Janko Panajotov	2305	1999	BUL	5983	
Joe Parappalli	2305	1999	IND	5984	
Vladimir Pasko	2305	1999	UKR	5985	
Pierluigi Passerotti	2305	1999	ITA	5986	
Gennadij Pavlov	2305	1999	RUS	5987	
Karl Pedersen	2305	1999	DEN	5988	
Frederic Peltrault	2305	1999	FRA	5989	
Daniel Pergericht	2305	1999	BEL	5990	
Djordje Petrovic	2305	1999	YUG	5991	
Attila Piroth	2305	1999	HUN	5992	
Pavel Pokrovski	2305	1999	RUS	5993	
Jozef Puchala	2305	1999	POL	5994	
Octavian Puscasiu	2305	1999	ROM	5995	
John Readey	2305	1999	USA	5996	
Hendrik Reichmann	2305	1999	GER	5997	
Bernd Reinhardt	2305	1999	GER	5998	
Eva Repkova Eid	2305	1999	LIB	5999	
Rodman Mark	2305	1999	UKR	6000	
Carlos Roberto Rosa	2305	1999	BRA	6001	
Thorbjorn Rosenlund	2305	1999	DEN	6002	
Paul Ross	2305	1999	CAN	6003	
Tamas Ruby	2305	1999	HUN	6004	
Natalia Ruchieva	2305	1999	RUS	6005	
Vladimir Rupeta	2305	1999	UKR	6006	
Gennady Rutman	2305	1999	UKR	6007	
Sergei Salov	2305	1999	RUS	6008	
Adrian Sasu-Ducsoara	2305	1999	ROM	6009	
Alexander Scetinin	2305	1999	RUS	6010	
Andreas Schirbel	2305	1999	GER	6011	
Gaspar Schlahetka	2305	1999	HUN	6012	
Michael Schleifer	2305	1999	CAN	6013	
Klaus Schmitzer	2305	1999	GER	6014	
Thomas Schubert	2305	1999	GER	6015	
Hubert Schuh	2305	1999	GER	6016	
Aleksandar Semenov	2305	1999	YUG	6017	
Kurt Setterqvist	2305	1999	SWE	6018	
V. Shinelev	2305	1999	RUS	6019	
Elizar Shperber	2305	1999	RUS	6020	
Ulrich Dr. Sieg	2305	1999	GER	6021	
Konstantin Siromajov	2305	1999	BUL	6022	
Alberto Soler	2305	1999	CUB	6023	
Adwilhans Souza	2305	1999	BRA	6024	
Plamen Stefanov	2305	1999	BUL	6025	
Vladan Stevanovic	2305	1999	YUG	6026	
Vladan S. Stevanovic	2305	1999	YUG	6027	
Michael Stoeber	2305	1999	GER	6028	
Branko Stojakovic	2305	1999	CRO	6029	
V Subramanian	2305	1999	IND	6030	
Marat Suleimanov	2305	1999	RUS	6031	
Ernst Swoboda	2305	1999	AUT	6032	
Ignacy Szyszko	2305	1999	POL	6033	
Roberto Tamai	2305	1999	ITA	6034	
Oliviero Tassi	2305	1999	ITA	6035	
V.A. Tatarintsev	2305	1999	RUS	6036	
Csaba Toth	2305	1999	HUN	6037	
Richard Tozer	2305	1999	ENG	6038	
Juan Fernando Trincado	2305	1999	ARG	6039	
Hector Unding	2305	1999	PHI	6040	
Nikolai Vasilev	2305	1999	BUL	6041	
Panaite Velea	2305	1999	ROM	6042	
Radivoje Vencl	2305	1999	YUG	6043	
Anatolij Vnukov	2305	1999	RUS	6044	
Guenter Walter	2305	1999	GER	6045	
Dirk Wegener	2305	1999	GER	6046	
William Wharton	2305	1999	USA	6047	
Camille Wians	2305	1999	LUX	6048	
Ralf Wiemer	2305	1999	GER	6049	
Ryszard Wolny	2305	1999	POL	6050	
Thomas Wolski	2305	1999	GER	6051	
David A. Wood	2305	1999	ENG	6052	
Olavo Yepez	2305	1999	ECU	6053	
John Young	2305	1999	SCO	6054	
Pedro Maria Zabala Bilbao	2305	1999	ESP	6055	
Zaw Myo Htet	2305	1999	MYA	6056	
Yuri Zitin	2305	1999	EST	6057	
Robert D. Zuk	2305	1999	CAN	6058	
A. Abdulla	2304	1999	IRQ	6059	
Faysal Al-Sad	2304	1999	QAT	6060	
Rasim Aliev	2304	1999	AZE	6061	
Rafael Araque	2304	1999	COL	6062	
Myint Aye	2304	1999	MYA	6063	
Vladimir Gaydukov	2304	1999	RUS	6064	
Victor Grachev	2304	1999	RUS	6065	
Philippe Guyot	2304	1999	FRA	6066	
Peter Hardicsay	2304	1999	HUN	6067	
Souren Hatchatrian	2304	1999	UKR	6068	
Rangarajan Karthik	2304	1999	IND	6069	
Sasa Kocic	2304	1999	YUG	6070	
Boris Kovac	2304	1999	SLO	6071	
Marcel Martinez	2304	1999	USA	6072	
Harald Matthey	2304	1999	GER	6073	
Falko Meyer	2304	1999	GER	6074	
Olivier Moor	2304	1999	SUI	6075	
Alesandar Necevski	2304	1999	YUG	6076	
Martin Neubauer	2304	1999	AUT	6077	
Oskar Orel	2304	1999	SLO	6078	
Konstantin Orlov	2304	1999	YUG	6079	
Jarkko Penttinen	2304	1999	FIN	6080	
Milos Perunovic	2304	1999	YUG	6081	
Zoran Popovic	2304	1999	YUG	6082	
Jury Revin	2304	1999	UKR	6083	
Nati Ribshtein	2304	1999	ISR	6084	
Bernd Roeschlau	2304	1999	GER	6085	
Daniel Ronneland	2304	1999	SWE	6086	
Win Sein	2304	1999	MYA	6087	
Vlastimil Sejkora	2304	1999	CZE	6088	
Sergey Starygin	2304	1999	RUS	6089	
Marcin Szymanski	2304	1999	POL	6090	
Moussa Taleb	2304	1999	UAE	6091	
Sein Thaung	2304	1999	MYA	6092	
Antti Virtanen	2304	1999	FIN	6093	
Thein Ye Myint	2304	1999	MYA	6094	
Wong Zi-Jing	2304	1999	MAS	6095	
Claudio Aguerreberry	2303	1999	ARG	6096	
Johan Berg	2303	1999	NOR	6097	
Saevar Bjarnason	2303	1999	ISL	6098	
Anatoly T. Bondar	2303	1999	RUS	6099	
Ivan Brecka	2303	1999	CZE	6100	
Ingo Bruch	2303	1999	GER	6101	
Dastgir Butt	2303	1999	PAK	6102	
Christophe Claverie	2303	1999	FRA	6103	
Mariusz Duch	2303	1999	POL	6104	
Andrey A. Ivanov	2303	1999	UKR	6105	
Evgeni Kirnos	2303	1999	UKR	6106	
Mikko Kivisto	2303	1999	FIN	6107	
Teo Lampic	2303	1999	ITA	6108	
Zivojin Z Ljubisavljevic	2303	1999	YUG	6109	
William B. Longren	2303	1999	USA	6110	
Petr Lukinov	2303	1999	RUS	6111	
Jur Luohov	2303	1999	RUS	6112	
Jan Michalek	2303	1999	CZE	6113	
Toni Milunovic	2303	1999	YUG	6114	
Dario Mione	2303	1999	ITA	6115	
Stepan Monastyrev	2303	1999	RUS	6116	
Fabrice Moracchini	2303	1999	FRA	6117	
Francisco Javier ESP Munoz Moreno	2303	1999	ESP	6118	
Myint Thein	2303	1999	MYA	6119	
Leonid Nikolaev	2303	1999	UKR	6120	
Marina Olbrich	2303	1999	GER	6121	
Jorma Paavilainen	2303	1999	FIN	6122	
Phyo Min Swe	2303	1999	MYA	6123	
Anton Postl	2303	1999	AUT	6124	
Dan Rat	2303	1999	ROM	6125	
Igor Saric	2303	1999	YUG	6126	
Nicolae Seder	2303	1999	ROM	6127	
Erich Steflitsch	2303	1999	AUT	6128	
Mohamed Tissir	2303	1999	MAR	6129	
Alexandr Ukhanov	2303	1999	RUS	6130	
Timothy J Upton	2303	1999	SCO	6131	
Radivoje Vukic	2303	1999	YUG	6132	
Steven Winer	2303	1999	USA	6133	
Dmitry Zilberstein	2303	1999	USA	6134	
Boris Abramov	2302	1999	RUS	6135	
Milan Aleksic	2302	1999	YUG	6136	
Nenad Aleksic	2302	1999	YUG	6137	
Slavko Azaric	2302	1999	YUG	6138	
Stephane Batchinsky	2302	1999	SUI	6139	
Luis Couso	2302	1999	SWE	6140	
Carlos Cruz-Lopez Claret	2302	1999	ESP	6141	
Kevin Denny	2302	1999	BAR	6142	
Chris Depasquale	2302	1999	AUS	6143	
Denis Eremeev	2302	1999	UKR	6144	
Aleksandar Granovski	2302	1999	KAZ	6145	
Paul Held	2302	1999	GER	6146	
Svein Johannessen	2302	1999	NOR	6147	
Spyridon Kapnisis	2302	1999	GRE	6148	
Anatoly Kornilov	2302	1999	RUS	6149	
Stanislav G. Kriventsov	2302	1999	USA	6150	
Donatas Lapienis	2302	1999	LTU	6151	
Markus Lindinger	2302	1999	GER	6152	
Gordan Markotic	2302	1999	CRO	6153	
Robert Markus	2302	1999	YUG	6154	
Anatoly M. Mukoseev	2302	1999	RUS	6155	
Luis Patriarca	2302	1999	PAR	6156	
Aleksei Pridorozhni	2302	1999	RUS	6157	
Luka Rajak	2302	1999	YUG	6158	
Marcelo Ripari	2302	1999	ARG	6159	
Rodion Rubenchik	2302	1999	USA	6160	
Dmitry Schneider	2302	1999	USA	6161	
Alexandr M. Skvortsov	2302	1999	RUS	6162	
Adam Sziebert	2302	1999	HUN	6163	
Marcin Walach	2302	1999	POL	6164	
Abdelkarim Zair	2302	1999	MAR	6165	
Eduard Zelkind	2302	1999	USA	6166	
Aleksandr Alpert	2301	1999	RUS	6167	
Carlos Barrero Garcia	2301	1999	ESP	6168	
Jury Berdnikov	2301	1999	UKR	6169	
Andreas Brenke	2301	1999	GER	6170	
Augustin Brnas	2301	1999	CRO	6171	
Rainer Buhmann	2301	1999	GER	6172	
Grigory Butrin	2301	1999	RUS	6173	
Vardan Danielian	2301	1999	ARM	6174	
Frank Darnstaedt	2301	1999	GER	6175	
Branislav Dena	2301	1999	YUG	6176	
Rafael Gonzalez Maza	2301	1999	ESP	6177	
