Name	Rating	Year	Rank	Fed
V. Smyslov	2550	1987	USR	49	
J. Speelman	2550	1987	ENG	50	
K. Spraggett	2550	1987	CAN	51	
G. Agzamov	2545	1987	USR	52	
V.S. Eingorn	2545	1987	USR	53	
J. Hjartarson	2545	1987	ISL	54	
J. Arnason	2540	1987	ISL	55	
R. Dzindzichashvili	2540	1987	USA	56	
L. Ftacnik	2540	1987	CSR	57	
F. Gheorghiu	2540	1987	ROM	58	
M. Gurevich	2540	1987	USR	59	
C. Hansen	2540	1987	DEN	60	
Hulak	2540	1987	YUG	61	
E. Lobron	2540	1987	FRG	62	
P. Popovic	2540	1987	YUG	63	
E. Torre	2540	1987	PHI	64	
E. Bareev	2535	1987	USR	65	
I. Farago	2535	1987	HUN	66	
J.P. Fedorowicz	2535	1987	USA	67	
Y. Gruenfeld	2535	1987	ISR	68	
D. Gurevich	2535	1987	USA	69	
R. Lau	2535	1987	FRG	70	
M. Petursson	2535	1987	ISL	71	
E. Sveshnikov	2535	1987	USR	72	
D. Velimirovic	2535	1987	YUG	73	
U. Boensch	2530	1987	DDR	74	
M.G. Chiburdanidze	2530	1987	USR	75	
Y. Dokhoian	2530	1987	USR	76	
C. Garcia Palermo	2530	1987	ARG	77	
L. Gutman	2530	1987	ISR	78	
G. Sosonko	2530	1987	NED	79	
Y. Balashov	2525	1987	USR	80	
B. Gulko	2525	1987	USA	81	
I. Morovic F	2525	1987	CHI	82	
I. Rogers	2525	1987	AUS	83	
J. Smejkal	2525	1987	CSR	84	
Tarjan	2525	1987	USA	85	
W. Uhlmann	2525	1987	DDR	86	
E. Vladimirov	2525	1987	USR	87	
M. Dlugy	2520	1987	USA	88	
I. Dorfman	2520	1987	USR	89	
J.M. Hodgson	2520	1987	ENG	90	
Co. Ionescu	2520	1987	ROM	91	
S. Kindermann	2520	1987	FRG	92	
Mestelj.	2520	1987	ENG	93	
A. Mikhalchishin	2520	1987	USR	94	
E. Pigusov	2520	1987	USR	95	
P. Van der Sterren	2520	1987	NED	96	
S. Dolmatov	2515	1987	USR	97	
A. Greenfeld	2515	1987	ISR	98	
A. Khalifman	2515	1987	USR	99	
S. Makarichev	2515	1987	USR	100	
E. Meduna	2515	1987	CSR	101	
O. Panno	2515	1987	ARG	102	
I.V. Ivanov	2510	1987	CAN	103	
Razuvaev	2510	1987	USR	104	
Vasiukov	2510	1987	USR	105	
Z. Azmayparashvili	2505	1987	USR	106	
V. Cseshkovsky	2505	1987	USR	107	
G. Dizdar	2505	1987	YUG	108	
T. Georgadze	2505	1987	USR	109	
S. Gligoric	2505	1987	YUG	110	
A. Groszpeter	2505	1987	HUN	111	
R. Henley	2505	1987	USA	112	
M. Illescas Cordoba	2505	1987	ESP	113	
R. Knaak	2505	1987	DDR	114	
S. Kudrin	2505	1987	USA	115	
S. Marjanovic	2505	1987	YUG	116	
Y. Murey	2505	1987	ISR	117	
S. Smagin	2505	1987	USR	118	
A. Vaiser	2505	1987	USR	119	
L. Yudasin	2505	1987	USR	120	
A. Zapata	2505	1987	COL	121	
V. Anand	2500	1987	IND	122	
V. Chekhov	2500	1987	USR	123	
O. Cvitan	2500	1987	YUG	124	
N. De Firmian	2500	1987	USA	125	
A. Dozorets	2500	1987	USA	126	
E.P. Geller	2500	1987	USR	127	
S. Lputian	2500	1987	USR	128	
P. Lukacs	2500	1987	HUN	129	
M.F. Stean	2500	1987	ENG	130	
J. Sunye-Neto	2500	1987	BRA	131	
W.N. Watson	2500	1987	ENG	132	
G. Zaitshik	2500	1987	USR	133	
V.K. Bagirov	2495	1987	USR	134	
D. Barlov	2495	1987	YUG	135	
W.S. Browne	2495	1987	USA	136	
R. Byrne	2495	1987	USA	137	
G.C. Flear	2495	1987	ENG	138	
O. Foisor	2495	1987	ROM	139	
G. Garcia Gonzales	2495	1987	CUB	140	
A. Gipslis	2495	1987	USR	141	
B. Kurajica	2495	1987	YUG	142	
A. Lanc	2495	1987	CSR	143	
J.A. Peters	2495	1987	USA	144	
A. Petrosian	2495	1987	USR	145	
Zsu. Polgar	2495	1987	HUN	146	
Am. Rodriguez	2495	1987	CUB	147	
G.A. Timoshchenko	2495	1987	USR	148	
E. Ubilava	2495	1987	USR	149	
Jun Xu	2495	1987	CHN	150	
R. Cifuentes Parada	2490	1987	CHI	151	
E. Dizdarevic	2490	1987	YUG	152	
I. Glek	2490	1987	USR	153	
Z. Ilincic	2490	1987	YUG	154	
Vlado Kovacevic	2490	1987	YUG	155	
A. Matanovic	2490	1987	YUG	156	
Qi Jingxuan	2490	1987	CHN	157	
Quinteros	2490	1987	ARG	158	
L. Vogt	2490	1987	DDR	159	
S. Arkhipov	2485	1987	USR	160	
K. Bischoff	2485	1987	FRG	161	
J. Bolbochan	2485	1987	ARG	162	
I. Csom	2485	1987	HUN	163	
M. Filip	2485	1987	CSR	164	
E. Kengis	2485	1987	USR	165	
M. Matulovic	2485	1987	YUG	166	
G. Milos	2485	1987	BRA	167	
K. Mokry	2485	1987	CSR	168	
F. Olafsson	2485	1987	ISL	169	
J. Rukavina	2485	1987	YUG	170	
G. Sigurjonsson	2485	1987	ISL	171	
A. Vyzmanavin	2485	1987	USR	172	
M. Wilder	2485	1987	USA	173	
U. Adianto	2480	1987	INA	174	
M. Cebalo	2480	1987	YUG	175	
G. Gauglitz	2480	1987	DDR	176	
B. Ivanovic	2480	1987	YUG	177	
B. Ivkov	2480	1987	YUG	178	
L. Karlsson	2480	1987	SWE	179	
J. Kristiansen	2480	1987	DEN	180	
N.R. Mcdonald	2480	1987	ENG	181	
I.A. Novikov	2480	1987	USR	182	
Parma B.	2480	1987	YUG	183	
A. Pekarek	2480	1987	CSR	184	
H. Pfleger	2480	1987	FRG	185	
K. Rasmussen	2480	1987	DEN	186	
M. Taimanov	2480	1987	USR	187	
T. Wedberg	2480	1987	SWE	188	
Jiangchuan Ye	2480	1987	CHN	189	
B. Zuckerman	2480	1987	USA	190	
M.I. Dvorietzky	2475	1987	USR	191	
N. Gaprindashvili	2475	1987	USR	192	
E. Gufeld	2475	1987	USR	193	
V. Inkiov	2475	1987	BUL	194	
V. Ivanchuk	2475	1987	USR	195	
D.J. King	2475	1987	ENG	196	
V. Kupreichik	2475	1987	USR	197	
J.D. Tisdall	2475	1987	NOR	198	
P. Velikov	2475	1987	BUL	199	
B. Damljanovic	2470	1987	YUG	200	
Kr. Georgiev	2470	1987	BUL	201	
A. Haik	2470	1987	FRA	202	
Jo. Horvath	2470	1987	HUN	203	
B. Kogan	2470	1987	USA	204	
M. Kuijf	2470	1987	NED	205	
G.P. Kuzmin	2470	1987	USR	206	
A. Lein	2470	1987	USA	207	
G. Ligterink	2470	1987	NED	208	
P. Littlewood	2470	1987	ENG	209	
W. Lombardy	2470	1987	USA	210	
D. Marovic	2470	1987	YUG	211	
E. Mednis	2470	1987	USA	212	
Z. Nikolic	2470	1987	YUG	213	
N. Rashkovsky	2470	1987	USR	214	
Wl. Schmidt	2470	1987	POL	215	
H. Schussler	2470	1987	SWE	216	
A. Shneider	2470	1987	USR	217	
W. Unzicker	2470	1987	FRG	218	
J.E. Vatnikov	2470	1987	USR	219	
R. Vera	2470	1987	CUB	220	
J. Ambroz	2465	1987	CSR	221	
Y.L. Averbakh	2465	1987	USR	222	
A. Avshalumov	2465	1987	USR	223	
D. Barbulescu	2465	1987	ROM	224	
N. Birnboim	2465	1987	ISR	225	
O.L. Chernikov	2465	1987	USR	226	
S. Djuric	2465	1987	YUG	227	
M. Drasko	2465	1987	YUG	228	
A. Dreev	2465	1987	USR	229	
S.I. Dvoirys	2465	1987	USR	230	
Th. Ernst	2465	1987	SWE	231	
L. Hazai	2465	1987	HUN	232	
F. Hellers	2465	1987	SWE	233	
K.J. Helmers	2465	1987	NOR	234	
V. Jansa	2465	1987	CSR	235	
J. Klinger	2465	1987	AUT	236	
A. Martin Gonzalez	2465	1987	ESP	237	
D. Paunovic	2465	1987	YUG	238	
D.M. Rodriguez	2465	1987	COL	239	
I. Smirin	2465	1987	USR	240	
I. Stohl	2465	1987	CSR	241	
P. Benko	2460	1987	USA	242	
M.-V. Ghinda	2460	1987	ROM	243	
H.-U. Gruenberg	2460	1987	DDR	244	
M. Hawelko	2460	1987	POL	245	
M. Hebden	2460	1987	ENG	246	
J. Plaskett	2460	1987	ENG	247	
M.A. Rohde	2460	1987	USA	248	
K. Shirazi	2460	1987	USA	249	
Sturua	2460	1987	USR	250	
M. Wiedenkeller	2460	1987	SWE	251	
L. Yurtaev	2460	1987	USR	252	
Akesson	2455	1987	SWE	253	
J. Armas	2455	1987	CUB	254	
P. Cramling	2455	1987	SWE	255	
V.J. Frias	2455	1987	USA	256	
S. Garcia Martinez	2455	1987	CUB	257	
E. Halasz	2455	1987	HUN	258	
R. Keene	2455	1987	ENG	259	
P. Korzubov	2455	1987	USR	260	
Y. Kruppa	2455	1987	USR	261	
J. Nikolac	2455	1987	YUG	262	
A.N. Panchenko	2455	1987	USR	263	
J. Pribyl	2455	1987	CSR	264	
V. Raicevic	2455	1987	YUG	265	
O. Renet	2455	1987	FRA	266	
Renman	2455	1987	SWE	267	
S. Reshevsky	2455	1987	USA	268	
O. Rodriguez	2455	1987	PER	269	
E. Rosentalis	2455	1987	USR	270	
M. Sisniega	2455	1987	MEX	271	
V. Stirenkov	2455	1987	USR	272	
T. Taylor	2455	1987	USA	273	
M. Todorcevic	2455	1987	YUG	274	
B. Andonov	2450	1987	BUL	275	
D. Barua	2450	1987	IND	276	
P. Biyiasas	2450	1987	USA	277	
F. Borkowski	2450	1987	POL	278	
J. Boudy	2450	1987	CUB	279	
J De la Villa Garcia	2450	1987	ESP	280	
L. Espig	2450	1987	DDR	281	
J. Fernandez Garcia	2450	1987	ESP	282	
J.H. Gomez Baillo	2450	1987	ARG	283	
H.-J. Hecht	2450	1987	FRG	284	
G. Hertneck	2450	1987	FRG	285	
J. Hickl	2450	1987	FRG	286	
A. Kharitonov	2450	1987	USR	287	
N. Kirov	2450	1987	BUL	288	
R. Kuczynski	2450	1987	POL	289	
Zunian Li	2450	1987	CHN	290	
V. Liberzon	2450	1987	ISR	291	
B. Maksimovic	2450	1987	YUG	292	
S. Marangunic	2450	1987	YUG	293	
E. Meyer	2450	1987	USA	294	
G. Miralles	2450	1987	FRA	295	
. Murshed	2450	1987	BAN	296	
Podgaets	2450	1987	USR	297	
K.-H. Podzielny	2450	1987	FRG	298	
D. Rajkovic	2450	1987	YUG	299	
Meh. Sharif	2450	1987	FRA	300	
E. Shvidler	2450	1987	ISR	301	
Laszlo Szabo	2450	1987	HUN	302	
T. Utasi	2450	1987	HUN	303	
N. Weinstein	2450	1987	USA	304	
Y. Yakovich	2450	1987	USR	305	
A. Yap	2450	1987	PHI	306	
Y. Anikaev	2445	1987	USR	307	
F. Braga	2445	1987	ITA	308	
V. Bukal	2445	1987	YUG	309	
E. Cekro	2445	1987	YUG	310	
S. Conquest	2445	1987	ENG	311	
R. Dautov	2445	1987	USR	312	
V. Dimitrov	2445	1987	BUL	313	
J. Ehlvest	2445	1987	USR	314	
E. Ermenkov	2445	1987	BUL	315	
Rom. Hernandez	2445	1987	CUB	316	
M. Jukic	2445	1987	YUG	317	
M. Knezevic	2445	1987	YUG	318	
A. Kochiyev	2445	1987	USR	319	
J. Lechtynsky	2445	1987	CSR	320	
A. Lukin	2445	1987	USR	321	
M. Marin	2445	1987	ROM	322	
V. Mccambridge	2445	1987	USA	323	
R. Milovanovic	2445	1987	YUG	324	
V. Moskalenko	2445	1987	USR	325	
I. Naumkin	2445	1987	USR	326	
Ji. Nun	2445	1987	CSR	327	
L. Ortega	2445	1987	CUB	328	
Padevsky	2445	1987	BUL	329	
S. Palatnik	2445	1987	USR	330	
Z. Pavicic	2445	1987	YUG	331	
G. Rechlis	2445	1987	ISR	332	
P. Scheeren	2445	1987	NED	333	
A. Schneider	2445	1987	HUN	334	
E. Solozhenkin	2445	1987	USR	335	
K. Thorsteins	2445	1987	ISL	336	
Mark Tseitlin	2445	1987	USR	337	
S.N. Yuferov	2445	1987	USR	338	
J.M. Bradford	2440	1987	USA	339	
D. Donchev	2440	1987	BUL	340	
L. Eolian	2440	1987	USR	341	
Z. Franco	2440	1987	PAR	342	
Gild. Garcia	2440	1987	COL	343	
A. Goldin	2440	1987	USR	344	
A. Kosten	2440	1987	ENG	345	
V. Kotronias	2440	1987	GRE	346	
B. Kouatly	2440	1987	FRA	347	
A. Kuzmin	2440	1987	USR	348	
B. Lalic	2440	1987	YUG	349	
G. Makropoulos	2440	1987	GRE	350	
E. Mortensen	2440	1987	DEN	351	
V. Neverov	2440	1987	USR	352	
L. Oll	2440	1987	USR	353	
V. Osnos	2440	1987	USR	354	
Palos	2440	1987	YUG	355	
Ree	2440	1987	NED	356	
M. Rivas Pastor	2440	1987	ESP	357	
A. Romero Holmes	2440	1987	ESP	358	
W. Schoen	2440	1987	FRG	359	
K.-J. Schulz	2440	1987	FRG	360	
S. Semkov	2440	1987	BUL	361	
R. Simic	2440	1987	YUG	362	
V. Stoica	2440	1987	ROM	363	
I. Veinger	2440	1987	ISR	364	
M. Vukic	2440	1987	YUG	365	
M. Wahls	2440	1987	FRG	366	
E.B. Akhmilovskaya	2435	1987	USR	367	
A. Anastasian	2435	1987	USR	368	
L. Bass	2435	1987	USA	369	
Ch. Bergstrom	2435	1987	SWE	370	
G. Cabrilo	2435	1987	YUG	371	
W. Hartston	2435	1987	ENG	372	
Gy. Horvath	2435	1987	HUN	373	
A. Huzman	2435	1987	USR	374	
N. Ioseliani	2435	1987	USR	375	
L. Karsa	2435	1987	HUN	376	
Z. Kozul	2435	1987	YUG	377	
D. Lalev	2435	1987	BUL	378	
Leow	2435	1987	SIN	379	
F. Muco	2435	1987	ALB	380	
J. Plachetka	2435	1987	CSR	381	
F. Portisch	2435	1987	HUN	382	
S.-A. Saeed	2435	1987	UAE	383	
J. Schroer	2435	1987	USA	384	
R. Tischbierek	2435	1987	DDR	385	
T. Toshkov	2435	1987	BUL	386	
Tringov	2435	1987	BUL	387	
Mikh.S. Tseitlin	2435	1987	USR	388	
A. Veingold	2435	1987	USR	389	
D. Verduga	2435	1987	MEX	390	
H. Wirthensohn	2435	1987	SUI	391	
K.N. Aseev	2430	1987	USR	392	
J. Bany	2430	1987	POL	393	
E. Bukhman	2430	1987	USR	394	
T. Casper	2430	1987	DDR	395	
K. Frey	2430	1987	MEX	396	
W. Hug	2430	1987	SUI	397	
Iz. Jelen	2430	1987	YUG	398	
L. Kaufman	2430	1987	USA	399	
R. Kholmov	2430	1987	USR	400	
Z. Klaric	2430	1987	YUG	401	
A. Kurtenkov	2430	1987	BUL	402	
B. Lengyel	2430	1987	HUN	403	
J. Levitt	2430	1987	ENG	404	
A. Maciejewski	2430	1987	POL	405	
B. Malich	2430	1987	DDR	406	
Ochoa De Echaguen	2430	1987	ESP	407	
Ostermeyer	2430	1987	FRG	408	
R. Pelts	2430	1987	CAN	409	
E. Prandstetter	2430	1987	CSR	410	
J. Przewoznik	2430	1987	POL	411	
I. Radulov	2430	1987	BUL	412	
J. Reyes	2430	1987	PER	413	
P. Ricardi	2430	1987	ARG	414	
E. Schmittdiel	2430	1987	FRG	415	
M. Tempone	2430	1987	ARG	416	
C. Van Wijgerden	2430	1987	NED	417	
M. Vokac	2430	1987	CSR	418	
V.F. Zaltsman	2430	1987	USA	419	
H. Ardiansyah	2425	1987	INA	420	
Y. Bleiman	2425	1987	ISR	421	
J. Bonin	2425	1987	USA	422	
L. Dobrovolsky	2425	1987	CSR	423	
R. Douven	2425	1987	NED	424	
J. Eslon	2425	1987	SWE	425	
I. Gazik	2425	1987	CSR	426	
R. Govedarica	2425	1987	YUG	427	
S. Grunberg	2425	1987	ROM	428	
Cs. Horvath	2425	1987	HUN	429	
V. Lukov	2425	1987	BUL	430	
J. Magem Badals	2425	1987	ESP	431	
E. Magerramov	2425	1987	USR	432	
R. Mascarinas	2425	1987	PHI	433	
E. Mnatsakanian	2425	1987	USR	434	
P. Motwani	2425	1987	SCO	435	
L. Ogaard	2425	1987	NOR	436	
I. Polovodin	2425	1987	USR	437	
D.V. Prasad	2425	1987	IND	438	
J. Rizzitano	2425	1987	USA	439	
A.F. Saidy	2425	1987	USA	440	
L.-A. Schneider	2425	1987	SWE	441	
I. Sokolov	2425	1987	YUG	442	
N. Sulava	2425	1987	YUG	443	
A. Sznapik	2425	1987	POL	444	
S. Tatai	2425	1987	ITA	445	
H. Teske	2425	1987	DDR	446	
A. Yermolinsky	2425	1987	USR	447	
R. Zysk	2425	1987	FRG	448	
B. Abramovic	2420	1987	YUG	449	
J. Adamski	2420	1987	POL	450	
R.W. Arencibia	2420	1987	CUB	451	
J. Barle	2420	1987	YUG	452	
F. Begovac	2420	1987	YUG	453	
A. Bisguier	2420	1987	USA	454	
F.W.M. Borm	2420	1987	NED	455	
J. Campos Moreno	2420	1987	CHI	456	
D. Cramling	2420	1987	SWE	457	
N.R. Davies	2420	1987	ENG	458	
G. De Fotis	2420	1987	USA	459	
A. Deze	2420	1987	YUG	460	
J. Diez Del Corral	2420	1987	ESP	461	
S. Gross	2420	1987	CSR	462	
J. Hector	2420	1987	SWE	463	
D. Ilic	2420	1987	YUG	464	
G. Kaidanov	2420	1987	USR	465	
G. Kallai	2420	1987	HUN	466	
Karolyi Jr.T.	2420	1987	HUN	467	
D. Keller	2420	1987	SUI	468	
Y. Klovan	2420	1987	USR	469	
Kolarov	2420	1987	BUL	470	
Kopec	2420	1987	USA	471	
M. Krasenkov	2420	1987	USR	472	
D. London	2420	1987	USA	473	
Maiorov	2420	1987	USR	474	
M. Marantz	2420	1987	ISR	475	
Z. Mestrovic	2420	1987	YUG	476	
A. Nenashev	2420	1987	USR	477	
N. Spiridonov	2420	1987	BUL	478	
P. Staniszewski	2420	1987	POL	479	
Suttles	2420	1987	CAN	480	
P. Szekely	2420	1987	HUN	481	
G. Tunik	2420	1987	USR	482	
A. Vaulin	2420	1987	USR	483	
S. Velickovic	2420	1987	YUG	484	
J. Watson	2420	1987	USA	485	
J. Whitehead	2420	1987	USA	486	
D.A. Yanofsky	2420	1987	CAN	487	
N.R. Zilberman	2420	1987	UNK	488	
I. Bilek	2415	1987	HUN	489	
P.A. Boersma	2415	1987	NED	490	
I. Buljovcic	2415	1987	YUG	491	
M.L. Condie	2415	1987	SCO	492	
D. Djoric	2415	1987	YUG	493	
B. Filipovic	2415	1987	YUG	494	
S. Gorelov	2415	1987	USR	495	
E. Haag	2415	1987	HUN	496	
E. Handoko	2415	1987	INA	497	
A.V. Ivanov	2415	1987	USR	498	
S. Kalinichev	2415	1987	USR	499	
A. Kapetanovic	2415	1987	YUG	500	
Jinrong Liang	2415	1987	CHN	501	
Liew	2415	1987	MAS	502	
Litinskaya-Shul	2415	1987	USR	503	
C.A. Mcnab	2415	1987	SCO	504	
Th. Paehtz	2415	1987	DDR	505	
E. Pedersen	2415	1987	DEN	506	
A. Planinc	2415	1987	YUG	507	
L. Popov	2415	1987	BUL	508	
K. Pytel	2415	1987	POL	509	
R. Radmilovic	2415	1987	YUG	510	
J. Rubinetti	2415	1987	ARG	511	
D. Sorm	2415	1987	AUT	512	
P. Stempin	2415	1987	POL	513	
N. Tumurhuyag	2415	1987	MGL	514	
Zs. Veroci-Petronic	2415	1987	HUN	515	
A.A. Vitolinsh	2415	1987	USR	516	
V.V. Vorotnikov	2415	1987	USR	517	
L. Winants	2415	1987	BEL	518	
J. Yrjola	2415	1987	FIN	519	
A.J. Butnoris	2410	1987	USR	520	
F.A. Cuijpers	2410	1987	NED	521	
D.H. Cummings	2410	1987	ENG	522	
G.-J. De Boer	2410	1987	NED	523	
J.W. Donaldson	2410	1987	USA	524	
L. Dzhandzhava	2410	1987	USR	525	
Gy. Emodi	2410	1987	HUN	526	
I.T. Findlay	2410	1987	CAN	527	
A. Fishbein	2410	1987	USA	528	
F. Gallego Eraso	2410	1987	ESP	529	
Rai. Garcia	2410	1987	ARG	530	
A. Glyanets	2410	1987	USR	531	
A. Godes	2410	1987	USR	532	
D. Goodman	2410	1987	ENG	533	
K.A. Grigorian	2410	1987	USR	534	
I. Gurevich	2410	1987	USA	535	
S. Heim	2410	1987	NOR	536	
D. Heinbuch	2410	1987	FRG	537	
P. Herb	2410	1987	FRA	538	
D.K. Johansen	2410	1987	AUS	539	
Sh. Kagan	2410	1987	ISR	540	
A. Ker	2410	1987	NZL	541	
Al. Khasin	2410	1987	USR	542	
A. Kiss	2410	1987	HUN	543	
D. Komljenovic	2410	1987	YUG	544	
V.A. Kozlov	2410	1987	USR	545	
Y. Kraidman	2410	1987	ISR	546	
V. Kuporosov	2410	1987	USR	547	
Leski	2410	1987	FRA	548	
S. Mariotti	2410	1987	ITA	549	
S. Martinovic	2410	1987	YUG	550	
Ig. Nowak	2410	1987	POL	551	
A. Ornstein	2410	1987	SWE	552	
J. Ost-Hansen	2410	1987	DEN	553	
Panczyk	2410	1987	POL	554	
M. Paolozzi	2410	1987	BRA	555	
T. Paunovic	2410	1987	YUG	556	
V. Petrienko	2410	1987	USR	557	
L. Pliester	2410	1987	NED	558	
Remlinger	2410	1987	USA	559	
D. Root	2410	1987	USA	560	
Y. Shabanov	2410	1987	USR	561	
S. Sitanggang	2410	1987	INA	562	
Skrobek	2410	1987	POL	563	
D. Strauss	2410	1987	USA	564	
P. Szilagyi	2410	1987	HUN	565	
T. Tolnai	2410	1987	HUN	566	
Lj. Zivkovic	2410	1987	YUG	567	
N. Alexandria	2405	1987	USR	568	
N.I. Andrianov	2405	1987	USR	569	
G. Andruet	2405	1987	FRA	570	
A. Antunes	2405	1987	POR	571	
G.F. Barbero	2405	1987	ARG	572	
Z. Beil	2405	1987	CSR	573	
I. Belov	2405	1987	USR	574	
P. Blatny	2405	1987	CSR	575	
A. Bofill	2405	1987	ESP	576	
A. Bulat	2405	1987	YUG	577	
A.V. Cherepkov	2405	1987	USR	578	
Dragoljub M. Ciric	2405	1987	YUG	579	
H. Danielsen	2405	1987	DEN	580	
G. Danner	2405	1987	AUT	581	
J.S. De Wit	2405	1987	NED	582	
V.V. Fedorov	2405	1987	USR	583	
R.A. Filguth	2405	1987	BRA	584	
P. Gelpke	2405	1987	NED	585	
Th. Ghitescu	2405	1987	ROM	586	
E. Gleizerov	2405	1987	USR	587	
L.B. Hansen	2405	1987	DEN	588	
B. Kantsler	2405	1987	USR	589	
F. Kuijpers	2405	1987	NED	590	
L. Lederman	2405	1987	ISR	591	
R. Lev	2405	1987	ISR	592	
I.S. Levitina	2405	1987	USR	593	
Y.E. Liao	2405	1987	DOM	594	
H. Liebert	2405	1987	DDR	595	
L. Liptay	2405	1987	HUN	596	
Cs. Meleghegyi	2405	1987	HUN	597	
N. Monin	2405	1987	USR	598	
M. Mozny	2405	1987	CSR	599	
M. Muse	2405	1987	FRG	600	
O. Nikolenko	2405	1987	USR	601	
D. Norwood	2405	1987	ENG	602	
S. Odendahl	2405	1987	USA	603	
Je. Piket	2405	1987	NED	604	
K. Pinkas	2405	1987	POL	605	
K. Regan	2405	1987	USA	606	
R. Rodriguez	2405	1987	PHI	607	
L. Shamkovich	2405	1987	USA	608	
M. Sibarevic	2405	1987	YUG	609	
Soltis	2405	1987	USA	610	
M. Stangl	2405	1987	FRG	611	
M. Trepp	2405	1987	SUI	612	
V. Vaisman	2405	1987	FRA	613	
M. Valvo	2405	1987	USA	614	
Z. Zelic	2405	1987	YUG	615	
Zueger	2405	1987	SUI	616	
J. Aldrete	2400	1987	MEX	617	
M. Andres	2400	1987	CUB	618	
J. Banas	2400	1987	CSR	619	
R. Bellin	2400	1987	ENG	620	
L. Bronstein	2400	1987	ARG	621	
D. Canda	2400	1987	NCA	622	
A. Chia	2400	1987	SIN	623	
L. Cserna	2400	1987	HUN	624	
A. Davidovic	2400	1987	YUG	625	
A. Dimitrov	2400	1987	BUL	626	
P. Donoso Velasco	2400	1987	CHI	627	
B. Enklaar	2400	1987	NED	628	
V. Epishin	2400	1987	USR	629	
V.Z. Faibisovich	2400	1987	USR	630	
An.M. Fernandes	2400	1987	POR	631	
Ro. Gunawan	2400	1987	INA	632	
N.D. Gurieli	2400	1987	USR	633	
T. Halasz	2400	1987	HUN	634	
I. Hausner	2400	1987	CSR	635	
Z. Ilic	2400	1987	YUG	636	
O. Jakobsen	2400	1987	DEN	637	
Sa. Joshi	2400	1987	USA	638	
Konikowski	2400	1987	FRG	639	
A. Kovalev	2400	1987	USR	640	
A. Kuligowski	2400	1987	POL	641	
P. Orlov	2400	1987	YUG	642	
B. Ostenstad	2400	1987	NOR	643	
Ostrovsky	2400	1987	USR	644	
G. Pirisi	2400	1987	HUN	645	
J. Pokojowczyk	2400	1987	POL	646	
K. Robatsch	2400	1987	AUT	647	
R. Rowley	2400	1987	USA	648	
D. Sahovic	2400	1987	YUG	649	
L. Santos	2400	1987	POR	650	
Schweber	2400	1987	ARG	651	
S. Skembris	2400	1987	GRE	652	
P. Spacek	2400	1987	CSR	653	
A. Strikovic	2400	1987	YUG	654	
A.S. Suetin	2400	1987	USR	655	
A. Sygulski	2400	1987	POL	656	
J. Szmetan	2400	1987	ARG	657	
Tiller	2400	1987	NOR	658	
J. Trapl	2400	1987	CSR	659	
J.L. Vilela	2400	1987	CUB	660	
Th. Welin	2400	1987	SWE	661	
P.K. Wells	2400	1987	ENG	662	
W. Wittmann	2400	1987	AUT	663	
K. Wockenfuss	2400	1987	FRG	664	
J. Zarkovic	2400	1987	YUG	665	
K. Agapov	2395	1987	USR	666	
G. Capelan	2395	1987	FRG	667	
N. Cortlever	2395	1987	NED	668	
S. Danailov	2395	1987	BUL	669	
T. Darcyl	2395	1987	ARG	670	
S. Dejkalo	2395	1987	POL	671	
O.I. Dziuban	2395	1987	USR	672	
