Name	Rating	Year	Fed	Rank
N. Weinstein	2455	1982	USA	217	
O. Averkin	2450	1982	USR	218	
Joel Benjamin	2450	1982	USA	219	
P. Biyiasas	2450	1982	USA	220	
D.H. Campora	2450	1982	ARG	221	
V. Didishko	2450	1982	USR	222	
R. Dzindzichashvili	2450	1982	USA	223	
J. Ehlvest	2450	1982	USR	224	
V.Z. Faibisovich	2450	1982	USR	225	
H.-U. Gruenberg	2450	1982	DDR	226	
L. Gutman	2450	1982	ISR	227	
W. Hartston	2450	1982	ENG	228	
L. Hazai	2450	1982	HUN	229	
Al. Khassin	2450	1982	USR	230	
Y. Klovan	2450	1982	USR	231	
J. Kristiansen	2450	1982	DEN	232	
B. Malich	2450	1982	DDR	233	
E. Mnatsakanian	2450	1982	USR	234	
Monakov	2450	1982	USR	235	
E. Mukhin	2450	1982	USR	236	
V. Peresypkin	2450	1982	USR	237	
Podgaets	2450	1982	USR	238	
J. Pokojowczyk	2450	1982	POL	239	
J. Rukavina	2450	1982	YUG	240	
D. Sahovic	2450	1982	YUG	241	
V. Stoica	2450	1982	ROM	242	
A.S. Suetin	2450	1982	USR	243	
Vukcevich	2450	1982	USA	244	
A. Yermolinsky	2450	1982	USR	245	
C. Zuidema	2450	1982	NED	246	
Zwaig	2450	1982	NOR	247	
B. Abramovic	2445	1982	YUG	248	
J. Arnason	2445	1982	ISL	249	
Z. Azmayparashvili	2445	1982	USR	250	
L. Barczay	2445	1982	HUN	251	
G. Cabrilo	2445	1982	YUG	252	
S. Hamann	2445	1982	DEN	253	
L. Kaufman	2445	1982	USA	254	
E. Magerramov	2445	1982	USR	255	
I. Morovic Fernandez	2445	1982	CHI	256	
F. Muco	2445	1982	ALB	257	
Z. Pavicic	2445	1982	YUG	258	
J.L. Vilela	2445	1982	CUB	259	
I. Bilek	2440	1982	HUN	260	
An. Bykhovsky	2440	1982	USR	261	
O.I. Dziuban	2440	1982	USR	262	
J. Eslon	2440	1982	SWE	263	
V. Frias	2440	1982	CHI	264	
A. Haik	2440	1982	FRA	265	
Z. Klaric	2440	1982	YUG	266	
P. Kondratiev	2440	1982	USR	267	
Y. Kraidman	2440	1982	ISR	268	
S.H. Lim	2440	1982	SIN	269	
E. Lobron	2440	1982	FRG	270	
S. Lputian	2440	1982	USR	271	
D. Marovic	2440	1982	YUG	272	
V. Mccambridge	2440	1982	USA	273	
E. Mortensen	2440	1982	DEN	274	
Peltz	2440	1982	USR	275	
Pietkievich	2440	1982	USR	276	
V. Sergievsky	2440	1982	YUG	277	
M. Sisniega	2440	1982	MEX	278	
N. Spiridonov	2440	1982	BUL	279	
Sturua	2440	1982	USR	280	
A. Sznapik	2440	1982	POL	281	
S. Tatai	2440	1982	ITA	282	
H.M.J. Westerinen	2440	1982	FIN	283	
N.I. Andrianov	2435	1982	USR	284	
D. Bernstein	2435	1982	ISR	285	
C. Cuartas	2435	1982	COL	286	
I. Hausner	2435	1982	CSR	287	
W. Hug	2435	1982	SUI	288	
I.R. Johannsson	2435	1982	ISL	289	
B. Kouatly	2435	1982	LIB	290	
A. Kuyindzhi	2435	1982	USR	291	
E. Mochalov	2435	1982	USR	292	
Padevsky	2435	1982	BUL	293	
E. Pigusov	2435	1982	USR	294	
J. Plachetka	2435	1982	CSR	295	
Rogulj	2435	1982	YUG	296	
L.-A. Schneider	2435	1982	SWE	297	
Sharif	2435	1982	IRI	298	
G. Sigurjonsson	2435	1982	ISL	299	
Taulbut	2435	1982	ENG	300	
J. Tompa	2435	1982	HUN	301	
E. Ubilava	2435	1982	USR	302	
Villareal	2435	1982	MEX	303	
T. Wedberg	2435	1982	SWE	304	
H. Wirthensohn	2435	1982	SUI	305	
J. Ambroz	2430	1982	CSR	306	
A. Bisguier	2430	1982	USA	307	
O. Cvitan	2430	1982	YUG	308	
P. Dely	2430	1982	HUN	309	
D. Donchev	2430	1982	BUL	310	
J. Emma	2430	1982	ARG	311	
V.N. Gavrikov	2430	1982	USR	312	
Gutop	2430	1982	USR	313	
K.J. Helmers	2430	1982	NOR	314	
N. Kirov	2430	1982	BUL	315	
V.P. Malaniuk	2430	1982	USR	316	
H. Messing	2430	1982	YUG	317	
I. Nemet	2430	1982	YUG	318	
Z. Nikolic	2430	1982	YUG	319	
H. Olafsson	2430	1982	ISL	320	
Platonov	2430	1982	USR	321	
L. Popov	2430	1982	BUL	322	
V. Raicevic	2430	1982	YUG	323	
O. Rodriguez	2430	1982	PER	324	
M.A. Rohde	2430	1982	USA	325	
J. Rubinstein	2430	1982	ARG	326	
A.F. Saidy	2430	1982	USA	327	
P. Scheeren	2430	1982	NED	328	
N.D. Short	2430	1982	ENG	329	
P. Szekely	2430	1982	HUN	330	
L. Vadasz	2430	1982	HUN	331	
Vainger	2430	1982	ISR	332	
A. Veingold	2430	1982	USR	333	
R. Vera	2430	1982	CUB	334	
V.V. Vorotnikov	2430	1982	USR	335	
S.N. Yuferov	2430	1982	USR	336	
I. Zilber	2430	1982	CUB	337	
J. Adamski	2425	1982	POL	338	
V.M. Arbakov	2425	1982	USR	339	
Y. Bernstein	2425	1982	ISR	340	
G.K. Borisenko	2425	1982	USR	341	
E. Bukhman	2425	1982	USR	342	
R. Cosulich	2425	1982	ITA	343	
Sr. Cvetkovic	2425	1982	YUG	344	
R. Debarnot	2425	1982	ARG	345	
Despotovic	2425	1982	YUG	346	
P. Donoso Velasco	2425	1982	CHI	347	
S. Garcia Martinez	2425	1982	CUB	348	
M.-V. Ghinda	2425	1982	ROM	349	
Th. Ghitescu	2425	1982	ROM	350	
J. Hebert	2425	1982	CAN	351	
A. Hennings	2425	1982	DDR	352	
J. Hjartarson	2425	1982	ISL	353	
Hoi	2425	1982	DEN	354	
R.M. Jamieson	2425	1982	AUS	355	
S. Kagan	2425	1982	ISR	356	
Kolarov	2425	1982	BUL	357	
Z. Krnic	2425	1982	YUG	358	
L. Liptay	2425	1982	HUN	359	
Mohrlok	2425	1982	FRG	360	
Nikolaevsky	2425	1982	USR	361	
A. Planinc	2425	1982	YUG	362	
J. Pribyl	2425	1982	CSR	363	
Rantanen	2425	1982	FIN	364	
A. Sokolov	2425	1982	USR	365	
C. Van Wijgerden	2425	1982	NED	366	
G. Barcza	2420	1982	HUN	367	
K. Burger	2420	1982	USA	368	
R. Calvo Minguez	2420	1982	ESP	369	
A. Deze	2420	1982	YUG	370	
S. Fedder	2420	1982	DEN	371	
Rai. Garcia	2420	1982	ARG	372	
P. Gesos	2420	1982	GRE	373	
J. Grefe	2420	1982	USA	374	
J. Hase	2420	1982	ARG	375	
Z. Ilic	2420	1982	YUG	376	
A.V. Ivanov	2420	1982	USR	377	
Iz. Jelen	2420	1982	YUG	378	
Kaldor	2420	1982	ISR	379	
N. Karaklajic	2420	1982	YUG	380	
B. Katalymov	2420	1982	USR	381	
S. Kosanski	2420	1982	YUG	382	
A. Kosikov	2420	1982	USR	383	
L. Lengyel	2420	1982	HUN	384	
A. Machulsky	2420	1982	USR	385	
Matera	2420	1982	USA	386	
N. Mishuchkov	2420	1982	USR	387	
K. Mokry	2420	1982	CSR	388	
P. Ostojic	2420	1982	YUG	389	
Qi Jingxuan	2420	1982	CHN	390	
K. Regan	2420	1982	USA	391	
Riabchonok	2420	1982	USR	392	
Shashin	2420	1982	USR	393	
Shmit	2420	1982	USR	394	
S. Velickovic	2420	1982	YUG	395	
J. Watson	2420	1982	USA	396	
M. Wilder	2420	1982	USA	397	
D.A. Yanofsky	2420	1982	CAN	398	
J. Boey	2415	1982	BEL	399	
A.J. Butnoris	2415	1982	USR	400	
R. Cifuentes Parada	2415	1982	CHI	401	
E. Dizdarevic	2415	1982	YUG	402	
D. Ghizdavu	2415	1982	USA	403	
K.A. Grigorian	2415	1982	USR	404	
E. Haag	2415	1982	HUN	405	
K. Harandi	2415	1982	IRI	406	
S. Heim	2415	1982	NOR	407	
B. Jansson	2415	1982	SWE	408	
R. Lau	2415	1982	FRG	409	
L. Lederman	2415	1982	ISR	410	
Zunian Li	2415	1982	CHN	411	
Maiorov	2415	1982	USR	412	
A.I. Petrushin	2415	1982	USR	413	
M. Petursson	2415	1982	ISL	414	
K. Robatsch	2415	1982	AUT	415	
Shereshevsky	2415	1982	USR	416	
Sikora	2415	1982	CSR	417	
Soos	2415	1982	FRG	418	
P. Thipsay	2415	1982	IND	419	
V. Tierentiev	2415	1982	USR	420	
F. Trois	2415	1982	BRA	421	
M. Valvo	2415	1982	USA	422	
S. Webb	2415	1982	ENG	423	
W. Wittmann	2415	1982	AUT	424	
A. Zakharov	2415	1982	USR	425	
R. Bellin	2410	1982	ENG	426	
M. Bjelajac	2410	1982	YUG	427	
U. Boensch	2410	1982	DDR	428	
H. Bouwmeester	2410	1982	NED	429	
R. Cappello	2410	1982	ITA	430	
Clemens	2410	1982	FRG	431	
N.R. Davies	2410	1982	ENG	432	
L. Day	2410	1982	CAN	433	
Delaune	2410	1982	USA	434	
M. Diesen	2410	1982	USA	435	
J. Flesch	2410	1982	HUN	436	
Gy.V. Forintos	2410	1982	HUN	437	
Gild. Garcia	2410	1982	COL	438	
Grdinic	2410	1982	YUG	439	
O. Jakobsen	2410	1982	DEN	440	
S. Kindermann	2410	1982	AUT	441	
F. Kuijpers	2410	1982	NED	442	
A. Lanc	2410	1982	CSR	443	
K. Langeweg	2410	1982	NED	444	
Liu Wenze	2410	1982	CHN	445	
A. Malevinsky	2410	1982	USR	446	
Mariasin	2410	1982	USR	447	
R. Maric	2410	1982	YUG	448	
E. Meyer	2410	1982	USA	449	
Negulescu	2410	1982	YUG	450	
J. Ost-Hansen	2410	1982	DEN	451	
Ostermeyer	2410	1982	FRG	452	
T.N. Parameswaren	2410	1982	IND	453	
Pal Petran	2410	1982	HUN	454	
N. Popov	2410	1982	USR	455	
F. Portisch	2410	1982	HUN	456	
E. Prandstetter	2410	1982	CSR	457	
Pritchett	2410	1982	SCO	458	
Rusakov	2410	1982	USR	459	
H. Salazar	2410	1982	CHI	460	
V. Spasov	2410	1982	BUL	461	
D. Strauss	2410	1982	USA	462	
A. Sydor	2410	1982	POL	463	
J.D. Tisdall	2410	1982	USA	464	
N. Velez	2410	1982	CUB	465	
J. Zarkovic	2410	1982	YUG	466	
Akesson	2405	1982	SWE	467	
G. Antunac	2405	1982	YUG	468	
I. Asmundsson	2405	1982	ISL	469	
J. Barle	2405	1982	YUG	470	
D. Barlov	2405	1982	YUG	471	
L. Bass	2405	1982	USA	472	
M. Bobotsov	2405	1982	BUL	473	
Cleghorn	2405	1982	USA	474	
B. Damljanovic	2405	1982	YUG	475	
R. Etruk	2405	1982	USR	476	
J.L Fernandez Garcia	2405	1982	ESP	477	
R. Govedarica	2405	1982	YUG	478	
F. Hoelzl	2405	1982	AUT	479	
S. Ivarsson	2405	1982	SWE	480	
Ab. Khassin	2405	1982	USR	481	
V. Kirpichnikov	2405	1982	USR	482	
K. Kjarner	2405	1982	USR	483	
V.N. Kozlov	2405	1982	USR	484	
V. Lukov	2405	1982	BUL	485	
Th. Manouck	2405	1982	FRA	486	
W. Martz	2405	1982	USA	487	
V. Mikenas	2405	1982	USR	488	
Mohring	2405	1982	DDR	489	
Partos	2405	1982	SUI	490	
Mircea Pavlov	2405	1982	ROM	491	
Penrose	2405	1982	ENG	492	
V. Petrienko	2405	1982	USR	493	
N.B. Pinal	2405	1982	CUB	494	
J. Plaskett	2405	1982	ENG	495	
K.-H. Podzielny	2405	1982	FRG	496	
H. Reefschlaeger	2405	1982	FRG	497	
Reshko	2405	1982	USR	498	
R. Rodriguez	2405	1982	PHI	499	
D. Roos	2405	1982	FRA	500	
B. Toth	2405	1982	ITA	501	
D. Uddenfeldt	2405	1982	SWE	502	
D. Ugrinovic	2405	1982	YUG	503	
L. Yudasin	2405	1982	USR	504	
V.F. Zaltsman	2405	1982	USA	505	
J. Aldrete	2400	1982	MEX	506	
H. Angantysson	2400	1982	ISL	507	
P. Atanasov	2400	1982	BUL	508	
M.J. Basman	2400	1982	ENG	509	
J.M. Bellon Lopez	2400	1982	ESP	510	
F. Bistric	2400	1982	YUG	511	
G.S. Botterill	2400	1982	WLS	512	
I. Buljovcic	2400	1982	YUG	513	
O. Castro	2400	1982	COL	514	
Dragoljub M. Ciric	2400	1982	YUG	515	
O. Donchenko	2400	1982	USR	516	
V.K. Doroshkievich	2400	1982	USR	517	
O. Foisor	2400	1982	ROM	518	
A. Godes	2400	1982	USR	519	
C. Guimard	2400	1982	ARG	520	
M. Hebden	2400	1982	ENG	521	
Rom. Hernandez	2400	1982	CUB	522	
A. Herzog	2400	1982	AUT	523	
T. Horvath	2400	1982	HUN	524	
F. Ignatiev	2400	1982	USR	525	
E. Kengis	2400	1982	USR	526	
Konikowski	2400	1982	POL	527	
Kotz	2400	1982	USR	528	
H. Liebert	2400	1982	DDR	529	
V. Loginov	2400	1982	USR	530	
G. Makropoulos	2400	1982	GRE	531	
D. Minic	2400	1982	YUG	532	
Musil	2400	1982	YUG	533	
Pomar	2400	1982	ESP	534	
K. Pytel	2400	1982	POL	535	
Raaste	2400	1982	FIN	536	
Renman	2400	1982	SWE	537	
J.-L. Seret	2400	1982	FRA	538	
S. Skembris	2400	1982	GRE	539	
Skrobek	2400	1982	POL	540	
G. Stanciu	2400	1982	ROM	541	
J. Szmetan	2400	1982	ARG	542	
T. Tomalczyk	2400	1982	SIN	543	
Z. Vranesic	2400	1982	CAN	544	
M. Yudovich	2400	1982	USR	545	
A. Zichichi	2400	1982	ITA	546	
N.R. Zilberman	2400	1982	USR	547	
V.I. Zilberstein	2400	1982	USR	548	
H. Ardiansyah	2395	1982	INA	549	
R. Bogdanovic	2395	1982	YUG	550	
H. Bohm	2395	1982	NED	551	
J.M. Bradford	2395	1982	USA	552	
L. Bronstein	2395	1982	ARG	553	
J. Campos Moreno	2395	1982	CHI	554	
A.V. Cherepkov	2395	1982	USR	555	
G. Danner	2395	1982	AUT	556	
L. Dobrovolsky	2395	1982	CSR	557	
A. Donchenko	2395	1982	USR	558	
B. Enklaar	2395	1982	NED	559	
Juan C. Fernandez	2395	1982	CUB	560	
A. Filipowicz	2395	1982	POL	561	
L. Gofstein	2395	1982	USR	562	
V.T. Grokhotov	2395	1982	USR	563	
J.M. Hodgson	2395	1982	ENG	564	
Z. Jasnikowski	2395	1982	POL	565	
K. Kaiszauri	2395	1982	SWE	566	
H. Kestler	2395	1982	FRG	567	
B. Kileng	2395	1982	INA	568	
A. Lombard	2395	1982	SUI	569	
R. Mascarinas	2395	1982	PHI	570	
Cs. Meleghegyi	2395	1982	HUN	571	
Jos. Nun	2395	1982	CSR	572	
S. Odendahl	2395	1982	USA	573	
P. Poloch	2395	1982	CSR	574	
Radashkovich	2395	1982	ISR	575	
U. Rath	2395	1982	DEN	576	
Ravikumar	2395	1982	IND	577	
D. Root	2395	1982	USA	578	
J. Rubinetti	2395	1982	ARG	579	
S. Semkov	2395	1982	BUL	580	
P. Szilagyi	2395	1982	HUN	581	
Szymczak	2395	1982	POL	582	
E. Ungureanu	2395	1982	ROM	583	
G. Zaitshik	2395	1982	USR	584	
B.A. Zlotnik	2395	1982	USR	585	
Amos	2390	1982	CAN	586	
J. Armas	2390	1982	CUB	587	
J. Bielczyk	2390	1982	POL	588	
C. Blocker	2390	1982	USA	589	
M.G. Chiburdanidze	2390	1982	USR	590	
O. Cuasnicu	2390	1982	ARG	591	
M. Damjanovic	2390	1982	YUG	592	
Z. Doda	2390	1982	POL	593	
Ekstrom	2390	1982	SWE	594	
G.C. Flear	2390	1982	ENG	595	
M. Gerusel	2390	1982	FRG	596	
R. Grinberg	2390	1982	ARG	597	
R. Hartoch	2390	1982	NED	598	
R. Hess	2390	1982	FRG	599	
Karoly Honfi	2390	1982	HUN	600	
D. Ilijevski	2390	1982	YUG	601	
V.I. Karasev	2390	1982	USR	602	
N. Kelecevic	2390	1982	YUG	603	
J. Kristinsson	2390	1982	ISL	604	
A. Kudrashov	2390	1982	USR	605	
B. Lengyel	2390	1982	HUN	606	
C.H. Liang	2390	1982	CHN	607	
A.S. Lutikov	2390	1982	USR	608	
N. Minev	2390	1982	BUL	609	
Vl. Muratov	2390	1982	USR	610	
Ervin Nagy	2390	1982	USA	611	
Ch. Niklasson	2390	1982	SWE	612	
F. Ochoa De Echaguen	2390	1982	ESP	613	
P. Orlov	2390	1982	YUG	614	
Panczyk	2390	1982	POL	615	
H. Petryk	2390	1982	POL	616	
L. Piasetski	2390	1982	CAN	617	
Poch	2390	1982	ARG	618	
Gy. Rajna	2390	1982	HUN	619	
B. Rind	2390	1982	USA	620	
M. Ruderfer	2390	1982	USR	621	
Seidler	2390	1982	ARG	622	
T. Taylor	2390	1982	USA	623	
F. Van der Vliet	2390	1982	NED	624	
Vooremaa	2390	1982	USR	625	
A.J. Whiteley	2390	1982	ENG	626	
T. Wibe	2390	1982	NOR	627	
A.H. Williams	2390	1982	WLS	628	
O. Yepez	2390	1982	ECU	629	
V.S. Zheliandinov	2390	1982	USR	630	
J. Zrzawy	2390	1982	CSR	631	
B.R. Anderson	2385	1982	DEN	632	
J. Augustin	2385	1982	CSR	633	
A. Balshan	2385	1982	ISR	634	
Begun	2385	1982	USR	635	
L.A. Belov	2385	1982	USR	636	
K. Bischoff	2385	1982	FRG	637	
Bordonada	2385	1982	PHI	638	
E. Chaplinsky	2385	1982	USR	639	
I. Dahlberg	2385	1982	USA	640	
H. De la Vega	2385	1982	ARG	641	
Y. Estrin	2385	1982	USR	642	
A. Glianietz	2385	1982	USR	643	
N. Grinberg	2385	1982	ISR	644	
Gy. Horvath	2385	1982	HUN	645	
Co. Ionescu	2385	1982	ROM	646	
L. Karsa	2385	1982	HUN	647	
Kivlan	2385	1982	USR	648	
Kojder	2385	1982	POL	649	
A.M. Kremenietsky	2385	1982	USR	650	
Kruszynski	2385	1982	POL	651	
A. Lilienthal	2385	1982	HUN	652	
L. Maninang	2385	1982	PHI	653	
Z. Mestrovic	2385	1982	YUG	654	
V. Moiseev	2385	1982	USR	655	
St. Nikolic	2385	1982	YUG	656	
A. Novopashin	2385	1982	USR	657	
K. Osmanovic	2385	1982	YUG	658	
D. Pavlovic	2385	1982	YUG	659	
Ravisekhar	2385	1982	IND	660	
Rytov	2385	1982	USR	661	
Saren	2385	1982	FIN	662	
Schinzel	2385	1982	POL	663	
S. Silva	2385	1982	CHI	664	
Taborov	2385	1982	USR	665	
M. Todorcevic	2385	1982	YUG	666	
Veselovsky	2385	1982	USR	667	
K. Wockenfuss	2385	1982	FRG	668	
A. Yap	2385	1982	PHI	669	
Jiangchuan Ye	2385	1982	CHN	670	
L. Yurtaev	2385	1982	USR	671	
N. Alexandria	2380	1982	USR	672	
V. Baikov	2380	1982	USR	673	
M. Bernat	2380	1982	ARG	674	
S. Bohosjan	2380	1982	BUL	675	
F. Borkowski	2380	1982	POL	676	
B. Brinck-Claussen	2380	1982	DEN	677	
