Name	Rating	Year	Fed	Rank
R. Cifuentes Parada	2455	1985	CHI	219	
G.C. Flear	2455	1985	ENG	220	
Th. Ghitescu	2455	1985	ROM	221	
H.-U. Gruenberg	2455	1985	DDR	222	
L. Gutman	2455	1985	ISR	223	
A. Haik	2455	1985	FRA	224	
J.M. Hodgson	2455	1985	ENG	225	
R.M. Jamieson	2455	1985	AUS	226	
A. Kapengut	2455	1985	RUS	227	
J. Kristiansen	2455	1985	DEN	228	
Zunian Li	2455	1985	CHN	229	
S. Palatnik	2455	1985	RUS	230	
E. Pigusov	2455	1985	RUS	231	
Ree	2455	1985	NED	232	
P. Scheeren	2455	1985	NED	233	
H. Schussler	2455	1985	SWE	234	
J.-L. Seret	2455	1985	FRA	235	
A. Shneider	2455	1985	RUS	236	
B. Vladimirov	2455	1985	RUS	237	
J. Adamski	2450	1985	POL	238	
G. Dizdar	2450	1985	YUG	239	
D. Donchev	2450	1985	BUL	240	
Th. Ernst	2450	1985	SWE	241	
L. Espig	2450	1985	DDR	242	
Hulak	2450	1985	YUG	243	
A. Kharitonov	2450	1985	RUS	244	
R. Kholmov	2450	1985	RUS	245	
V. Liberzon	2450	1985	ISR	246	
G. Ligterink	2450	1985	NED	247	
E. Magerramov	2450	1985	RUS	248	
I. Morovic Fernandez	2450	1985	CHI	249	
Ney	2450	1985	RUS	250	
J. Nikolac	2450	1985	YUG	251	
Padevsky	2450	1985	BUL	252	
Podgaets	2450	1985	RUS	253	
J. Rubinetti	2450	1985	ARG	254	
Soltis	2450	1985	USA	255	
P. Szekely	2450	1985	HUN	256	
A. Sznapik	2450	1985	POL	257	
P. Van der Sterren	2450	1985	NED	258	
P. Velikov	2450	1985	BUL	259	
N. Weinstein	2450	1985	USA	260	
M. Wiedenkeller	2450	1985	NOR	261	
Jiangchuan Ye	2450	1985	CHN	262	
D. Barua	2445	1985	IND	263	
J.M. Bellon Lopez	2445	1985	ESP	264	
P. Benko	2445	1985	USA	265	
U. Boensch	2445	1985	DDR	266	
An. Bykhovsky	2445	1985	RUS	267	
K. Commons	2445	1985	USA	268	
J. Dueball	2445	1985	FRG	269	
S.I. Dvoirys	2445	1985	RUS	270	
J. Eslon	2445	1985	SWE	271	
J.L Fernandez Garcia	2445	1985	ESP	272	
Kr. Georgiev	2445	1985	BUL	273	
B. Gurgenidze	2445	1985	RUS	274	
H.-J. Hecht	2445	1985	FRG	275	
K.J. Helmers	2445	1985	NOR	276	
A. Herzog	2445	1985	AUT	277	
G. Kallai	2445	1985	HUN	278	
Sr. Karolyi	2445	1985	HUN	279	
J. Lechtynsky	2445	1985	CSR	280	
P. Littlewood	2445	1985	ENG	281	
A. Lukin	2445	1985	RUS	282	
S. Marangunic	2445	1985	YUG	283	
S. Mariotti	2445	1985	ITA	284	
Z. Pavicic	2445	1985	YUG	285	
Savon	2445	1985	RUS	286	
I. Stohl	2445	1985	CSR	287	
A. Sygulski	2445	1985	POL	288	
P. Szilagyi	2445	1985	HUN	289	
Mark Tseitlin	2445	1985	RUS	290	
A. Bisguier	2440	1985	USA	291	
V. Bukal	2440	1985	YUG	292	
S. Danailov	2440	1985	BUL	293	
L. Eolian	2440	1985	RUS	294	
Z. Franco	2440	1985	PAR	295	
V. Frias	2440	1985	CHI	296	
G. Garcia Gonzales	2440	1985	CUB	297	
J.E. Granda Zuniga	2440	1985	PER	298	
Ro. Gunawan	2440	1985	INA	299	
Rom. Hernandez	2440	1985	CUB	300	
R. Huerta	2440	1985	CUB	301	
W. Hug	2440	1985	SUI	302	
D. Komljenovic	2440	1985	YUG	303	
B. Lalic	2440	1985	YUG	304	
H. Messing	2440	1985	YUG	305	
D. Minic	2440	1985	YUG	306	
E. Mnatsakanian	2440	1985	RUS	307	
A. Ornstein	2440	1985	SWE	308	
Petkevich	2440	1985	RUS	309	
J. Plachetka	2440	1985	CSR	310	
Qi Jingxuan	2440	1985	CHN	311	
D. Rajkovic	2440	1985	YUG	312	
O. Rodriguez	2440	1985	PER	313	
Taulbut	2440	1985	ENG	314	
S.N. Yuferov	2440	1985	RUS	315	
B. Zueger	2440	1985	SUI	316	
H. Ardiansyah	2435	1985	INA	317	
Harsha Aturupane	2435	1985	SRI	318	
J. Bany	2435	1985	POL	319	
N. Birnboim	2435	1985	ISR	320	
H. Bohm	2435	1985	NED	321	
D. Bronstein	2435	1985	RUS	322	
A. Bulat	2435	1985	YUG	323	
R. Calvo Minguez	2435	1985	ESP	324	
T. Casper	2435	1985	DDR	325	
J. Diez Del Corral	2435	1985	ESP	326	
Grigorov	2435	1985	BUL	327	
S. Gross	2435	1985	CSR	328	
M. Gurevich	2435	1985	RUS	329	
N. Kirov	2435	1985	BUL	330	
Y. Klovan	2435	1985	RUS	331	
Y. Kraidman	2435	1985	ISR	332	
R. Mascarinas	2435	1985	PHI	333	
M. Matulovic	2435	1985	YUG	334	
F. Ochoa De Echaguen	2435	1985	ESP	335	
K. Ojanen	2435	1985	RUS	336	
V. Osnos	2435	1985	RUS	337	
A.N. Panchenko	2435	1985	RUS	338	
H. Pecorelli Garcia	2435	1985	CUB	339	
R. Pelts	2435	1985	CAN	340	
S. Skembris	2435	1985	GRE	341	
S.J. Solomon	2435	1985	AUS	342	
G. Tunik	2435	1985	RUS	343	
A. Veingold	2435	1985	RUS	344	
S. Velickovic	2435	1985	YUG	345	
V.V. Vorotnikov	2435	1985	RUS	346	
L. Yurtaev	2435	1985	RUS	347	
J. Barle	2430	1985	YUG	348	
D. Barlov	2430	1985	YUG	349	
Z. Basagic	2430	1985	YUG	350	
L. Bass	2430	1985	USA	351	
Y. Bleiman	2430	1985	ISR	352	
E. Bukhman	2430	1985	RUS	353	
G. Cabrilo	2430	1985	YUG	354	
P. Dely	2430	1985	HUN	355	
O. Foisor	2430	1985	ROM	356	
S. Garcia Martinez	2430	1985	CUB	357	
W. Hartston	2430	1985	ENG	358	
Z. Ilic	2430	1985	YUG	359	
Iz. Jelen	2430	1985	YUG	360	
L. Kaufman	2430	1985	USA	361	
E. Kengis	2430	1985	RUS	362	
Leow	2430	1985	SIN	363	
B. Malich	2430	1985	DDR	364	
S. Martinovic	2430	1985	YUG	365	
Y. Murey	2430	1985	ISR	366	
Z. Novoselski	2430	1985	YUG	367	
J. Ost-Hansen	2430	1985	DEN	368	
L. Pachman	2430	1985	FRG	369	
Pal Petran	2430	1985	HUN	370	
I. Polovodin	2430	1985	RUS	371	
E. Prandstetter	2430	1985	CSR	372	
K. Robatsch	2430	1985	AUT	373	
E. Shvidler	2430	1985	ISR	374	
C. Van Wijgerden	2430	1985	NED	375	
Akesson	2425	1985	SWE	376	
L. Bronstein	2425	1985	ARG	377	
Dragoljub M. Ciric	2425	1985	YUG	378	
E. Dizdarevic	2425	1985	YUG	379	
J.W. Donaldson	2425	1985	USA	380	
V.Z. Faibisovich	2425	1985	RUS	381	
S. Gorelov	2425	1985	RUS	382	
D.K. Johansen	2425	1985	AUS	383	
S. Kagan	2425	1985	ISR	384	
Kiedrowicz	2425	1985	POL	385	
D.J. King	2425	1985	ENG	386	
V. Kotronias	2425	1985	GRE	387	
J. Maki	2425	1985	USA	388	
And. Martin	2425	1985	ENG	389	
M. Mrda	2425	1985	YUG	390	
P. Orlov	2425	1985	YUG	391	
M. Paolozzi	2425	1985	BRA	392	
Partos	2425	1985	SUI	393	
Renman	2425	1985	SWE	394	
L.-A. Schneider	2425	1985	SWE	395	
F. Trois	2425	1985	BRA	396	
A. Urzica	2425	1985	ROM	397	
Ch. Bergstrom	2420	1985	SWE	398	
J.M. Bradford	2420	1985	USA	399	
J. Donner	2420	1985	NED	400	
J.M. Gomez Esteban	2420	1985	ESP	401	
J. Grefe	2420	1985	USA	402	
S. Hamann	2420	1985	DEN	403	
E. Handoko	2420	1985	INA	404	
M. Hawelko	2420	1985	POL	405	
Co. Ionescu	2420	1985	ROM	406	
Al. Khassin	2420	1985	RUS	407	
A. Kosikov	2420	1985	RUS	408	
M. Lanzani	2420	1985	ITA	409	
N.L. Levin	2420	1985	AUS	410	
Jinrong Liang	2420	1985	CHN	411	
Maiorov	2420	1985	RUS	412	
G. Makropoulos	2420	1985	GRE	413	
Maranz	2420	1985	RUS	414	
Mikadze	2420	1985	RUS	415	
E. Mochalov	2420	1985	RUS	416	
Ji. Nun	2420	1985	CSR	417	
A. Planinc	2420	1985	YUG	418	
T. Rakic	2420	1985	YUG	419	
Rantanen	2420	1985	FIN	420	
Ravisekhar	2420	1985	IND	421	
H. Reefschlaeger	2420	1985	FRG	422	
R. Rodriguez	2420	1985	PHI	423	
A.F. Saidy	2420	1985	USA	424	
A. Schneider	2420	1985	HUN	425	
M. Sharif	2420	1985	FRA	426	
V. Stoica	2420	1985	ROM	427	
Sturua	2420	1985	RUS	428	
Suttles	2420	1985	CAN	429	
J.D. Tisdall	2420	1985	USA	430	
T. Toshkov	2420	1985	BUL	431	
L. Vadasz	2420	1985	HUN	432	
B. Vigh	2420	1985	HUN	433	
J. Watson	2420	1985	USA	434	
H.M.J. Westerinen	2420	1985	FIN	435	
P. Zarubin	2420	1985	RUS	436	
N.R. Zilberman	2420	1985	RUS	437	
B.A. Zlotnik	2420	1985	RUS	438	
J. Aldrete	2415	1985	MEX	439	
K. Bischoff	2415	1985	FRG	440	
G.S. Botterill	2415	1985	WLS	441	
A.V. Cherepkov	2415	1985	RUS	442	
G. Danner	2415	1985	AUT	443	
J. Emma	2415	1985	ARG	444	
M. Ginsburg	2415	1985	USA	445	
E. Haag	2415	1985	HUN	446	
G. Kaidanov	2415	1985	RUS	447	
A. Kosten	2415	1985	ENG	448	
V.N. Kozlov	2415	1985	RUS	449	
R. Kuczynski	2415	1985	POL	450	
L. Liptay	2415	1985	HUN	451	
F. Muco	2415	1985	ALB	452	
. Murshed	2415	1985	BAN	453	
Nickoloff	2415	1985	CAN	454	
L. Ogaard	2415	1985	NOR	455	
K.-H. Podzielny	2415	1985	FRG	456	
C. Radulescu	2415	1985	ROM	457	
Schweber	2415	1985	ARG	458	
Shereshevsky	2415	1985	RUS	459	
V. Spasov	2415	1985	BUL	460	
Tiller	2415	1985	NOR	461	
M. Todorcevic	2415	1985	YUG	462	
M. Valvo	2415	1985	USA	463	
D. Verduga	2415	1985	ECU	464	
J.L. Vilela	2415	1985	CUB	465	
K.C. Arkell	2410	1985	ENG	466	
H. Bouwmeester	2410	1985	NED	467	
D.H. Cummings	2410	1985	ENG	468	
B. Damljanovic	2410	1985	YUG	469	
J.C. Diaz	2410	1985	CUB	470	
S. Fedder	2410	1985	DEN	471	
An.M. Fernandes	2410	1985	POR	472	
K. Frey	2410	1985	MEX	473	
A. Goldin	2410	1985	RUS	474	
Grdinic	2410	1985	YUG	475	
S. Heim	2410	1985	NOR	476	
P. Herb	2410	1985	FRA	477	
D. Indjic	2410	1985	YUG	478	
I.R. Johannsson	2410	1985	ISL	479	
M. Jovicic	2410	1985	YUG	480	
D. Keller	2410	1985	DDR	481	
H. Kestler	2410	1985	FRG	482	
V.A. Kozlov	2410	1985	RUS	483	
R. Lau	2410	1985	FRG	484	
V. Lukov	2410	1985	BUL	485	
Mariasin	2410	1985	RUS	486	
Panczyk	2410	1985	POL	487	
D. Paunovic	2410	1985	YUG	488	
L. Popov	2410	1985	BUL	489	
Y.N. Popov	2410	1985	RUS	490	
N. Rashkovsky	2410	1985	RUS	491	
S. Semkov	2410	1985	BUL	492	
P. Spacek	2410	1985	CSR	493	
Vainger	2410	1985	ISR	494	
A.A. Vitolinsh	2410	1985	RUS	495	
V.F. Zaltsman	2410	1985	USA	496	
V. Arapovic	2405	1985	YUG	497	
V.M. Arbakov	2405	1985	RUS	498	
P. Atanasov	2405	1985	BUL	499	
J. Boey	2405	1985	BEL	500	
J. Campos Moreno	2405	1985	CHI	501	
P. Donoso Velasco	2405	1985	CHI	502	
I. Efimov	2405	1985	RUS	503	
P. Gesos	2405	1985	GRE	504	
I. Glek	2405	1985	RUS	505	
D. Goodman	2405	1985	ENG	506	
K.A. Grigorian	2405	1985	RUS	507	
G. Hertneck	2405	1985	FRG	508	
G. Hjorth	2405	1985	AUS	509	
Z. Jasnikowski	2405	1985	POL	510	
L. Karsa	2405	1985	HUN	511	
M. Knezevic	2405	1985	YUG	512	
Kopec	2405	1985	USA	513	
M. Kuijf	2405	1985	NED	514	
F. Kuijpers	2405	1985	NED	515	
L. Lederman	2405	1985	ISR	516	
H. Liebert	2405	1985	DDR	517	
Liu Wenze	2405	1985	CHN	518	
Y. Meister	2405	1985	RUS	519	
Cs. Meleghegyi	2405	1985	HUN	520	
R. Milovanovic	2405	1985	YUG	521	
A. Nenashev	2405	1985	RUS	522	
L. Oll	2405	1985	RUS	523	
P. Ostojic	2405	1985	YUG	524	
N.B. Pinal	2405	1985	CUB	525	
J. Pokojowczyk	2405	1985	POL	526	
V. Popov	2405	1985	BUL	527	
F. Portisch	2405	1985	HUN	528	
J. Pribyl	2405	1985	CSR	529	
I. Radulov	2405	1985	BUL	530	
G. Rechlis	2405	1985	ISR	531	
K. Regan	2405	1985	USA	532	
J. Rizzitano	2405	1985	USA	533	
W. Shipman	2405	1985	USA	534	
S. Silva	2405	1985	CHI	535	
S. Smagin	2405	1985	RUS	536	
J. Sofrevski	2405	1985	YUG	537	
A. Szypulski	2405	1985	POL	538	
Tomaszewski	2405	1985	POL	539	
B. Toth	2405	1985	ITA	540	
J. Whitehead	2405	1985	USA	541	
H. Wirthensohn	2405	1985	SUI	542	
G. Antunac	2400	1985	YUG	543	
I. Asmundsson	2400	1985	ISL	544	
M.J. Basman	2400	1985	ENG	545	
R. Bernard	2400	1985	POL	546	
I. Bilek	2400	1985	HUN	547	
T.F. Binham	2400	1985	FIN	548	
S. Buecker	2400	1985	FRG	549	
I. Buljovcic	2400	1985	YUG	550	
A.J. Butnoris	2400	1985	RUS	551	
M.G. Chiburdanidze	2400	1985	RUS	552	
D. Cramling	2400	1985	SWE	553	
P. Cramling	2400	1985	SWE	554	
L. Day	2400	1985	CAN	555	
G.-J. De Boer	2400	1985	NED	556	
Ekstrom	2400	1985	SWE	557	
J. Fleck	2400	1985	FRG	558	
Gy.V. Forintos	2400	1985	HUN	559	
N. Grinberg	2400	1985	ISR	560	
E. Grivas	2400	1985	GRE	561	
G.-P. Gruen	2400	1985	FRG	562	
C. Guimard	2400	1985	ARG	563	
I. Hausner	2400	1985	CSR	564	
A.V. Ivanov	2400	1985	RUS	565	
O. Jakobsen	2400	1985	DEN	566	
N. Karaklajic	2400	1985	YUG	567	
Kolarov	2400	1985	BUL	568	
Kotz	2400	1985	RUS	569	
Ljubisavljevic	2400	1985	YUG	570	
Luczak	2400	1985	POL	571	
S. Mirkovic	2400	1985	YUG	572	
M. Mozny	2400	1985	CSR	573	
L. Neckar	2400	1985	CSR	574	
M.A. Rohde	2400	1985	USA	575	
L. Roos	2400	1985	FRA	576	
S.-A. Saeed	2400	1985	UAE	577	
K. Shirazi	2400	1985	IRI	578	
N. Spiridonov	2400	1985	BUL	579	
A.S. Suetin	2400	1985	RUS	580	
K. Thorsteins	2400	1985	ISL	581	
Villareal	2400	1985	MEX	582	
A. Yap	2400	1985	PHI	583	
I.A. Zaitsev	2400	1985	RUS	584	
I. Zilber	2400	1985	CUB	585	
N.I. Andrianov	2395	1985	RUS	586	
A. Biro	2395	1985	HUN	587	
P. Blatny	2395	1985	CSR	588	
Bouaziz	2395	1985	TUN	589	
J.G. Cooper	2395	1985	WLS	590	
L. Cserna	2395	1985	HUN	591	
De Wit J.S.	2395	1985	NED	592	
Delaune	2395	1985	USA	593	
A. Deze	2395	1985	YUG	594	
L. Dobrovolsky	2395	1985	CSR	595	
A. Dreev	2395	1985	RUS	596	
O.I. Dziuban	2395	1985	RUS	597	
B. Enklaar	2395	1985	NED	598	
B. Filipovic	2395	1985	YUG	599	
Gy. Forgacs	2395	1985	HUN	600	
E. Gleizerov	2395	1985	RUS	601	
L. Gofstein	2395	1985	RUS	602	
J. Hebert	2395	1985	CAN	603	
G. Johansson	2395	1985	SWE	604	
D. Kaiumov	2395	1985	RUS	605	
A.M. Kremenietsky	2395	1985	RUS	606	
L. Lengyel	2395	1985	HUN	607	
Liew	2395	1985	MAS	608	
A. Malevinsky	2395	1985	RUS	609	
C.A. Mcnab	2395	1985	SCO	610	
P. Mitrovic	2395	1985	YUG	611	
Negulescu	2395	1985	YUG	612	
Ig. Nowak	2395	1985	POL	613	
Jos. Nun	2395	1985	CSR	614	
E. Pedersen	2395	1985	DEN	615	
L. Piasetski	2395	1985	CAN	616	
D.V. Prasad	2395	1985	IND	617	
Pritchett	2395	1985	SCO	618	
Radashkovich	2395	1985	ISR	619	
R. Rowley	2395	1985	USA	620	
Sikora	2395	1985	CSR	621	
M. Sjoberg	2395	1985	SWE	622	
E. Varnusz	2395	1985	HUN	623	
Th. Welin	2395	1985	SWE	624	
Z. Zelic	2395	1985	YUG	625	
G. Andruet	2390	1985	FRA	626	
J. Banas	2390	1985	CSR	627	
R. Bellin	2390	1985	ENG	628	
R. Bogdanovic	2390	1985	YUG	629	
F. Braga	2390	1985	ARG	630	
V.K. Doroshkievich	2390	1985	RUS	631	
J.O. Fries-Nielsen	2390	1985	DEN	632	
M. Gerusel	2390	1985	FRG	633	
J. Hase	2390	1985	ARG	634	
T. Horvath	2390	1985	HUN	635	
A. Huzman	2390	1985	RUS	636	
Sp. Ivanov	2390	1985	BUL	637	
H. Karner	2390	1985	RUS	638	
Konikowski	2390	1985	POL	639	
A. Kudrashov	2390	1985	RUS	640	
A. Kuligowski	2390	1985	POL	641	
D. Lalev	2390	1985	BUL	642	
K. Langeweg	2390	1985	NED	643	
R. Mateo	2390	1985	DOM	644	
D. Mcclintock	2390	1985	USA	645	
S. Milanovic	2390	1985	YUG	646	
G. Milos	2390	1985	BRA	647	
Vl. Muratov	2390	1985	RUS	648	
Musil	2390	1985	YUG	649	
I. Nemet	2390	1985	YUG	650	
Mircea Pavlov	2390	1985	ROM	651	
A.I. Petrushin	2390	1985	RUS	652	
Poch	2390	1985	ARG	653	
M. Ruderfer	2390	1985	RUS	654	
D. Samovojska	2390	1985	YUG	655	
D. Sellos	2390	1985	FRA	656	
Soos	2390	1985	FRG	657	
P. Staller	2390	1985	FRG	658	
Steczkowski	2390	1985	POL	659	
P. Stempin	2390	1985	POL	660	
Z. Stokic	2390	1985	YUG	661	
D. Strauss	2390	1985	USA	662	
T. Tomalczyk	2390	1985	SIN	663	
D. Ugrinovic	2390	1985	YUG	664	
J. Van Heste	2390	1985	NED	665	
H. Van Riemsdijk	2390	1985	BRA	666	
R.N. Vasiliev	2390	1985	RUS	667	
