Name	Rating	Year	Fed	Rank
Thien.Hai Dao	2555	1997	VIE	166	
Milan Drasko	2555	1997	YUG	167	
Ildar Ibragimov	2555	1997	RUS	168	
Saidali Iuldachev	2555	1997	UZB	169	
Andrei Kharlov	2555	1997	RUS	170	
Valery..A Loginov	2555	1997	RUS	171	
Christopher Lutz	2555	1997	GER	172	
Normunds Miezis	2555	1997	LAT	173	
Friso Nijboer	2555	1997	NED	174	
Amador Rodriguez	2555	1997	CUB	175	
Oleg..M Romanishin	2555	1997	UKR	176	
Alexander Shabalov	2555	1997	USA	177	
Yuri Shulman	2555	1997	BLR	178	
Hannes Stefansson	2555	1997	ISL	179	
Aleksa Strikovic	2555	1997	YUG	180	
Mikhail Ulibin	2555	1997	RUS	181	
John.T.H Van.Der.Wiel	2555	1997	NED	182	
Lev..O Alburt	2550	1997	USA	183	
Klaus Bischoff	2550	1997	GER	184	
Ognjen Cvitan	2550	1997	CRO	185	
Goran Dizdar	2550	1997	CRO	186	
Ruslan Irzhanov	2550	1997	KAZ	187	
Anthony.J Miles	2550	1997	ENG	188	
Artashes Minasian	2550	1997	ARM	189	
Alexander Rustemov	2550	1997	RUS	190	
Gennadij Sagalchik	2550	1997	USA	191	
Grigory Serper	2550	1997	USA	192	
Hugo Spangenberg	2550	1997	ARG	193	
Boris.V Spassky	2550	1997	FRA	194	
Tibor Tolnai	2550	1997	HUN	195	
Keith.C Arkell	2545	1997	ENG	196	
Pia.(GM) Cramling	2545	1997	SWE	197	
Alexander Fominyh	2545	1997	RUS	198	
Joseph.G Gallagher	2545	1997	SUI	199	
Evgeny Gleizerov	2545	1997	RUS	200	
Michele Godena	2545	1997	ITA	201	
Lars.Bo Hansen	2545	1997	DEN	202	
Andrei Istratescu	2545	1997	ROM	203	
Mihail Kobalija	2545	1997	RUS	204	
Atanas Kolev	2545	1997	BUL	205	
Bojan Kurajica	2545	1997	BIH	206	
Aloyzas Kveinys	2545	1997	LTU	207	
Marat Makarov	2545	1997	RUS	208	
Andrei Maksimenko	2545	1997	UKR	209	
Mihail Marin	2545	1997	ROM	210	
Liviu-Dieter Nisipeanu	2545	1997	ROM	211	
Jesus Nogueiras	2545	1997	CUB	212	
Petar Popovic	2545	1997	YUG	213	
Vadim Ruban	2545	1997	RUS	214	
Gyula Sax	2545	1997	HUN	215	
Andrey Zontakh	2545	1997	UKR	216	
Sergey Arkhipov	2540	1997	RUS	217	
Goran Arsovic	2540	1997	YUG	218	
Pavel Blatny	2540	1997	CZE	219	
Walter.S Browne	2540	1997	USA	220	
Miso Cebalo	2540	1997	CRO	221	
Stuart Conquest	2540	1997	ENG	222	
Branko Damljanovic	2540	1997	YUG	223	
Emir Dizdarevic	2540	1997	BIH	224	
Roman Dzindzichashvili	2540	1997	USA	225	
Attila Groszpeter	2540	1997	HUN	226	
Gilberto Hernandez	2540	1997	MEX	227	
Vyacheslav Ikonnikov	2540	1997	RUS	228	
Marcin Kaminski	2540	1997	POL	229	
Stefan Kindermann	2540	1997	GER	230	
Rainer Knaak	2540	1997	GER	231	
Vladimir Malakhov	2540	1997	RUS	232	
Nebojsa Nikcevic	2540	1997	YUG	233	
Sergei Shipov	2540	1997	RUS	234	
Markus Stangl	2540	1997	GER	235	
Michael Wilder	2540	1997	USA	236	
Gennadi Zaichik	2540	1997	GEO	237	
Jon..L Arnason	2535	1997	ISL	238	
Vlastimil Babula	2535	1997	CZE	239	
Bela Badea	2535	1997	ROM	240	
Dibyendu Barua	2535	1997	IND	241	
Maia.(GM) Chiburdanidze	2535	1997	GEO	242	
Stefan Djuric	2535	1997	YUG	243	
John.M Emms	2535	1997	ENG	244	
Jozsef Horvath	2535	1997	HUN	245	
Daniel.J King	2535	1997	ENG	246	
Anthony.C Kosten	2535	1997	ENG	247	
Gennadi..P Kuzmin	2535	1997	UKR	248	
Alexander Lastin	2535	1997	RUS	249	
Nikolay..A Legky	2535	1997	UKR	250	
Vladimir Magai	2535	1997	KGZ	251	
Victor Mikhalevski	2535	1997	ISR	252	
Vladislav Nevednichy	2535	1997	ROM	253	
Mihai Suba	2535	1997	ROM	254	
William.N Watson	2535	1997	ENG	255	
Yaacov Zilberman	2535	1997	ISR	256	
Andras Adorjan	2530	1997	HUN	257	
Konstantin..N Aseev	2530	1997	RUS	258	
Vladimir Baklan	2530	1997	UKR	259	
Alexandar Budnikov	2530	1997	RUS	260	
Vladimir Burmakin	2530	1997	RUS	261	
Alexandru Crisan	2530	1997	ROM	262	
Rune Djurhuus	2530	1997	NOR	263	
Maxim Dlugy	2530	1997	USA	264	
Igor Efimov	2530	1997	ITA	265	
Victor..J Frias	2530	1997	CHI	266	
Einar Gausel	2530	1997	NOR	267	
Leonid..D Gofshtein	2530	1997	ISR	268	
Mihail Golubev	2530	1997	UKR	269	
Sergey Ionov	2530	1997	RUS	270	
Alexander Khasin	2530	1997	RUS	271	
Petr Kiriakov	2530	1997	RUS	272	
Alexey Kuzmin	2530	1997	RUS	273	
Vidmantas Malisauskas	2530	1997	LTU	274	
Valeriy Neverov	2530	1997	UKR	275	
Dorian Rogozenko	2530	1997	MDA	276	
Lothar Schmid	2530	1997	GER	277	
Elizbar Ubilava	2530	1997	GEO	278	
Sergey Vokarev	2530	1997	RUS	279	
Jan Votava	2530	1997	CZE	280	
Zili Wang	2530	1997	CHN	281	
Rogelio.Jr Antonio	2525	1997	PHI	282	
Boris Chatalbashev	2525	1997	BUL	283	
Vladimir Chuchelov	2525	1997	BEL	284	
Sergej Dyachkov	2525	1997	RUS	285	
Alexander Fishbein	2525	1997	USA	286	
Krunoslav Hulak	2525	1997	CRO	287	
Lubomir Kavalek	2525	1997	USA	288	
Ilan Manor	2525	1997	ISR	289	
Peter.Heine Nielsen	2525	1997	DEN	290	
Nikolai Pushkov	2525	1997	RUS	291	
Nukhim..N Rashkovsky	2525	1997	RUS	292	
Gad Rechlis	2525	1997	ISR	293	
Andrey Shariyazdanov	2525	1997	RUS	294	
Ram Soffer	2525	1997	ISR	295	
Sarunas Sulskis	2525	1997	LTU	296	
James E Tarjan	2525	1997	USA	297	
Pavel.V Tregubov	2525	1997	RUS	298	
Boris Avrukh	2520	1997	ISR	299	
Uwe Boensch	2520	1997	GER	300	
Valery..A Chekhov	2520	1997	RUS	301	
Peter Enders	2520	1997	GER	302	
Alon Greenfeld	2520	1997	ISR	303	
Petr Haba	2520	1997	CZE	304	
Hichem Hamdouchi	2520	1997	MAR	305	
Vlastimil Hort	2520	1997	GER	306	
Sergey Kalinitschew	2520	1997	GER	307	
Andrei..Y Kharitonov	2520	1997	RUS	308	
Yuri Kruppa	2520	1997	UKR	309	
Bent Larsen	2520	1997	DEN	310	
Eran Liss	2520	1997	ISR	311	
Thomas Luther	2520	1997	GER	312	
Sergey Makarichev	2520	1997	RUS	313	
Miroslav Markovic	2520	1997	YUG	314	
David Norwood	2520	1997	ENG	315	
Shukhrat Safin	2520	1997	UZB	316	
Andrei Shchekachev	2520	1997	RUS	317	
Roman Slobodjan	2520	1997	GER	318	
Leonid.M Sokolin	2520	1997	USA	319	
Rongguang Ye	2520	1997	CHN	320	
Ralf Akesson	2515	1997	SWE	321	
Igor Berdichevski	2515	1997	RUS	322	
Michail Brodsky	2515	1997	UKR	323	
Roberto Cifuentes.Parada	2515	1997	NED	324	
Jean-Marc Degraeve	2515	1997	FRA	325	
Aleksander Delchev	2515	1997	BUL	326	
Artur Frolov	2515	1997	UKR	327	
Vladimir Georgiev	2515	1997	BUL	328	
Tamaz Giorgadze	2515	1997	GEO	329	
Vitali Golod	2515	1997	ISR	330	
Mark Hebden	2515	1997	ENG	331	
Constantin Ionescu	2515	1997	ROM	332	
Sergey Ivanov	2515	1997	RUS	333	
Ludger Keitlinghaus	2515	1997	GER	334	
Robert Kempinski	2515	1997	POL	335	
Artur Kogan	2515	1997	ISR	336	
Dragan Kosic	2515	1997	YUG	337	
Boris Kreiman	2515	1997	USA	338	
Sergey Kudrin	2515	1997	USA	339	
Adrian Mikhalchishin	2515	1997	SLO	340	
Alexander Moroz	2515	1997	UKR	341	
Maksim Notkin	2515	1997	RUS	342	
Darius Ruzele	2515	1997	LTU	343	
Gennadi Sosonko	2515	1997	NED	344	
Genadij Timoscenko	2515	1997	SVK	345	
Paul Van.Der.Sterren	2515	1997	NED	346	
Lothar Vogt	2515	1997	GER	347	
Jun Xu	2515	1997	CHN	348	
Alonso Zapata	2515	1997	COL	349	
Antonio Antunes	2510	1997	POR	350	
Yuri..S Balashov	2510	1997	RUS	351	
Julio Becerra.Rivero	2510	1997	CUB	352	
John..P Fedorowicz	2510	1997	USA	353	
Valerij Filippov	2510	1997	RUS	354	
Alexander Galkin	2510	1997	RUS	355	
Efstratios Grivas	2510	1997	GRE	356	
Arnaud Hauchard	2510	1997	FRA	357	
Ventzislav Inkiov	2510	1997	BUL	358	
Nana.(IM) Ioseliani	2510	1997	GEO	359	
Igor..V Ivanov	2510	1997	USA	360	
Salauat Izmukhambetov	2510	1997	KAZ	361	
Sergey Janovsky	2510	1997	RUS	362	
Murtas Kazhgaleyev	2510	1997	KAZ	363	
Aleksei Lugovoi	2510	1997	RUS	364	
Tomasz Markowski	2510	1997	POL	365	
A..Jonathan Mestel	2510	1997	ENG	366	
Igor Miladinovic	2510	1997	GRE	367	
Evgeniy Najer	2510	1997	RUS	368	
Aleksandr Poluljahov	2510	1997	RUS	369	
Miguel.A Quinteros	2510	1997	ARG	370	
Lars Schandorff	2510	1997	DEN	371	
Gabriel Schwartzman	2510	1997	USA	372	
Evgeniy Solozhenkin	2510	1997	RUS	373	
Georgy Timoshenko	2510	1997	UKR	374	
Goran..M Todorovic	2510	1997	YUG	375	
Yuanming Tong	2510	1997	CHN	376	
Vitaly Tseshkovsky	2510	1997	RUS	377	
Reynaldo Vera	2510	1997	CUB	378	
Jiangchuan Ye	2510	1997	CHN	379	
Bosko Abramovic	2505	1997	YUG	380	
Vladimir Bagirov	2505	1997	LAT	381	
Christian Bauer	2505	1997	FRA	382	
Joris Brenninkmeijer	2505	1997	NED	383	
Michael..A Brooks	2505	1997	USA	384	
Nigel..R Davies	2505	1997	ENG	385	
Mihail Feigin	2505	1997	UKR	386	
Alexander Finkel	2505	1997	ISR	387	
Sune.Berg Hansen	2505	1997	DEN	388	
Ronen Har-Zvi	2505	1997	ISR	389	
Milos Jirovsky	2505	1997	CZE	390	
Giorgi Kacheishvili	2505	1997	GEO	391	
Gabor Kallai	2505	1997	HUN	392	
Anatoly D Machulsky	2505	1997	RUS	393	
Magaram Magomedov	2505	1997	TJK	394	
Niaz Murshed	2505	1997	BAN	395	
Milos Pavlovic	2505	1997	YUG	396	
Olivier Renet	2505	1997	FRA	397	
Kenneth S Rogoff	2505	1997	USA	398	
Pablo San.Segundo.Carrillo	2505	1997	ESP	399	
Sergio Slipak	2505	1997	ARG	400	
Jan Smejkal	2505	1997	CZE	401	
Ivan Smikovski	2505	1997	RUS	402	
Mark..D Tseitlin	2505	1997	ISR	403	
Viktor Varavin	2505	1997	RUS	404	
Rodrigo Vasquez	2505	1997	CHI	405	
Alexander Volzhin	2505	1997	RUS	406	
Darius Zagorskis	2505	1997	LTU	407	
Igor Zakharevich	2505	1997	RUS	408	
Manuel Apicella	2500	1997	FRA	409	
Bolat Asanov	2500	1997	KAZ	410	
Etienne Bacrot	2500	1997	FRA	411	
Vladimir Belikov	2500	1997	RUS	412	
Michael Bezold	2500	1997	GER	413	
Juan Borges.Mateos	2500	1997	CUB	414	
Lucas Brunner	2500	1997	SUI	415	
Benjamin Finegold	2500	1997	USA	416	
David Garcia.Ilundain	2500	1997	ESP	417	
Gustavo German	2500	1997	ARG	418	
Juan.Mario Gomez.Esteban	2500	1997	ESP	419	
Gilbert Guerrero	2500	1997	USA	420	
Zoltan Gyimesi	2500	1997	HUN	421	
Jonny Hector	2500	1997	SWE	422	
Mikhail..M Ivanov	2500	1997	RUS	423	
Bozidar Ivanovic	2500	1997	YUG	424	
Darryl.K Johansen	2500	1997	AUS	425	
Sergey Kishnev	2500	1997	RUS	426	
Robert Kuczynski	2500	1997	POL	427	
Dharshan Kumaran	2500	1997	ENG	428	
Viktor Kuporosov	2500	1997	RUS	429	
Viktor..D Kupreichik	2500	1997	BLR	430	
Ralf Lau	2500	1997	GER	431	
Alexandre Lesiege	2500	1997	CAN	432	
Karel Mokry	2500	1997	CZE	433	
Karsten Mueller	2500	1997	GER	434	
Helgi Olafsson	2500	1997	ISL	435	
Xiaomin Peng	2500	1997	CHN	436	
Valery Petukhov	2500	1997	RUS	437	
Vassily Smyslov	2500	1997	RUS	438	
Michael F. Stean	2500	1997	ENG	439	
Aaron Summerscale	2500	1997	ENG	440	
Jaime Sunye.Neto	2500	1997	BRA	441	
Henrik Teske	2500	1997	GER	442	
Throstur Thorhallsson	2500	1997	ISL	443	
Spartak Vysochin	2500	1997	UKR	444	
Jun.(GM) Xie	2500	1997	CHN	445	
Valeri Yandemirov	2500	1997	RUS	446	
Vasily Yemelin	2500	1997	RUS	447	
David Zilberstein	2500	1997	ITA	448	
Dimitri Agnos	2495	1997	GRE	449	
Ralf Appel	2495	1997	GER	450	
Sapar Batyrov	2495	1997	TKM	451	
Aleksandar Berelovich	2495	1997	UKR	452	
Vlatko Bogdanovski	2495	1997	FRM	453	
Ioan Cosma	2495	1997	ROM	454	
Jesus De.La.Villa.Garcia	2495	1997	ESP	455	
Anatoly Dozorets	2495	1997	USA	456	
Dragos Dumitrache	2495	1997	ROM	457	
Aljosa Grosar	2495	1997	SLO	458	
Yehuda Gruenfeld	2495	1997	ISR	459	
Lasha Janjgava	2495	1997	GEO	460	
Boris Kantsler	2495	1997	KGZ	461	
Jean-Rene Koch	2495	1997	FRA	462	
Rolando Kutirov	2495	1997	FRM	463	
Rafael Leitao	2495	1997	BRA	464	
Jens-Uwe Maiwald	2495	1997	GER	465	
Ivan Marinkovic	2495	1997	YUG	466	
Slobodan Martinovic	2495	1997	YUG	467	
Georg Mohr	2495	1997	SLO	468	
Roman Ovetchkin	2495	1997	RUS	469	
Semon Palatnik	2495	1997	USA	470	
Jonathan Parker	2495	1997	ENG	471	
Dragan Paunovic	2495	1997	YUG	472	
Dejan Pikula	2495	1997	YUG	473	
Mihail Saltaev	2495	1997	UZB	474	
Alex Sherzer	2495	1997	USA	475	
Serik Temirbaev	2495	1997	KAZ	476	
Karl Thorsteins	2495	1997	ISL	477	
Leonid Totsky	2495	1997	RUS	478	
Evgeni Vasiukov	2495	1997	RUS	479	
Vladislav..V Vorotnikov	2495	1997	RUS	480	
Peter.K Wells	2495	1997	ENG	481	
Luc Winants	2495	1997	BEL	482	
Leonid Yurtaev	2495	1997	KGZ	483	
Chen Zhu	2495	1997	CHN	484	
Wiliam G Addison	2490	1997	USA	485	
Ketevan.(IM) Arakhamia-Grant	2490	1997	GEO	486	
Valentin Arbakov	2490	1997	RUS	487	
Henrik Danielsen	2490	1997	DEN	488	
Oleg I Dementiev	2490	1997	RUS	489	
Daniel Fridman	2490	1997	LAT	490	
Krum Georgiev	2490	1997	BUL	491	
Valery Grechihin	2490	1997	RUS	492	
Ramil Hasangatin	2490	1997	RUS	493	
James.C Howell	2490	1997	ENG	494	
Felix Izeta.Txabarri	2490	1997	ESP	495	
Vlastimil Jansa	2490	1997	CZE	496	
Alexander Kaspi	2490	1997	ISR	497	
Bachar Kouatly	2490	1997	FRA	498	
Nelson Mariano	2490	1997	PHI	499	
Aleksandar Matanovic	2490	1997	YUG	500	
Neil.R McDonald	2490	1997	ENG	501	
Emelbek Moldobaev	2490	1997	KGZ	502	
Paul Motwani	2490	1997	SCO	503	
Karen Movsziszian	2490	1997	ARM	504	
Karl-Heinz Podzielny	2490	1997	GER	505	
Enrico Sevillano	2490	1997	PHI	506	
Leonid Shmuter	2490	1997	UKR	507	
Raj Tischbierek	2490	1997	GER	508	
Jonathan..D Tisdall	2490	1997	NOR	509	
I Tseitlin	2490	1997	RUS	510	
Klaudiusz Urban	2490	1997	POL	511	
Alexander Vaulin	2490	1997	RUS	512	
Giovanni Vescovi	2490	1997	BRA	513	
Milan Vukic	2490	1997	YUG	514	
Christopher Ward	2490	1997	ENG	515	
Dov Zifroni	2490	1997	ISR	516	
Dragisa Blagojevic	2485	1997	YUG	517	
Antonio Fernandes	2485	1997	POR	518	
Glenn.C Flear	2485	1997	ENG	519	
Gildardo Garcia	2485	1997	COL	520	
Jacek Gdanski	2485	1997	POL	521	
Gennadij Ginsburg	2485	1997	GER	522	
Johan Hellsten	2485	1997	SWE	523	
Csaba Horvath	2485	1997	HUN	524	
Viorel Iordachescu	2485	1997	MDA	525	
Evgenij Kalegin	2485	1997	RUS	526	
Igor..N Khmelnitsky	2485	1997	USA	527	
Sergey Kiselev	2485	1997	RUS	528	
Aleksandar Kovacevic	2485	1997	YUG	529	
Benoit Lepelletier	2485	1997	FRA	530	
Felix Levin	2485	1997	UKR	531	
David Marciano	2485	1997	FRA	532	
Viktor Moskalenko	2485	1997	UKR	533	
Helmut.Dr Pfleger	2485	1997	GER	534	
Yury Piskov	2485	1997	RUS	535	
Alexey Pugachov	2485	1997	RUS	536	
Stuart Rachels	2485	1997	USA	537	
Evgeni Ragozin	2485	1997	RUS	538	
Mikhail Rytshagov	2485	1997	EST	539	
Raul Sanguinetti	2485	1997	ARG	540	
Rene Stern	2485	1997	GER	541	
Petar Velikov	2485	1997	BUL	542	
Dragoljub Velimirovic	2485	1997	YUG	543	
Marek Vokac	2485	1997	CZE	544	
Raset Ziatdinov	2485	1997	UZB	545	
Renat Bigaliev	2480	1997	RUS	546	
Mikhail Braude	2480	1997	USA	547	
Oscar De.La.Riva.Aguado	2480	1997	ESP	548	
Lars Degerman	2480	1997	SWE	549	
Viacheslav Dydyshko	2480	1997	BLR	550	
Evgenij Ermenkov	2480	1997	BUL	551	
Gannadij Fish	2480	1997	UKR	552	
Carlos Garcia.Palermo	2480	1997	ITA	553	
Florin Gheorghiu	2480	1997	ROM	554	
Sergey-G Gorelov	2480	1997	RUS	555	
Miroslaw Grabarczyk	2480	1997	POL	556	
Alejandro Hoffman	2480	1997	ARG	557	
Gyula Horvath	2480	1997	HUN	558	
Julio P Kaplan	2480	1997	USA	559	
Pavel Kotsur	2480	1997	KAZ	560	
Vlatko Kovacevic	2480	1997	CRO	561	
Andrei..M Lukin	2480	1997	RUS	562	
Romuald Mainka	2480	1997	GER	563	
Carlos Matamoros.Franco	2480	1997	ECU	564	
Leonid Milov	2480	1997	UKR	565	
Gilles Miralles	2480	1997	FRA	566	
S. Nadyrhanov	2480	1997	UZB	567	
Andrey Nikitin	2480	1997	RUS	568	
Michael Oratovsky	2480	1997	ISR	569	
Georgi Orlov	2480	1997	USA	570	
Thomas Paehtz	2480	1997	GER	571	
Bruno Parma	2480	1997	SLO	572	
Robert Rabiega	2480	1997	GER	573	
Ziaur Rahman	2480	1997	BAN	574	
Dimitri Reinderman	2480	1997	NED	575	
Eloi Relange	2480	1997	FRA	576	
Mershad Sharif	2480	1997	FRA	577	
Georg Siegel	2480	1997	GER	578	
Guillermo Soppe	2480	1997	ARG	579	
Wolfgang Uhlmann	2480	1997	GER	580	
Sergey Volkov	2480	1997	RUS	581	
Tom Wedberg	2480	1997	SWE	582	
Sergey Zagrebelny	2480	1997	UZB	583	
Gamil Agamaliev	2475	1997	AZE	584	
Orazly Annageldyev	2475	1997	TKM	585	
Alex Avshalumov	2475	1997	RUS	586	
Giorgi Bagaturov	2475	1997	GEO	587	
Goran Cabrilo	2475	1997	YUG	588	
Vladimir Dimitrov	2475	1997	BUL	589	
Dimitar.I Donchev	2475	1997	BUL	590	
Evgeni Dragomarezkij	2475	1997	RUS	591	
Mark Dvoretzky	2475	1997	RUS	592	
Jose.Luis Fernandez.Garcia	2475	1997	ESP	593	
Luis Galego	2475	1997	POR	594	
Jose Gonzalez.Garcia	2475	1997	MEX	595	
Tiger Hillarp.Persson	2475	1997	SWE	596	
Amanmurad Kakageldyev	2475	1997	TKM	597	
Marinus Kuijf	2475	1997	NED	598	
Mircea-Sergiu Lupu	2475	1997	ROM	599	
Gabriel Mateuta	2475	1997	ROM	600	
Svetlana Matveeva	2475	1997	RUS	601	
