Name	Rating	Year	Fed	Rank
S. Reshevsky	2490	1980	USA	117	
J. Speelman	2490	1980	ENG	118	
L.G. Zaitseva	2490	1980	RUS	119	
P. Benko	2485	1980	USA	120	
P. Biyiasas	2485	1980	CAN	121	
L. Christiansen	2485	1980	USA	122	
J. Diez Del Corral	2485	1980	ESP	123	
H.-J. Hecht	2485	1980	FRG	124	
E. Mednis	2485	1980	USA	125	
Mestelj.	2485	1980	ENG	126	
D. Sahovic	2485	1980	YUG	127	
R. Sanguinetti	2485	1980	ARG	128	
A. Yusupov	2485	1980	RUS	129	
V.S. Antoshin	2480	1980	RUS	130	
A. Groszpeter	2480	1980	HUN	131	
V. Jansa	2480	1980	CSR	132	
A. Lukin	2480	1980	RUS	133	
J. Nikolac	2480	1980	YUG	134	
J. Plachetka	2480	1980	CSR	135	
S. Tatai	2480	1980	ITA	136	
J.E. Vatnikov	2480	1980	RUS	137	
M.-V. Ghinda	2475	1980	ROM	138	
K.A. Grigorian	2475	1980	RUS	139	
S. Hamann	2475	1980	DEN	140	
L. Kaplan	2475	1980	USA	141	
Y. Klovan	2475	1980	RUS	142	
S. Martinovic	2475	1980	YUG	143	
G. Sigurjonsson	2475	1980	ISL	144	
Y. Zaharov	2475	1980	RUS	145	
V.I. Zhuravliov	2475	1980	RUS	146	
B. Zuckerman	2475	1980	USA	147	
V.S. Eingorn	2470	1980	RUS	148	
L. Ftacnik	2470	1980	CSR	149	
A. Kotov	2470	1980	RUS	150	
F. Portisch	2470	1980	HUN	151	
N. Spiridonov	2470	1980	BUL	152	
M. Suba	2470	1980	ROM	153	
Suttles	2470	1980	CAN	154	
H.M.J. Westerinen	2470	1980	FIN	155	
Y. Bleiman	2465	1980	ISR	156	
M. Cebalo	2465	1980	YUG	157	
K. Commons	2465	1980	USA	158	
J. Donner	2465	1980	NED	159	
W. Hartston	2465	1980	ENG	160	
M. Matulovic	2465	1980	YUG	161	
J.A. Peters	2465	1980	USA	162	
L. Popov	2465	1980	BUL	163	
I. Radulov	2465	1980	BUL	164	
M. Valvo	2465	1980	USA	165	
J. Van der Wiel	2465	1980	NED	166	
P. Velikov	2465	1980	BUL	167	
B. Vladimirov	2465	1980	RUS	168	
O.L. Chernikov	2460	1980	RUS	169	
Th. Ghitescu	2460	1980	ROM	170	
Rom. Hernandez	2460	1980	CUB	171	
N. Karaklajic	2460	1980	YUG	172	
R. Keene	2460	1980	ENG	173	
A. Malevinsky	2460	1980	RUS	174	
D. Marovic	2460	1980	YUG	175	
H. Messing	2460	1980	YUG	176	
I. Nemet	2460	1980	YUG	177	
Rogulj	2460	1980	YUG	178	
K. Sznapik	2460	1980	POL	179	
M. Tonchev	2460	1980	BUL	180	
M. Vukic	2460	1980	YUG	181	
V.F. Zaltsman	2460	1980	USA	182	
Y. Anikaev	2455	1980	RUS	183	
N. Birnboim	2455	1980	ISR	184	
A. Bisguier	2455	1980	USA	185	
I. Buljovcic	2455	1980	YUG	186	
J. Flesch	2455	1980	HUN	187	
Kr. Georgiev	2455	1980	BUL	188	
Y. Gruenfeld	2455	1980	ISR	189	
A. Hennings	2455	1980	DDR	190	
W. Hug	2455	1980	SUI	191	
A. Kapengut	2455	1980	RUS	192	
Al. Khassin	2455	1980	RUS	193	
N. Kirov	2455	1980	BUL	194	
V.A. Kozlov	2455	1980	RUS	195	
G. Ligterink	2455	1980	NED	196	
E. Mochalov	2455	1980	RUS	197	
J. Nogueiras	2455	1980	CUB	198	
V. Osnos	2455	1980	RUS	199	
Pietkievich	2455	1980	RUS	200	
T. Rakic	2455	1980	YUG	201	
Tringov	2455	1980	BUL	202	
Vainger	2455	1980	ISR	203	
N. Weinstein	2455	1980	USA	204	
L. Barczay	2450	1980	HUN	205	
U. Boensch	2450	1980	DDR	206	
M. Chandler	2450	1980	NZL	207	
D. Donchev	2450	1980	BUL	208	
V.Z. Faibisovich	2450	1980	RUS	209	
S. Garcia Martinez	2450	1980	CUB	210	
Hulak	2450	1980	YUG	211	
P. Kondratiev	2450	1980	RUS	212	
J. Lechtynsky	2450	1980	CSR	213	
Menakov	2450	1980	RUS	214	
G. Mukhin	2450	1980	RUS	215	
A. Ornstein	2450	1980	SWE	216	
Z. Pavicic	2450	1980	YUG	217	
V. Peresypkin	2450	1980	RUS	218	
Podgaets	2450	1980	RUS	219	
K. Pytel	2450	1980	POL	220	
L.-A. Schneider	2450	1980	SWE	221	
V. Spasov	2450	1980	BUL	222	
A. Veingold	2450	1980	RUS	223	
Vukcevich	2450	1980	USA	224	
A. Yermolinsky	2450	1980	RUS	225	
A. Zakharov	2450	1980	RUS	226	
C. Zuidema	2450	1980	NED	227	
Zwaig	2450	1980	NOR	228	
V.M. Arbakov	2445	1980	RUS	229	
J. Dueball	2445	1980	FRG	230	
I. Hausner	2445	1980	CSR	231	
L. Lengyel	2445	1980	HUN	232	
S. Lputian	2445	1980	RUS	233	
G. Makropoulos	2445	1980	GRE	234	
S. Marangunic	2445	1980	YUG	235	
L. Ogaard	2445	1980	NOR	236	
H. Olafsson	2445	1980	ISL	237	
Pal Petran	2445	1980	HUN	238	
E. Prandstetter	2445	1980	CSR	239	
O. Rodriguez	2445	1980	PER	240	
J. Rubinetti	2445	1980	ARG	241	
J. Sofrevski	2445	1980	YUG	242	
K. Spraggett	2445	1980	CAN	243	
R. Toran Albero	2445	1980	ESP	244	
R. Bellin	2440	1980	ENG	245	
S. Djuric	2440	1980	YUG	246	
O.I. Dziuban	2440	1980	RUS	247	
J. Emma	2440	1980	ARG	248	
L. Espig	2440	1980	DDR	249	
Gild. Garcia	2440	1980	COL	250	
A. Haik	2440	1980	FRA	251	
P. Hesse	2440	1980	DDR	252	
B. Ivanovic	2440	1980	YUG	253	
D. Janosevic	2440	1980	YUG	254	
I.R. Johannsson	2440	1980	ISL	255	
Y. Kraidman	2440	1980	ISR	256	
S.H. Lim	2440	1980	SIN	257	
P. Littlewood	2440	1980	ENG	258	
V. Lukov	2440	1980	BUL	259	
Z. Mestrovic	2440	1980	YUG	260	
Y. Murey	2440	1980	ISR	261	
K. Robatsch	2440	1980	AUT	262	
Sharif	2440	1980	IRI	263	
Soltis	2440	1980	USA	264	
Soos	2440	1980	FRG	265	
Szeles	2440	1980	HUN	266	
J. Tompa	2440	1980	HUN	267	
E. Vladimirov	2440	1980	RUS	268	
V.V. Vorotnikov	2440	1980	RUS	269	
G. Antunac	2435	1980	YUG	270	
J. Arnason	2435	1980	ISL	271	
O. Averkin	2435	1980	RUS	272	
I. Bilek	2435	1980	HUN	273	
V. Ciocaltea	2435	1980	ROM	274	
M. Diesen	2435	1980	USA	275	
V. Inkiov	2435	1980	BUL	276	
Iz. Jelen	2435	1980	YUG	277	
A. Kharitonov	2435	1980	RUS	278	
Kuindsky	2435	1980	RUS	279	
E. Magerramov	2435	1980	RUS	280	
V. Moiseev	2435	1980	RUS	281	
Peltz	2435	1980	RUS	282	
A. Petrosian	2435	1980	RUS	283	
H. Pilnik	2435	1980	ARG	284	
A. Planinc	2435	1980	YUG	285	
Platonov	2435	1980	RUS	286	
M.A. Rohde	2435	1980	USA	287	
V. Stoica	2435	1980	ROM	288	
E. Stoliar	2435	1980	RUS	289	
C. Van Wijgerden	2435	1980	NED	290	
Vanger	2435	1980	NED	291	
J.M. Bellon Lopez	2430	1980	ESP	292	
H. Bohm	2430	1980	NED	293	
Dragoljub M. Ciric	2430	1980	YUG	294	
N. De Firmian	2430	1980	USA	295	
R. Debarnot	2430	1980	ARG	296	
V. Didishko	2430	1980	RUS	297	
P. Donoso Velasco	2430	1980	CHI	298	
E. Eliskases	2430	1980	ARG	299	
Rai. Garcia	2430	1980	ARG	300	
L. Gutmann	2430	1980	RUS	301	
Gutop	2430	1980	RUS	302	
E. Haag	2430	1980	HUN	303	
I.V. Ivanov	2430	1980	RUS	304	
Z. Klaric	2430	1980	YUG	305	
Kojder	2430	1980	POL	306	
J. Kristiansen	2430	1980	DEN	307	
Liu Wenze	2430	1980	CHN	308	
Luczak	2430	1980	POL	309	
P. Markland	2430	1980	ENG	310	
Mohrlok	2430	1980	FRG	311	
J. Rubinstein	2430	1980	ARG	312	
A.F. Saidy	2430	1980	USA	313	
W. Schmidt	2430	1980	POL	314	
S. Terzic	2430	1980	FRG	315	
M. Todorcevic	2430	1980	FRA	316	
E. Ubilava	2430	1980	RUS	317	
A.A. Vitolinsh	2430	1980	RUS	318	
I. Zilber	2430	1980	CUB	319	
V.I. Zilberstein	2430	1980	RUS	320	
B.A. Zlotnik	2430	1980	RUS	321	
H. Angantysson	2425	1980	ISL	322	
Y. Bernstein	2425	1980	ISR	323	
G.K. Borisenko	2425	1980	RUS	324	
E. Bukhman	2425	1980	RUS	325	
G. Capelan	2425	1980	FRG	326	
A.V. Cherepkov	2425	1980	RUS	327	
R. Cosulich	2425	1980	ITA	328	
P. Dely	2425	1980	HUN	329	
L. Hazai	2425	1980	HUN	330	
A.V. Ivanov	2425	1980	RUS	331	
B. Kogan	2425	1980	RUS	332	
Kolarov	2425	1980	BUL	333	
A. Kosikov	2425	1980	RUS	334	
V.N. Kozlov	2425	1980	RUS	335	
K. Langeweg	2425	1980	NED	336	
A.S. Lutikov	2425	1980	RUS	337	
Mikadze	2425	1980	RUS	338	
E. Mnatsakanian	2425	1980	RUS	339	
Nikolaevsky	2425	1980	RUS	340	
P. Ostojic	2425	1980	YUG	341	
Partos	2425	1980	SUI	342	
M. Petursson	2425	1980	ISL	343	
N. Popov	2425	1980	RUS	344	
Rantanen	2425	1980	FIN	345	
Renman	2425	1980	SWE	346	
Schweber	2425	1980	ARG	347	
Shashin	2425	1980	RUS	348	
Shpilker	2425	1980	RUS	349	
S. Webb	2425	1980	ENG	350	
T. Wedberg	2425	1980	SWE	351	
T. Wibe	2425	1980	NOR	352	
H. Wirthensohn	2425	1980	SUI	353	
G. Zaitshik	2425	1980	RUS	354	
N.R. Zilberman	2425	1980	RUS	355	
Lj. Zivkovic	2425	1980	YUG	356	
G. Barcza	2420	1980	HUN	357	
D. Barlov	2420	1980	YUG	358	
R. Bogdanovic	2420	1980	YUG	359	
G.S. Botterill	2420	1980	WLS	360	
L. Bronstein	2420	1980	ARG	361	
R. Calvo Minguez	2420	1980	ESP	362	
O. Castro	2420	1980	COL	363	
C. Cuartas	2420	1980	COL	364	
Dur	2420	1980	AUT	365	
J.P. Fedorowicz	2420	1980	USA	366	
R. Govedarica	2420	1980	YUG	367	
R. Hess	2420	1980	FRG	368	
Karoly Honfi	2420	1980	HUN	369	
B. Jansson	2420	1980	SWE	370	
Kaldor	2420	1980	ISR	371	
B. Katalymov	2420	1980	RUS	372	
A. Machulsky	2420	1980	RUS	373	
R. Maric	2420	1980	YUG	374	
N. Mishuchkov	2420	1980	RUS	375	
A. O'Kelly	2420	1980	BEL	376	
M. Orso	2420	1980	CUB	377	
L. Piasetski	2420	1980	CAN	378	
I. Polovodin	2420	1980	RUS	379	
Raaste	2420	1980	FIN	380	
A. Rodriguez	2420	1980	CUB	381	
Rybarska	2420	1980	RUS	382	
Schussler	2420	1980	SWE	383	
Shereshevsky	2420	1980	RUS	384	
Shmit	2420	1980	RUS	385	
M. Sisniega	2420	1980	MEX	386	
Veselovsky	2420	1980	RUS	387	
D.A. Yanofsky	2420	1980	CAN	388	
B. Abramovic	2415	1980	YUG	389	
J. Armas	2415	1980	CUB	390	
Z. Azmayparashvili	2415	1980	RUS	391	
J. Boey	2415	1980	BEL	392	
V. Bukal	2415	1980	YUG	393	
D.H. Campora	2415	1980	ARG	394	
R. Cappello	2415	1980	ITA	395	
J. Eslon	2415	1980	SWE	396	
C. Garcia Palermo	2415	1980	ARG	397	
I. Gazik	2415	1980	CSR	398	
D. Ghizdavu	2415	1980	USA	399	
L. Gofstein	2415	1980	RUS	400	
K. Harandi	2415	1980	IRI	401	
F. Hoelzl	2415	1980	AUT	402	
R.M. Jamieson	2415	1980	AUS	403	
T. Liang	2415	1980	CHN	404	
L. Liptay	2415	1980	HUN	405	
Vl. Muratov	2415	1980	RUS	406	
Padevsky	2415	1980	BUL	407	
K.-J. Schiffer	2415	1980	FRG	408	
A. Segal	2415	1980	BRA	409	
J. Sunye Neto	2415	1980	BRA	410	
V. Tierentiev	2415	1980	RUS	411	
V. Vaisman	2415	1980	ROM	412	
Vooremaa	2415	1980	RUS	413	
S.N. Yuferov	2415	1980	RUS	414	
J. Adamski	2410	1980	POL	415	
G. Agzamov	2410	1980	RUS	416	
Aingorn	2410	1980	RUS	417	
I. Asmundsson	2410	1980	ISL	418	
A. Balshan	2410	1980	ISR	419	
J. Barle	2410	1980	YUG	420	
A.J. Butnoris	2410	1980	RUS	421	
V. Chekhov	2410	1980	RUS	422	
M. Damjanovic	2410	1980	YUG	423	
A. Dueckstein	2410	1980	AUT	424	
S. Fedder	2410	1980	DEN	425	
V. Frias	2410	1980	CHI	426	
J. Grefe	2410	1980	USA	427	
Grigorov	2410	1980	BUL	428	
V. Gusev	2410	1980	RUS	429	
Hoi	2410	1980	DEN	430	
S. Ivarsson	2410	1980	SWE	431	
O. Jakobsen	2410	1980	DEN	432	
A. Kakageldyev	2410	1980	RUS	433	
D. Keller	2410	1980	DDR	434	
F. Kuijpers	2410	1980	NED	435	
H. Kyarner	2410	1980	RUS	436	
R. Lau	2410	1980	FRG	437	
L. Lederman	2410	1980	ISR	438	
Matera	2410	1980	USA	439	
Negulescu	2410	1980	YUG	440	
R. Nicevski	2410	1980	YUG	441	
F. Ochoa De Echaguen	2410	1980	ESP	442	
Pomar	2410	1980	ESP	443	
K. Regan	2410	1980	USA	444	
H. Rossetto	2410	1980	ARG	445	
Rusakov	2410	1980	RUS	446	
Sikora	2410	1980	CSR	447	
S. Sokolov	2410	1980	RUS	448	
Sturua	2410	1980	RUS	449	
P. Van der Sterren	2410	1980	NED	450	
E. Varnusz	2410	1980	HUN	451	
J.L. Vilela	2410	1980	CUB	452	
M.J. Basman	2405	1980	ENG	453	
M. Bobotsov	2405	1980	BUL	454	
Cleghorn	2405	1980	USA	455	
Dricta	2405	1980	CSR	456	
R. Etruk	2405	1980	RUS	457	
P. Gesos	2405	1980	GRE	458	
Gouveia	2405	1980	BRA	459	
C. Guimard	2405	1980	ARG	460	
K.J. Helmers	2405	1980	NOR	461	
R. Henley	2405	1980	USA	462	
M. Hermann	2405	1980	FRG	463	
L. Karlsson	2405	1980	SWE	464	
Ab. Khassin	2405	1980	RUS	465	
V. Kirpichnikov	2405	1980	RUS	466	
A. Kuligowski	2405	1980	POL	467	
P. Lukacs	2405	1980	HUN	468	
W. Martz	2405	1980	USA	469	
E. Meduna	2405	1980	CSR	470	
V. Mikenas	2405	1980	RUS	471	
D. Minic	2405	1980	YUG	472	
Ervin Nagy	2405	1980	HUN	473	
K. Osmanovic	2405	1980	YUG	474	
Penrose	2405	1980	ENG	475	
V. Petrienko	2405	1980	RUS	476	
J. Plaskett	2405	1980	ENG	477	
Pukshansky	2405	1980	RUS	478	
Radovici	2405	1980	ROM	479	
Reshko	2405	1980	RUS	480	
M. Ruderfer	2405	1980	RUS	481	
C. Silva Sanchez	2405	1980	CHI	482	
R. Simic	2405	1980	YUG	483	
A. Sydor	2405	1980	POL	484	
D. Uddenfeldt	2405	1980	SWE	485	
H. Van Riemsdijk	2405	1980	BRA	486	
Van Scheltinga	2405	1980	BRA	487	
P. Atanasov	2400	1980	BUL	488	
J. Augustin	2400	1980	CSR	489	
J. Boudy	2400	1980	CUB	490	
P. Brandts	2400	1980	USA	491	
M.G. Chiburdanidze	2400	1980	RUS	492	
O. Cuasnicu	2400	1980	ARG	493	
J.C. Diaz	2400	1980	CUB	494	
O. Donchenko	2400	1980	RUS	495	
V.K. Doroshkievich	2400	1980	RUS	496	
E.W. Formanek	2400	1980	USA	497	
A. Godes	2400	1980	RUS	498	
R. Grinberg	2400	1980	ARG	499	
F. Ignatiev	2400	1980	RUS	500	
Z. Ilic	2400	1980	YUG	501	
G. Iskov	2400	1980	DEN	502	
S. Kagan	2400	1980	ISR	503	
H. Kestler	2400	1980	FRG	504	
K. Klundt	2400	1980	FRG	505	
H. Liebert	2400	1980	DDR	506	
O. Magnusson	2400	1980	ISL	507	
E. Mortensen	2400	1980	DEN	508	
Musil	2400	1980	YUG	509	
St. Nikolic	2400	1980	YUG	510	
S. Odendahl	2400	1980	USA	511	
Ostermeyer	2400	1980	FRG	512	
Mircea Pavlov	2400	1980	ROM	513	
Gy. Rajna	2400	1980	HUN	514	
P. Szilagyi	2400	1980	HUN	515	
T. Toshkov	2400	1980	BUL	516	
Varasdy	2400	1980	HUN	517	
R. Vera	2400	1980	CUB	518	
M. Yudovich	2400	1980	RUS	519	
H. Borghi	2395	1980	ARG	520	
A. Donchenko	2395	1980	RUS	521	
B. Enklaar	2395	1980	NED	522	
Gerenski	2395	1980	BUL	523	
M. Gerusel	2395	1980	FRG	524	
S. Gorelov	2395	1980	RUS	525	
V.T. Grokhotov	2395	1980	RUS	526	
S. Grunberg	2395	1980	ROM	527	
R. Hartoch	2395	1980	NED	528	
J. Hase	2395	1980	ARG	529	
Hoen	2395	1980	NOR	530	
S. Holm	2395	1980	SWE	531	
D. Ilijevski	2395	1980	YUG	532	
L. Kaufman	2395	1980	USA	533	
Kernan	2395	1980	IRL	534	
N. Lakic	2395	1980	YUG	535	
J. Littlewood	2395	1980	ENG	536	
A. Lombard	2395	1980	SUI	537	
E. Meyer	2395	1980	USA	538	
L. Navarovszky	2395	1980	HUN	539	
Ch. Niklasson	2395	1980	SWE	540	
J. Ost-Hansen	2395	1980	DEN	541	
A. Remon	2395	1980	CUB	542	
B. Rind	2395	1980	USA	543	
J. Rukavina	2395	1980	YUG	544	
F. Trois	2395	1980	BRA	545	
A.H. Williams	2395	1980	WLS	546	
A. Zichichi	2395	1980	ITA	547	
J. Ambroz	2390	1980	CSR	548	
Amos	2390	1980	CAN	549	
V. Baikov	2390	1980	RUS	550	
M. Bernat	2390	1980	ARG	551	
D. Bjelica	2390	1980	YUG	552	
S. Bohosjan	2390	1980	BUL	553	
O. Borik	2390	1980	FRG	554	
A. Brkljaca	2390	1980	YUG	555	
G. Dizdar	2390	1980	YUG	556	
G. Estevez	2390	1980	CUB	557	
J.L Fernandez Garcia	2390	1980	ESP	558	
Juan C. Fernandez	2390	1980	CUB	559	
A. Filipowicz	2390	1980	POL	560	
S. Johannessen	2390	1980	NOR	561	
V.I. Karasev	2390	1980	RUS	562	
J. Kristinsson	2390	1980	ISL	563	
N. Minev	2390	1980	BUL	564	
Ervin Nagy	2390	1980	USA	565	
P. Peev	2390	1980	BUL	566	
A.I. Petrushin	2390	1980	RUS	567	
J. Pribyl	2390	1980	CSR	568	
Pritchett	2390	1980	SCO	569	
Radashkovich	2390	1980	ISR	570	
V. Raicevic	2390	1980	YUG	571	
H. Reefschlaeger	2390	1980	FRG	572	
B. Schmidt	2390	1980	FRG	573	
M. Schoeneberg	2390	1980	DDR	574	
Seidler	2390	1980	ARG	575	
Semeniuk	2390	1980	RUS	576	
V. Sokolov	2390	1980	YUG	577	
J. Szmetan	2390	1980	ARG	578	
T. Taylor	2390	1980	USA	579	
B. Toth	2390	1980	ITA	580	
V. Varlamov	2390	1980	RUS	581	
O. Yepez	2390	1980	ECU	582	
V.S. Zheliandinov	2390	1980	RUS	583	
B.R. Anderson	2385	1980	DEN	584	
M. Andrijevic	2385	1980	YUG	585	
V. Arapovic	2385	1980	YUG	586	
Z. Basagic	2385	1980	YUG	587	
J.B. Bednarski	2385	1980	POL	588	
Begun	2385	1980	RUS	589	
Brond	2385	1980	ARG	590	
E. Chaplinsky	2385	1980	RUS	591	
L. Day	2385	1980	CAN	592	
H. De la Vega	2385	1980	ARG	593	
H. Dobosz	2385	1980	POL	594	
Y. Estrin	2385	1980	RUS	595	
K. Frey	2385	1980	MEX	596	
S. Friedman	2385	1980	ISR	597	
H.-U. Gruenberg	2385	1980	DDR	598	
B. Hammar	2385	1980	SWE	599	
Kivlan	2385	1980	RUS	600	
S. Kudrin	2385	1980	USA	601	
A. Lilienthal	2385	1980	HUN	602	
V. Loginov	2385	1980	RUS	603	
R. Marszalek	2385	1980	POL	604	
Lj. Masic	2385	1980	YUG	605	
Gh. Mititelu	2385	1980	ROM	606	
Povah	2385	1980	ENG	607	
Rytov	2385	1980	RUS	608	
Schinzel	2385	1980	POL	609	
J. Sloth	2385	1980	DEN	610	
T. Ujtumen	2385	1980	MGL	611	
A. Vaiser	2385	1980	RUS	612	
Balduzzi	2380	1980	ARG	613	
R. Balinas	2380	1980	PHI	614	
J. Bielczyk	2380	1980	POL	615	
I. Biriescu	2380	1980	ROM	616	
M. Bjelajac	2380	1980	YUG	617	
A. Deze	2380	1980	YUG	618	
R.A. Filguth	2380	1980	BRA	619	
Dar. Gliksman	2380	1980	YUG	620	
Y. Gusev	2380	1980	RUS	621	
Happel	2380	1980	NED	622	
Hindle	2380	1980	ENG	623	
Huisl	2380	1980	FRG	624	
H. Hurme	2380	1980	FIN	625	
N. Kelecevic	2380	1980	YUG	626	
Z. Krnic	2380	1980	YUG	627	
A. Lanc	2380	1980	CSR	628	
Leal	2380	1980	MEX	629	
V. Litvinov	2380	1980	RUS	630	
V.P. Malaniuk	2380	1980	RUS	631	
J. Meyer	2380	1980	USA	632	
I. Morovic Fernandez	2380	1980	CHI	633	
W.D. Morris	2380	1980	NOR	634	
M. Mrda	2380	1980	YUG	635	
Nisman	2380	1980	RUS	636	
A. Novopashin	2380	1980	RUS	637	
P. Orlov	2380	1980	YUG	638	
L. Ortega	2380	1980	CUB	639	
Pahtz	2380	1980	DDR	640	
M. Peretz	2380	1980	ISR	641	
J. Pete	2380	1980	YUG	642	
J. Pokojowczyk	2380	1980	POL	643	
E. Poulsson	2380	1980	NOR	644	
U. Rath	2380	1980	DEN	645	
D. Roos	2380	1980	FRA	646	
M. Schauwecker	2380	1980	SUI	647	
F. Silva	2380	1980	POR	648	
J. Sobek	2380	1980	CSR	649	
M. Solmundarsson	2380	1980	ISL	650	
Taborov	2380	1980	RUS	651	
J. Trapl	2380	1980	CSR	652	
D. Ugrinovic	2380	1980	YUG	653	
F. Van der Vliet	2380	1980	NED	654	
S. Velickovic	2380	1980	YUG	655	
J. Aldrete	2375	1980	MEX	656	
A. Barreras	2375	1980	CUB	657	
F. Begovac	2375	1980	YUG	658	
M. Bertok	2375	1980	YUG	659	
V. Bykov	2375	1980	RUS	660	
Cabrido	2375	1980	PHI	661	
M. Campos Lopez	2375	1980	MEX	662	
C. Chellstorp	2375	1980	USA	663	
F. Chevaldonnet	2375	1980	FRA	664	
Despotovic	2375	1980	YUG	665	
An.M. Fernandez	2375	1980	POR	666	
I. Fischer	2375	1980	ROM	667	
N. Gaprindashvili	2375	1980	RUS	668	
M. Garkov	2375	1980	BUL	669	
D. Goodman	2375	1980	ENG	670	
M. Haygarth	2375	1980	ENG	671	
Heinicke	2375	1980	FRG	672	
