Name	Rating	Year	Rank	Fed
P. Popovic	2545	1986	YUG	49	
Gy. Sax	2545	1986	HUN	50	
M. Suba	2545	1986	ROM	51	
R. Dzindzichashvili	2540	1986	USA	52	
S. Agdestein	2535	1986	NOR	53	
M. Chandler	2535	1986	ENG	54	
Y. Gruenfeld	2535	1986	ISR	55	
A. Lein	2535	1986	USA	56	
K. Spraggett	2535	1986	CAN	57	
D.H. Campora	2530	1986	ARG	58	
K. Lerner	2530	1986	USR	59	
L. Schmid	2530	1986	FRG	60	
E.P. Geller	2525	1986	USR	61	
F. Gheorghiu	2525	1986	ROM	62	
B. Ivkov	2525	1986	YUG	63	
Mestelj.	2525	1986	ENG	64	
Razuvaev	2525	1986	USR	65	
V. Salov	2525	1986	USR	66	
G. Sosonko	2525	1986	NED	67	
Tarjan	2525	1986	USA	68	
E. Torre	2525	1986	PHI	69	
G.F. Barbero	2520	1986	ARG	70	
N. De Firmian	2520	1986	USA	71	
I. Dorfman	2520	1986	USR	72	
I. Farago	2520	1986	HUN	73	
L. Karlsson	2520	1986	SWE	74	
M. Petursson	2520	1986	ISL	75	
P. Ricardi	2520	1986	ARG	76	
L.O. Alburt	2515	1986	USA	77	
Y. Balashov	2515	1986	USR	78	
M. Cebalo	2515	1986	YUG	79	
S. Dolmatov	2515	1986	USR	80	
L. Ftacnik	2515	1986	CSR	81	
S. Gligoric	2515	1986	YUG	82	
O. Panno	2515	1986	ARG	83	
I. Rogers	2515	1986	AUS	84	
E. Ubilava	2515	1986	USR	85	
A. Zapata	2515	1986	COL	86	
W.S. Browne	2510	1986	USA	87	
M. Gurevich	2510	1986	USR	88	
C. Hansen	2510	1986	DEN	89	
R. Knaak	2510	1986	DDR	90	
A. Mikhalchishin	2510	1986	USR	91	
Quinteros	2510	1986	ARG	92	
A. Vaiser	2510	1986	USR	93	
R. Byrne	2505	1986	USA	94	
I. Csom	2505	1986	HUN	95	
T. Georgadze	2505	1986	USR	96	
A. Greenfeld	2505	1986	ISR	97	
B. Gulko	2505	1986	USR	98	
R. Henley	2505	1986	USA	99	
J. Hjartarson	2505	1986	ISL	100	
Hulak	2505	1986	YUG	101	
Am. Rodriguez	2505	1986	CUB	102	
W. Uhlmann	2505	1986	DDR	103	
J. Arnason	2500	1986	ISL	104	
J.P. Fedorowicz	2500	1986	USA	105	
Vlado Kovacevic	2500	1986	YUG	106	
B. Kurajica	2500	1986	YUG	107	
J.A. Peters	2500	1986	USA	108	
K. Rasmussen	2500	1986	DEN	109	
S. Smagin	2500	1986	USR	110	
M.F. Stean	2500	1986	ENG	111	
M. Taimanov	2500	1986	USR	112	
T. Wedberg	2500	1986	SWE	113	
D. Barlov	2495	1986	YUG	114	
V. Chekhov	2495	1986	USR	115	
L.M. Evans	2495	1986	USA	116	
G. Garcia Gonzales	2495	1986	CUB	117	
A. Gipslis	2495	1986	USR	118	
S. Kindermann	2495	1986	FRG	119	
B. Kogan	2495	1986	USR	120	
G.P. Kuzmin	2495	1986	USR	121	
S. Makarichev	2495	1986	USR	122	
V.P. Malaniuk	2495	1986	USR	123	
A. Matanovic	2495	1986	YUG	124	
I. Morovic Fernandez	2495	1986	CHI	125	
Najdorf	2495	1986	ARG	126	
A. Petrosian	2495	1986	USR	127	
E. Pigusov	2495	1986	USR	128	
G. Sigurjonsson	2495	1986	ISL	129	
B. Abramovic	2490	1986	YUG	130	
B. Ivanovic	2490	1986	YUG	131	
A. Khalifman	2490	1986	USR	132	
S. Kiselev	2490	1986	USR	133	
V. Kupreichik	2490	1986	USR	134	
Sl. Marjanovic	2490	1986	YUG	135	
K. Mokry	2490	1986	CSR	136	
I.A. Novikov	2490	1986	USR	137	
Parma B.	2490	1986	YUG	138	
Qi Jingxuan	2490	1986	CHN	139	
E. Vladimirov	2490	1986	USR	140	
B. Zuckerman	2490	1986	USA	141	
V.K. Bagirov	2485	1986	USR	142	
V. Didishko	2485	1986	USR	143	
M. Filip	2485	1986	CSR	144	
G.C. Flear	2485	1986	ENG	145	
I.V. Ivanov	2485	1986	CAN	146	
V. Jansa	2485	1986	CSR	147	
N. Kirov	2485	1986	BUL	148	
E. Lobron	2485	1986	FRG	149	
M. Matulovic	2485	1986	YUG	150	
F. Olafsson	2485	1986	ISL	151	
V. Raicevic	2485	1986	YUG	152	
S. Reshevsky	2485	1986	USA	153	
P. Thipsay	2485	1986	IND	154	
L. Yudasin	2485	1986	USR	155	
E. Gufeld	2480	1986	USR	156	
J.M. Hodgson	2480	1986	ENG	157	
H. Pfleger	2480	1986	FRG	158	
J. Sunye Neto	2480	1986	BRA	159	
E. Vasiukov	2480	1986	USR	160	
Y. Yakovich	2480	1986	USR	161	
G. Zaitshik	2480	1986	USR	162	
K. Bischoff	2475	1986	FRG	163	
U. Boensch	2475	1986	DDR	164	
M.I. Dvorietzky	2475	1986	USR	165	
D. Gurevich	2475	1986	USA	166	
A. Haik	2475	1986	FRA	167	
Jo. Horvath	2475	1986	HUN	168	
E. Kengis	2475	1986	USR	169	
Ostermeyer	2475	1986	FRG	170	
J. Rukavina	2475	1986	YUG	171	
Gen. Timoshchenko	2475	1986	USR	172	
Tringov	2475	1986	BUL	173	
Jiangchuan Ye	2475	1986	CHN	174	
F. Braga	2470	1986	ARG	175	
K. Darga	2470	1986	FRG	176	
S.I. Dvoirys	2470	1986	USR	177	
A. Groszpeter	2470	1986	HUN	178	
L. Hazai	2470	1986	HUN	179	
M. Jukic	2470	1986	YUG	180	
G. Ligterink	2470	1986	NED	181	
W. Lombardy	2470	1986	USA	182	
D. Marovic	2470	1986	YUG	183	
M. Rivas Pastor	2470	1986	ESP	184	
M. Sisniega	2470	1986	MEX	185	
W. Unzicker	2470	1986	FRG	186	
P. Van der Sterren	2470	1986	NED	187	
J.E. Vatnikov	2470	1986	USR	188	
A. Vyzmanavin	2470	1986	USR	189	
A. Yap	2470	1986	PHI	190	
Y.L. Averbakh	2465	1986	USR	191	
O. Averkin	2465	1986	USR	192	
Z. Azmayparashvili	2465	1986	USR	193	
V. Bukal	2465	1986	YUG	194	
E. Bukic	2465	1986	YUG	195	
O. Cvitan	2465	1986	YUG	196	
G. Dizdar	2465	1986	YUG	197	
E. Dizdarevic	2465	1986	YUG	198	
J. Ehlvest	2465	1986	USR	199	
M. Illescas Cordoba	2465	1986	ESP	200	
V. Inkiov	2465	1986	BUL	201	
Co. Ionescu	2465	1986	ROM	202	
R. Lau	2465	1986	FRG	203	
V. Neverov	2465	1986	USR	204	
M. Rodriguez	2465	1986	COL	205	
E. Rosentalis	2465	1986	USR	206	
I. Stohl	2465	1986	CSR	207	
L. Szabo	2465	1986	HUN	208	
R. Tischbierek	2465	1986	DDR	209	
M. Vukic	2465	1986	YUG	210	
J. Ambroz	2460	1986	CSR	211	
Y. Anikaev	2460	1986	USR	212	
L. Bass	2460	1986	USA	213	
P. Benko	2460	1986	USA	214	
O.L. Chernikov	2460	1986	USR	215	
M. Drasko	2460	1986	YUG	216	
Z. Franco	2460	1986	PAR	217	
Kr. Georgiev	2460	1986	BUL	218	
H.-U. Gruenberg	2460	1986	DDR	219	
A. Kharitonov	2460	1986	USR	220	
S. Kudrin	2460	1986	USA	221	
P. Lukacs	2460	1986	HUN	222	
Y. Murey	2460	1986	ISR	223	
D. Norwood	2460	1986	ENG	224	
Padevsky	2460	1986	BUL	225	
S. Palatnik	2460	1986	USR	226	
L. Vogt	2460	1986	DDR	227	
V.S. Zhidkov	2460	1986	USR	228	
A. Antunes	2455	1986	POR	229	
M.G. Chiburdanidze	2455	1986	USR	230	
V. Cseshkovsky	2455	1986	USR	231	
Th. Ernst	2455	1986	SWE	232	
J.L Fernandez Garcia	2455	1986	ESP	233	
S. Garcia Martinez	2455	1986	CUB	234	
B. Gurgenidze	2455	1986	USR	235	
H.-J. Hecht	2455	1986	FRG	236	
K.J. Helmers	2455	1986	NOR	237	
W. Hug	2455	1986	SUI	238	
R.M. Jamieson	2455	1986	AUS	239	
A. Kapengut	2455	1986	USR	240	
R. Keene	2455	1986	ENG	241	
P. Korzubov	2455	1986	USR	242	
A. Kurtenkov	2455	1986	BUL	243	
E. Mednis	2455	1986	USA	244	
E. Meyer	2455	1986	USA	245	
A. Ornstein	2455	1986	SWE	246	
Podgaets	2455	1986	USR	247	
Ree	2455	1986	NED	248	
A. Romero Holmes	2455	1986	ESP	249	
P. Scheeren	2455	1986	NED	250	
H. Schussler	2455	1986	SWE	251	
R. Simic	2455	1986	YUG	252	
J.D. Tisdall	2455	1986	USA	253	
Mikh. Tseitlin	2455	1986	USR	254	
R. Vera	2455	1986	CUB	255	
B. Vladimirov	2455	1986	USR	256	
M. Wiedenkeller	2455	1986	SWE	257	
D. Barbulescu	2450	1986	ROM	258	
R. Cifuentes Parada	2450	1986	CHI	259	
A. Dreev	2450	1986	USR	260	
Rom. Hernandez	2450	1986	CUB	261	
B. Lalic	2450	1986	YUG	262	
Zunian Li	2450	1986	CHN	263	
V. Liberzon	2450	1986	ISR	264	
V. Mccambridge	2450	1986	USA	265	
Ney	2450	1986	USR	266	
E. Prandstetter	2450	1986	CSR	267	
Renman	2450	1986	SWE	268	
Wl. Schmidt	2450	1986	POL	269	
J.-L. Seret	2450	1986	FRA	270	
A. Shneider	2450	1986	USR	271	
N. Weinstein	2450	1986	USA	272	
L. Basin	2445	1986	USR	273	
P. Biyiasas	2445	1986	USA	274	
G. Cabrilo	2445	1986	YUG	275	
E. Cekro	2445	1986	YUG	276	
K. Commons	2445	1986	USA	277	
J. Dueball	2445	1986	FRG	278	
E. Gleizerov	2445	1986	USR	279	
L. Gutman	2445	1986	ISR	280	
M. Hebden	2445	1986	ENG	281	
G. Hertneck	2445	1986	FRG	282	
J. Klinger	2445	1986	AUT	283	
A. Kochiyev	2445	1986	USR	284	
B. Kouatly	2445	1986	FRA	285	
Y. Kraidman	2445	1986	ISR	286	
Y. Kruppa	2445	1986	USR	287	
V. Kuporosov	2445	1986	USR	288	
C. Lapicki	2445	1986	ARG	289	
J. Lechtynsky	2445	1986	CSR	290	
P. Littlewood	2445	1986	ENG	291	
A. Lukin	2445	1986	USR	292	
E. Magerramov	2445	1986	USR	293	
S. Mariotti	2445	1986	ITA	294	
Z. Nikolic	2445	1986	YUG	295	
Z. Pavicic	2445	1986	YUG	296	
M.A. Rohde	2445	1986	USA	297	
Savon	2445	1986	USR	298	
P. Szilagyi	2445	1986	HUN	299	
K. Thorsteins	2445	1986	ISL	300	
Mark Tseitlin	2445	1986	USR	301	
Th. Welin	2445	1986	SWE	302	
M. Wilder	2445	1986	USA	303	
H. Wirthensohn	2445	1986	SUI	304	
A. Yermolinsky	2445	1986	USR	305	
K.N. Aseev	2440	1986	USR	306	
D. Donchev	2440	1986	BUL	307	
L. Eolian	2440	1986	USR	308	
V. Frias	2440	1986	CHI	309	
Th. Ghitescu	2440	1986	ROM	310	
Ro. Gunawan	2440	1986	INA	311	
E. Handoko	2440	1986	INA	312	
M. Hawelko	2440	1986	POL	313	
D.K. Johansen	2440	1986	AUS	314	
R. Kholmov	2440	1986	USR	315	
Leow	2440	1986	SIN	316	
H. Messing	2440	1986	YUG	317	
R. Milovanovic	2440	1986	YUG	318	
E. Mozes	2440	1986	ROM	319	
J. Nikolac	2440	1986	YUG	320	
L. Ortega	2440	1986	CUB	321	
A. Pekarek	2440	1986	CSR	322	
R. Pelts	2440	1986	CAN	323	
O. Rodriguez	2440	1986	PER	324	
J. Rubinetti	2440	1986	ARG	325	
A. Schneider	2440	1986	HUN	326	
Soltis	2440	1986	USA	327	
A. Sygulski	2440	1986	POL	328	
Taulbut	2440	1986	ENG	329	
T. Taylor	2440	1986	USA	330	
B. Toth	2440	1986	ITA	331	
T. Utasi	2440	1986	HUN	332	
CHN	2440	1986	CHN	333	
J. Yrjola	2440	1986	FIN	334	
S.N. Yuferov	2440	1986	USR	335	
D. Bronstein	2435	1986	USR	336	
S. Dejkalo	2435	1986	POL	337	
S. Djuric	2435	1986	YUG	338	
I. Efimov	2435	1986	USR	339	
J.H. Gomez Baillo	2435	1986	ARG	340	
W. Hartston	2435	1986	ENG	341	
F. Hellers	2435	1986	SWE	342	
D.J. King	2435	1986	ENG	343	
D. Komljenovic	2435	1986	YUG	344	
S. Marangunic	2435	1986	YUG	345	
F. Muco	2435	1986	ALB	346	
M. Muse	2435	1986	FRG	347	
V. Osnos	2435	1986	USR	348	
A.N. Panchenko	2435	1986	USR	349	
J. Plaskett	2435	1986	ENG	350	
I. Polovodin	2435	1986	USR	351	
S.-A. Saeed	2435	1986	UAE	352	
L. Shamkovich	2435	1986	USA	353	
E. Shvidler	2435	1986	ISR	354	
A. Veingold	2435	1986	USR	355	
P. Velikov	2435	1986	BUL	356	
L. Yurtaev	2435	1986	USR	357	
B. Zueger	2435	1986	SUI	358	
H. Ardiansyah	2430	1986	INA	359	
J.M. Bellon Lopez	2430	1986	ESP	360	
N. Birnboim	2430	1986	ISR	361	
A. Bisguier	2430	1986	USA	362	
Y. Bleiman	2430	1986	ISR	363	
E. Bukhman	2430	1986	USR	364	
T. Casper	2430	1986	DDR	365	
G.-J. De Boer	2430	1986	NED	366	
E. Ermenkov	2430	1986	BUL	367	
B. Filipovic	2430	1986	YUG	368	
M.-V. Ghinda	2430	1986	ROM	369	
I. Glek	2430	1986	USR	370	
S. Gorelov	2430	1986	USR	371	
Iz. Jelen	2430	1986	YUG	372	
L. Kaufman	2430	1986	USA	373	
B. Malich	2430	1986	DDR	374	
S. Martinovic	2430	1986	YUG	375	
G. Milos	2430	1986	BRA	376	
E. Mnatsakanian	2430	1986	USR	377	
V. Moskalenko	2430	1986	USR	378	
L. Ogaard	2430	1986	NOR	379	
D. Paunovic	2430	1986	YUG	380	
J. Plachetka	2430	1986	CSR	381	
K.-H. Podzielny	2430	1986	FRG	382	
C. Ramayrat	2430	1986	PHI	383	
L.-A. Schneider	2430	1986	SWE	384	
Meh. Sharif	2430	1986	FRA	385	
K. Shirazi	2430	1986	IRI	386	
M. Sorokin	2430	1986	USR	387	
V. Stoica	2430	1986	ROM	388	
P. Szekely	2430	1986	HUN	389	
T. Toshkov	2430	1986	BUL	390	
C. Van Wijgerden	2430	1986	NED	391	
V.V. Vorotnikov	2430	1986	USR	392	
W.N. Watson	2430	1986	ENG	393	
J. Barle	2425	1986	YUG	394	
Ch. Bergstrom	2425	1986	SWE	395	
J.M. Bradford	2425	1986	USA	396	
M.L. Condie	2425	1986	SCO	397	
F.A. Cuijpers	2425	1986	NED	398	
S. Danailov	2425	1986	BUL	399	
A. Deze	2425	1986	YUG	400	
M. Knezevic	2425	1986	YUG	401	
Jinrong Liang	2425	1986	CHN	402	
G. Makropoulos	2425	1986	GRE	403	
M. Marin	2425	1986	ROM	404	
E. Meduna	2425	1986	CSR	405	
Palos	2425	1986	YUG	406	
M. Popchev	2425	1986	BUL	407	
J. Reyes	2425	1986	PER	408	
Sturua	2425	1986	USR	409	
A. Sznapik	2425	1986	POL	410	
D. Verduga	2425	1986	MEX	411	
J. Whitehead	2425	1986	USA	412	
Akesson	2420	1986	SWE	413	
A. Blees	2420	1986	NED	414	
D. Cramling	2420	1986	SWE	415	
B. Damljanovic	2420	1986	YUG	416	
G. De Fotis	2420	1986	USA	417	
J. Diez Del Corral	2420	1986	ESP	418	
J.W. Donaldson	2420	1986	USA	419	
J. Donner	2420	1986	NED	420	
O. Foisor	2420	1986	ROM	421	
J. Granda Zuniga	2420	1986	PER	422	
A.V. Ivanov	2420	1986	USR	423	
D. Jacimovic	2420	1986	YUG	424	
D. Keller	2420	1986	SUI	425	
Al. Khassin	2420	1986	USR	426	
Y. Klovan	2420	1986	USR	427	
M. Kuijf	2420	1986	NED	428	
N.L. Levin	2420	1986	AUS	429	
D. London	2420	1986	USA	430	
Maiorov	2420	1986	USR	431	
M. Marantz	2420	1986	ISR	432	
A. Martin Gonzalez	2420	1986	ESP	433	
B. Moran	2420	1986	ECU	434	
E. Mortensen	2420	1986	DEN	435	
Ig. Nowak	2420	1986	POL	436	
H. Pecorelli Garcia	2420	1986	CUB	437	
Pal Petran	2420	1986	HUN	438	
F. Portisch	2420	1986	HUN	439	
J. Przewoznik	2420	1986	POL	440	
K. Pytel	2420	1986	POL	441	
N. Rashkovsky	2420	1986	USR	442	
J. Rizzitano	2420	1986	USA	443	
A.F. Saidy	2420	1986	USA	444	
N. Spiridonov	2420	1986	BUL	445	
Suttles	2420	1986	CAN	446	
G. Tunik	2420	1986	USR	447	
J. Watson	2420	1986	USA	448	
P. Zarubin	2420	1986	USR	449	
N.R. Zilberman	2420	1986	USR	450	
B.A. Zlotnik	2420	1986	USR	451	
J. Aldrete	2415	1986	MEX	452	
P. Blatny	2415	1986	CSR	453	
O. Castro	2415	1986	COL	454	
A.V. Cherepkov	2415	1986	USR	455	
D.H. Cummings	2415	1986	ENG	456	
J. Emma	2415	1986	ARG	457	
I. Gazik	2415	1986	CSR	458	
N. Grinberg	2415	1986	ISR	459	
S. Kagan	2415	1986	ISR	460	
D. Kopec	2415	1986	USA	461	
V. Kotronias	2415	1986	GRE	462	
C.A. Mcnab	2415	1986	SCO	463	
. Murshed	2415	1986	BAN	464	
I. Nemet	2415	1986	YUG	465	
B. Nickoloff	2415	1986	CAN	466	
F. Ochoa De Echaguen	2415	1986	ESP	467	
B. Perenyi	2415	1986	HUN	468	
A. Planinc	2415	1986	YUG	469	
J. Pribyl	2415	1986	CSR	470	
G. Rechlis	2415	1986	ISR	471	
M. Sibarevic	2415	1986	YUG	472	
P. Sinkovics	2415	1986	HUN	473	
A. Strikovic	2415	1986	YUG	474	
Szymczak	2415	1986	POL	475	
M. Todorcevic	2415	1986	YUG	476	
S. Velickovic	2415	1986	YUG	477	
A.A. Vitolinsh	2415	1986	USR	478	
G. Andruet	2410	1986	FRA	479	
Begovic	2410	1986	YUG	480	
I. Bilek	2410	1986	HUN	481	
H. Bouwmeester	2410	1986	NED	482	
A.J. Butnoris	2410	1986	USR	483	
R. Calvo Minguez	2410	1986	ESP	484	
A. Davidovic	2410	1986	YUG	485	
N.R. Davies	2410	1986	ENG	486	
Gy. Emodi	2410	1986	HUN	487	
J. Eslon	2410	1986	SWE	488	
Rai. Garcia	2410	1986	ARG	489	
D. Goodman	2410	1986	ENG	490	
J.N. Grigorov	2410	1986	BUL	491	
S. Gross	2410	1986	CSR	492	
G.-P. Gruen	2410	1986	FRG	493	
S. Grunberg	2410	1986	ROM	494	
S. Heim	2410	1986	NOR	495	
P. Herb	2410	1986	FRA	496	
V. Hresc	2410	1986	YUG	497	
I.R. Johannsson	2410	1986	ISL	498	
M. Jovicic	2410	1986	YUG	499	
A. Kapetanovic	2410	1986	YUG	500	
Jr. Karolyi	2410	1986	HUN	501	
L. Karsa	2410	1986	HUN	502	
Z. Klaric	2410	1986	YUG	503	
S. Kosanski	2410	1986	YUG	504	
V.A. Kozlov	2410	1986	USR	505	
R. Kuczynski	2410	1986	POL	506	
S. Le Blancq	2410	1986	GCI	507	
V. Lukov	2410	1986	BUL	508	
J. Maki	2410	1986	USA	509	
Messa	2410	1986	ITA	510	
Z. Mestrovic	2410	1986	YUG	511	
M. Mozny	2410	1986	CSR	512	
J. Ost-Hansen	2410	1986	DEN	513	
M. Paolozzi	2410	1986	BRA	514	
Mircea Pavlov	2410	1986	ROM	515	
Je. Piket	2410	1986	NED	516	
L. Popov	2410	1986	BUL	517	
M. Raicevic	2410	1986	YUG	518	
D. Rajkovic	2410	1986	YUG	519	
R. Rodriguez	2410	1986	PHI	520	
Sarwinski	2410	1986	POL	521	
S. Semkov	2410	1986	BUL	522	
P. Spacek	2410	1986	CSR	523	
A. Urzica	2410	1986	ROM	524	
V. Vaisman	2410	1986	ROM	525	
I. Veinger	2410	1986	ISR	526	
J.L. Vilela	2410	1986	CUB	527	
W. Wittmann	2410	1986	AUT	528	
V.F. Zaltsman	2410	1986	USA	529	
Lj. Zivkovic	2410	1986	YUG	530	
V. Anand	2405	1986	IND	531	
V. Arapovic	2405	1986	YUG	532	
V.M. Arbakov	2405	1986	USR	533	
I. Belov	2405	1986	USR	534	
P.A. Boersma	2405	1986	NED	535	
A. Bulat	2405	1986	YUG	536	
J. Campos Moreno	2405	1986	CHI	537	
H. Danielsen	2405	1986	DEN	538	
S. Fedder	2405	1986	DEN	539	
R.A. Filguth	2405	1986	BRA	540	
G. Gauglitz	2405	1986	DDR	541	
M. Ginsburg	2405	1986	USA	542	
J.M. Gomez Esteban	2405	1986	ESP	543	
R. Govedarica	2405	1986	YUG	544	
K.A. Grigorian	2405	1986	USR	545	
G. Hjorth	2405	1986	AUS	546	
Hoi	2405	1986	DEN	547	
Karoly Honfi	2405	1986	HUN	548	
M. Jailjan	2405	1986	USR	549	
Z. Jasnikowski	2405	1986	POL	550	
G. Kaidanov	2405	1986	USR	551	
A. Kosten	2405	1986	ENG	552	
F. Kuijpers	2405	1986	NED	553	
L. Lederman	2405	1986	ISR	554	
H. Liebert	2405	1986	DDR	555	
Liu Wenze	2405	1986	CHN	556	
R. Mascarinas	2405	1986	PHI	557	
V. Mencinger	2405	1986	YUG	558	
D. Minic	2405	1986	YUG	559	
A. Nenashev	2405	1986	USR	560	
Jir. Nun	2405	1986	CSR	561	
K. Ojanen	2405	1986	USR	562	
L. Oll	2405	1986	USR	563	
L. Pachman	2405	1986	FRG	564	
Partos	2405	1986	SUI	565	
V. Petrienko	2405	1986	USR	566	
I. Radulov	2405	1986	BUL	567	
T. Rakic	2405	1986	YUG	568	
V. Rao	2405	1986	USA	569	
K. Regan	2405	1986	USA	570	
K. Robatsch	2405	1986	AUT	571	
D. Root	2405	1986	USA	572	
D. Sahovic	2405	1986	YUG	573	
Schweber	2405	1986	ARG	574	
Y. Shabanov	2405	1986	USR	575	
C. Silva Sanchez	2405	1986	CHI	576	
I. Sokolov	2405	1986	YUG	577	
P. Staniszewski	2405	1986	POL	578	
B. Stein	2405	1986	FRG	579	
S. Tassi	2405	1986	ITA	580	
F. Trois	2405	1986	BRA	581	
K. Valkesalmi	2405	1986	FIN	582	
Z. Zelic	2405	1986	YUG	583	
A. Zichichi	2405	1986	ITA	584	
U. Adianto	2400	1986	INA	585	
G. Aguila	2400	1986	ARG	586	
M. Andres	2400	1986	CUB	587	
G. Antunac	2400	1986	YUG	588	
F.W.M. Borm	2400	1986	NED	589	
L. Bronstein	2400	1986	ARG	590	
Dragoljub M. Ciric	2400	1986	YUG	591	
S. Conquest	2400	1986	ENG	592	
P. Cramling	2400	1986	SWE	593	
L. Dobrovolsky	2400	1986	CSR	594	
P. Donoso Velasco	2400	1986	CHI	595	
B. Enklaar	2400	1986	NED	596	
An.M. Fernandes	2400	1986	POR	597	
Gild. Garcia	2400	1986	COL	598	
I. Hausner	2400	1986	CSR	599	
Hawkesworth	2400	1986	ENG	600	
J. Hebert	2400	1986	CAN	601	
F. Izeta	2400	1986	ESP	602	
Sa. Joshi	2400	1986	USA	603	
G. Kallai	2400	1986	HUN	604	
Kolarov	2400	1986	BUL	605	
Konikowski	2400	1986	POL	606	
Kostyra	2400	1986	POL	607	
Z. Kozul	2400	1986	YUG	608	
K. Langeweg	2400	1986	NED	609	
R.M. Mckay	2400	1986	SCO	610	
M. Mrdja	2400	1986	YUG	611	
E. Pedersen	2400	1986	DEN	612	
P. Peelen	2400	1986	NED	613	
Zsu. Polgar	2400	1986	HUN	614	
Pritchett	2400	1986	SCO	615	
S. Sarno	2400	1986	ITA	616	
W. Shipman	2400	1986	USA	617	
S. Skembris	2400	1986	GRE	618	
V. Spasov	2400	1986	BUL	619	
P. Stempin	2400	1986	POL	620	
A.S. Suetin	2400	1986	USR	621	
Tiller	2400	1986	NOR	622	
Villareal	2400	1986	MEX	623	
P.K. Wells	2400	1986	ENG	624	
J. Woda	2400	1986	POL	625	
I.A. Zaitsev	2400	1986	USR	626	
I. Zilber	2400	1986	USA	627	
N.I. Andrianov	2395	1986	USR	628	
J. Banas	2395	1986	CSR	629	
D. Barua	2395	1986	IND	630	
M.J. Basman	2395	1986	ENG	631	
M. Bertok	2395	1986	YUG	632	
S. Bjarnason	2395	1986	ISL	633	
G.S. Botterill	2395	1986	WLS	634	
C. Braga	2395	1986	BRA	635	
J.G. Cooper	2395	1986	WLS	636	
J De la Villa Garcia	2395	1986	ESP	637	
O.I. Dziuban	2395	1986	USR	638	
R. Ekstrom	2395	1986	SWE	639	
L. Espig	2395	1986	DDR	640	
G. Estevez	2395	1986	CUB	641	
Gy.V. Forintos	2395	1986	HUN	642	
P. Gesos	2395	1986	GRE	643	
L. Gostisa	2395	1986	YUG	644	
E. Grivas	2395	1986	GRE	645	
J. Hector	2395	1986	SWE	646	
T. Horvath	2395	1986	HUN	647	
J.C. Howell	2395	1986	ENG	648	
D. Ilic	2395	1986	YUG	649	
G. Johansson	2395	1986	SWE	650	
D. Kaiumov	2395	1986	USR	651	
N. Karaklajic	2395	1986	YUG	652	
A.M. Kremenietsky	2395	1986	USR	653	
B. Kristensen	2395	1986	DEN	654	
J. Kristiansen	2395	1986	DEN	655	
J. Levitt	2395	1986	ENG	656	
L. Liptay	2395	1986	HUN	657	
A. Machulsky	2395	1986	USR	658	
S. Marinkovic	2395	1986	YUG	659	
And. Martin	2395	1986	ENG	660	
R. Mateo	2395	1986	DOM	661	
Cs. Meleghegyi	2395	1986	HUN	662	
P. Mitrovic	2395	1986	YUG	663	
Jos. Nun	2395	1986	CSR	664	
S. Odendahl	2395	1986	USA	665	
P. Orlov	2395	1986	YUG	666	
Th. Paehtz	2395	1986	DDR	667	
T. Paunovic	2395	1986	YUG	668	
A.I. Petrushin	2395	1986	USR	669	
L. Piasetski	2395	1986	CAN	670	
J.M. Ramirez Ruacho	2395	1986	MEX	671	
Rantanen	2395	1986	FIN	672	
A. Remon	2395	1986	CUB	673	
