Name	Rating	Year	Fed	Rank
V. Kotronias	2465	1988	GRE	259	
E. Mortensen	2465	1988	DEN	260	
P. Motwani	2465	1988	SCO	261	
Najdorf	2465	1988	ARG	262	
L. Oll	2465	1988	RUS	263	
J.I. Petkevich	2465	1988	RUS	264	
J. Plaskett	2465	1988	ENG	265	
S. Reshevsky	2465	1988	USA	266	
D.M. Rodriguez	2465	1988	COL	267	
J. Rukavina	2465	1988	YUG	268	
L.-A. Schneider	2465	1988	SWE	269	
A. Shneider	2465	1988	RUS	270	
G. Sigurjonsson	2465	1988	ISL	271	
T. Tolnai	2465	1988	HUN	272	
W. Unzicker	2465	1988	FRG	273	
L. Winants	2465	1988	BEL	274	
B. Abramovic	2460	1988	YUG	275	
V. Akopian	2460	1988	RUS	276	
H. Ardiansyah	2460	1988	INA	277	
V. Bogdanovski	2460	1988	YUG	278	
V. Cseshkovsky	2460	1988	RUS	279	
G.C. Flear	2460	1988	ENG	280	
B. Ivkov	2460	1988	YUG	281	
M. Krasenkov	2460	1988	RUS	282	
A. Lanc	2460	1988	CSR	283	
V. Liberzon	2460	1988	ISR	284	
P. Littlewood	2460	1988	ENG	285	
W. Lombardy	2460	1988	USA	286	
V. Lukov	2460	1988	BUL	287	
G. Makropoulos	2460	1988	GRE	288	
S. Martinovic	2460	1988	YUG	289	
G. Mohr	2460	1988	YUG	290	
K. Mokry	2460	1988	CSR	291	
D. Norwood	2460	1988	ENG	292	
M. Pavlovic	2460	1988	YUG	293	
O. Reeh	2460	1988	FRG	294	
O. Renet	2460	1988	FRA	295	
D. Sahovic	2460	1988	YUG	296	
Sturua	2460	1988	RUS	297	
Laszlo Szabo	2460	1988	HUN	298	
L. Vogt	2460	1988	DDR	299	
B. Zuckerman	2460	1988	USA	300	
V. Chekhov	2455	1988	RUS	301	
M.L. Condie	2455	1988	SCO	302	
Th. Ernst	2455	1988	SWE	303	
L. Espig	2455	1988	DDR	304	
N. Ioseliani	2455	1988	RUS	305	
R. Keene	2455	1988	ENG	306	
P. Korzubov	2455	1988	RUS	307	
G. Ligterink	2455	1988	NED	308	
R. Mascarinas	2455	1988	PHI	309	
V. Mccambridge	2455	1988	USA	310	
. Murshed	2455	1988	BAN	311	
J. Pribyl	2455	1988	CSR	312	
K. Shirazi	2455	1988	USA	313	
T. Taylor	2455	1988	USA	314	
J.E. Vatnikov	2455	1988	RUS	315	
M. Vukic	2455	1988	YUG	316	
A. Yermolinsky	2455	1988	RUS	317	
J. Yrjola	2455	1988	FIN	318	
J. Bany	2450	1988	POL	319	
P. Biyiasas	2450	1988	USA	320	
E. Bukic	2450	1988	YUG	321	
N.R. Davies	2450	1988	ENG	322	
R. Espinoza	2450	1988	MEX	323	
B. Filipovic	2450	1988	YUG	324	
Co. Ionescu	2450	1988	ROM	325	
M. Jukic	2450	1988	YUG	326	
G. Kallai	2450	1988	HUN	327	
R. Kholmov	2450	1988	RUS	328	
D. Kosic	2450	1988	YUG	329	
B. Kouatly	2450	1988	FRA	330	
Zunian Li	2450	1988	CHN	331	
R. Mainka	2450	1988	FRG	332	
P. Peev	2450	1988	BUL	333	
Podgaets	2450	1988	RUS	334	
W. Schoen	2450	1988	FRG	335	
G. Serper	2450	1988	RUS	336	
Meh. Sharif	2450	1988	FRA	337	
P. Stempin	2450	1988	POL	338	
A. Strikovic	2450	1988	YUG	339	
E. Sveshnikov	2450	1988	RUS	340	
M. Tempone	2450	1988	ARG	341	
G. Timoshenko	2450	1988	RUS	342	
N. Weinstein	2450	1988	USA	343	
Y. Yakovich	2450	1988	RUS	344	
A. Yap	2450	1988	PHI	345	
Akesson	2445	1988	SWE	346	
J. Ambroz	2445	1988	CSR	347	
A. Anastasian	2445	1988	RUS	348	
Y. Anikaev	2445	1988	RUS	349	
R.W. Arencibia	2445	1988	CUB	350	
K.N. Aseev	2445	1988	RUS	351	
J.M. Bellon Lopez	2445	1988	ESP	352	
S. Conquest	2445	1988	ENG	353	
J. Dueball	2445	1988	FRG	354	
H.-J. Hecht	2445	1988	FRG	355	
Rom. Hernandez	2445	1988	CUB	356	
Cs. Horvath	2445	1988	HUN	357	
Z. Ilincic	2445	1988	YUG	358	
Z. Jasnikowski	2445	1988	POL	359	
B. Kogan	2445	1988	USA	360	
R. Mateo	2445	1988	DOM	361	
A. Nenashev	2445	1988	RUS	362	
Ostermeyer	2445	1988	FRG	363	
Padevsky	2445	1988	BUL	364	
W. Sapis	2445	1988	POL	365	
I. Stohl	2445	1988	CSR	366	
Mikh.S. Tseitlin	2445	1988	RUS	367	
R. Vera	2445	1988	CUB	368	
S.N. Yuferov	2445	1988	RUS	369	
P. Blatny	2440	1988	CSR	370	
S.I. Dvoirys	2440	1988	RUS	371	
L. Eolian	2440	1988	RUS	372	
S. Gorelov	2440	1988	RUS	373	
Ro. Gunawan	2440	1988	INA	374	
L. Hazai	2440	1988	HUN	375	
Gy. Horvath	2440	1988	HUN	376	
W. Hug	2440	1988	SUI	377	
D. Komljenovic	2440	1988	YUG	378	
A. Kovalev	2440	1988	RUS	379	
J. Levitt	2440	1988	ENG	380	
S. Marangunic	2440	1988	YUG	381	
S. Mariotti	2440	1988	ITA	382	
E. Mednis	2440	1988	USA	383	
V. Moskalenko	2440	1988	RUS	384	
V. Neverov	2440	1988	RUS	385	
Z. Nikolic	2440	1988	YUG	386	
Ochoa De Echaguen	2440	1988	ESP	387	
A. Pekarek	2440	1988	CSR	388	
D. Root	2440	1988	USA	389	
Wl. Schmidt	2440	1988	POL	390	
O. Schulte	2440	1988	FRG	391	
E. Shvidler	2440	1988	ISR	392	
P. Staniszewski	2440	1988	POL	393	
V. Stoica	2440	1988	ROM	394	
K. Thorsteins	2440	1988	ISL	395	
D. Verduga	2440	1988	MEX	396	
M. Wahls	2440	1988	FRG	397	
J. Whitehead	2440	1988	USA	398	
N. Adrianov	2435	1988	RUS	399	
J. Armas	2435	1988	CUB	400	
L. Bass	2435	1988	USA	401	
E. Cekro	2435	1988	YUG	402	
D. Cramling	2435	1988	SWE	403	
P. Cramling	2435	1988	SWE	404	
J De la Villa Garcia	2435	1988	ESP	405	
J. Fernandez Garcia	2435	1988	ESP	406	
A. Fishbein	2435	1988	USA	407	
G. Franzoni	2435	1988	SUI	408	
J.M. Gomez Esteban	2435	1988	ESP	409	
J. Ivanov	2435	1988	BUL	410	
M. Knezevic	2435	1988	YUG	411	
J. Kristiansen	2435	1988	DEN	412	
Y. Kruppa	2435	1988	RUS	413	
Leow	2435	1988	SIN	414	
B. Malich	2435	1988	DDR	415	
C.S. Matamoros	2435	1988	ECU	416	
M. Matulovic	2435	1988	YUG	417	
F. Muco	2435	1988	ALB	418	
I. Nemet	2435	1988	YUG	419	
Panczyk	2435	1988	POL	420	
K.-H. Podzielny	2435	1988	FRG	421	
I. Radulov	2435	1988	BUL	422	
J. Rizzitano	2435	1988	USA	423	
S.-A. Saeed	2435	1988	UAE	424	
M. Santo-Roman	2435	1988	FRA	425	
P. Scheeren	2435	1988	NED	426	
L. Shamkovich	2435	1988	USA	427	
G. Soppe	2435	1988	ARG	428	
Tringov	2435	1988	BUL	429	
A. Veingold	2435	1988	RUS	430	
S. Velickovic	2435	1988	YUG	431	
M. Wiedenkeller	2435	1988	SWE	432	
M. Adams	2430	1988	ENG	433	
G. Andruet	2430	1988	FRA	434	
M. Ardaman	2430	1988	USA	435	
A. Bisguier	2430	1988	USA	436	
Y. Bleiman	2430	1988	ISR	437	
J.M. Bradford	2430	1988	USA	438	
E. Bukhman	2430	1988	RUS	439	
L. Cooper	2430	1988	ENG	440	
Sr. Cvetkovic	2430	1988	YUG	441	
R. Ekstrom	2430	1988	SWE	442	
P. Enders	2430	1988	DDR	443	
Gild. Garcia	2430	1988	COL	444	
M. Godena	2430	1988	ITA	445	
K. Harandi	2430	1988	ENG	446	
W. Hartston	2430	1988	ENG	447	
B. Kantsler	2430	1988	RUS	448	
L. Kaufman	2430	1988	USA	449	
D. Lalev	2430	1988	BUL	450	
A. Lukin	2430	1988	RUS	451	
E. Magerramov	2430	1988	RUS	452	
Z. Mestrovic	2430	1988	YUG	453	
G. Miralles	2430	1988	FRA	454	
M. Mozny	2430	1988	CSR	455	
Negulescu	2430	1988	ROM	456	
V. Okhotnik	2430	1988	RUS	457	
A. Ornstein	2430	1988	SWE	458	
V. Osnos	2430	1988	RUS	459	
L. Popov	2430	1988	BUL	460	
J. Reyes	2430	1988	PER	461	
Savon	2430	1988	RUS	462	
L.Jr. Stratil	2430	1988	CSR	463	
Mark Tseitlin	2430	1988	RUS	464	
C. Van Wijgerden	2430	1988	NED	465	
V.F. Zaltsman	2430	1988	USA	466	
B.A. Zlotnik	2430	1988	RUS	467	
L. Zsinka	2430	1988	HUN	468	
K.C. Arkell	2425	1988	ENG	469	
D. Barbulescu	2425	1988	ROM	470	
J. Barle	2425	1988	YUG	471	
P. Benko	2425	1988	USA	472	
J. Boguszlavzky	2425	1988	HUN	473	
F. Braga	2425	1988	ITA	474	
O.L. Chernikov	2425	1988	RUS	475	
G. Danner	2425	1988	AUT	476	
L. Dzhandzhava	2425	1988	RUS	477	
Z. Franco	2425	1988	PAR	478	
E. Grivas	2425	1988	GRE	479	
I. Hausner	2425	1988	CSR	480	
So. Maus	2425	1988	FRG	481	
Z. Pavicic	2425	1988	YUG	482	
R. Pelts	2425	1988	CAN	483	
V. Petrienko	2425	1988	RUS	484	
I. Polovodin	2425	1988	RUS	485	
Qi Jingxuan	2425	1988	CHN	486	
Renman	2425	1988	SWE	487	
A. Romero Holmes	2425	1988	ESP	488	
W. Sariego	2425	1988	CUB	489	
N. Spiridonov	2425	1988	BUL	490	
H. Teske	2425	1988	DDR	491	
J.D. Tisdall	2425	1988	NOR	492	
G. Todorovic	2425	1988	YUG	493	
H. Urday	2425	1988	PER	494	
K. Valkesalmi	2425	1988	FIN	495	
I. Veinger	2425	1988	ISR	496	
H. Wirthensohn	2425	1988	SUI	497	
B. Andonov	2420	1988	BUL	498	
K. Arakhamia	2420	1988	RUS	499	
Ch. Bergstrom	2420	1988	SWE	500	
A.J. Butnoris	2420	1988	RUS	501	
T. Casper	2420	1988	DDR	502	
F.A. Cuijpers	2420	1988	NED	503	
J. Garcia-Padron	2420	1988	ESP	504	
L. Gostisa	2420	1988	YUG	505	
K.A. Grigorian	2420	1988	RUS	506	
D. Ilic	2420	1988	YUG	507	
A.V. Ivanov	2420	1988	RUS	508	
S. Kalinichev	2420	1988	RUS	509	
D. Keller	2420	1988	SUI	510	
M. Kuijf	2420	1988	NED	511	
A. Kuligowski	2420	1988	POL	512	
V. Kuporosov	2420	1988	RUS	513	
Maiorov	2420	1988	RUS	514	
M. Marantz	2420	1988	ISR	515	
C.A. Mcnab	2420	1988	SCO	516	
Cs. Meleghegyi	2420	1988	HUN	517	
J. Mukic	2420	1988	YUG	518	
J. Palkovi	2420	1988	HUN	519	
Pal Petran	2420	1988	HUN	520	
L. Riemersma	2420	1988	NED	521	
O. Rodriguez	2420	1988	PER	522	
E. Schmittdiel	2420	1988	FRG	523	
A. Schneider	2420	1988	HUN	524	
J. Schroer	2420	1988	USA	525	
J.-L. Seret	2420	1988	FRA	526	
Suttles	2420	1988	CAN	527	
Szalanczy	2420	1988	HUN	528	
P. Szekely	2420	1988	HUN	529	
P.M. Thipsay	2420	1988	IND	530	
G. Tunik	2420	1988	RUS	531	
T. Utasi	2420	1988	HUN	532	
D.A. Yanofsky	2420	1988	CAN	533	
N.R. Zilberman	2420	1988	UNK	534	
N. Alexandria	2415	1988	RUS	535	
I. Belov	2415	1988	RUS	536	
F. Borkowski	2415	1988	POL	537	
L. Brunner	2415	1988	FRG	538	
V. Bukal	2415	1988	YUG	539	
J. Campos Moreno	2415	1988	CHI	540	
C. D'Amore	2415	1988	ITA	541	
S. Danailov	2415	1988	BUL	542	
A. Delchev	2415	1988	BUL	543	
J. Diez Del Corral	2415	1988	ESP	544	
J.W. Donaldson	2415	1988	USA	545	
M. Garkov	2415	1988	BUL	546	
I. Gazik	2415	1988	CSR	547	
Th. Ghitescu	2415	1988	ROM	548	
J.C. Gil Reguera	2415	1988	ESP	549	
R. Govedarica	2415	1988	YUG	550	
T. Horvath	2415	1988	HUN	551	
D.K. Johansen	2415	1988	AUS	552	
T. Juroszek	2415	1988	POL	553	
Kolarov	2415	1988	BUL	554	
A. Kuzmin	2415	1988	RUS	555	
B. Lengyel	2415	1988	HUN	556	
Leski	2415	1988	FRA	557	
Litinskaya-Shul	2415	1988	RUS	558	
A. Machulsky	2415	1988	RUS	559	
C. Mar	2415	1988	USA	560	
I. Marinkovic	2415	1988	YUG	561	
R. Milovanovic	2415	1988	YUG	562	
Ig. Nowak	2415	1988	POL	563	
L. Ogaard	2415	1988	NOR	564	
G. Orlov	2415	1988	RUS	565	
J. Ost-Hansen	2415	1988	DEN	566	
J. Plachetka	2415	1988	CSR	567	
A. Planinc	2415	1988	YUG	568	
Raaste	2415	1988	FIN	569	
R. Radmilovic	2415	1988	YUG	570	
P. Ricardi	2415	1988	ARG	571	
K. Robatsch	2415	1988	AUT	572	
J. Rubinetti	2415	1988	ARG	573	
A.F. Saidy	2415	1988	USA	574	
N. Sehner	2415	1988	FRG	575	
S. Skembris	2415	1988	GRE	576	
R. Stone	2415	1988	CAN	577	
J. Szabolcsi	2415	1988	HUN	578	
Th. Thorhallsson	2415	1988	ISL	579	
A.A. Vitolinsh	2415	1988	RUS	580	
V.V. Vorotnikov	2415	1988	RUS	581	
Z. Vukovic	2415	1988	YUG	582	
J. Watson	2415	1988	USA	583	
K. Wockenfuss	2415	1988	FRG	584	
Z. Zelic	2415	1988	YUG	585	
M. Andres	2410	1988	CUB	586	
I. Armas	2410	1988	ROM	587	
A. Avshalumov	2410	1988	RUS	588	
L. Barczay	2410	1988	HUN	589	
I. Bilek	2410	1988	HUN	590	
A. Bofill	2410	1988	ESP	591	
F.W.M. Borm	2410	1988	NED	592	
I. Buljovcic	2410	1988	YUG	593	
B. Carlier	2410	1988	NED	594	
G. Clever	2410	1988	FRG	595	
D.H. Cummings	2410	1988	ENG	596	
R. Douven	2410	1988	NED	597	
R.A. Filguth	2410	1988	BRA	598	
A. Filipowicz	2410	1988	POL	599	
A. Glyanets	2410	1988	RUS	600	
D. Goodman	2410	1988	ENG	601	
P. Herb	2410	1988	FRA	602	
A. Ker	2410	1988	NZL	603	
Al. Khassin	2410	1988	RUS	604	
V.A. Kozlov	2410	1988	RUS	605	
R. Kraut	2410	1988	FRG	606	
V. Loginov	2410	1988	RUS	607	
Th. Luther	2410	1988	DDR	608	
A. Maciejewski	2410	1988	POL	609	
J. Magem Badals	2410	1988	ESP	610	
R. Mantovani	2410	1988	ITA	611	
M. Matlak	2410	1988	POL	612	
A. Meszaros	2410	1988	HUN	613	
E. Mnatsakanian	2410	1988	RUS	614	
M. Muse	2410	1988	FRG	615	
S. Nurkic	2410	1988	YUG	616	
S. Odendahl	2410	1988	USA	617	
B. Ostenstad	2410	1988	NOR	618	
M. Paolozzi	2410	1988	BRA	619	
E. Pedersen	2410	1988	DEN	620	
Y. Piskov	2410	1988	RUS	621	
M. Sisniega	2410	1988	MEX	622	
D. Strauss	2410	1988	USA	623	
M. Vokac	2410	1988	CSR	624	
S. Webb	2410	1988	ENG	625	
Th. Welin	2410	1988	SWE	626	
P.K. Wells	2410	1988	ENG	627	
E. Arlandi	2405	1988	ITA	628	
R. Bellin	2405	1988	ENG	629	
L. Bronstein	2405	1988	ARG	630	
Th. Brueckner	2405	1988	FRG	631	
A. Bulat	2405	1988	YUG	632	
A.V. Cherepkov	2405	1988	RUS	633	
A. Davidovic	2405	1988	YUG	634	
G. De Fotis	2405	1988	USA	635	
J.S. De Wit	2405	1988	NED	636	
Delaune	2405	1988	USA	637	
Z. Djukic	2405	1988	YUG	638	
D. Dumitrache	2405	1988	ROM	639	
V.V. Fedorov	2405	1988	RUS	640	
F. Gallego Eraso	2405	1988	ESP	641	
S. Garcia Martinez	2405	1988	CUB	642	
G. Gauglitz	2405	1988	DDR	643	
A. Gavrilov	2405	1988	RUS	644	
K. Gleizerov	2405	1988	RUS	645	
J.H. Gomez Baillo	2405	1988	ARG	646	
S. Gross	2405	1988	CSR	647	
S. Heim	2405	1988	NOR	648	
Hoi	2405	1988	DEN	649	
Sh. Kagan	2405	1988	ISR	650	
N. Karaklajic	2405	1988	YUG	651	
Z. Klaric	2405	1988	YUG	652	
Kopec	2405	1988	USA	653	
S. Kosanski	2405	1988	YUG	654	
Y. Kraidman	2405	1988	ISR	655	
F. Kuijpers	2405	1988	NED	656	
Jinrong Liang	2405	1988	CHN	657	
Y.E. Liao	2405	1988	DOM	658	
D. London	2405	1988	USA	659	
D. Maric	2405	1988	YUG	660	
O. Nikolenko	2405	1988	RUS	661	
Z. Novoselski	2405	1988	YUG	662	
Oltra Caurin	2405	1988	ESP	663	
D.V. Prasad	2405	1988	IND	664	
Pritchett	2405	1988	SCO	665	
