Name	Rating	Year	Fed	Rank
Yury Piskov	2520	1996	RUS	290	
Aleksa Strikovic	2520	1996	YUG	291	
Rodrigo Vasquez	2520	1996	CHI	292	
Walter Arencibia	2515	1996	CUB	293	
Sergey Arkhipov	2515	1996	RUS	294	
Vladimir Bagirov	2515	1996	LAT	295	
Igor Berdichevski	2515	1996	RUS	296	
Pavel Blatny	2515	1996	CZE	297	
Maia.(GM) Chiburdanidze	2515	1996	GEO	298	
Stefan Djuric	2515	1996	YUG	299	
John..P Fedorowicz	2515	1996	USA	300	
Alexander Fishbein	2515	1996	USA	301	
Artur Frolov	2515	1996	UKR	302	
Einar Gausel	2515	1996	NOR	303	
Sergey Ionov	2515	1996	RUS	304	
Petr Kiriakov	2515	1996	RUS	305	
Dragan Kosic	2515	1996	YUG	306	
A..Jonathan Mestel	2515	1996	ENG	307	
Normunds Miezis	2515	1996	LAT	308	
Evgeny..V Mochalov	2515	1996	BLR	309	
Valeriy Neverov	2515	1996	UKR	310	
Liviu-Dieter Nisipeanu	2515	1996	ROM	311	
Maksim Notkin	2515	1996	RUS	312	
Miguel.A Quinteros	2515	1996	ARG	313	
Gennadi Sosonko	2515	1996	NED	314	
Igor Stohl	2515	1996	SVK	315	
Viktor Varavin	2515	1996	RUS	316	
Lucas Brunner	2510	1996	SUI	317	
Vladimir Chuchelov	2510	1996	BEL	318	
Branko Damljanovic	2510	1996	YUG	319	
Dragos Dumitrache	2510	1996	ROM	320	
Christian Gabriel	2510	1996	GER	321	
Ronen Har-Zvi	2510	1996	ISR	322	
Darryl.K Johansen	2510	1996	AUS	323	
Alexander Khasin	2510	1996	RUS	324	
Daniel.J King	2510	1996	ENG	325	
Atanas Kolev	2510	1996	BUL	326	
Zigurds Lanka	2510	1996	LAT	327	
Nikolay..A Legky	2510	1996	UKR	328	
Ilan Manor	2510	1996	ISR	329	
Nelson Mariano	2510	1996	PHI	330	
Niaz Murshed	2510	1996	BAN	331	
Gad Rechlis	2510	1996	ISR	332	
Shukhrat Safin	2510	1996	UZB	333	
Gennadij Sagalchik	2510	1996	USA	334	
Gabriel Schwartzman	2510	1996	USA	335	
Jan Smejkal	2510	1996	CZE	336	
Leonid.M Sokolin	2510	1996	USA	337	
Evgeniy Solozhenkin	2510	1996	RUS	338	
Henrik Teske	2510	1996	GER	339	
Jonathan..D Tisdall	2510	1996	NOR	340	
Dragoljub Velimirovic	2510	1996	YUG	341	
Ralf Akesson	2505	1996	SWE	342	
Alexander Baburin	2505	1996	IRL	343	
Juan.Manuel Bellon.Lopez	2505	1996	ESP	344	
Aleksandar Berelovich	2505	1996	UKR	345	
Michael..A Brooks	2505	1996	USA	346	
Valery..A Chekhov	2505	1996	RUS	347	
Aleksander Delchev	2505	1996	BUL	348	
Rune Djurhuus	2505	1996	NOR	349	
Milan Drasko	2505	1996	YUG	350	
Sergej Dyachkov	2505	1996	RUS	351	
Miroslaw Grabarczyk	2505	1996	POL	352	
Sarhan Guliev	2505	1996	AZE	353	
Jozsef Horvath	2505	1996	HUN	354	
Sergey Kalinitschew	2505	1996	GER	355	
Viktor Kuporosov	2505	1996	RUS	356	
Bojan Kurajica	2505	1996	BIH	357	
Rolando Kutirov	2505	1996	FRM	358	
Igor Lempert	2505	1996	UKR	359	
Anatoly D Machulsky	2505	1996	RUS	360	
Adrian Mikhalchishin	2505	1996	SLO	361	
Karel Mokry	2505	1996	CZE	362	
Paul Motwani	2505	1996	SCO	363	
Eldar Mukhametov	2505	1996	RUS	364	
Vladislav Nevednichy	2505	1996	ROM	365	
Nukhim..N Rashkovsky	2505	1996	RUS	366	
Kenneth S Rogoff	2505	1996	USA	367	
Spyridon Skembris	2505	1996	GRE	368	
Ariel Sorin	2505	1996	ARG	369	
Hugo Spangenberg	2505	1996	ARG	370	
Sarunas Sulskis	2505	1996	LTU	371	
Jaime Sunye.Neto	2505	1996	BRA	372	
Evgeni Vasiukov	2505	1996	RUS	373	
Vladislav..V Vorotnikov	2505	1996	RUS	374	
Christopher Ward	2505	1996	ENG	375	
Alonso Zapata	2505	1996	COL	376	
Bolat Asanov	2500	1996	KAZ	377	
Vladimir Belikov	2500	1996	RUS	378	
Lars Degerman	2500	1996	SWE	379	
John.M Emms	2500	1996	ENG	380	
Benjamin Finegold	2500	1996	USA	381	
Alexander Finkel	2500	1996	ISR	382	
Tibor Fogarasi	2500	1996	HUN	383	
Daniel Fridman	2500	1996	LAT	384	
Ventzislav Inkiov	2500	1996	BUL	385	
Ruslan Irzhanov	2500	1996	KAZ	386	
Andrei Istratescu	2500	1996	ROM	387	
Bozidar Ivanovic	2500	1996	YUG	388	
Sergey Janovsky	2500	1996	RUS	389	
Vlastimil Jansa	2500	1996	CZE	390	
Viktor Komliakov	2500	1996	MDA	391	
Aloyzas Kveinys	2500	1996	LTU	392	
Mircea-Sergiu Lupu	2500	1996	ROM	393	
Vladimir Magai	2500	1996	KGZ	394	
Alexander Moroz	2500	1996	UKR	395	
Eric Prie	2500	1996	FRA	396	
Olivier Renet	2500	1996	FRA	397	
Mershad Sharif	2500	1996	FRA	398	
Andrei Shchekachev	2500	1996	RUS	399	
Miron..N Sher	2500	1996	RUS	400	
Alex Sherzer	2500	1996	USA	401	
Michael F. Stean	2500	1996	ENG	402	
Karl Thorsteins	2500	1996	ISL	403	
Georgy Timoshenko	2500	1996	UKR	404	
Olivier Touzane	2500	1996	FRA	405	
Sergey Zagrebelny	2500	1996	UZB	406	
David Zilberstein	2500	1996	ITA	407	
Boris Avrukh	2495	1996	ISR	408	
Miso Cebalo	2495	1996	CRO	409	
Nigel..R Davies	2495	1996	ENG	410	
Vladimir Dimitrov	2495	1996	BUL	411	
Emir Dizdarevic	2495	1996	BIH	412	
Anatoly Dozorets	2495	1996	USA	413	
Peter Enders	2495	1996	GER	414	
Sune.Berg Hansen	2495	1996	DEN	415	
Saidali Iuldachev	2495	1996	UZB	416	
Lasha Janjgava	2495	1996	GEO	417	
Evgenij Kalegin	2495	1996	RUS	418	
Gabor Kallai	2495	1996	HUN	419	
Ratmir..D Kholmov	2495	1996	RUS	420	
Pavel Kotsur	2495	1996	KAZ	421	
Andrei Kovalev	2495	1996	BLR	422	
Robert Kuczynski	2495	1996	POL	423	
Dharshan Kumaran	2495	1996	ENG	424	
Ralf Lau	2495	1996	GER	425	
Romuald Mainka	2495	1996	GER	426	
Evgeni Maljutin	2495	1996	RUS	427	
David Marciano	2495	1996	FRA	428	
Victor Mikhalevski	2495	1996	ISR	429	
Georg Mohr	2495	1996	SLO	430	
Dejan Mozetic	2495	1996	YUG	431	
Jacob Murey	2495	1996	ISR	432	
Peter.Heine Nielsen	2495	1996	DEN	433	
Sofia.(IM) Polgar	2495	1996	HUN	434	
Dimitri Reinderman	2495	1996	NED	435	
Alexander Rustemov	2495	1996	RUS	436	
Mikhail Rytshagov	2495	1996	EST	437	
Alexander Stripunsky	2495	1996	UKR	438	
Serik Temirbaev	2495	1996	KAZ	439	
Reynaldo Vera	2495	1996	CUB	440	
Peter.K Wells	2495	1996	ENG	441	
Vasily Yemelin	2495	1996	RUS	442	
Robert Zelcic	2495	1996	CRO	443	
Bosko Abramovic	2490	1996	YUG	444	
Wiliam G Addison	2490	1996	USA	445	
Vladimir Baklan	2490	1996	UKR	446	
Joris Brenninkmeijer	2490	1996	NED	447	
Goran Cabrilo	2490	1996	YUG	448	
Roberto Cifuentes.Parada	2490	1996	NED	449	
Jean-Marc Degraeve	2490	1996	FRA	450	
Oleg I Dementiev	2490	1996	RUS	451	
Carlos Garcia.Palermo	2490	1996	ITA	452	
Krum Georgiev	2490	1996	BUL	453	
James.C Howell	2490	1996	ENG	454	
Murtas Kazhgaleyev	2490	1996	KAZ	455	
Igor..N Khmelnitsky	2490	1996	USA	456	
Bachar Kouatly	2490	1996	FRA	457	
Maris Krakops	2490	1996	LAT	458	
Nikolai..V Krogius	2490	1996	RUS	459	
Ivan Marinkovic	2490	1996	YUG	460	
Aleksandar Matanovic	2490	1996	YUG	461	
Emelbek Moldobaev	2490	1996	KGZ	462	
S. Nadyrhanov	2490	1996	UZB	463	
Lexy Ortega	2490	1996	CUB	464	
Milos Pavlovic	2490	1996	YUG	465	
Xiaomin Peng	2490	1996	CHN	466	
Helmut.Dr Pfleger	2490	1996	GER	467	
Robert Rabiega	2490	1996	GER	468	
Igors Rausis	2490	1996	LAT	469	
Leonid Shmuter	2490	1996	UKR	470	
Radoslav Simic	2490	1996	YUG	471	
Nikolaus Stanec	2490	1996	AUT	472	
Raj Tischbierek	2490	1996	GER	473	
I Tseitlin	2490	1996	RUS	474	
Lothar Vogt	2490	1996	GER	475	
Leonid Yurtaev	2490	1996	KGZ	476	
Evgenij Agrest	2485	1996	SWE	477	
Orazly Annageldyev	2485	1996	TKM	478	
Alexei Bezgodov	2485	1996	RUS	479	
Michael Bezold	2485	1996	GER	480	
Henrik Danielsen	2485	1996	DEN	481	
Michele Godena	2485	1996	ITA	482	
Deen Hergott	2485	1996	CAN	483	
Nana.(IM) Ioseliani	2485	1996	GEO	484	
Sergey Kishnev	2485	1996	RUS	485	
Pal Kiss	2485	1996	HUN	486	
Artur Kogan	2485	1996	ISR	487	
Viktor..D Kupreichik	2485	1996	BLR	488	
Miroslav Markovic	2485	1996	YUG	489	
Karsten Mueller	2485	1996	GER	490	
Nebojsa Nikcevic	2485	1996	YUG	491	
Oleg Nikolenko	2485	1996	RUS	492	
Helgi Olafsson	2485	1996	ISL	493	
Michael Oratovsky	2485	1996	ISR	494	
Oscar Panno	2485	1996	ARG	495	
Stuart Rachels	2485	1996	USA	496	
Alexander Raetsky	2485	1996	RUS	497	
Dusan Rajkovic	2485	1996	YUG	498	
Amador Rodriguez	2485	1996	CUB	499	
Raul Sanguinetti	2485	1996	ARG	500	
Lars Schandorff	2485	1996	DEN	501	
Yuanming Tong	2485	1996	CHN	502	
Stanislav Voitsekhovsky	2485	1996	RUS	503	
Alexander Volzhin	2485	1996	RUS	504	
Yaacov Zilberman	2485	1996	ISR	505	
Ketevan.(IM) Arakhamia-Grant	2480	1996	GEO	506	
Yuri..S Balashov	2480	1996	RUS	507	
Mikhail Braude	2480	1996	USA	508	
Evgenij Ermenkov	2480	1996	BUL	509	
Alisa.(IM) Galliamova-Ivanchuk	2480	1996	RUS	510	
Jacek Gdanski	2480	1996	POL	511	
Sergey-G Gorelov	2480	1996	RUS	512	
Valery Grechihin	2480	1996	RUS	513	
Edhi Handoko	2480	1996	INA	514	
Norik Kalantarian	2480	1996	ARM	515	
Julio P Kaplan	2480	1996	USA	516	
Nedeljko Kelecevic	2480	1996	BIH	517	
Alexander Lastin	2480	1996	RUS	518	
Alexandre Lesiege	2480	1996	CAN	519	
Felix Levin	2480	1996	UKR	520	
Eran Liss	2480	1996	ISR	521	
Eugene..B Meyer	2480	1996	USA	522	
Viktor Moskalenko	2480	1996	UKR	523	
Igor Naumkin	2480	1996	RUS	524	
Mikhail Nedobora	2480	1996	UKR	525	
Anh.Dung Nguyen	2480	1996	VIE	526	
Semon Palatnik	2480	1996	USA	527	
Jozsef Palkovi	2480	1996	HUN	528	
Jonathan Parker	2480	1996	ENG	529	
Bruno Parma	2480	1996	SLO	530	
Dragan Paunovic	2480	1996	YUG	531	
Aleksandr Poluljahov	2480	1996	RUS	532	
Marc Santo.Roman	2480	1996	FRA	533	
Andrey Shariyazdanov	2480	1996	RUS	534	
Nenad Sulava	2480	1996	CRO	535	
Mark..E Taimanov	2480	1996	RUS	536	
Alexander Vaulin	2480	1996	RUS	537	
Alik Vydeslaver	2480	1996	ISR	538	
Tom Wedberg	2480	1996	SWE	539	
Luc Winants	2480	1996	BEL	540	
Gamil Agamaliev	2475	1996	AZE	541	
Alex Avshalumov	2475	1996	RUS	542	
Javier.B Campos.Moreno	2475	1996	CHI	543	
Mark Dvoretzky	2475	1996	RUS	544	
Glenn.C Flear	2475	1996	ENG	545	
Ovidiu Foisor	2475	1996	ROM	546	
Florin Gheorghiu	2475	1996	ROM	547	
Svetozar Gligoric	2475	1996	YUG	548	
Juan.Mario Gomez.Esteban	2475	1996	ESP	549	
George Grigore	2475	1996	ROM	550	
Efstratios Grivas	2475	1996	GRE	551	
Johan Hellsten	2475	1996	SWE	552	
Ron..W Henley	2475	1996	USA	553	
Igor..V Ivanov	2475	1996	USA	554	
Amanmurad Kakageldyev	2475	1996	TKM	555	
Boris Kantsler	2475	1996	KGZ	556	
Alexander Kaspi	2475	1996	ISR	557	
Ludger Keitlinghaus	2475	1996	GER	558	
Robert Kempinski	2475	1996	POL	559	
Davor Komljenovic	2475	1996	CRO	560	
Leonid Milov	2475	1996	UKR	561	
Nikola Mitkov	2475	1996	FRM	562	
Tigran Nalbandian	2475	1996	ARM	563	
Friso Nijboer	2475	1996	NED	564	
Milko Popchev	2475	1996	BUL	565	
Evgeni Ragozin	2475	1996	RUS	566	
Yuri N Sakharov	2475	1996	RUS	567	
Mikhail Shereshevski	2475	1996	BLR	568	
Konstantin Starosek	2475	1996	RUS	569	
Praveen..M Thipsay	2475	1996	IND	570	
German Titov	2475	1996	MDA	571	
Hoang.Thong Tu	2475	1996	VIE	572	
Gennady Tunik	2475	1996	RUS	573	
Giovanni Vescovi	2475	1996	BRA	574	
Zdravko Vukovic	2475	1996	YUG	575	
Mathias Womacka	2475	1996	GER	576	
Rongguang Ye	2475	1996	CHN	577	
Jurij Zezulkin	2475	1996	BLR	578	
Raset Ziatdinov	2475	1996	UZB	579	
Leonid Bass	2470	1996	USA	580	
Vladislav Borovikov	2470	1996	UKR	581	
Emmanuel Bricard	2470	1996	FRA	582	
Konstantin Chernyshov	2470	1996	RUS	583	
Luis Comas.Fabrego	2470	1996	ESP	584	
Oscar De.La.Riva.Aguado	2470	1996	ESP	585	
Alexandre Dgebuadze	2470	1996	GEO	586	
Larry M. Evans	2470	1996	USA	587	
Zenon Franco.Ocampo	2470	1996	ESP	588	
Alfredo Giaccio	2470	1996	ARG	589	
Aljosa Grosar	2470	1996	SLO	590	
Felix Izeta.Txabarri	2470	1996	ESP	591	
Mirko Jukic	2470	1996	CRO	592	
Jean-Rene Koch	2470	1996	FRA	593	
Marinus Kuijf	2470	1996	NED	594	
Benoit Lepelletier	2470	1996	FRA	595	
Aleksei Lugovoi	2470	1996	RUS	596	
Vincent McCambridge	2470	1996	USA	597	
Yakov Meister	2470	1996	RUS	598	
Juan Mellado.Trivino	2470	1996	ESP	599	
Zvonimir Mestrovic	2470	1996	SLO	600	
