Name	Rating	Year	Fed	Rank
Gary Kasparov	2851	2000	RUS	1	
Robert J Fischer	2780	2000	USA	2	
Viswanathan Anand	2769	2000	IND	3	
Vladimir Kramnik	2758	2000	RUS	4	
Alexei Shirov	2751	2000	ESP	5	
Alexander Morozevich	2748	2000	RUS	6	
Peter Leko	2725	2000	HUN	7	
Gata Kamsky	2717	2000	USA	8	
Michael Adams	2715	2000	ENG	9	
Evgeny Bareev	2709	2000	RUS	10	
Vassily Ivanchuk	2709	2000	UKR	11	
Veselin Topalov	2702	2000	BUL	12	
Anatoly Karpov	2696	2000	RUS	13	
Mikhail Gurevich	2694	2000	BEL	14	
Boris Gelfand	2692	2000	ISR	15	
Alexei Fedorov	2684	2000	BLR	16	
Nigel D Short	2683	2000	ENG	17	
Alexey Dreev	2680	2000	RUS	18	
Kiril Georgiev	2677	2000	BUL	19	
Zoltan Almasi	2676	2000	HUN	20	
Zurab Azmaiparashvili	2675	2000	GEO	21	
Peter Svidler	2672	2000	RUS	22	
Vladislav Tkachiev	2670	2000	FRA	23	
Sergei Movsesian	2668	2000	CZE	24	
Vladimir Epishin	2667	2000	RUS	25	
Ilia Smirin	2666	2000	ISR	26	
Sergei Rublevsky	2662	2000	RUS	27	
Michal Krasenkow	2661	2000	POL	28	
Vladimir Akopian	2660	2000	ARM	29	
Viktor Korchnoi	2659	2000	SUI	30	
Predrag Nikolic	2659	2000	BIH	31	
Judit (GM) Polgar	2658	2000	HUN	32	
Alexander Khalifman	2656	2000	RUS	33	
Jan H Timman	2655	2000	NED	34	
Vadim Milov	2653	2000	SUI	35	
Yasser Seirawan	2647	2000	USA	36	
Loek Van Wely	2646	2000	NED	37	
Boris F Gulko	2644	2000	USA	38	
Valery Salov	2644	2000	RUS	39	
Vadim Zvjaginsev	2641	2000	RUS	40	
Alexander G Beliavsky	2640	2000	SLO	41	
Sergei Shipov	2640	2000	RUS	42	
Alexander Onischuk	2637	2000	UKR	43	
Ivan Sokolov	2637	2000	BIH	44	
Johann Hjartarson	2633	2000	ISL	45	
Jeroen Piket	2633	2000	NED	46	
Win Lay Zaw	2633	2000	MYA	47	
Joel Lautier	2632	2000	FRA	48	
Matthew Sadler	2630	2000	ENG	49	
