Name	Rating	Year	Rank	Fed
Y. Klovan	2490	1976	USR	97	
V. Kupreichik	2490	1976	CAN	98	
E. Mochalov	2490	1976	USR	99	
L. Ogaard	2490	1976	NOR	100	
V. Osnos	2490	1976	USR	101	
V. Spasov	2490	1976	BUL	102	
N. Spiridonov	2490	1976	BUL	103	
Tarjan	2490	1976	USA	104	
Tringov	2490	1976	BUL	105	
V. Tukmakov	2490	1976	USR	106	
Vukcevich	2490	1976	USA	107	
I. Zeitlin	2490	1976	USR	108	
L. Barczay	2485	1976	HUN	109	
K.A. Grigorian	2485	1976	USR	110	
N. Kirov	2485	1976	BUL	111	
D. Marovic	2485	1976	YUG	112	
J. Nikolac	2485	1976	YUG	113	
A. Planinc	2485	1976	YUG	114	
N. Rashkovsky	2485	1976	USR	115	
W. Schmidt	2485	1976	POL	116	
L. Shamkovich	2485	1976	USA	117	
V. Vaisman	2485	1976	ROM	118	
H.M.J. Westerinen	2485	1976	FIN	119	
J. Barle	2480	1976	YUG	120	
P. Benko	2480	1976	USA	121	
V. Ciocaltea	2480	1976	ROM	122	
L. Espig	2480	1976	DDR	123	
L. Grigorian	2480	1976	USR	124	
Vlado Kovacevic	2480	1976	YUG	125	
S. Palatnik	2480	1976	USR	126	
K. Rogoff	2480	1976	USA	127	
Y. Sacharov	2480	1976	USR	128	
R. Sanguinetti	2480	1976	ARG	129	
Shuralev	2480	1976	USR	130	
L. Vogt	2480	1976	DDR	131	
J.M. Bellon Lopez	2475	1976	ESP	132	
J. Donner	2475	1976	NED	133	
G. Garcia Gonzales	2475	1976	CUB	134	
T. Georgadze	2475	1976	USR	135	
S. Hamann	2475	1976	DEN	136	
Padevsky	2475	1976	BUL	137	
Zwaig	2475	1976	NOR	138	
A. Hennings	2470	1976	DDR	139	
Hulak	2470	1976	YUG	140	
S. Marangunic	2470	1976	YUG	141	
S. Mariotti	2470	1976	ITA	142	
A. Ornstein	2470	1976	SWE	143	
J. Plachetka	2470	1976	CSR	144	
Suttles	2470	1976	CAN	145	
Gen. Timoshchenko	2470	1976	USR	146	
V.I. Zilberstein	2470	1976	USR	147	
Y. Kraidman	2465	1976	ISR	148	
M. Raicevic	2465	1976	YUG	149	
S. Tatai	2465	1976	ITA	150	
L. Vadasz	2465	1976	HUN	151	
V.S. Antoshin	2460	1976	USR	152	
P. Biyiasas	2460	1976	CAN	153	
J. Dueball	2460	1976	FRG	154	
Rom. Hernandez	2460	1976	CUB	155	
Karoly Honfi	2460	1976	HUN	156	
A. Kapengut	2460	1976	USR	157	
R. Keene	2460	1976	ENG	158	
M. Knezevic	2460	1976	YUG	159	
A. Kochiyev	2460	1976	USR	160	
Podgaets	2460	1976	USR	161	
Szeles	2460	1976	HUN	162	
I. Buljovcic	2455	1976	YUG	163	
N. Karaklajic	2455	1976	YUG	164	
A. Lukin	2455	1976	USR	165	
R. Maric	2455	1976	YUG	166	
I. Nemet	2455	1976	YUG	167	
Platonov	2455	1976	USR	168	
Schweber	2455	1976	ARG	169	
G. Antunac	2450	1976	YUG	170	
O. Averkin	2450	1976	USR	171	
Bohling	2450	1976	DDR	172	
Bojarinov	2450	1976	USR	173	
Y. Estrin	2450	1976	USR	174	
Garashevili	2450	1976	USR	175	
L. Kaplan	2450	1976	USA	176	
H. Kestler	2450	1976	FRG	177	
V. Kondratiev	2450	1976	USR	178	
K. Langeweg	2450	1976	NED	179	
M. Mukhin	2450	1976	USR	180	
Z. Pavicic	2450	1976	YUG	181	
Rytov	2450	1976	USR	182	
B. Schmidt	2450	1976	FRG	183	
J. Sofrevski	2450	1976	YUG	184	
Soltis	2450	1976	USA	185	
K. Spraggett	2450	1976	CAN	186	
M. Suba	2450	1976	ROM	187	
J. Szmetan	2450	1976	ARG	188	
Mikh. Tseitlin	2450	1976	USR	189	
B. Zuckerman	2450	1976	USA	190	
D. Byrne	2445	1976	USA	191	
W. Hartston	2445	1976	ENG	192	
V.N. Kozlov	2445	1976	USR	193	
A. O'Kelly	2445	1976	BEL	194	
Radashkovich	2445	1976	ISR	195	
K. Robatsch	2445	1976	AUT	196	
R. Toran Albero	2445	1976	ESP	197	
B. Vladimirov	2445	1976	USR	198	
C. Zuidema	2445	1976	NED	199	
Begun	2440	1976	USR	200	
A. Bisguier	2440	1976	USA	201	
Y. Bleiman	2440	1976	ISR	202	
S. Bojkovic	2440	1976	YUG	203	
K.S. Bonchev	2440	1976	BUL	204	
P. Hardicsay	2440	1976	HUN	205	
Y. Kutyanin	2440	1976	USR	206	
Mohrlok	2440	1976	FRG	207	
Rusakov	2440	1976	USR	208	
Salzman	2440	1976	USR	209	
K.-J. Schiffer	2440	1976	FRG	210	
Y. Anikaev	2435	1976	USR	211	
G. Barcza	2435	1976	HUN	212	
I. Bilek	2435	1976	HUN	213	
R. Calvo Minguez	2435	1976	ESP	214	
Dragoljub M. Ciric	2435	1976	YUG	215	
E. Ermenkov	2435	1976	BUL	216	
O. Jakobsen	2435	1976	DEN	217	
D. Janosevic	2435	1976	YUG	218	
Kolarov	2435	1976	BUL	219	
V. Korensky	2435	1976	USR	220	
H. Liebert	2435	1976	DDR	221	
E. Mednis	2435	1976	USA	222	
Z. Mestrovic	2435	1976	YUG	223	
A. Novopashin	2435	1976	USR	224	
Ji. Nun	2435	1976	ENG	225	
A.N. Panchenko	2435	1976	USR	226	
Peltz	2435	1976	USR	227	
H. Pilnik	2435	1976	ARG	228	
J. Pribyl	2435	1976	CSR	229	
O. Rodriguez	2435	1976	PER	230	
A. Sacharov	2435	1976	USR	231	
A.F. Saidy	2435	1976	USA	232	
E. Stoliar	2435	1976	USR	233	
S. Terzic	2435	1976	FRG	234	
L.G. Zaitseva	2435	1976	USR	235	
R. Bogdanovic	2430	1976	YUG	236	
G.K. Borisenko	2430	1976	USR	237	
P. Dely	2430	1976	HUN	238	
E.W. Formanek	2430	1976	USA	239	
S. Garcia Martinez	2430	1976	CUB	240	
Th. Ghitescu	2430	1976	ROM	241	
E. Haag	2430	1976	HUN	242	
J. Hase	2430	1976	ARG	243	
L. Hazai	2430	1976	HUN	244	
W. Hug	2430	1976	SUI	245	
M. Johansson	2430	1976	SWE	246	
S. Joksic	2430	1976	YUG	247	
S. Kagan	2430	1976	ISR	248	
Kajkamdzozov	2430	1976	BUL	249	
B. Kogan	2430	1976	USR	250	
F. Kuijpers	2430	1976	NED	251	
K. Lerner	2430	1976	USR	252	
P. Lukacs	2430	1976	HUN	253	
H. Messing	2430	1976	YUG	254	
N. Minev	2430	1976	BUL	255	
D. Minic	2430	1976	YUG	256	
Y. Murey	2430	1976	USR	257	
P. Peev	2430	1976	BUL	258	
Pomar	2430	1976	ESP	259	
L. Popov	2430	1976	BUL	260	
Shashin	2430	1976	USR	261	
Soos	2430	1976	FRG	262	
N. Weinstein	2430	1976	USA	263	
Woodhams	2430	1976	AUS	264	
D.A. Yanofsky	2430	1976	CAN	265	
J.B. Bednarski	2425	1976	POL	266	
H. Bohm	2425	1976	NED	267	
G. Capelan	2425	1976	FRG	268	
A.V. Cherepkov	2425	1976	USR	269	
R. Cosulich	2425	1976	ITA	270	
C. Cuartas	2425	1976	COL	271	
M. Damjanovic	2425	1976	YUG	272	
G. De Fotis	2425	1976	USA	273	
M. Dimitrijevic	2425	1976	YUG	274	
V.K. Doroshkievich	2425	1976	USR	275	
A. Dueckstein	2425	1976	AUT	276	
V.Z. Faibisovich	2425	1976	USR	277	
N. Gaprindashvili	2425	1976	USR	278	
Rai. Garcia	2425	1976	ARG	279	
R. Grinberg	2425	1976	ARG	280	
A. Mikhalchishin	2425	1976	USR	281	
V. Moiseev	2425	1976	USR	282	
Petkevich	2425	1976	USR	283	
F. Portisch	2425	1976	HUN	284	
Poutiainen	2425	1976	FIN	285	
M. Schoeneberg	2425	1976	DDR	286	
A. Sydor	2425	1976	POL	287	
Amos	2420	1976	CAN	288	
B. Bilunov	2420	1976	USR	289	
H. Bouwmeester	2420	1976	NED	290	
E. Bukhman	2420	1976	USR	291	
K. Commons	2420	1976	USA	292	
J. Emma	2420	1976	ARG	293	
I. Farago	2420	1976	HUN	294	
M. Gerusel	2420	1976	FRG	295	
D. Ghizdavu	2420	1976	USA	296	
J. Grefe	2420	1976	USA	297	
D. Ilijevski	2420	1976	YUG	298	
R.M. Jamieson	2420	1976	AUS	299	
S. Johannessen	2420	1976	NOR	300	
L. Lederman	2420	1976	ISR	301	
A. Lombard	2420	1976	SUI	302	
S. Martinovic	2420	1976	YUG	303	
Matera	2420	1976	USA	304	
Jos. Nun	2420	1976	CSR	305	
Obukhovsky	2420	1976	USR	306	
J. Pinter	2420	1976	HUN	307	
D. Rajkovic	2420	1976	YUG	308	
Ree	2420	1976	NED	309	
Rosenberg	2420	1976	USR	310	
H. Rossetto	2420	1976	ARG	311	
D. Sahovic	2420	1976	YUG	312	
S. Sokolov	2420	1976	USR	313	
M.F. Stean	2420	1976	ENG	314	
V.V. Vorotnikov	2420	1976	USR	315	
J. Adamski	2415	1976	POL	316	
Agaichenko	2415	1976	USR	317	
I. Asmundsson	2415	1976	ISL	318	
A. Balshan	2415	1976	ISR	319	
J. Boey	2415	1976	BEL	320	
A. Deze	2415	1976	YUG	321	
R. Etruk	2415	1976	USR	322	
F. Ignatiev	2415	1976	USR	323	
G. Iskov	2415	1976	DEN	324	
B. Katalymov	2415	1976	USR	325	
D. Keller	2415	1976	DDR	326	
U. Kunsztowicz	2415	1976	FRG	327	
Musil	2415	1976	YUG	328	
Penrose	2415	1976	ENG	329	
Pal Petran	2415	1976	HUN	330	
E. Poulsson	2415	1976	NOR	331	
R. Rodriguez	2415	1976	PHI	332	
Shereshevsky	2415	1976	USR	333	
R. Simic	2415	1976	YUG	334	
B. Thornsteinsson	2415	1976	ISL	335	
J. Tompa	2415	1976	HUN	336	
S. Webb	2415	1976	ENG	337	
N.R. Zilberman	2415	1976	USR	338	
L. Zinn	2415	1976	DDR	339	
B. Bengtsson	2410	1976	SWE	340	
V. Chebanenko	2410	1976	USR	341	
B. Enklaar	2410	1976	NED	342	
V. Gusev	2410	1976	USR	343	
A. Kakageldyev	2410	1976	USR	344	
Kuindsky	2410	1976	USR	345	
L. Liptay	2410	1976	HUN	346	
W. Martz	2410	1976	USA	347	
N. Mishuchkov	2410	1976	USR	348	
Gh. Mititelu	2410	1976	ROM	349	
Muller	2410	1976	DDR	350	
Partos	2410	1976	SUI	351	
J. Pogats	2410	1976	HUN	352	
Pritchett	2410	1976	SCO	353	
Raiashenok	2410	1976	USR	354	
Gy. Rajna	2410	1976	HUN	355	
Rantanen	2410	1976	FIN	356	
Reshko	2410	1976	USR	357	
Rogulj	2410	1976	YUG	358	
J.-L. Seret	2410	1976	FRA	359	
Mark Tseitlin	2410	1976	USR	360	
Tuzovsky	2410	1976	USR	361	
E. Ubilava	2410	1976	USR	362	
V.S. Zheliandinov	2410	1976	USR	363	
V. Ziangori	2410	1976	USR	364	
G. Atanasov	2405	1976	BUL	365	
J. Augustin	2405	1976	CSR	366	
S. Bohosjan	2405	1976	BUL	367	
Z. Doda	2405	1976	POL	368	
O. Donchenko	2405	1976	USR	369	
I. Dorfman	2405	1976	USR	370	
P. Hesse	2405	1976	DDR	371	
J. Horner	2405	1976	ENG	372	
L.D. Kovacs	2405	1976	HUN	373	
J. Kristiansen	2405	1976	DEN	374	
Vl. Muratov	2405	1976	USR	375	
St. Nikolic	2405	1976	YUG	376	
N. Popov	2405	1976	USR	377	
P. Popovic	2405	1976	YUG	378	
O. Popovych	2405	1976	USA	379	
Pukshansky	2405	1976	USR	380	
A. Rodriguez	2405	1976	CUB	381	
Shestoperov	2405	1976	USR	382	
B. Toth	2405	1976	ITA	383	
I. Vukovic	2405	1976	YUG	384	
A. Alexeev	2400	1976	USR	385	
H. Angantysson	2400	1976	ISL	386	
V. Arapovic	2400	1976	YUG	387	
M. Bobotsov	2400	1976	BUL	388	
L. Christiansen	2400	1976	USA	389	
O. Cuasnicu	2400	1976	ARG	390	
J. Eising	2400	1976	FRG	391	
Ekstrom	2400	1976	SWE	392	
V. Frias	2400	1976	CHI	393	
E. Gik	2400	1976	USR	394	
T. Horvath	2400	1976	HUN	395	
A.V. Ivanov	2400	1976	USR	396	
Kochner	2400	1976	USR	397	
Kostro	2400	1976	POL	398	
A. Kotov	2400	1976	USR	399	
Z. Krnic	2400	1976	YUG	400	
A. Krutyanski	2400	1976	USR	401	
L. Lengyel	2400	1976	HUN	402	
G. Ligterink	2400	1976	NED	403	
Lipnowski	2400	1976	CAN	404	
O. Magnusson	2400	1976	ISL	405	
Marosi	2400	1976	HUN	406	
Ervin Nagy	2400	1976	HUN	407	
L. Navarovszky	2400	1976	HUN	408	
P. Orlov	2400	1976	YUG	409	
R. Roth	2400	1976	SUI	410	
M. Ruderfer	2400	1976	USR	411	
Seidler	2400	1976	ARG	412	
Semeniuk	2400	1976	USR	413	
E. Sindik	2400	1976	YUG	414	
P. Szilagyi	2400	1976	HUN	415	
Szymczak	2400	1976	POL	416	
M. Todorcevic	2400	1976	FRA	417	
Z. Vranesic	2400	1976	CAN	418	
L.D. Zaid	2400	1976	USR	419	
V. Baikov	2395	1976	USR	420	
J. Boudy	2395	1976	CUB	421	
V. Didishko	2395	1976	USR	422	
A. Donchenko	2395	1976	USR	423	
L. Eperjesi	2395	1976	HUN	424	
L. Gutmann	2395	1976	USR	425	
I.R. Johannsson	2395	1976	ISL	426	
Kaldor	2395	1976	ISR	427	
V. Kirpichnikov	2395	1976	USR	428	
K. Kjarner	2395	1976	USR	429	
A.M. Kremenietsky	2395	1976	USR	430	
R. Marszalek	2395	1976	POL	431	
R. Nicevski	2395	1976	YUG	432	
V. Peresypkin	2395	1976	USR	433	
Prameshuber	2395	1976	AUT	434	
T. Rakic	2395	1976	YUG	435	
Sapi	2395	1976	HUN	436	
Y. Shabanov	2395	1976	USR	437	
Shvedchikov	2395	1976	USR	438	
D. Uddenfeldt	2395	1976	SWE	439	
E. Varnusz	2395	1976	HUN	440	
Vooremaa	2395	1976	USR	441	
N. Bakulin	2390	1976	USR	442	
Z. Basagic	2390	1976	YUG	443	
M.J. Basman	2390	1976	ENG	444	
Baumbach	2390	1976	DDR	445	
D. Bjelica	2390	1976	YUG	446	
G.S. Botterill	2390	1976	WLS	447	
B. Brinck-Claussen	2390	1976	DEN	448	
V. Bukal	2390	1976	YUG	449	
V. Bykov	2390	1976	USR	450	
M. Cebalo	2390	1976	YUG	451	
Chavsky	2390	1976	USR	452	
Chjecheljan	2390	1976	USR	453	
Sr. Cvetkovic	2390	1976	YUG	454	
J. Flesch	2390	1976	HUN	455	
A. Godes	2390	1976	USR	456	
B. Jansson	2390	1976	SWE	457	
L. Kaufman	2390	1976	USA	458	
Kinnmark	2390	1976	SWE	459	
I. Kopylov	2390	1976	USR	460	
Y. Kotkov	2390	1976	USR	461	
A. Machulsky	2390	1976	USR	462	
M. Markovic	2390	1976	YUG	463	
Mestelj.	2390	1976	ENG	464	
J. Ost-Hansen	2390	1976	DEN	465	
Pehan	2390	1976	YUG	466	
M. Petursson	2390	1976	ISL	467	
L. Piasetski	2390	1976	CAN	468	
T.I. Shaw	2390	1976	AUS	469	
Skrobek	2390	1976	POL	470	
V. Sokolov	2390	1976	YUG	471	
G. Sorokin	2390	1976	USR	472	
K. Sznapik	2390	1976	POL	473	
J.D. Tisdall	2390	1976	USA	474	
A.H. Williams	2390	1976	WLS	475	
Asbjornsson	2385	1976	USR	476	
M. Bjelajac	2385	1976	YUG	477	
M. Czerniak	2385	1976	ISR	478	
J.C. Diaz	2385	1976	CUB	479	
Z. Djukic	2385	1976	YUG	480	
P. Donoso Velasco	2385	1976	CHI	481	
A. Filipowicz	2385	1976	POL	482	
S. Friedman	2385	1976	ISR	483	
S. Ivanovic	2385	1976	YUG	484	
J. Kristinsson	2385	1976	ISL	485	
T. Ledic	2385	1976	YUG	486	
R. Mascarinas	2385	1976	PHI	487	
P. Mejic	2385	1976	YUG	488	
K.-H. Podzielny	2385	1976	FRG	489	
J. Rodriguez	2385	1976	CUB	490	
Rohrl	2385	1976	AUT	491	
C. Sanchez	2385	1976	VEN	492	
Scholl	2385	1976	NED	493	
A. Segal	2385	1976	BRA	494	
Solovjev	2385	1976	USR	495	
T. Ujtumen	2385	1976	MGL	496	
P. Velikov	2385	1976	BUL	497	
T. Wibe	2385	1976	NOR	498	
H. Wirthensohn	2385	1976	SUI	499	
B.R. Anderson	2380	1976	DEN	500	
T. Bjerre	2380	1976	DEN	501	
K. Bjerring	2380	1976	DEN	502	
L. Bronstein	2380	1976	ARG	503	
O. Castro	2380	1976	COL	504	
C. Chellstorp	2380	1976	USA	505	
J. Fraguela Gil	2380	1976	ESP	506	
Gluzman	2380	1976	ISR	507	
R. Grabczewski	2380	1976	POL	508	
V.T. Grokhotov	2380	1976	USR	509	
K. Harandi	2380	1976	IRI	510	
S. Holm	2380	1976	DEN	511	
H. Karner	2380	1976	USR	512	
Korelov	2380	1976	USR	513	
A. Kudrashov	2380	1976	USR	514	
J. Kupper	2380	1976	SUI	515	
N. Lakic	2380	1976	YUG	516	
J. Lechtynsky	2380	1976	CSR	517	
Nehmert	2380	1976	FRG	518	
Ch. Niklasson	2380	1976	SWE	519	
Palermo	2380	1976	ARG	520	
P. Passerotti	2380	1976	ITA	521	
J.C. Pigott	2380	1976	ENG	522	
Porjazov	2380	1976	BUL	523	
J. Rubinetti	2380	1976	ARG	524	
J. Rukavina	2380	1976	YUG	525	
J. Speelman	2380	1976	ENG	526	
G. Szilagyi	2380	1976	HUN	527	
G. Agzamov	2375	1976	USR	528	
V.L. Alterman	2375	1976	USR	529	
B. Benedictsson	2375	1976	ISL	530	
J. Bielczyk	2375	1976	POL	531	
Borngosser	2375	1976	FRG	532	
E. Chaplinsky	2375	1976	USR	533	
Ferrera	2375	1976	CUB	534	
A. Gavrilov	2375	1976	USR	535	
J. Hedman	2375	1976	CUB	536	
Hindle	2375	1976	ENG	537	
I. Jankovec	2375	1976	CSR	538	
E. Jimenez	2375	1976	CUB	539	
Ab. Khassin	2375	1976	USR	540	
E. Kozma	2375	1976	CSR	541	
H. Lehmann	2375	1976	FRG	542	
A. Morgulov	2375	1976	USR	543	
M. Paolozzi	2375	1976	ITA	544	
D. Parr	2375	1976	AUS	545	
Poch	2375	1976	ARG	546	
Purev	2375	1976	USR	547	
Tumurbator	2375	1976	MGL	548	
Weinberger	2375	1976	USA	549	
R. Behling	2370	1976	FRG	550	
E. Cekro	2370	1976	YUG	551	
Clemens	2370	1976	FRG	552	
E. Cobo Arteaga	2370	1976	CUB	553	
B. De Bruycker	2370	1976	BEL	554	
H. De la Vega	2370	1976	ARG	555	
Juan C. Fernandez	2370	1976	CUB	556	
A. Fershter	2370	1976	USR	557	
C. Garcia Palermo	2370	1976	ARG	558	
Hoen	2370	1976	NOR	559	
H. Hurme	2370	1976	FIN	560	
Iz. Jelen	2370	1976	YUG	561	
B. Kouatly	2370	1976	LIB	562	
Leski	2370	1976	ARG	563	
L. Mista	2370	1976	CSR	564	
D. Neukirch	2370	1976	DDR	565	
H. Olafsson	2370	1976	ISL	566	
P. Orev	2370	1976	BUL	567	
Pahtz	2370	1976	DDR	568	
M. Peretz	2370	1976	ISR	569	
J.A. Peters	2370	1976	USA	570	
Puc	2370	1976	YUG	571	
Radev	2370	1976	BUL	572	
Schinzel	2370	1976	POL	573	
M. Solmundarsson	2370	1976	ISL	574	
Suwuh	2370	1976	INA	575	
P. Van der Sterren	2370	1976	NED	576	
H. Van Riemsdijk	2370	1976	BRA	577	
A.J. Whiteley	2370	1976	ENG	578	
O. Yepez	2370	1976	ECU	579	
R. Balinas	2365	1976	PHI	580	
U. Boensch	2365	1976	DDR	581	
Bohnisch	2365	1976	DDR	582	
Bordonada	2365	1976	PHI	583	
J. Eslon	2365	1976	SWE	584	
Geszosz	2365	1976	HUN	585	
Gonszor	2365	1976	CSR	586	
Harper	2365	1976	CAN	587	
R. Hartoch	2365	1976	NED	588	
Hlousek	2365	1976	CSR	589	
I.V. Ivanov	2365	1976	USR	590	
O. Kaminsky	2365	1976	USR	591	
Kirilov	2365	1976	USR	592	
N. Kopylov	2365	1976	USR	593	
G. Kuprejanov	2365	1976	USR	594	
A. Kushnir	2365	1976	ISR	595	
Luginbuhl	2365	1976	SUI	596	
E. Lundin	2365	1976	SWE	597	
J. Marcus	2365	1976	NED	598	
Lj. Masic	2365	1976	YUG	599	
A. Merdinjan	2365	1976	BUL	600	
E. Prandstetter	2365	1976	CSR	601	
L.-A. Schneider	2365	1976	SWE	602	
C. Silva Sanchez	2365	1976	CHI	603	
T. Tomalczyk	2365	1976	SIN	604	
R. Bellin	2360	1976	ENG	605	
R. Bernard	2360	1976	POL	606	
J. Betancort Curbelo	2360	1976	ESP	607	
G. Braun	2360	1976	DDR	608	
A. Dake	2360	1976	USA	609	
Despotovic	2360	1976	YUG	610	
R. Eales	2360	1976	ENG	611	
G. Estevez	2360	1976	CUB	612	
S. Fedder	2360	1976	DEN	613	
C.A. Fernandez	2360	1976	CUB	614	
Gilden	2360	1976	USA	615	
Glauser	2360	1976	SUI	616	
I. Hausner	2360	1976	CSR	617	
N. Ilijin	2360	1976	ROM	618	
K. Kaiszauri	2360	1976	SWE	619	
I. Koifman	2360	1976	GRE	620	
E. Kristiansen	2360	1976	NOR	621	
A. Lanc	2360	1976	CSR	622	
J. Macles	2360	1976	FRA	623	
Cs. Meleghegyi	2360	1976	HUN	624	
Lac. Menvielle	2360	1976	ESP	625	
E. Meyer	2360	1976	USA	626	
M. Moe	2360	1976	DEN	627	
K. Osmanovic	2360	1976	YUG	628	
Mircea Pavlov	2360	1976	ROM	629	
M.A. Rohde	2360	1976	USA	630	
J. Rooze	2360	1976	BEL	631	
Shestakov	2360	1976	USR	632	
Spirov	2360	1976	BUL	633	
W. Thorman	2360	1976	DDR	634	
Tomic	2360	1976	YUG	635	
Venalainen	2360	1976	FIN	636	
R.G. Wade	2360	1976	ENG	637	
M. Andres	2355	1976	CUB	638	
Bouaziz	2355	1976	TUN	639	
R. Cukic	2355	1976	YUG	640	
G. Daskalov	2355	1976	BUL	641	
N. Gerasimov	2355	1976	USR	642	
Dar. Gliksman	2355	1976	YUG	643	
P. Hesselborn	2355	1976	SWE	644	
J. Ivarsson	2355	1976	SWE	645	
K. Janetschek	2355	1976	AUT	646	
Jauregui	2355	1976	CHI	647	
Kivlan	2355	1976	USR	648	
V.A. Kozlov	2355	1976	USR	649	
G. Lebredo	2355	1976	CUB	650	
A. Maciejewski	2355	1976	POL	651	
Onat	2355	1976	TUR	652	
E. Reicher	2355	1976	ROM	653	
Sharif	2355	1976	IRI	654	
I. Somogyi	2355	1976	HUN	655	
G. Stanciu	2355	1976	ROM	656	
Stekel	2355	1976	CHI	657	
A. Valdes-Castillo	2355	1976	CUB	658	
M. Wahlbohm	2355	1976	SWE	659	
W. Balcerowski	2350	1976	POL	660	
J. Banas	2350	1976	CSR	661	
D. Baretic	2350	1976	YUG	662	
Z. Beil	2350	1976	CSR	663	
R. Belkadi	2350	1976	TUN	664	
G.H. Bennett	2350	1976	ENG	665	
F. Borkowski	2350	1976	POL	666	
C. Botez	2350	1976	ROM	667	
B. Bujupi	2350	1976	YUG	668	
P. Clarke	2350	1976	ENG	669	
L. Day	2350	1976	CAN	670	
R. Debarnot	2350	1976	ARG	671	
S. Esitmo	2350	1976	PHI	672	
G. Fahnenschmidt	2350	1976	FRG	673	
H. Garcia	2350	1976	ARG	674	
L. Garcia	2350	1976	COL	675	
S. Gross	2350	1976	CSR	676	
J. Hansen	2350	1976	DEN	677	
M. Ilijc	2350	1976	YUG	678	
Ivkovic	2350	1976	YUG	679	
Jovanovic	2350	1976	YUG	680	
W.S. Kan	2350	1976	HKG	681	
R. Letelier	2350	1976	CHI	682	
J. Littlewood	2350	1976	ENG	683	
