Name	Rating	Year	Rank	Fed
A. Frolov	2360	1978	USR	672	
J. Hansen	2360	1978	DEN	673	
M. Haygarth	2360	1978	ENG	674	
Hoggatt	2360	1978	USA	675	
Jovanovic	2360	1978	YUG	676	
L. Karlsson	2360	1978	SWE	677	
Gy. Kluger	2360	1978	HUN	678	
Kosciuk	2360	1978	YUG	679	
H. Lambert	2360	1978	AUT	680	
M. Marlow	2360	1978	ENG	681	
L. Mista	2360	1978	CSR	682	
M. Moe	2360	1978	DEN	683	
P.E. Nielsen	2360	1978	DEN	684	
N. Patterson	2360	1978	IRL	685	
Perkovich	2360	1978	USR	686	
K. Pinkas	2360	1978	POL	687	
J. Rigo	2360	1978	HUN	688	
J. Rodriguez	2360	1978	CUB	689	
Servinski	2360	1978	POL	690	
Shestakov	2360	1978	USR	691	
Shumpiuk	2360	1978	USR	692	
J. Silman	2360	1978	USA	693	
J. Sunye Neto	2360	1978	BRA	694	
P. Thipsay	2360	1978	IND	695	
Trolldalen	2360	1978	NOR	696	
Vakulienko	2360	1978	USR	697	
F. Visier Segovia	2360	1978	ESP	698	
R. Webb	2360	1978	ENG	699	
T. Wedberg	2360	1978	SWE	700	
A. Zichichi	2360	1978	ITA	701	
J. Ajanski	2355	1978	BUL	702	
F. Begovac	2355	1978	YUG	703	
M. Campos Lopez	2355	1978	MEX	704	
Clemens	2355	1978	FRG	705	
D. Cramling	2355	1978	SWE	706	
A. Dake	2355	1978	USA	707	
Diamond	2355	1978	YUG	708	
Dimitrova	2355	1978	YUG	709	
S. Esitmo	2355	1978	PHI	710	
G. Estevez	2355	1978	CUB	711	
Faase	2355	1978	NED	712	
N. Gerasimov	2355	1978	USR	713	
S. Gross	2355	1978	CSR	714	
P. Hardicsay	2355	1978	HUN	715	
P. Hesselborn	2355	1978	SWE	716	
Hlousek	2355	1978	CSR	717	
J. Ivarsson	2355	1978	SWE	718	
O. Kaminsky	2355	1978	USR	719	
Kivlan	2355	1978	USR	720	
E. Kozma	2355	1978	CSR	721	
S. Kupka	2355	1978	CSR	722	
R. Mascarinas	2355	1978	PHI	723	
Cs. Meleghegyi	2355	1978	HUN	724	
Minaya	2355	1978	COL	725	
K. Notaros	2355	1978	YUG	726	
I. Novak	2355	1978	CSR	727	
A.I. Petrushin	2355	1978	USR	728	
I. Polovodin	2355	1978	USR	729	
O. Popovych	2355	1978	USA	730	
Pripis	2355	1978	USR	731	
J. Rooze	2355	1978	BEL	732	
Rutman	2355	1978	USR	733	
M. Sibarevic	2355	1978	YUG	734	
Suchanov	2355	1978	USR	735	
I. Szabo	2355	1978	ROM	736	
D. Verduga	2355	1978	ECU	737	
A. Zapata	2355	1978	COL	738	
V.V. Zhelnin	2355	1978	USR	739	
H. Angantysson	2350	1978	ISL	740	
A.T. Arnason	2350	1978	ISL	741	
G. Atanasov	2350	1978	BUL	742	
W. Balcerowski	2350	1978	POL	743	
Z. Beil	2350	1978	CSR	744	
R. Belkadi	2350	1978	TUN	745	
J.M. Bellon Lopez	2350	1978	ESP	746	
B. Bengtsson	2350	1978	SWE	747	
D. Bernstein	2350	1978	ISR	748	
D. Betancourt	2350	1978	ESP	749	
K. Bjerring	2350	1978	DEN	750	
P.A. Boersma	2350	1978	NED	751	
C. Botez	2350	1978	ROM	752	
L. Bueno-Perez	2350	1978	CUB	753	
A.J. Butnoris	2350	1978	USR	754	
F. Chevaldonnet	2350	1978	FRA	755	
Dankov	2350	1978	BUL	756	
L. Day	2350	1978	CAN	757	
S. Djuric	2350	1978	YUG	758	
J. Dubin	2350	1978	ARG	759	
G. Fahnenschmidt	2350	1978	FRG	760	
B. Feustel	2350	1978	FRG	761	
R.A. Filguth	2350	1978	BRA	762	
H. Garcia	2350	1978	ARG	763	
A.V. Gulbrandsen	2350	1978	NOR	764	
P. Hammer	2350	1978	SUI	765	
Jo. Hernandez	2350	1978	CUB	766	
Ivkovic	2350	1978	YUG	767	
H. Karlsson	2350	1978	ISL	768	
Kivipelto	2350	1978	FIN	769	
Knox	2350	1978	ENG	770	
Kolbak	2350	1978	DEN	771	
E. Kristiansen	2350	1978	NOR	772	
Krstev	2350	1978	YUG	773	
J. Littlewood	2350	1978	ENG	774	
A. Medina	2350	1978	ESP	775	
E. Meyer	2350	1978	USA	776	
St. Nikolic	2350	1978	YUG	777	
M. Orso	2350	1978	CUB	778	
M. Petursson	2350	1978	ISL	779	
Povah	2350	1978	ENG	780	
H. Reefschlaeger	2350	1978	FRG	781	
G. Rorvall	2350	1978	SWE	782	
G.S. Scholz	2350	1978	CHI	783	
M. Schurade	2350	1978	DDR	784	
J.-L. Seret	2350	1978	FRA	785	
F. Silva	2350	1978	POR	786	
G. Stanciu	2350	1978	ROM	787	
Stoppel	2350	1978	AUT	788	
O. Thal	2350	1978	DDR	789	
W. Wittmann	2350	1978	AUT	790	
N. Alexandria	2345	1978	USR	791	
D. Allan	2345	1978	CAN	792	
Atala	2345	1978	CUB	793	
A. Barreras	2345	1978	CUB	794	
E. Bhend	2345	1978	SUI	795	
M. Czerniak	2345	1978	ISR	796	
B. De Bruycker	2345	1978	BEL	797	
C.A. Fernandez	2345	1978	CUB	798	
W. Garcia	2345	1978	CUB	799	
B. Gasic	2345	1978	CSR	800	
D. Hansson	2345	1978	SWE	801	
S. Heim	2345	1978	NOR	802	
K.J. Helmers	2345	1978	NOR	803	
C.E. Juarez	2345	1978	ARG	804	
R. Kimelfeld	2345	1978	USR	805	
B. Kouatly	2345	1978	LIB	806	
A. Kushnir	2345	1978	ISR	807	
A.P. Law	2345	1978	ENG	808	
Leken	2345	1978	NOR	809	
P. Littlewood	2345	1978	ENG	810	
C. Luik	2345	1978	USR	811	
Maki-Mantan	2345	1978	FIN	812	
B. Maksimovic	2345	1978	YUG	813	
Mesiarik	2345	1978	CSR	814	
R. Naranja	2345	1978	PHI	815	
F. Ochoa De Echaguen	2345	1978	ESP	816	
Porat	2345	1978	ISR	817	
A. Poulsen	2345	1978	DEN	818	
Quinones	2345	1978	PER	819	
Rayner	2345	1978	WLS	820	
Roxendal	2345	1978	SWE	821	
A. Schneider	2345	1978	HUN	822	
C. Van Wijgerden	2345	1978	NED	823	
Aijala Jouko	2340	1978	FIN	824	
O. Andreieva	2340	1978	CUB	825	
T.F. Binham	2340	1978	FIN	826	
L. Blackstock	2340	1978	SCO	827	
K.S. Bonchev	2340	1978	BUL	828	
M.G. Chiburdanidze	2340	1978	USR	829	
G. Danner	2340	1978	AUT	830	
De Winter	2340	1978	MEX	831	
Dezso	2340	1978	AUS	832	
B. Eley	2340	1978	ENG	833	
A. Genin	2340	1978	USR	834	
Sh. Giterman	2340	1978	ISR	835	
Dar. Gliksman	2340	1978	YUG	836	
M. Gonzales	2340	1978	PER	837	
Grigorov	2340	1978	BUL	838	
R. Henley	2340	1978	USA	839	
J Hernando Pertierra	2340	1978	ESP	840	
Hoi	2340	1978	DEN	841	
Huss	2340	1978	SUI	842	
Z. Ilic	2340	1978	YUG	843	
N. Kagan	2340	1978	USR	844	
W.S. Kan	2340	1978	HKG	845	
B. Karadzic	2340	1978	YUG	846	
Karapchanski	2340	1978	BUL	847	
Z. Klaric	2340	1978	YUG	848	
V.A. Kozlov	2340	1978	USR	849	
T. Ledic	2340	1978	YUG	850	
J. Macles	2340	1978	FRA	851	
R. Marszalek	2340	1978	POL	852	
Ang. Martin	2340	1978	ENG	853	
C. Montero	2340	1978	CHI	854	
L. Neckar	2340	1978	CSR	855	
Ch. Niklasson	2340	1978	SWE	856	
Pelikan	2340	1978	ARG	857	
D. Pelitov	2340	1978	BUL	858	
V. Petrienko	2340	1978	USR	859	
Rosenlund	2340	1978	DEN	860	
C. Sanchez	2340	1978	VEN	861	
R. Scheipl	2340	1978	FRG	862	
Tarva	2340	1978	ITA	863	
H. Akvist	2335	1978	SWE	864	
A. Babev	2335	1978	BUL	865	
A. Bachtiar	2335	1978	INA	866	
C. Cubitt	2335	1978	ENG	867	
B. De Greif	2335	1978	COL	868	
H. Ek	2335	1978	SWE	869	
Z. Farooqui	2335	1978	PAK	870	
O. Ferreira	2335	1978	PAR	871	
A. Filipenko	2335	1978	USR	872	
A. Foguelman	2335	1978	ARG	873	
Josteinsson	2335	1978	ISL	874	
M. Kapelan	2335	1978	YUG	875	
A. Karklins	2335	1978	USA	876	
L. Levy	2335	1978	USA	877	
J.H. Loftsson	2335	1978	USA	878	
A. Maciejewski	2335	1978	POL	879	
J. Marcus	2335	1978	NED	880	
Onat	2335	1978	TUR	881	
R. Osterman	2335	1978	YUG	882	
E. Palacios	2335	1978	ESP	883	
N.B. Pinal	2335	1978	CUB	884	
S. Popov	2335	1978	YUG	885	
Prodanov	2335	1978	BUL	886	
A. Pyhala	2335	1978	FIN	887	
Raaste	2335	1978	FIN	888	
O. Sande	2335	1978	NOR	889	
Scheinwald	2335	1978	ISR	890	
P. Smederevac	2335	1978	YUG	891	
W. Strobel	2335	1978	AUT	892	
D. Supancic	2335	1978	YUG	893	
Telecki	2335	1978	POL	894	
J. Van Baarle	2335	1978	NED	895	
Vogel	2335	1978	NED	896	
R.G. Wade	2335	1978	ENG	897	
J. Weidemann	2335	1978	FRG	898	
Abella	2330	1978	PHI	899	
S. Adzic	2330	1978	YUG	900	
Al Attar	2330	1978	IRQ	901	
C. Amado	2330	1978	ARG	902	
H. Ardiansyah	2330	1978	INA	903	
I. Bilek	2330	1978	USR	904	
J.M. Cruz	2330	1978	CUB	905	
Dimitriades	2330	1978	GRE	906	
J. Gralka	2330	1978	POL	907	
Grinfeld	2330	1978	ISR	908	
Grinza	2330	1978	ITA	909	
K. Janetschek	2330	1978	AUT	910	
Z. Jasnikowski	2330	1978	POL	911	
Jimenez	2330	1978	ARG	912	
M. Jovicic	2330	1978	YUG	913	
Kajkamdzozov	2330	1978	BUL	914	
J. Kent	2330	1978	USA	915	
A. Kubicek	2330	1978	CSR	916	
Leifenfeld	2330	1978	USR	917	
B. Lengyel	2330	1978	HUN	918	
V. Lukov	2330	1978	BUL	919	
B. Mahler	2330	1978	FRG	920	
Mcgrillen	2330	1978	SCO	921	
F. Muco	2330	1978	FRG	922	
V. Nikolic	2330	1978	YUG	923	
Pacl	2330	1978	CSR	924	
B. Rakic-Serjanc	2330	1978	CUB	925	
Romm	2330	1978	ISR	926	
B. Sandor	2330	1978	HUN	927	
J. Sanz	2330	1978	ESP	928	
H. Suradiradja	2330	1978	INA	929	
F. Thornally	2330	1978	USA	930	
J. Triana	2330	1978	CUB	931	
P. Troeger	2330	1978	FRG	932	
C. Velasquez	2330	1978	CHI	933	
N. Velez	2330	1978	CUB	934	
S. Wagman	2330	1978	USA	935	
Watzka	2330	1978	AUT	936	
Weinberger	2330	1978	USA	937	
A. Anelli	2325	1978	ARG	938	
R. Bailey	2325	1978	ENG	939	
F. Blatny	2325	1978	CSR	940	
H. Camara	2325	1978	BRA	941	
T. Doljanin	2325	1978	YUG	942	
Drelinkiewicz	2325	1978	POL	943	
L. Garcia	2325	1978	COL	944	
Hutchings	2325	1978	WLS	945	
N. Ilijin	2325	1978	ROM	946	
Jevtic	2325	1978	YUG	947	
Jovic	2325	1978	YUG	948	
Kaimo	2325	1978	PHI	949	
A. Kuligowski	2325	1978	POL	950	
P. Liangov	2325	1978	BUL	951	
W.D. Morris	2325	1978	NOR	952	
Ig. Nowak	2325	1978	POL	953	
Pukovnikov	2325	1978	USR	954	
Saren	2325	1978	FIN	955	
D. Savic	2325	1978	YUG	956	
E. Sindik	2325	1978	YUG	957	
Stekel	2325	1978	CHI	958	
Suwuh	2325	1978	INA	959	
Suyden	2325	1978	ENG	960	
Thorvaldsson	2325	1978	ISL	961	
Villareal	2325	1978	MEX	962	
L. Zinn	2325	1978	DDR	963	
K. Angelov	2320	1978	BUL	964	
A. Aparicio	2320	1978	ARG	965	
Babrikowski	2320	1978	DDR	966	
J. Berry	2320	1978	CAN	967	
F.W.M. Borm	2320	1978	NED	968	
G. Cabrilo	2320	1978	YUG	969	
T. Cardoso	2320	1978	PHI	970	
V. Cibulka	2320	1978	CSR	971	
J.C. Diaz	2320	1978	CUB	972	
V. Georgievski	2320	1978	YUG	973	
D.A. Godoy	2320	1978	CHI	974	
D. Goodman	2320	1978	ENG	975	
R. Henao	2320	1978	COL	976	
Holloway	2320	1978	ENG	977	
Jankov	2320	1978	BUL	978	
G. Kane	2320	1978	USA	979	
T. Kristiansen	2320	1978	NOR	980	
G. Lambert	2320	1978	ENG	981	
I.S. Levitina	2320	1978	USR	982	
D. Levy	2320	1978	SCO	983	
B. Malisov	2320	1978	USR	984	
Manasterski	2320	1978	POL	985	
P. Norbi	2320	1978	DEN	986	
P. Orev	2320	1978	BUL	987	
K. Orlov	2320	1978	YUG	988	
A. Ozsvath	2320	1978	HUN	989	
Preissmann	2320	1978	FRA	990	
J. Rodgaard	2320	1978	DEN	991	
Rosell	2320	1978	DEN	992	
Ruban	2320	1978	USR	993	
D. Sellos	2320	1978	FRA	994	
M. Silva	2320	1978	COL	995	
U. Svanquist	2320	1978	SWE	996	
Tamargo	2320	1978	USA	997	
Thornblom	2320	1978	SWE	998	
J. Thornsteinsson	2320	1978	ISL	999	
Turunen	2320	1978	FIN	1000	
A. Bangiev	2315	1978	USR	1001	
Barendregt	2315	1978	NED	1002	
G.H. Bennett	2315	1978	ENG	1003	
E. Brondum	2315	1978	DEN	1004	
T. Casper	2315	1978	DDR	1005	
J.G. Cooper	2315	1978	WLS	1006	
Dobrynski	2315	1978	POL	1007	
Duran	2315	1978	ESP	1008	
Z. Franco	2315	1978	PAR	1009	
M.J. Franklin	2315	1978	ENG	1010	
A. Georgadze	2315	1978	USR	1011	
S. Giardelli	2315	1978	ARG	1012	
R. Gonzales	2315	1978	ESP	1013	
Heilemann	2315	1978	FRG	1014	
J.N. Jacobs	2315	1978	USA	1015	
Jahnel	2315	1978	DDR	1016	
Krantz	2315	1978	SWE	1017	
L. Lijedahl	2315	1978	SWE	1018	
Macpherson	2315	1978	ENG	1019	
Mamuzic	2315	1978	YUG	1020	
Lac. Menvielle	2315	1978	ESP	1021	
A. Merdinjan	2315	1978	BUL	1022	
L. Ortega	2315	1978	CUB	1023	
K.-H. Podzielny	2315	1978	FRG	1024	
A. Pollard	2315	1978	USA	1025	
B. Rosen	2315	1978	FRG	1026	
Sampouw	2315	1978	INA	1027	
Schaufelberger	2315	1978	SUI	1028	
Seifert	2315	1978	CSR	1029	
Stopkin	2315	1978	USR	1030	
J. Thor	2315	1978	ISL	1031	
Ulrichsen	2315	1978	NOR	1032	
P. Voiculescu	2315	1978	ROM	1033	
J. Aldrete	2310	1978	MEX	1034	
D. Barlov	2310	1978	YUG	1035	
D. Buchenthal	2310	1978	FRG	1036	
C. Caturla	2310	1978	PHI	1037	
De Veauce	2310	1978	ENG	1038	
A. Fernandez	2310	1978	ESP	1039	
J. Fichtl	2310	1978	CSR	1040	
J. Fleck	2310	1978	FRG	1041	
I. Foigel	2310	1978	USR	1042	
O. Foisor	2310	1978	ROM	1043	
P.A. Garbett	2310	1978	NZL	1044	
Giam	2310	1978	SIN	1045	
Gorchakov	2310	1978	USR	1046	
P. Herzog	2310	1978	FRG	1047	
Gy. Honfi	2310	1978	HUN	1048	
H. Hurme	2310	1978	FIN	1049	
P. Jamieson	2310	1978	SCO	1050	
J.G. Jonsson	2310	1978	ISL	1051	
G. Kadas	2310	1978	HUN	1052	
Sr. Karolyi	2310	1978	HUN	1053	
R. Letelier	2310	1978	CHI	1054	
J.C. Lima	2310	1978	CUB	1055	
T. Lipski	2310	1978	POL	1056	
M. Ljuca	2310	1978	YUG	1057	
V. Manievich	2310	1978	ISR	1058	
Manolov	2310	1978	BUL	1059	
C.A. Martinez	2310	1978	ARG	1060	
K. Mokry	2310	1978	CSR	1061	
Nordstrom	2310	1978	SWE	1062	
Nykopp	2310	1978	FIN	1063	
D. Pantaleev	2310	1978	BUL	1064	
Perkins	2310	1978	ENG	1065	
B. Pietrusiak	2310	1978	POL	1066	
Pipkov	2310	1978	BUL	1067	
Pokhla	2310	1978	USR	1068	
Ronn	2310	1978	UNK	1069	
D.E. Rumens	2310	1978	ENG	1070	
Stankov	2310	1978	BUL	1071	
B. Starck	2310	1978	DDR	1072	
D. Thomas	2310	1978	ENG	1073	
A. Agudelo	2305	1978	COL	1074	
J. Alzate	2305	1978	COL	1075	
D. Baretic	2305	1978	YUG	1076	
Butnaru	2305	1978	ROM	1077	
Camaton	2305	1978	ECU	1078	
E.D. Epstein	2305	1978	USR	1079	
A. Feuerstein	2305	1978	USA	1080	
P. Feustel	2305	1978	DDR	1081	
J. Fraguela Gil	2305	1978	ESP	1082	
Goberman	2305	1978	USR	1083	
P.I. Helmertz	2305	1978	SWE	1084	
M. Kaposztas	2305	1978	HUN	1085	
F. Lengyel	2305	1978	ROM	1086	
L. Maninang	2305	1978	PHI	1087	
B. Maslesa	2305	1978	YUG	1088	
Neat	2305	1978	ENG	1089	
Servaty	2305	1978	UNK	1090	
Siroky	2305	1978	CSR	1091	
Soler	2305	1978	CUB	1092	
Tiller	2305	1978	NOR	1093	
K. Wicker	2305	1978	ENG	1094	
Yedlin	2305	1978	ARG	1095	
Joel Benjamin	2300	1978	USA	1096	
Bonfa	2300	1978	ITA	1097	
H. Bravo	2300	1978	PER	1098	
Bukhtin	2300	1978	USR	1099	
B. Cafferty	2300	1978	ENG	1100	
F. Casas	2300	1978	ARG	1101	
M. Cetkovic	2300	1978	YUG	1102	
J. Cordovil	2300	1978	POR	1103	
C. Crouch	2300	1978	ENG	1104	
R. Cukic	2300	1978	YUG	1105	
E. Davila	2300	1978	NCA	1106	
C. Delgado	2300	1978	DOM	1107	
W. Dietze	2300	1978	DDR	1108	
M. Djukanovic	2300	1978	YUG	1109	
Domuls	2300	1978	USR	1110	
Doucet	2300	1978	FRA	1111	
J.O. Fries-Nielsen	2300	1978	DEN	1112	
Fuciak	2300	1978	CAN	1113	
D. Gavela	2300	1978	YUG	1114	
I. Gelfer	2300	1978	ISR	1115	
A. Ginsberger	2300	1978	ISR	1116	
R. Goldenberg	2300	1978	FRA	1117	
J. Kinlay	2300	1978	ENG	1118	
S. Knezevic	2300	1978	YUG	1119	
B. Kristensen	2300	1978	DEN	1120	
Kubien	2300	1978	POL	1121	
Macarie	2300	1978	ROM	1122	
Matzner	2300	1978	USA	1123	
J. Mojzis	2300	1978	CSR	1124	
R. Navarro	2300	1978	MEX	1125	
Ostberg	2300	1978	SWE	1126	
Pet. Petran	2300	1978	CSR	1127	
P. Roth	2300	1978	AUT	1128	
I. Schrancz	2300	1978	HUN	1129	
S. Semkov	2300	1978	BUL	1130	
S. Skembris	2300	1978	GRE	1131	
Stevic	2300	1978	YUG	1132	
W. Thorman	2300	1978	DDR	1133	
Tiulin	2300	1978	USR	1134	
P. Toth	2300	1978	BRA	1135	
A. Van Dop	2300	1978	NED	1136	
Van Seeters	2300	1978	DEN	1137	
Veremeichik	2300	1978	USR	1138	
Viglundsson	2300	1978	ISL	1139	
U. Waagener	2300	1978	FRG	1140	
Westermeier	2300	1978	FRG	1141	
D. Wolf	2300	1978	ISR	1142	
P. Zahariev	2300	1978	YUG	1143	
M. Aaron	2295	1978	IND	1144	
Badilles	2295	1978	PHI	1145	
D. Bodic	2295	1978	YUG	1146	
V. Borisov	2295	1978	USR	1147	
M.J. Budford	2295	1978	ENG	1148	
Corden	2295	1978	ENG	1149	
Cristiansen	2295	1978	YUG	1150	
N. Gavrilakis	2295	1978	GRE	1151	
Grabow	2295	1978	DEN	1152	
Kertesz	2295	1978	ROM	1153	
B. Kristjansson	2295	1978	ISL	1154	
Mardanovicz	2295	1978	POL	1155	
H. Mecking	2295	1978	USA	1156	
Micheli	2295	1978	ITA	1157	
B. Perenyi	2295	1978	HUN	1158	
Pithart	2295	1978	CSR	1159	
Porreca	2295	1978	ITA	1160	
Prochownik	2295	1978	POL	1161	
Puhm	2295	1978	FRA	1162	
Rosino	2295	1978	ITA	1163	
R. Schneider	2295	1978	LUX	1164	
Sinclair	2295	1978	SCO	1165	
Stertenbrink	2295	1978	FRG	1166	
Stoutenborough	2295	1978	USA	1167	
B. Thornsteinsson	2295	1978	ISL	1168	
O. Troianescu	2295	1978	ROM	1169	
J. Belmonte	2290	1978	CHI	1170	
E. Book	2290	1978	FIN	1171	
A. Bueno	2290	1978	CUB	1172	
D. De Lange	2290	1978	NOR	1173	
Z. Domnitz	2290	1978	ISR	1174	
E. Fatalibekova	2290	1978	USR	1175	
Fedorov	2290	1978	USR	1176	
D.J. Findlay	2290	1978	SCO	1177	
J. Franzen	2290	1978	CSR	1178	
J. Gomez Baillo	2290	1978	ARG	1179	
Hadjipetrov	2290	1978	BUL	1180	
Halg	2290	1978	SUI	1181	
V. Heuer	2290	1978	USR	1182	
I. Janakiev	2290	1978	BUL	1183	
K. Kaunas	2290	1978	USR	1184	
O. Knudsen	2290	1978	NOR	1185	
Mandrov	2290	1978	BUL	1186	
P. Meinsohn	2290	1978	FRG	1187	
M. Milicevic	2290	1978	YUG	1188	
J. Nicholson	2290	1978	ENG	1189	
L. Perecz	2290	1978	HUN	1190	
Pesantes	2290	1978	PER	1191	
M. Raicevic	2290	1978	YUG	1192	
Remlinger	2290	1978	USA	1193	
Rovira	2290	1978	CRC	1194	
O. Sarapu	2290	1978	NZL	1195	
M. Schumacher	2290	1978	BEL	1196	
Stenborg	2290	1978	ISR	1197	
Szlos	2290	1978	ARG	1198	
W. Szumilo	2290	1978	POL	1199	
Trujillo	2290	1978	CUB	1200	
A. Valdes-Castillo	2290	1978	CUB	1201	
P. Van der Weide	2290	1978	NED	1202	
Zs. Veroci-Petronic	2290	1978	HUN	1203	
G. Walter	2290	1978	DDR	1204	
Agur	2285	1978	ISR	1205	
R. Blumenfeld	2285	1978	USA	1206	
A. Campos-Ruiz	2285	1978	MEX	1207	
C. Coudari	2285	1978	CAN	1208	
J. Dominguez Sanz	2285	1978	ESP	1209	
A. Fridh	2285	1978	SWE	1210	
N. Garces	2285	1978	ECU	1211	
C. Hess	2285	1978	FRG	1212	
O. Hjertenes	2285	1978	NOR	1213	
Isaksen	2285	1978	DEN	1214	
Junco	2285	1978	CUB	1215	
Kerchev	2285	1978	BUL	1216	
Luczynowicz	2285	1978	POL	1217	
J. Pares Vives	2285	1978	ESP	1218	
R. Reyes	2285	1978	PHI	1219	
K. Shirazi	2285	1978	IRI	1220	
Simovic	2285	1978	USR	1221	
N. Skalkotas	2285	1978	GRE	1222	
P. Spacek	2285	1978	CSR	1223	
Ager	2280	1978	AUT	1224	
E.B. Akhmilovskaya	2280	1978	USR	1225	
Arieh	2280	1978	ISR	1226	
Bach	2280	1978	FRG	1227	
C. Baker	2280	1978	ENG	1228	
B. Balogh	2280	1978	HUN	1229	
C. Barnes	2280	1978	USA	1230	
D. Berry	2280	1978	USA	1231	
W. Bichsel	2280	1978	SUI	1232	
J. Blackstone	2280	1978	USA	1233	
S. Cabarkapa	2280	1978	YUG	1234	
P. Canalejo	2280	1978	CUB	1235	
J. Carleton	2280	1978	ENG	1236	
Drozd	2280	1978	POL	1237	
Du Chattell	2280	1978	NED	1238	
H. Fronczek	2280	1978	POL	1239	
C. Gamarra Caseres	2280	1978	PAR	1240	
J. Garcia	2280	1978	ESP	1241	
Gluzman	2280	1978	ISR	1242	
Goldstein	2280	1978	USR	1243	
P. Griffiths	2280	1978	ENG	1244	
G.-P. Gruen	2280	1978	FRG	1245	
G. Gunnarsson	2280	1978	ISL	1246	
G. Herrera	2280	1978	COL	1247	
Gy. Horvath	2280	1978	HUN	1248	
G. Johnsen	2280	1978	NOR	1249	
O. Kalinin	2280	1978	USR	1250	
Karnar	2280	1978	YUG	1251	
Klimenok	2280	1978	USR	1252	
Kriz	2280	1978	CSR	1253	
Z. Ksieki	2280	1978	POL	1254	
R. Lekander	2280	1978	SWE	1255	
Linck	2280	1978	ARG	1256	
Mack	2280	1978	FRG	1257	
Momic	2280	1978	USA	1258	
Nickoloff	2280	1978	CAN	1259	
E. Paoli	2280	1978	ITA	1260	
F.J. Perez	2280	1978	CUB	1261	
D. Petrovikis	2280	1978	GRE	1262	
Privakov	2280	1978	USR	1263	
Rossmann	2280	1978	DDR	1264	
Schjonsby	2280	1978	NOR	1265	
R. Shocron	2280	1978	USA	1266	
M. Ujtelki	2280	1978	CSR	1267	
D. Waterman	2280	1978	USA	1268	
Hongshun Xu	2280	1978	CHN	1269	
Zecevic	2280	1978	YUG	1270	
P. Atanasov	2275	1978	BUL	1271	
N. Bakulin	2275	1978	USR	1272	
E. Bang	2275	1978	DEN	1273	
O. Bazan	2275	1978	ARG	1274	
F. Benko	2275	1978	ARG	1275	
S. Garcia	2275	1978	CUB	1276	
Kazilaris	2275	1978	GRE	1277	
S. Kornasiewicz	2275	1978	POL	1278	
Koszorus	2275	1978	HUN	1279	
Kotre	2275	1978	YUG	1280	
P.G. Large	2275	1978	ENG	1281	
J. Ostos	2275	1978	VEN	1282	
Paglilla	2275	1978	ARG	1283	
D.I. Patrick	2275	1978	ENG	1284	
Romani	2275	1978	ITA	1285	
Schouten	2275	1978	NED	1286	
R. Silva Nazzari	2275	1978	URU	1287	
Smirnov	2275	1978	USR	1288	
Suer	2275	1978	TUR	1289	
H.-W. Ackermann	2270	1978	FRG	1290	
T.B. Bennett	2270	1978	ENG	1291	
Beyen	2270	1978	BEL	1292	
Browning	2270	1978	GCI	1293	
R. Cifuentes Parada	2270	1978	CHI	1294	
P. Delaney	2270	1978	IRL	1295	
A. Drumev	2270	1978	BUL	1296	
V.S. Eingorn	2270	1978	ISR	1297	
J. Erlingsson	2270	1978	ISL	1298	
A. Faas	2270	1978	USR	1299	
Fijalkowski	2270	1978	POL	1300	
Folling	2270	1978	NOR	1301	
Fredriksson	2270	1978	SWE	1302	
Z. Gajic	2270	1978	YUG	1303	
E. Gereben	2270	1978	SUI	1304	
W. Heinig	2270	1978	DDR	1305	
S. Ivanovic	2270	1978	YUG	1306	
Klidzeis	2270	1978	USR	1307	
Krnach	2270	1978	CSR	1308	
Lutzkan	2270	1978	USR	1309	
Macskasy	2270	1978	CAN	1310	
Madden-Pope	2270	1978	AUT	1311	
D. Marjan	2270	1978	YUG	1312	
Mederos	2270	1978	CUB	1313	
Melhuish	2270	1978	CHI	1314	
M. Milanov	2270	1978	BUL	1315	
Natalucci	2270	1978	ITA	1316	
J. Palau	2270	1978	ESP	1317	
S. Reuben	2270	1978	ENG	1318	
S. Samarian	2270	1978	ROM	1319	
M.F. Stean	2270	1978	USA	1320	
Travnicek	2270	1978	CSR	1321	
M. Trifunov	2270	1978	YUG	1322	
A. Van der Mije	2270	1978	NED	1323	
A. Villeneuve	2270	1978	FRA	1324	
L. Vizantiadis	2270	1978	GRE	1325	
Ziembinski	2270	1978	POL	1326	
Beggi	2265	1978	ITA	1327	
H. Carvalho	2265	1978	BRA	1328	
R. Chavez	2265	1978	NCA	1329	
J.R. Cordoba	2265	1978	CUB	1330	
Escondrillas	2265	1978	MEX	1331	
Giustolisi	2265	1978	ITA	1332	
J.M. Hodgson	2265	1978	ENG	1333	
P. Kondratiev	2265	1978	USR	1334	
V. Kozlovskaya	2265	1978	USR	1335	
Kruszynski	2265	1978	POL	1336	
C. Lau	2265	1978	NCA	1337	
M. Litinskaya-Shul	2265	1978	USR	1338	
K. Loken	2265	1978	NOR	1339	
M. Mac Donald-Ross	2265	1978	SCO	1340	
Malachi	2265	1978	ISR	1341	
F. Munoz	2265	1978	COL	1342	
Ornithopoulos	2265	1978	GRE	1343	
Padron	2265	1978	CUB	1344	
Pojedzimiec	2265	1978	POL	1345	
Steinbacher	2265	1978	FRG	1346	
P.J. Waters	2265	1978	ENG	1347	
R. Witt	2265	1978	NED	1348	
R. Anguiano	2260	1978	MEX	1349	
