Name	Rating	Year	Rank	Fed
W. Unzicker	2530	1979	FRG	59	
A. Adorjan	2525	1979	HUN	60	
M.I. Dvorietzky	2525	1979	USR	61	
A. Gipslis	2525	1979	USR	62	
B. Ivkov	2525	1979	YUG	63	
Tarjan	2525	1979	USA	64	
L.M. Evans	2520	1979	USA	65	
W. Lombardy	2520	1979	USA	66	
D. Sahovic	2520	1979	YUG	67	
L. Schmid	2520	1979	FRG	68	
E. Torre	2520	1979	PHI	69	
V.S. Zhidkov	2520	1979	USR	70	
L.O. Alburt	2515	1979	USR	71	
Y.L. Averbakh	2515	1979	USR	72	
B. Kurajica	2515	1979	YUG	73	
V. Liberzon	2515	1979	ISR	74	
A.S. Lutikov	2515	1979	USR	75	
Najdorf	2515	1979	ARG	76	
S. Palatnik	2515	1979	USR	77	
K. Rogoff	2515	1979	USA	78	
L. Szabo	2515	1979	HUN	79	
D. Velimirovic	2515	1979	YUG	80	
I. Csom	2510	1979	HUN	81	
I. Farago	2510	1979	HUN	82	
M. Matulovic	2510	1979	YUG	83	
E. Mednis	2510	1979	USA	84	
L. Pachman	2510	1979	FRG	85	
M. Taimanov	2510	1979	USR	86	
K. Darga	2505	1979	FRG	87	
B. Gurgenidze	2505	1979	USR	88	
S. Marjanovic	2505	1979	YUG	89	
Mark Tseitlin	2505	1979	USR	90	
Mikh. Tseitlin	2505	1979	USR	91	
L.G. Zaitseva	2505	1979	USR	92	
Rom. Hernandez	2500	1979	CUB	93	
M. Knezevic	2500	1979	YUG	94	
Vlado Kovacevic	2500	1979	YUG	95	
S. Makarichev	2500	1979	USR	96	
Ney	2500	1979	USR	97	
Ji. Nun	2500	1979	ENG	98	
N. Rashkovsky	2500	1979	USR	99	
L. Vogt	2500	1979	DDR	100	
P. Benko	2495	1979	USA	101	
E. Bukic	2495	1979	YUG	102	
S. Dolmatov	2495	1979	USR	103	
E. Ermenkov	2495	1979	BUL	104	
V. Jansa	2495	1979	CSR	105	
A. Kuligowski	2495	1979	POL	106	
S. Marangunic	2495	1979	YUG	107	
A. Matanovic	2495	1979	YUG	108	
O. Rodriguez	2495	1979	PER	109	
L. Shamkovich	2495	1979	USA	110	
G. Garcia Gonzales	2490	1979	CUB	111	
H.-J. Hecht	2490	1979	FRG	112	
Y. Klovan	2490	1979	USR	113	
G. Sigurjonsson	2490	1979	ISL	114	
L. Vadasz	2490	1979	HUN	115	
A. Yusupov	2490	1979	USR	116	
I. Zeitlin	2490	1979	USR	117	
V.I. Zhuravliov	2490	1979	USR	118	
P. Biyiasas	2485	1979	CAN	119	
O. Dementiev	2485	1979	USR	120	
J. Diez Del Corral	2485	1979	ESP	121	
W. Hartston	2485	1979	ENG	122	
S. Mariotti	2485	1979	ITA	123	
A.N. Panchenko	2485	1979	USR	124	
I. Radulov	2485	1979	BUL	125	
S. Reshevsky	2485	1979	USA	126	
R. Sanguinetti	2485	1979	ARG	127	
Y. Seirawan	2485	1979	USA	128	
M. Vukic	2485	1979	YUG	129	
K.A. Grigorian	2480	1979	USR	130	
A. Mikhalchishin	2480	1979	USR	131	
L. Psakhis	2480	1979	USR	132	
Ree	2480	1979	NED	133	
Shpilker	2480	1979	USR	134	
J.E. Vatnikov	2480	1979	USR	135	
B. Zuckerman	2480	1979	USA	136	
L. Christiansen	2475	1979	USA	137	
M. Filip	2475	1979	CSR	138	
S. Hamann	2475	1979	DEN	139	
K. Lerner	2475	1979	USR	140	
Mestelj.	2475	1979	ENG	141	
J.A. Peters	2475	1979	USA	142	
F. Portisch	2475	1979	HUN	143	
S. Tatai	2475	1979	ITA	144	
Y. Zaharov	2475	1979	USR	145	
A. Zakharov	2475	1979	USR	146	
L. Barczay	2470	1979	HUN	147	
V. Chekhov	2470	1979	USR	148	
A. Kotov	2470	1979	USR	149	
D. Marovic	2470	1979	YUG	150	
I. Nemet	2470	1979	YUG	151	
V. Osnos	2470	1979	USR	152	
Razuvaev	2470	1979	USR	153	
V. Spasov	2470	1979	BUL	154	
J. Speelman	2470	1979	ENG	155	
Suttles	2470	1979	CAN	156	
B. Toth	2470	1979	ITA	157	
V.F. Zaltsman	2470	1979	USA	158	
Y. Bleiman	2465	1979	ISR	159	
O.L. Chernikov	2465	1979	USR	160	
K. Commons	2465	1979	USA	161	
J. Donner	2465	1979	NED	162	
S. Garcia Martinez	2465	1979	CUB	163	
A. Kapengut	2465	1979	USR	164	
V.I. Karasev	2465	1979	USR	165	
R. Keene	2465	1979	ENG	166	
Z. Mestrovic	2465	1979	YUG	167	
A. Rodriguez	2465	1979	CUB	168	
B. Vladimirov	2465	1979	USR	169	
N. Weinstein	2465	1979	USA	170	
H.M.J. Westerinen	2465	1979	FIN	171	
G. Zaitshik	2465	1979	USR	172	
I. Bilek	2460	1979	HUN	173	
N. Birnboim	2460	1979	ISR	174	
U. Boensch	2460	1979	DDR	175	
M. Diesen	2460	1979	USA	176	
V.Z. Faibisovich	2460	1979	USR	177	
I. Gazik	2460	1979	CSR	178	
W. Hug	2460	1979	SUI	179	
V. Inkiov	2460	1979	BUL	180	
B. Ivanovic	2460	1979	YUG	181	
L. Kaplan	2460	1979	USA	182	
N. Karaklajic	2460	1979	YUG	183	
A. Kharitonov	2460	1979	USR	184	
A. Lukin	2460	1979	USR	185	
D. Rajkovic	2460	1979	YUG	186	
Rantanen	2460	1979	FIN	187	
Schussler	2460	1979	SWE	188	
Shereshevsky	2460	1979	USR	189	
M. Tonchev	2460	1979	BUL	190	
Tringov	2460	1979	BUL	191	
M. Valvo	2460	1979	USA	192	
V. Varlamov	2460	1979	USR	193	
J.L. Vilela	2460	1979	CUB	194	
Vukcevich	2460	1979	USA	195	
Y. Anikaev	2455	1979	USR	196	
G. Antunac	2455	1979	YUG	197	
O. Averkin	2455	1979	USR	198	
J. Dueball	2455	1979	FRG	199	
M.-V. Ghinda	2455	1979	ROM	200	
L. Lengyel	2455	1979	HUN	201	
R. Ortega	2455	1979	HUN	202	
Platonov	2455	1979	USR	203	
M. Todorcevic	2455	1979	YUG	204	
Vanman	2455	1979	ISR	205	
N.R. Zilberman	2455	1979	USR	206	
A. Antoshik	2450	1979	CSR	207	
M. Cebalo	2450	1979	YUG	208	
L. Espig	2450	1979	DDR	209	
A. Hennings	2450	1979	DDR	210	
Hulak	2450	1979	YUG	211	
V. Kondratiev	2450	1979	USR	212	
Menakov	2450	1979	USR	213	
E. Mochalov	2450	1979	USR	214	
J. Nikolac	2450	1979	YUG	215	
Z. Pavicic	2450	1979	YUG	216	
Podgaets	2450	1979	USR	217	
Schweber	2450	1979	ARG	218	
A. Yermolinsky	2450	1979	USR	219	
S.N. Yuferov	2450	1979	USR	220	
C. Zuidema	2450	1979	NED	221	
Zwaig	2450	1979	NOR	222	
A. Bisguier	2445	1979	USA	223	
P. Dely	2445	1979	HUN	224	
S. Kagan	2445	1979	ISR	225	
V.N. Kozlov	2445	1979	USR	226	
Y. Kraidman	2445	1979	ISR	227	
L. Ogaard	2445	1979	NOR	228	
A. Ornstein	2445	1979	SWE	229	
V. Peresypkin	2445	1979	USR	230	
Petkevich	2445	1979	USR	231	
J. Pinter	2445	1979	HUN	232	
J. Plachetka	2445	1979	CSR	233	
A. Planinc	2445	1979	YUG	234	
Sharif	2445	1979	IRI	235	
Soltis	2445	1979	USA	236	
K. Spraggett	2445	1979	CAN	237	
T. Taylor	2445	1979	USA	238	
R. Toran Albero	2445	1979	ESP	239	
Vanger	2445	1979	NED	240	
E. Vladimirov	2445	1979	USR	241	
V.S. Antoshin	2440	1979	USR	242	
Dragoljub M. Ciric	2440	1979	YUG	243	
O.I. Dziuban	2440	1979	USR	244	
Kr. Georgiev	2440	1979	BUL	245	
Z. Ilic	2440	1979	YUG	246	
I.R. Johannsson	2440	1979	ISL	247	
K. Langeweg	2440	1979	NED	248	
Z. Lanka	2440	1979	USR	249	
R. Lau	2440	1979	FRG	250	
G. Ligterink	2440	1979	NED	251	
S.H. Lim	2440	1979	SIN	252	
Luczak	2440	1979	POL	253	
A. Malevinsky	2440	1979	USR	254	
Mohrlok	2440	1979	FRG	255	
St. Nikolic	2440	1979	YUG	256	
H. Olafsson	2440	1979	ISL	257	
V. Raicevic	2440	1979	YUG	258	
Rogulj	2440	1979	YUG	259	
J. Sofrevski	2440	1979	YUG	260	
N. Spiridonov	2440	1979	BUL	261	
P. Velikov	2440	1979	BUL	262	
C. Blocker	2435	1979	USA	263	
P. Donoso Velasco	2435	1979	CHI	264	
J. Emma	2435	1979	ARG	265	
A. Haik	2435	1979	FRA	266	
V. Korensky	2435	1979	USR	267	
Kuindsky	2435	1979	USR	268	
E. Magerramov	2435	1979	USR	269	
J. Nogueiras	2435	1979	CUB	270	
A. Novopashin	2435	1979	USR	271	
P. Peev	2435	1979	BUL	272	
Peltz	2435	1979	USR	273	
H. Pilnik	2435	1979	ARG	274	
Pomar	2435	1979	ESP	275	
N. Popov	2435	1979	USR	276	
K. Robatsch	2435	1979	AUT	277	
Rusakov	2435	1979	USR	278	
E. Stoliar	2435	1979	USR	279	
M. Suba	2435	1979	ROM	280	
K. Sznapik	2435	1979	POL	281	
Tomaszewski	2435	1979	POL	282	
M. Zlotnikov	2435	1979	USA	283	
J. Augustin	2430	1979	CSR	284	
A. Balshan	2430	1979	ISR	285	
G.K. Borisenko	2430	1979	USR	286	
E. Bukhman	2430	1979	USR	287	
I. Buljovcic	2430	1979	YUG	288	
O. Castro	2430	1979	COL	289	
V. Ciocaltea	2430	1979	ROM	290	
E. Eliskases	2430	1979	ARG	291	
Y. Estrin	2430	1979	USR	292	
J. Flesch	2430	1979	HUN	293	
L. Ftacnik	2430	1979	CSR	294	
Rai. Garcia	2430	1979	ARG	295	
Y. Gruenfeld	2430	1979	ISR	296	
Gutop	2430	1979	USR	297	
E. Haag	2430	1979	HUN	298	
Kolarov	2430	1979	BUL	299	
M. Kovacs-Pinter	2430	1979	HUN	300	
Y. Murey	2430	1979	ISR	301	
A. Petrosian	2430	1979	USR	302	
L. Popov	2430	1979	BUL	303	
T. Rakic	2430	1979	YUG	304	
J. Rubinetti	2430	1979	ARG	305	
J. Rubinstein	2430	1979	ARG	306	
A.F. Saidy	2430	1979	USA	307	
W. Schmidt	2430	1979	POL	308	
Sikora	2430	1979	CSR	309	
Soos	2430	1979	FRG	310	
V. Stoica	2430	1979	ROM	311	
Szeles	2430	1979	HUN	312	
S. Terzic	2430	1979	FRG	313	
E. Ubilava	2430	1979	USR	314	
A.A. Vitolinsh	2430	1979	USR	315	
B.A. Zlotnik	2430	1979	USR	316	
R. Bellin	2425	1979	ENG	317	
Y. Bernstein	2425	1979	ISR	318	
R. Calvo Minguez	2425	1979	ESP	319	
G. Capelan	2425	1979	FRG	320	
A.V. Cherepkov	2425	1979	USR	321	
R. Cosulich	2425	1979	ITA	322	
C. Cuartas	2425	1979	COL	323	
R. Debarnot	2425	1979	ARG	324	
Gy.V. Forintos	2425	1979	HUN	325	
M. Gerusel	2425	1979	FRG	326	
F. Hoelzl	2425	1979	AUT	327	
R.M. Jamieson	2425	1979	AUS	328	
Mikadze	2425	1979	USR	329	
E. Mnatsakanian	2425	1979	USR	330	
V. Moiseev	2425	1979	USR	331	
L. Piasetski	2425	1979	CAN	332	
Reshko	2425	1979	USR	333	
K.-J. Schiffer	2425	1979	FRG	334	
Shashin	2425	1979	USR	335	
T. Wedberg	2425	1979	SWE	336	
T. Wibe	2425	1979	NOR	337	
V.S. Zheliandinov	2425	1979	USR	338	
Lj. Zivkovic	2425	1979	YUG	339	
V. Arapovic	2420	1979	YUG	340	
G. Barcza	2420	1979	HUN	341	
J. Barle	2420	1979	YUG	342	
B. Bilunov	2420	1979	USR	343	
R. Bogdanovic	2420	1979	YUG	344	
Bouaziz	2420	1979	TUN	345	
L. Bronstein	2420	1979	ARG	346	
M. Damjanovic	2420	1979	YUG	347	
V.K. Doroshkievich	2420	1979	USR	348	
A. Dueckstein	2420	1979	AUT	349	
L. Hazai	2420	1979	HUN	350	
P. Hesse	2420	1979	DDR	351	
Karoly Honfi	2420	1979	HUN	352	
Iz. Jelen	2420	1979	YUG	353	
Kaldor	2420	1979	ISR	354	
N. Kirov	2420	1979	BUL	355	
P. Lukacs	2420	1979	HUN	356	
R. Maric	2420	1979	YUG	357	
Mechitov	2420	1979	USR	358	
H. Messing	2420	1979	YUG	359	
M. Mihaljcisin	2420	1979	YUG	360	
N. Mishuchkov	2420	1979	USR	361	
A. O'Kelly	2420	1979	BEL	362	
Partos	2420	1979	SUI	363	
Penrose	2420	1979	ENG	364	
M. Petursson	2420	1979	ISL	365	
J. Pribyl	2420	1979	CSR	366	
K. Regan	2420	1979	USA	367	
J. Rukavina	2420	1979	YUG	368	
Rybarska	2420	1979	USR	369	
B. Schmidt	2420	1979	FRG	370	
L.-A. Schneider	2420	1979	SWE	371	
Shmit	2420	1979	USR	372	
R. Simic	2420	1979	YUG	373	
S. Sokolov	2420	1979	USR	374	
J. Tompa	2420	1979	HUN	375	
Veselovsky	2420	1979	USR	376	
S. Webb	2420	1979	ENG	377	
D.A. Yanofsky	2420	1979	CAN	378	
J. Adamski	2415	1979	POL	379	
J. Boey	2415	1979	BEL	380	
N. De Firmian	2415	1979	USA	381	
A. Deze	2415	1979	YUG	382	
V. Didishko	2415	1979	USR	383	
S. Djuric	2415	1979	YUG	384	
S. Fedder	2415	1979	DEN	385	
C. Garcia Palermo	2415	1979	ARG	386	
D. Ghizdavu	2415	1979	USA	387	
D. Ilijevski	2415	1979	YUG	388	
I.V. Ivanov	2415	1979	USR	389	
O. Jakobsen	2415	1979	DEN	390	
A. Kakageldyev	2415	1979	USR	391	
H. Karner	2415	1979	USR	392	
B. Katalymov	2415	1979	USR	393	
J. Lechtynsky	2415	1979	CSR	394	
L. Lederman	2415	1979	ISR	395	
Ljubisavljevic	2415	1979	YUG	396	
Matera	2415	1979	USA	397	
Vl. Muratov	2415	1979	USR	398	
Ervin Nagy	2415	1979	HUN	399	
Qi Jingxuan	2415	1979	CHN	400	
V. Tierentiev	2415	1979	USR	401	
F. Trois	2415	1979	BRA	402	
Aingorn	2410	1979	USR	403	
J. Arnason	2410	1979	ISL	404	
M. Bernat	2410	1979	ARG	405	
J. Bielczyk	2410	1979	POL	406	
M. Bjelajac	2410	1979	YUG	407	
H. Bohm	2410	1979	NED	408	
S. Bohosjan	2410	1979	BUL	409	
S. Bojkovic	2410	1979	YUG	410	
V. Chebanenko	2410	1979	USR	411	
E.W. Formanek	2410	1979	USA	412	
V. Frias	2410	1979	CHI	413	
Gild. Garcia	2410	1979	COL	414	
R. Govedarica	2410	1979	YUG	415	
V. Gusev	2410	1979	USR	416	
K. Harandi	2410	1979	IRI	417	
Heinicke	2410	1979	FRG	418	
T. Horvath	2410	1979	HUN	419	
S. Ivarsson	2410	1979	SWE	420	
B. Jansson	2410	1979	SWE	421	
N. Kelecevic	2410	1979	YUG	422	
D. Keller	2410	1979	DDR	423	
F. Kuijpers	2410	1979	NED	424	
H. Liebert	2410	1979	DDR	425	
L. Liptay	2410	1979	HUN	426	
S. Martinovic	2410	1979	YUG	427	
P. Ostojic	2410	1979	YUG	428	
Padevsky	2410	1979	BUL	429	
Mircea Pavlov	2410	1979	ROM	430	
Pal Petran	2410	1979	HUN	431	
J. Plaskett	2410	1979	ENG	432	
P. Popovic	2410	1979	YUG	433	
Radovici	2410	1979	ROM	434	
B. Rind	2410	1979	USA	435	
H. Rossetto	2410	1979	ARG	436	
Tuzovsky	2410	1979	USR	437	
E. Varnusz	2410	1979	HUN	438	
V.V. Vorotnikov	2410	1979	USR	439	
H. Wirthensohn	2410	1979	SUI	440	
W. Wolf	2410	1979	FRG	441	
I. Zilber	2410	1979	CUB	442	
J. Armas	2405	1979	CUB	443	
M.J. Basman	2405	1979	ENG	444	
M. Bobotsov	2405	1979	BUL	445	
V. Bukal	2405	1979	YUG	446	
R. Cappello	2405	1979	ITA	447	
Cleghorn	2405	1979	USA	448	
A. Donchenko	2405	1979	USR	449	
Dricta	2405	1979	CSR	450	
J.P. Fedorowicz	2405	1979	USA	451	
K. Frey	2405	1979	MEX	452	
N. Gaprindashvili	2405	1979	USR	453	
P. Gesos	2405	1979	GRE	454	
Gouveia	2405	1979	BRA	455	
C. Guimard	2405	1979	ARG	456	
K.J. Helmers	2405	1979	NOR	457	
R. Henley	2405	1979	USA	458	
M. Hermann	2405	1979	FRG	459	
K. Kaiszauri	2405	1979	SWE	460	
H. Kestler	2405	1979	FRG	461	
Ab. Khassin	2405	1979	USR	462	
V. Kirpichnikov	2405	1979	USR	463	
Lekovic	2405	1979	YUG	464	
P. Littlewood	2405	1979	ENG	465	
Liu Wenze	2405	1979	CHN	466	
W. Martz	2405	1979	USA	467	
Mazzolini	2405	1979	ARG	468	
E. Meduna	2405	1979	CSR	469	
Musil	2405	1979	YUG	470	
Pritchett	2405	1979	SCO	471	
Pukshansky	2405	1979	USR	472	
M.A. Rohde	2405	1979	USA	473	
P. Szilagyi	2405	1979	HUN	474	
D. Uddenfeldt	2405	1979	SWE	475	
E. Ungureanu	2405	1979	ROM	476	
H. Angantysson	2400	1979	ISL	477	
I. Asmundsson	2400	1979	ISL	478	
V. Baikov	2400	1979	USR	479	
P. Brandts	2400	1979	USA	480	
A.J. Butnoris	2400	1979	USR	481	
D.H. Campora	2400	1979	ARG	482	
L. Cserna	2400	1979	HUN	483	
O. Cuasnicu	2400	1979	ARG	484	
Z. Doda	2400	1979	POL	485	
O. Donchenko	2400	1979	USR	486	
D. Donchev	2400	1979	BUL	487	
B. Enklaar	2400	1979	NED	488	
J. Garcia-Padron	2400	1979	ESP	489	
Th. Ghitescu	2400	1979	ROM	490	
A. Godes	2400	1979	USR	491	
L. Gofstein	2400	1979	USR	492	
J. Grefe	2400	1979	USA	493	
R. Grinberg	2400	1979	ARG	494	
P. Henry	2400	1979	IRL	495	
F. Ignatiev	2400	1979	USR	496	
D. Janosevic	2400	1979	YUG	497	
Kochner	2400	1979	USR	498	
B. Kogan	2400	1979	USR	499	
O. Magnusson	2400	1979	ISL	500	
G. Makarov	2400	1979	USR	501	
Maki-Mantan	2400	1979	FIN	502	
B. Maksimovic	2400	1979	YUG	503	
Mohring	2400	1979	DDR	504	
L. Navarovszky	2400	1979	HUN	505	
Jos. Nun	2400	1979	CSR	506	
Ostermeyer	2400	1979	FRG	507	
Pahtz	2400	1979	DDR	508	
M. Ruderfer	2400	1979	USR	509	
Rytov	2400	1979	USR	510	
Schinzel	2400	1979	POL	511	
A. Segal	2400	1979	BRA	512	
C. Silva Sanchez	2400	1979	CHI	513	
J. Sloth	2400	1979	DEN	514	
J. Szmetan	2400	1979	ARG	515	
P. Van der Sterren	2400	1979	NED	516	
M. Yudovich	2400	1979	USR	517	
J. Banas	2395	1979	CSR	518	
Z. Basagic	2395	1979	YUG	519	
J.M. Bellon Lopez	2395	1979	ESP	520	
H. Borghi	2395	1979	ARG	521	
O. Borik	2395	1979	FRG	522	
F. Borkowski	2395	1979	POL	523	
A. Brkljaca	2395	1979	YUG	524	
A. Campos-Ruiz	2395	1979	MEX	525	
E. Cobo Arteaga	2395	1979	CUB	526	
G. Dizdar	2395	1979	YUG	527	
I. Fischer	2395	1979	ROM	528	
Gerenski	2395	1979	BUL	529	
S. Gorelov	2395	1979	USR	530	
R. Hartoch	2395	1979	NED	531	
J. Hase	2395	1979	ARG	532	
Hoen	2395	1979	NOR	533	
S. Holm	2395	1979	SWE	534	
A.V. Ivanov	2395	1979	USR	535	
Kernan	2395	1979	IRL	536	
A. Kosikov	2395	1979	USR	537	
A. Lanc	2395	1979	CSR	538	
G. Lebredo	2395	1979	CUB	539	
A. Lombard	2395	1979	SUI	540	
R. Mascarinas	2395	1979	PHI	541	
H.J. Meissner	2395	1979	YUG	542	
P. Mejic	2395	1979	YUG	543	
D. Minic	2395	1979	YUG	544	
Prameshuber	2395	1979	AUT	545	
Y. Shabanov	2395	1979	USR	546	
Shvedchikov	2395	1979	USR	547	
Sturua	2395	1979	USR	548	
J. Trapl	2395	1979	CSR	549	
Uusi	2395	1979	USR	550	
Vooremaa	2395	1979	USR	551	
A.H. Williams	2395	1979	WLS	552	
L.D. Zaid	2395	1979	USR	553	
B. Abramovic	2390	1979	YUG	554	
G. Agzamov	2390	1979	USR	555	
Amos	2390	1979	CAN	556	
A. Bachtiar	2390	1979	INA	557	
I. Biriescu	2390	1979	ROM	558	
D. Bjelica	2390	1979	YUG	559	
G.S. Botterill	2390	1979	WLS	560	
C. Braga	2390	1979	DDR	561	
Dantar	2390	1979	YUG	562	
J. Eising	2390	1979	FRG	563	
E. Gonsior	2390	1979	CSR	564	
R. Grabczewski	2390	1979	POL	565	
J. Horner	2390	1979	ENG	566	
S. Johannessen	2390	1979	NOR	567	
Jovic	2390	1979	YUG	568	
L. Kaufman	2390	1979	USA	569	
P. Knudsen	2390	1979	DEN	570	
Y. Kotkov	2390	1979	USR	571	
J. Kristinsson	2390	1979	ISL	572	
Z. Krnic	2390	1979	YUG	573	
Lipnowski	2390	1979	CAN	574	
A. Machulsky	2390	1979	USR	575	
M. Markovic	2390	1979	YUG	576	
Ervin Nagy	2390	1979	USA	577	
J. Pogats	2390	1979	HUN	578	
Radashkovich	2390	1979	ISR	579	
I. Rogers	2390	1979	AUS	580	
J. Sanz	2390	1979	ESP	581	
M. Schoeneberg	2390	1979	DDR	582	
Seidler	2390	1979	ARG	583	
Semeniuk	2390	1979	USR	584	
M. Sisniega	2390	1979	MEX	585	
A. Sydor	2390	1979	POL	586	
Taulbut	2390	1979	ENG	587	
V. Vaisman	2390	1979	ROM	588	
H. Van Riemsdijk	2390	1979	BRA	589	
R. Vera	2390	1979	CUB	590	
O. Yepez	2390	1979	ECU	591	
B.R. Anderson	2385	1979	DEN	592	
P. Atanasov	2385	1979	BUL	593	
Brond	2385	1979	ARG	594	
M. Campos Lopez	2385	1979	MEX	595	
E. Chaplinsky	2385	1979	USR	596	
M. Cuellar Gacharna	2385	1979	COL	597	
Sr. Cvetkovic	2385	1979	YUG	598	
H. De la Vega	2385	1979	ARG	599	
Dur	2385	1979	AUT	600	
Ekstrom	2385	1979	SWE	601	
Juan C. Fernandez	2385	1979	CUB	602	
A. Fershter	2385	1979	USR	603	
Friedman	2385	1979	ISR	604	
H.-U. Gruenberg	2385	1979	DDR	605	
B. Hammar	2385	1979	SWE	606	
Kivlan	2385	1979	USR	607	
A. Lilienthal	2385	1979	HUN	608	
V. Lukov	2385	1979	BUL	609	
Gh. Mititelu	2385	1979	ROM	610	
Ch. Niklasson	2385	1979	SWE	611	
E. Prandstetter	2385	1979	CSR	612	
J. Rigo	2385	1979	HUN	613	
Scholl	2385	1979	NED	614	
Swierczewski	2385	1979	POL	615	
T. Ujtumen	2385	1979	MGL	616	
A. Urzica	2385	1979	ROM	617	
A. Vaiser	2385	1979	USR	618	
K. Wockenfuss	2385	1979	FRG	619	
H. Ardiansyah	2380	1979	INA	620	
Balduzzi	2380	1979	ARG	621	
Begun	2380	1979	USR	622	
T. Bjerre	2380	1979	DEN	623	
M. Chandler	2380	1979	NZL	624	
M.G. Chiburdanidze	2380	1979	USR	625	
H. Dobosz	2380	1979	POL	626	
D. Dobrev	2380	1979	BUL	627	
J. Eslon	2380	1979	SWE	628	
M.L. Fuller	2380	1979	AUS	629	
Happel	2380	1979	NED	630	
Hindle	2380	1979	ENG	631	
Huisl	2380	1979	FRG	632	
Sp. Ivanov	2380	1979	BUL	633	
I. Jankovec	2380	1979	CSR	634	
N. Lakic	2380	1979	YUG	635	
D. Losev	2380	1979	USR	636	
N. Minev	2380	1979	BUL	637	
R. Nicevski	2380	1979	YUG	638	
Nisman	2380	1979	USR	639	
J. Ost-Hansen	2380	1979	DEN	640	
Palermo	2380	1979	ARG	641	
M. Peretz	2380	1979	ISR	642	
J. Pete	2380	1979	YUG	643	
E. Poulsson	2380	1979	NOR	644	
Radev	2380	1979	BUL	645	
U. Rath	2380	1979	DEN	646	
A. Remon	2380	1979	CUB	647	
M. Solmundarsson	2380	1979	ISL	648	
I. Somogyi	2380	1979	HUN	649	
D. Ugrinovic	2380	1979	YUG	650	
Varasdy	2380	1979	HUN	651	
S. Velickovic	2380	1979	YUG	652	
V.L. Alterman	2375	1979	USR	653	
Baumbach	2375	1979	DDR	654	
J.B. Bednarski	2375	1979	POL	655	
R. Behling	2375	1979	FRG	656	
B. Brinck-Claussen	2375	1979	DEN	657	
V. Bykov	2375	1979	USR	658	
Cabrido	2375	1979	PHI	659	
C. Chellstorp	2375	1979	USA	660	
L. Day	2375	1979	CAN	661	
L.D. Evans	2375	1979	USA	662	
A. Filipowicz	2375	1979	POL	663	
L. Garcia	2375	1979	COL	664	
M. Garkov	2375	1979	BUL	665	
A. Groszpeter	2375	1979	HUN	666	
G. Hamann	2375	1979	FRG	667	
L. Karlsson	2375	1979	SWE	668	
A.M. Kremenietsky	2375	1979	USR	669	
A.P. Law	2375	1979	ENG	670	
J. Littlewood	2375	1979	ENG	671	
A. Morgulov	2375	1979	USR	672	
I. Morovic Fernandez	2375	1979	CHI	673	
S. Neamtu	2375	1979	ROM	674	
Nehmert	2375	1979	FRG	675	
M. Paolozzi	2375	1979	ITA	676	
D. Parr	2375	1979	AUS	677	
Poch	2375	1979	ARG	678	
Porjazov	2375	1979	BUL	679	
Prodanov	2375	1979	BUL	680	
Purev	2375	1979	USR	681	
Simkin	2375	1979	USR	682	
