Name	Rating	Year	Fed	Rank
Ilya Gurevich	2585	1994	USA	75	
Vadim Milov	2585	1994	SUI	76	
Dejan Mozetic	2585	1994	YUG	77	
Lev Psakhis	2585	1994	ISR	78	
Yasser Seirawan	2585	1994	USA	79	
Nick..E DeFirmian	2580	1994	USA	80	
Curt Hansen	2580	1994	DEN	81	
Evgeny Vladimirov	2580	1994	KAZ	82	
Valentin Arbakov	2575	1994	RUS	83	
Alexander Huzman	2575	1994	ISR	84	
Zdenko Kozul	2575	1994	CRO	85	
Henrique Mecking	2575	1994	BRA	86	
Alexander Nenashev	2575	1994	UZB	87	
Anatoli Vaisser	2575	1994	FRA	88	
Ognjen Cvitan	2570	1994	CRO	89	
Yury Dokhoian	2570	1994	RUS	90	
Josif..D Dorfman	2570	1994	FRA	91	
Vereslav..S Eingorn	2570	1994	UKR	92	
Julian.M Hodgson	2570	1994	ENG	93	
Eric Lobron	2570	1994	GER	94	
Evgeny Pigusov	2570	1994	RUS	95	
Aleksandr Shneider	2570	1994	UKR	96	
Vladimir..B Tukmakov	2570	1994	UKR	97	
John.T.H Van.Der.Wiel	2570	1994	NED	98	
Loek Van.Wely	2570	1994	NED	99	
Andras Adorjan	2565	1994	HUN	100	
Murray.G Chandler	2565	1994	ENG	101	
Lubomir Ftacnik	2565	1994	SVK	102	
Edvins Kengis	2565	1994	LAT	103	
Mikhail Krasenkov	2565	1994	RUS	104	
Bojan Kurajica	2565	1994	BIH	105	
Gilberto Milos	2565	1994	BRA	106	
Igor..A Novikov	2565	1994	UKR	107	
Ian Rogers	2565	1994	AUS	108	
Michael..A Rohde	2565	1994	USA	109	
Boris.V Spassky	2565	1994	FRA	110	
Lev..O Alburt	2560	1994	USA	111	
Larry..M Christiansen	2560	1994	USA	112	
Branko Damljanovic	2560	1994	YUG	113	
Mihail Golubev	2560	1994	UKR	114	
Ferdinand Hellers	2560	1994	SWE	115	
Bent Larsen	2560	1994	DEN	116	
Vadim Ruban	2560	1994	RUS	117	
Matthew Sadler	2560	1994	ENG	118	
Grigory Serper	2560	1994	USA	119	
Igor Stohl	2560	1994	SVK	120	
Alexander Vaulin	2560	1994	RUS	121	
Maxim Dlugy	2555	1994	USA	122	
Giorgi Giorgadze	2555	1994	GEO	123	
Alexander Ivanov	2555	1994	USA	124	
Igor Khenkin	2555	1994	RUS	125	
Konstantin..Z Lerner	2555	1994	UKR	126	
Jozsef Pinter	2555	1994	HUN	127	
Yuri..S Razuvaev	2555	1994	RUS	128	
Konstantin Sakaev	2555	1994	RUS	129	
Andrei Sokolov	2555	1994	RUS	130	
Aleksander Wojtkiewicz	2555	1994	POL	131	
Jiangchuan Ye	2555	1994	CHN	132	
Semen.I Dvoirys	2550	1994	RUS	133	
Joerg Hickl	2550	1994	GER	134	
Lubomir Kavalek	2550	1994	USA	135	
Sergey Kudrin	2550	1994	USA	136	
Jesus Nogueiras	2550	1994	CUB	137	
Margeir Petursson	2550	1994	ISL	138	
Yury Piskov	2550	1994	RUS	139	
Zsuzsa.(GM) Polgar	2550	1994	HUN	140	
Sergei Rublevsky	2550	1994	RUS	141	
Kevin Spraggett	2550	1994	CAN	142	
Zurab Sturua	2550	1994	GEO	143	
Jun Xu	2550	1994	CHN	144	
Alonso Zapata	2550	1994	COL	145	
Ashot Anastasian	2545	1994	ARM	146	
Konstantin..N Aseev	2545	1994	RUS	147	
Milan Drasko	2545	1994	YUG	148	
Yehuda Gruenfeld	2545	1994	ISR	149	
Dmitry Gurevich	2545	1994	USA	150	
Lars.Bo Hansen	2545	1994	DEN	151	
Vasilios Kotronias	2545	1994	GRE	152	
Peter Leko	2545	1994	HUN	153	
Artashes Minasian	2545	1994	ARM	154	
Gennadij Sagalchik	2545	1994	USA	155	
Ruslan Sherbakov	2545	1994	RUS	156	
Sergey Smagin	2545	1994	RUS	157	
Vadim Zvjaginsev	2545	1994	RUS	158	
Roman Dzindzichashvili	2540	1994	USA	159	
Alejandro Hoffman	2540	1994	ARG	160	
Valery..A Loginov	2540	1994	RUS	161	
Sergey Makarichev	2540	1994	RUS	162	
Stanislav Savchenko	2540	1994	UKR	163	
Philipp Schlosser	2540	1994	GER	164	
Vasil Spasov	2540	1994	BUL	165	
Markus Stangl	2540	1994	GER	166	
Tibor Tolnai	2540	1994	HUN	167	
Michael Wilder	2540	1994	USA	168	
Leonid Yurtaev	2540	1994	KGZ	169	
Utut Adianto	2535	1994	INA	170	
Aleksej Aleksandrov	2535	1994	BLR	171	
Uwe Boensch	2535	1994	GER	172	
Alexandar Budnikov	2535	1994	RUS	173	
Daniel.H Campora	2535	1994	ARG	174	
Evgeny Gleizerov	2535	1994	RUS	175	
Vlastimil Hort	2535	1994	GER	176	
Csaba Horvath	2535	1994	HUN	177	
Andrei..Y Kharitonov	2535	1994	RUS	178	
Andrei Kharlov	2535	1994	RUS	179	
Stefan Kindermann	2535	1994	GER	180	
Dimitri Komarov	2535	1994	UKR	181	
Zigurds Lanka	2535	1994	LAT	182	
Ralf Lau	2535	1994	GER	183	
Viktor Moskalenko	2535	1994	UKR	184	
Helgi Olafsson	2535	1994	ISL	185	
Alexander Onischuk	2535	1994	UKR	186	
Nukhim..N Rashkovsky	2535	1994	RUS	187	
Elizbar Ubilava	2535	1994	GEO	188	
Sergey Arkhipov	2530	1994	RUS	189	
Suat Atalik	2530	1994	TUR	190	
Valery Beim	2530	1994	ISR	191	
Vladimir Burmakin	2530	1994	RUS	192	
Alexandru Crisan	2530	1994	ROM	193	
Christian Gabriel	2530	1994	GER	194	
Tamaz Giorgadze	2530	1994	GEO	195	
Mark Hebden	2530	1994	ENG	196	
Krunoslav Hulak	2530	1994	CRO	197	
Zlatko Ilincic	2530	1994	YUG	198	
Rainer Knaak	2530	1994	GER	199	
Andrei Kovalev	2530	1994	BLR	200	
Anatoly D Machulsky	2530	1994	RUS	201	
Mihail Marin	2530	1994	ROM	202	
Adrian Mikhalchishin	2530	1994	SLO	203	
Valeriy Neverov	2530	1994	UKR	204	
Friso Nijboer	2530	1994	NED	205	
Lothar Schmid	2530	1994	GER	206	
Vassily Smyslov	2530	1994	RUS	207	
Jaime Sunye.Neto	2530	1994	BRA	208	
Yuri Yakovich	2530	1994	RUS	209	
Gennadi Zaichik	2530	1994	GEO	210	
Vladimir Bagirov	2525	1994	LAT	211	
Pavel Blatny	2525	1994	CZE	212	
Nigel..R Davies	2525	1994	ENG	213	
John.M Emms	2525	1994	ENG	214	
Alexander Fishbein	2525	1994	USA	215	
Glenn.C Flear	2525	1994	ENG	216	
Artur Frolov	2525	1994	UKR	217	
Gildardo Garcia	2525	1994	COL	218	
Leonid..D Gofshtein	2525	1994	ISR	219	
Attila Groszpeter	2525	1994	HUN	220	
Ildar Ibragimov	2525	1994	RUS	221	
Alexey Kuzmin	2525	1994	RUS	222	
Nikolay..A Legky	2525	1994	UKR	223	
Elmar Magerramov	2525	1994	AZE	224	
Marat Makarov	2525	1994	RUS	225	
Vidmantas Malisauskas	2525	1994	LTU	226	
Jacob Murey	2525	1994	ISR	227	
David Norwood	2525	1994	ENG	228	
Petar Popovic	2525	1994	YUG	229	
Sergei Shipov	2525	1994	RUS	230	
Spyridon Skembris	2525	1994	GRE	231	
Evgeniy Solozhenkin	2525	1994	RUS	232	
Gennadi Sosonko	2525	1994	NED	233	
Hannes Stefansson	2525	1994	ISL	234	
Mihai Suba	2525	1994	ROM	235	
James E Tarjan	2525	1994	USA	236	
William.N Watson	2525	1994	ENG	237	
Jon..L Arnason	2520	1994	ISL	238	
Aleksandar Baburin	2520	1994	RUS	239	
Miso Cebalo	2520	1994	CRO	240	
Maia.(GM) Chiburdanidze	2520	1994	GEO	241	
John..P Fedorowicz	2520	1994	USA	242	
Lars Karlsson	2520	1994	SWE	243	
Yona Kosashvili	2520	1994	ISR	244	
Viktor Kuporosov	2520	1994	RUS	245	
Aloyzas Kveinys	2520	1994	LTU	246	
Bogdan Lalic	2520	1994	CRO	247	
Weiguo Lin	2520	1994	CHN	248	
A..Jonathan Mestel	2520	1994	ENG	249	
Karel Mokry	2520	1994	CZE	250	
Paul Motwani	2520	1994	SCO	251	
Niaz Murshed	2520	1994	BAN	252	
Oscar Panno	2520	1994	ARG	253	
Gyula Sax	2520	1994	HUN	254	
Drazen Sermek	2520	1994	SLO	255	
Miron..N Sher	2520	1994	RUS	256	
Jan Smejkal	2520	1994	CZE	257	
Ram Soffer	2520	1994	ISR	258	
Maxim Sorokin	2520	1994	ARG	259	
Genadij Timoscenko	2520	1994	SVK	260	
Georgy Timoshenko	2520	1994	UKR	261	
Eugenio Torre	2520	1994	PHI	262	
Matthias Wahls	2520	1994	GER	263	
Michael Bezold	2515	1994	GER	264	
Vlatko Bogdanovski	2515	1994	FRM	265	
Slim Bouaziz	2515	1994	TUN	266	
Pia.(GM) Cramling	2515	1994	SWE	267	
Emir Dizdarevic	2515	1994	BIH	268	
Ivan Farago	2515	1994	HUN	269	
Alexander Fominyh	2515	1994	RUS	270	
Jonny Hector	2515	1994	SWE	271	
Jozsef Horvath	2515	1994	HUN	272	
Vyacheslav Ikonnikov	2515	1994	RUS	273	
Mikhail..M Ivanov	2515	1994	RUS	274	
Vlastimil Jansa	2515	1994	CZE	275	
Ludger Keitlinghaus	2515	1994	GER	276	
Dragan Kosic	2515	1994	YUG	277	
Anthony.C Kosten	2515	1994	ENG	278	
Viktor..D Kupreichik	2515	1994	BLR	279	
Thomas Luther	2515	1994	GER	280	
Georgi Orlov	2515	1994	USA	281	
Darius Ruzele	2515	1994	LTU	282	
Pavel.V Tregubov	2515	1994	RUS	283	
Vitaly Tseshkovsky	2515	1994	RUS	284	
Mikhail Ulibin	2515	1994	RUS	285	
Jun.(GM) Xie	2515	1994	CHN	286	
Yuri..S Balashov	2510	1994	RUS	287	
Dibyendu Barua	2510	1994	IND	288	
Walter.S Browne	2510	1994	USA	289	
Vitali Golod	2510	1994	ISR	290	
Zbynek Hracek	2510	1994	CZE	291	
Robert Kuczynski	2510	1994	POL	292	
Konstantin Landa	2510	1994	RUS	293	
Leonid Milov	2510	1994	UKR	294	
Aleksandr Poluljahov	2510	1994	RUS	295	
Nikolai Pushkov	2510	1994	RUS	296	
Miguel.A Quinteros	2510	1994	ARG	297	
Gad Rechlis	2510	1994	ISR	298	
Hugo Spangenberg	2510	1994	ARG	299	
Alexander Stripunsky	2510	1994	UKR	300	
Karl Thorsteins	2510	1994	ISL	301	
Vladislav Tkachiev	2510	1994	KAZ	302	
Viktor Varavin	2510	1994	RUS	303	
Valeri Yandemirov	2510	1994	RUS	304	
Sergey Zagrebelny	2510	1994	UZB	305	
Rogelio.Jr Antonio	2505	1994	PHI	306	
Vlastimil Babula	2505	1994	CZE	307	
Viacheslav Dydyshko	2505	1994	BLR	308	
Alexei Fedorov	2505	1994	BLR	309	
Jacek Gdanski	2505	1994	POL	310	
Sergey-G Gorelov	2505	1994	RUS	311	
Efstratios Grivas	2505	1994	GRE	312	
Sergey Ionov	2505	1994	RUS	313	
Andrei Istratescu	2505	1994	ROM	314	
Sergey Ivanov	2505	1994	RUS	315	
Yuri Kruppa	2505	1994	UKR	316	
Gennadi..P Kuzmin	2505	1994	UKR	317	
Miroljub Lazic	2505	1994	YUG	318	
Jordi Magem.Badals	2505	1994	ESP	319	
Mladen Palac	2505	1994	CRO	320	
Manuel Rivas.Pastor	2505	1994	ESP	321	
Kenneth S Rogoff	2505	1994	USA	322	
Peter Svidler	2505	1994	RUS	323	
Peter Szekely	2505	1994	HUN	324	
Mark..E Taimanov	2505	1994	RUS	325	
Miodrag Todorcevic	2505	1994	YUG	326	
Evgeni Vasiukov	2505	1994	RUS	327	
Zili Wang	2505	1994	CHN	328	
Bosko Abramovic	2500	1994	YUG	329	
Keith.C Arkell	2500	1994	ENG	330	
Giorgi Bagaturov	2500	1994	GEO	331	
Dragan Barlov	2500	1994	YUG	332	
Klaus Bischoff	2500	1994	GER	333	
Michail Brodsky	2500	1994	UKR	334	
Roberto Cifuentes.Parada	2500	1994	NED	335	
Goran Dizdar	2500	1994	CRO	336	
Lasha Janjgava	2500	1994	GEO	337	
Darryl.K Johansen	2500	1994	AUS	338	
Oleg Korneev	2500	1994	RUS	339	
Jinrong Liang	2500	1994	CHN	340	
Darcy Lima	2500	1994	BRA	341	
Alexander Ryskin	2500	1994	BLR	342	
Gabriel Schwartzman	2500	1994	USA	343	
Michael F. Stean	2500	1994	ENG	344	
German Titov	2500	1994	MDA	345	
Reynaldo Vera	2500	1994	CUB	346	
Rongguang Ye	2500	1994	CHN	347	
Leonid Bass	2495	1994	USA	348	
Joris Brenninkmeijer	2495	1994	NED	349	
Vladimir Chuchelov	2495	1994	BEL	350	
Stuart Conquest	2495	1994	ENG	351	
Thien.Hai Dao	2495	1994	VIE	352	
Anatoly Dozorets	2495	1994	USA	353	
James.C Howell	2495	1994	ENG	354	
Sergey Kalinitschew	2495	1994	GER	355	
Igor Lempert	2495	1994	UKR	356	
Felix Levin	2495	1994	UKR	357	
Evgeni Maljutin	2495	1994	RUS	358	
Miroslav Markovic	2495	1994	YUG	359	
Tomasz Markowski	2495	1994	POL	360	
Marat Muhutdinov	2495	1994	RUS	361	
Evgeniy Najer	2495	1994	RUS	362	
Evgeni Ragozin	2495	1994	RUS	363	
Igors Rausis	2495	1994	LAT	364	
Radoslav Simic	2495	1994	YUG	365	
Aleksa Strikovic	2495	1994	YUG	366	
Henrik Teske	2495	1994	GER	367	
Lothar Vogt	2495	1994	GER	368	
Christopher Ward	2495	1994	ENG	369	
Luc Winants	2495	1994	BEL	370	
Wiliam G Addison	2490	1994	USA	371	
Aleksandar Berelovich	2490	1994	UKR	372	
Valery..A Chekhov	2490	1994	RUS	373	
Oleg I Dementiev	2490	1994	RUS	374	
Evgeni Dragomarezkij	2490	1994	RUS	375	
Efim..P Geller	2490	1994	RUS	376	
Edhi Handoko	2490	1994	INA	377	
Arnaud Hauchard	2490	1994	FRA	378	
Gabor Kallai	2490	1994	HUN	379	
Gennady Kiselev	2490	1994	RUS	380	
Jean-Rene Koch	2490	1994	FRA	381	
Atanas Kolev	2490	1994	BUL	382	
Jens-Uwe Maiwald	2490	1994	GER	383	
Aleksandar Matanovic	2490	1994	YUG	384	
Karen Movsziszian	2490	1994	ARM	385	
S.A Sarsam	2490	1994	IRQ	386	
Raj Tischbierek	2490	1994	GER	387	
I Tseitlin	2490	1994	RUS	388	
Maxim Turov	2490	1994	RUS	389	
Rodrigo Vasquez	2490	1994	CHI	390	
Dragoljub Velimirovic	2490	1994	YUG	391	
Peter.K Wells	2490	1994	ENG	392	
Ketevan.(IM) Arakhamia-Grant	2485	1994	GEO	393	
Walter Arencibia	2485	1994	CUB	394	
Stellan Brynell	2485	1994	SWE	395	
Joseph.G Gallagher	2485	1994	SUI	396	
Einar Gausel	2485	1994	NOR	397	
Juan.Mario Gomez.Esteban	2485	1994	ESP	398	
Gilberto Hernandez	2485	1994	MEX	399	
Borislav Ivkov	2485	1994	YUG	400	
Mirko Jukic	2485	1994	CRO	401	
Vlatko Kovacevic	2485	1994	CRO	402	
Peter Lukacs	2485	1994	HUN	403	
Marek Matlak	2485	1994	POL	404	
Tigran Nalbandian	2485	1994	ARM	405	
Oleg Nikolenko	2485	1994	RUS	406	
Zivoslav Nikolic	2485	1994	YUG	407	
Maksim Notkin	2485	1994	RUS	408	
Michael Oratovsky	2485	1994	ISR	409	
Semon Palatnik	2485	1994	USA	410	
Alexandar..G Panchenko	2485	1994	UKR	411	
Helmut.Dr Pfleger	2485	1994	GER	412	
Jim Plaskett	2485	1994	ENG	413	
Stuart Rachels	2485	1994	USA	414	
Olivier Renet	2485	1994	FRA	415	
Raul Sanguinetti	2485	1994	ARG	416	
Olav Sepp	2485	1994	EST	417	
Marek Vokac	2485	1994	CZE	418	
Alexander Zlochevskij	2485	1994	RUS	419	
Gerardo.F Barbero	2480	1994	ARG	420	
Julio Becerra.Rivero	2480	1994	CUB	421	
Sergei Beshukov	2480	1994	RUS	422	
Mikhail Braude	2480	1994	USA	423	
Lucas Brunner	2480	1994	SUI	424	
Goran Cabrilo	2480	1994	YUG	425	
Konstantin Chernyshov	2480	1994	RUS	426	
Henrik Danielsen	2480	1994	DEN	427	
Jean-Marc Degraeve	2480	1994	FRA	428	
Aleksander Delchev	2480	1994	BUL	429	
Stefan Djuric	2480	1994	YUG	430	
Dimitar.I Donchev	2480	1994	BUL	431	
Thomas Ernst	2480	1994	SWE	432	
Aivars Gipslis	2480	1994	LAT	433	
Michele Godena	2480	1994	ITA	434	
Hichem Hamdouchi	2480	1994	MAR	435	
Ronen Har-Zvi	2480	1994	ISR	436	
Ivan Hausner	2480	1994	CZE	437	
Ron..W Henley	2480	1994	USA	438	
Igor..V Ivanov	2480	1994	USA	439	
Bozidar Ivanovic	2480	1994	YUG	440	
Armin Kapetanovic	2480	1994	BIH	441	
Julio P Kaplan	2480	1994	USA	442	
Bachar Kouatly	2480	1994	FRA	443	
Nikolai..V Krogius	2480	1994	RUS	444	
Anatoly Lein	2480	1994	USA	445	
Ronen Lev	2480	1994	ISR	446	
Romuald Mainka	2480	1994	GER	447	
Igor Miladinovic	2480	1994	GRE	448	
Karsten Mueller	2480	1994	GER	449	
Vladislav Nevednichy	2480	1994	ROM	450	
Maxim Novik	2480	1994	RUS	451	
Thomas Paehtz	2480	1994	GER	452	
Alexander..N Panchenko	2480	1994	RUS	453	
Bruno Parma	2480	1994	SLO	454	
Milos Pavlovic	2480	1994	YUG	455	
Robert Rabiega	2480	1994	GER	456	
Arkadij Rotstein	2480	1994	UKR	457	
Mikhail Rytshagov	2480	1994	EST	458	
Mihail Saltaev	2480	1994	UZB	459	
Karsten Volke	2480	1994	GER	460	
Evgenij Agrest	2475	1994	SWE	461	
Alex Avshalumov	2475	1994	RUS	462	
Christian Bauer	2475	1994	FRA	463	
Roland Berzinsh	2475	1994	LAT	464	
Dragisa Blagojevic	2475	1994	YUG	465	
Luis Comas.Fabrego	2475	1994	ESP	466	
Mark Dvoretzky	2475	1994	RUS	467	
Evgenij Ermenkov	2475	1994	BUL	468	
Benjamin Finegold	2475	1994	USA	469	
Zenon Franco.Ocampo	2475	1994	ESP	470	
David Garcia.Ilundain	2475	1994	ESP	471	
Sergio.C Giardelli	2475	1994	ARG	472	
Eduard Gufeld	2475	1994	GEO	473	
Petr Haba	2475	1994	CZE	474	
Tamas Horvath	2475	1994	HUN	475	
Boris Itkis	2475	1994	ROM	476	
Zbigniew Jasnikowski	2475	1994	POL	477	
Josef Klinger	2475	1994	AUT	478	
Alexander Kochyev	2475	1994	RUS	479	
Mahmood Lodhi	2475	1994	PAK	480	
Andrei Maksimenko	2475	1994	UKR	481	
S. Nadyrhanov	2475	1994	UZB	482	
Peter.Heine Nielsen	2475	1994	DEN	483	
Berge Ostenstad	2475	1994	NOR	484	
Xiaomin Peng	2475	1994	CHN	485	
Pal Petran	2475	1994	HUN	486	
Eric Prie	2475	1994	FRA	487	
Dusan Rajkovic	2475	1994	YUG	488	
Yuri N Sakharov	2475	1994	RUS	489	
Praveen..M Thipsay	2475	1994	IND	490	
Gennady Tunik	2475	1994	RUS	491	
Wolfgang Uhlmann	2475	1994	GER	492	
Vasily Yemelin	2475	1994	RUS	493	
Sergey..N Yuferov	2475	1994	RUS	494	
Julio Bolbochan	2470	1994	ARG	495	
Srdjan Cvetkovic	2470	1994	YUG	496	
Jesus De.La.Villa.Garcia	2470	1994	ESP	497	
Larry M. Evans	2470	1994	USA	498	
Petar Genov	2470	1994	BUL	499	
Krum Georgiev	2470	1994	BUL	500	
Sarhan Guliev	2470	1994	AZE	501	
Michael Hoffmann	2470	1994	GER	502	
Petr Kiriakov	2470	1994	RUS	503	
Nino Kirov	2470	1994	BUL	504	
Sergey Kishnev	2470	1994	RUS	505	
Davor Komljenovic	2470	1994	CRO	506	
Vincent McCambridge	2470	1994	USA	507	
Eugene..B Meyer	2470	1994	USA	508	
Nikola Mitkov	2470	1994	FRM	509	
Igor Moizhess	2470	1994	RUS	510	
Erling Mortensen	2470	1994	DEN	511	
Nickolai Peregudov	2470	1994	KAZ	512	
John..A Peters	2470	1994	USA	513	
Karl-Heinz Podzielny	2470	1994	GER	514	
Alexey Pugachov	2470	1994	RUS	515	
Pablo Ricardi	2470	1994	ARG	516	
Amador Rodriguez	2470	1994	CUB	517	
Douglas Root	2470	1994	USA	518	
Pablo San.Segundo.Carrillo	2470	1994	ESP	519	
Semko Semkov	2470	1994	BUL	520	
Andrei Shchekachev	2470	1994	RUS	521	
Mikhail Shereshevski	2470	1994	BLR	522	
Ariel Sorin	2470	1994	ARG	523	
Emil Sutovsky	2470	1994	ISR	524	
Throstur Thorhallsson	2470	1994	ISL	525	
Mark..D Tseitlin	2470	1994	ISR	526	
Aleksander I Tuzovsky	2470	1994	RUS	527	
Zoltan Varga	2470	1994	HUN	528	
Petar Velikov	2470	1994	BUL	529	
Antonio Antunes	2465	1994	POR	530	
Orest..N Averkin	2465	1994	RUS	531	
Vladislav Borovikov	2465	1994	UKR	532	
Emmanuel Bricard	2465	1994	FRA	533	
Lars Degerman	2465	1994	SWE	534	
Igor Efimov	2465	1994	ITA	535	
Peter Enders	2465	1994	GER	536	
Lutz Espig	2465	1994	GER	537	
Miroslav Filip	2465	1994	CZE	538	
Florin Gheorghiu	2465	1994	ROM	539	
Oswald Gschnitzer	2465	1994	GER	540	
Laszlo Hazai	2465	1994	HUN	541	
Knut J Helmers	2465	1994	NOR	542	
Ventzislav Inkiov	2465	1994	BUL	543	
Sergey Kiselev	2465	1994	RUS	544	
Bjarke Kristensen	2465	1994	DEN	545	
Dharshan Kumaran	2465	1994	ENG	546	
Andrei Makarov	2465	1994	RUS	547	
Slobodan Martinovic	2465	1994	YUG	548	
Viktor Moiseev	2465	1994	RUS	549	
Fridrik Olafsson	2465	1994	ISL	550	
Jovan Petronic	2465	1994	YUG	551	
Milko Popchev	2465	1994	BUL	552	
Wolfgang Richter	2465	1994	GER	553	
Harry Schussler	2465	1994	SWE	554	
Alex Sherzer	2465	1994	USA	555	
Gudmundur Sigurjonsson	2465	1994	ISL	556	
Konstantin Starosek	2465	1994	RUS	557	
Jonathan..D Tisdall	2465	1994	NOR	558	
Tahir Vakhidov	2465	1994	UZB	559	
Aleksandr Veingold	2465	1994	EST	560	
Vladislav..V Vorotnikov	2465	1994	RUS	561	
David Zilberstein	2465	1994	ITA	562	
Ralf Akesson	2460	1994	SWE	563	
Degurnay Aldama	2460	1994	CUB	564	
Maurice Ashley	2460	1994	USA	565	
Juan.Manuel Bellon.Lopez	2460	1994	ESP	566	
Avigdor Bykhovsky	2460	1994	RUS	567	
Robert-E Byrne	2460	1994	USA	568	
Vladimir Dimitrov	2460	1994	BUL	569	
Rune Djurhuus	2460	1994	NOR	570	
Carlos Garcia.Palermo	2460	1994	ITA	571	
Hans-Ulrich Gruenberg	2460	1994	GER	572	
Felix Izeta.Txabarri	2460	1994	ESP	573	
Alexander Khasin	2460	1994	RUS	574	
Alexandre Lesiege	2460	1994	CAN	575	
Eran Liss	2460	1994	ISR	576	
Paul.E Littlewood	2460	1994	ENG	577	
Ilan Manor	2460	1994	ISR	578	
Srdjan Marangunic	2460	1994	CRO	579	
Roberto Martin.Del.Campo	2460	1994	MEX	580	
Milan Matulovic	2460	1994	YUG	581	
Colin..A McNab	2460	1994	SCO	582	
Victor Mikhalevski	2460	1994	ISR	583	
Mikhail Nedobora	2460	1994	UKR	584	
Jakov Nesterov	2460	1994	KAZ	585	
Markus Schaefer	2460	1994	GER	586	
Leonid Shmuter	2460	1994	UKR	587	
Mats Sjoberg	2460	1994	SWE	588	
Sergio Slipak	2460	1994	ARG	589	
Nikolaus Stanec	2460	1994	AUT	590	
Laszlo Szabo	2460	1994	GER	591	
Marcelo Tempone	2460	1994	ARG	592	
Robert Zelcic	2460	1994	CRO	593	
Rogelio Barcenilla	2455	1994	PHI	594	
Mark..L Condie	2455	1994	SCO	595	
Klaus Darga	2455	1994	GER	596	
Igor Dmitriev	2455	1994	RUS	597	
Jose.Luis Fernandez.Garcia	2455	1994	ESP	598	
Fabian Fiorito	2455	1994	ARG	599	
Victor..J Frias	2455	1994	CHI	600	
Mihail-Viorel Ghinda	2455	1994	ROM	601	
George Grigore	2455	1994	ROM	602	
Li.Yang Hsu	2455	1994	SIN	603	
