Name	Rating	Year	Fed	Rank
An. Karpov	2690	1977	RUS	1	
V. Kortchnoi	2645	1977	SUI	2	
T. Petrosian	2645	1977	RUS	3	
H. Mecking	2635	1977	BRA	4	
L. Portisch	2625	1977	HUN	5	
V. Hort	2620	1977	CSR	6	
L. Polugaevsky	2620	1977	RUS	7	
Tal	2620	1977	RUS	8	
B. Larsen	2615	1977	DEN	9	
Lj. Ljubojevic	2615	1977	YUG	10	
B. Spassky	2610	1977	RUS	11	
R. Huebner	2600	1977	FRG	12	
Z. Ribli	2595	1977	HUN	13	
O. Romanishin	2595	1977	RUS	14	
V. Smyslov	2595	1977	RUS	15	
V. Cseshkovsky	2590	1977	RUS	16	
E.P. Geller	2590	1977	RUS	17	
J. Timman	2590	1977	NED	18	
B. Gulko	2585	1977	RUS	19	
R. Byrne	2580	1977	USA	20	
J. Smejkal	2575	1977	CSR	21	
E. Gufeld	2570	1977	RUS	22	
U. Andersson	2565	1977	SWE	23	
Y. Balashov	2565	1977	RUS	24	
S. Gligoric	2565	1977	YUG	25	
Gy. Sax	2565	1977	HUN	26	
E. Vasiukov	2565	1977	RUS	27	
D. Bronstein	2560	1977	RUS	28	
F. Olafsson	2560	1977	ISL	29	
A. Beliavsky	2555	1977	RUS	30	
L.M. Evans	2555	1977	USA	31	
R. Kholmov	2555	1977	RUS	32	
A. Miles	2555	1977	ENG	33	
Quinteros	2555	1977	ARG	34	
W. Uhlmann	2555	1977	DDR	35	
G.P. Kuzmin	2550	1977	RUS	36	
V. Liberzon	2550	1977	ISR	37	
O. Panno	2550	1977	ARG	38	
E. Torre	2550	1977	PHI	39	
W.S. Browne	2545	1977	USA	40	
F. Gheorghiu	2545	1977	ROM	41	
L. Kavalek	2545	1977	USA	42	
N. Krogius	2545	1977	RUS	43	
R. Vaganian	2545	1977	RUS	44	
A.S. Lutikov	2540	1977	RUS	45	
H. Pfleger	2540	1977	FRG	46	
Savon	2540	1977	RUS	47	
V. Tukmakov	2540	1977	RUS	48	
I. Csom	2535	1977	HUN	49	
R. Dzindzichashvili	2535	1977	ISR	50	
S. Furman	2535	1977	RUS	51	
A. Gipslis	2535	1977	RUS	52	
B. Malich	2535	1977	DDR	53	
A. Adorjan	2530	1977	HUN	54	
B. Kurajica	2530	1977	YUG	55	
W. Lombardy	2530	1977	USA	56	
Parma B.	2530	1977	YUG	57	
G. Sosonko	2530	1977	NED	58	
L. Szabo	2530	1977	HUN	59	
M. Taimanov	2530	1977	RUS	60	
M.I. Dvorietzky	2525	1977	RUS	61	
Hulak	2525	1977	YUG	62	
A. Lein	2525	1977	RUS	63	
Najdorf	2525	1977	ARG	64	
A.S. Suetin	2525	1977	RUS	65	
W. Unzicker	2525	1977	FRG	66	
D. Velimirovic	2525	1977	YUG	67	
Y.L. Averbakh	2520	1977	RUS	68	
V. Chekhov	2520	1977	RUS	69	
K. Rogoff	2520	1977	USA	70	
L. Schmid	2520	1977	FRG	71	
G. Sigurjonsson	2520	1977	ISL	72	
E. Sveshnikov	2520	1977	RUS	73	
V.I. Karasev	2515	1977	RUS	74	
S. Makarichev	2515	1977	RUS	75	
K. Darga	2510	1977	FRG	76	
B. Gurgenidze	2510	1977	RUS	77	
B. Ivkov	2510	1977	YUG	78	
R. Keene	2510	1977	ENG	79	
M. Matulovic	2510	1977	YUG	80	
Ney	2510	1977	RUS	81	
N. Rashkovsky	2510	1977	RUS	82	
Razuvaev	2510	1977	RUS	83	
L.O. Alburt	2505	1977	RUS	84	
A. Matanovic	2505	1977	YUG	85	
R. Sanguinetti	2505	1977	ARG	86	
Gen. Timoshchenko	2505	1977	RUS	87	
I. Farago	2500	1977	HUN	88	
M. Filip	2500	1977	CSR	89	
R. Knaak	2500	1977	DDR	90	
M. Knezevic	2500	1977	YUG	91	
I. Radulov	2500	1977	BUL	92	
Vlado Kovacevic	2495	1977	YUG	93	
D. Rajkovic	2495	1977	YUG	94	
Tarjan	2495	1977	USA	95	
Tringov	2495	1977	BUL	96	
L. Vadasz	2495	1977	HUN	97	
L. Vogt	2495	1977	DDR	98	
M. Vukic	2495	1977	YUG	99	
I.A. Zaitsev	2495	1977	RUS	100	
I. Zeitlin	2495	1977	RUS	101	
V.S. Zhidkov	2495	1977	RUS	102	
E. Bukic	2490	1977	YUG	103	
O. Dementiev	2490	1977	RUS	104	
J. Diez Del Corral	2490	1977	ESP	105	
H.-J. Hecht	2490	1977	FRG	106	
Y. Klovan	2490	1977	RUS	107	
A. Kochiyev	2490	1977	RUS	108	
V. Kupreichik	2490	1977	RUS	109	
S. Mariotti	2490	1977	ITA	110	
E. Mochalov	2490	1977	RUS	111	
V. Osnos	2490	1977	RUS	112	
S. Reshevsky	2490	1977	USA	113	
W. Schmidt	2490	1977	POL	114	
L. Espig	2485	1977	DDR	115	
G. Garcia Gonzales	2485	1977	CUB	116	
L. Pachman	2485	1977	FRG	117	
J. Pribyl	2485	1977	CSR	118	
L. Shamkovich	2485	1977	USA	119	
M.F. Stean	2485	1977	ENG	120	
V.K. Bagirov	2480	1977	RUS	121	
K. Commons	2480	1977	USA	122	
L. Grigorian	2480	1977	RUS	123	
P. Ostojic	2480	1977	YUG	124	
Padevsky	2480	1977	BUL	125	
S. Palatnik	2480	1977	RUS	126	
Shpilker	2480	1977	RUS	127	
V. Spasov	2480	1977	BUL	128	
S. Tatai	2480	1977	ITA	129	
Watnikov	2480	1977	RUS	130	
V.S. Antoshin	2475	1977	RUS	131	
W. Hartston	2475	1977	ENG	132	
Y. Kraidman	2475	1977	ISR	133	
D. Marovic	2475	1977	YUG	134	
J. Nikolac	2475	1977	YUG	135	
A. Planinc	2475	1977	YUG	136	
Shuralev	2475	1977	RUS	137	
Mikh. Tseitlin	2475	1977	RUS	138	
N. Weinstein	2475	1977	USA	139	
J. Adamski	2470	1977	POL	140	
L. Barczay	2470	1977	HUN	141	
J. Donner	2470	1977	NED	142	
S. Marangunic	2470	1977	YUG	143	
D. Minic	2470	1977	YUG	144	
V. Raicevic	2470	1977	YUG	145	
Suttles	2470	1977	CAN	146	
E. Vladimirov	2470	1977	RUS	147	
Vukcevich	2470	1977	USA	148	
R. Calvo Minguez	2465	1977	ESP	149	
O.L. Chernikov	2465	1977	RUS	150	
K.A. Grigorian	2465	1977	RUS	151	
S. Hamann	2465	1977	DEN	152	
A. Hennings	2465	1977	DDR	153	
L. Christiansen	2460	1977	USA	154	
Garashevili	2460	1977	RUS	155	
A. Kapengut	2460	1977	RUS	156	
N. Karaklajic	2460	1977	YUG	157	
A. O'Kelly	2460	1977	BEL	158	
P. Peev	2460	1977	BUL	159	
Ree	2460	1977	NED	160	
D. Sahovic	2460	1977	YUG	161	
V. Varlamov	2460	1977	RUS	162	
O. Averkin	2455	1977	RUS	163	
P. Benko	2455	1977	USA	164	
I. Dorfman	2455	1977	RUS	165	
A. Lukin	2455	1977	RUS	166	
I. Nemet	2455	1977	YUG	167	
Pal Petran	2455	1977	HUN	168	
J. Plachetka	2455	1977	CSR	169	
Platonov	2455	1977	RUS	170	
M. Suba	2455	1977	ROM	171	
V.I. Zilberstein	2455	1977	RUS	172	
A. Antoshik	2450	1977	BUL	173	
G. Antunac	2450	1977	YUG	174	
J. Barle	2450	1977	YUG	175	
Bojarinov	2450	1977	RUS	176	
A. Brkljaca	2450	1977	YUG	177	
J. Dueball	2450	1977	FRG	178	
J. Flesch	2450	1977	HUN	179	
Gy.V. Forintos	2450	1977	HUN	180	
J.A. Gonzales	2450	1977	COL	181	
Hoggatt	2450	1977	USA	182	
V. Jansa	2450	1977	CSR	183	
P. Kondratiev	2450	1977	RUS	184	
V.N. Kozlov	2450	1977	RUS	185	
P. Lukacs	2450	1977	HUN	186	
Menakov	2450	1977	RUS	187	
M. Mukhin	2450	1977	RUS	188	
Nisman	2450	1977	RUS	189	
A. Pablo Marin	2450	1977	ESP	190	
Z. Pavicic	2450	1977	YUG	191	
Podgaets	2450	1977	RUS	192	
O. Rodriguez	2450	1977	PER	193	
A. Sacharov	2450	1977	RUS	194	
Soltis	2450	1977	USA	195	
K. Spraggett	2450	1977	CAN	196	
P. Szekely	2450	1977	HUN	197	
Mark Tseitlin	2450	1977	RUS	198	
B. Zuckerman	2450	1977	USA	199	
C. Zuidema	2450	1977	NED	200	
Zwaig	2450	1977	NOR	201	
Y. Anikaev	2445	1977	RUS	202	
J. Augustin	2445	1977	CSR	203	
H. Bohm	2445	1977	NED	204	
I. Buljovcic	2445	1977	YUG	205	
E. Ermenkov	2445	1977	BUL	206	
T. Georgadze	2445	1977	RUS	207	
W. Hug	2445	1977	SUI	208	
L. Kaplan	2445	1977	USA	209	
K. Langeweg	2445	1977	NED	210	
K. Lerner	2445	1977	RUS	211	
J. Pinter	2445	1977	HUN	212	
Schweber	2445	1977	ARG	213	
R. Toran Albero	2445	1977	ESP	214	
B. Vladimirov	2445	1977	RUS	215	
Begun	2440	1977	RUS	216	
N. Birnboim	2440	1977	ISR	217	
A. Bisguier	2440	1977	USA	218	
Y. Bleiman	2440	1977	ISR	219	
U. Boensch	2440	1977	DDR	220	
C. Cuartas	2440	1977	COL	221	
P. Dely	2440	1977	HUN	222	
O.I. Dziuban	2440	1977	RUS	223	
Y. Estrin	2440	1977	RUS	224	
V.Z. Faibisovich	2440	1977	RUS	225	
J.P. Fedorowicz	2440	1977	USA	226	
Th. Ghitescu	2440	1977	ROM	227	
R. Govedarica	2440	1977	YUG	228	
L. Hazai	2440	1977	HUN	229	
Karoly Honfi	2440	1977	HUN	230	
B. Ivanovic	2440	1977	YUG	231	
S. Kagan	2440	1977	ISR	232	
H. Kestler	2440	1977	FRG	233	
Kuindsky	2440	1977	RUS	234	
A. Malevinsky	2440	1977	RUS	235	
Mohrlok	2440	1977	FRG	236	
A. Ornstein	2440	1977	SWE	237	
Salzman	2440	1977	RUS	238	
B. Toth	2440	1977	ITA	239	
P. Velikov	2440	1977	BUL	240	
G. Barcza	2435	1977	HUN	241	
I. Bilek	2435	1977	HUN	242	
P. Biyiasas	2435	1977	CAN	243	
E. Bukhman	2435	1977	RUS	244	
S. Garcia Martinez	2435	1977	CUB	245	
Rai. Garcia	2435	1977	ARG	246	
Rom. Hernandez	2435	1977	CUB	247	
D. Janosevic	2435	1977	YUG	248	
N. Kirov	2435	1977	BUL	249	
V. Korensky	2435	1977	RUS	250	
Z. Krnic	2435	1977	YUG	251	
H. Liebert	2435	1977	DDR	252	
Z. Mestrovic	2435	1977	YUG	253	
A. Mikhalchishin	2435	1977	RUS	254	
Y. Murey	2435	1977	RUS	255	
R. Nicevski	2435	1977	YUG	256	
A. Novopashin	2435	1977	RUS	257	
A.N. Panchenko	2435	1977	RUS	258	
Peltz	2435	1977	RUS	259	
H. Pilnik	2435	1977	ARG	260	
Pomar	2435	1977	ESP	261	
K. Pytel	2435	1977	POL	262	
Radashkovich	2435	1977	ISR	263	
K. Robatsch	2435	1977	AUT	264	
