Name	Rating	Year	Fed	Rank
G. Kasparov	2775	1989	USR	1	
An. Karpov	2750	1989	USR	2	
N.D. Short	2650	1989	ENG	3	
A. Beliavsky	2640	1989	USR	4	
J. Speelman	2640	1989	ENG	5	
V. Ivanchuk	2635	1989	USR	6	
V. Salov	2630	1989	USR	7	
Z. Ribli	2625	1989	HUN	8	
U. Andersson	2620	1989	SWE	9	
J.D.M. Nunn	2620	1989	ENG	10	
J. Hjartarson	2615	1989	ISL	11	
B. Gulko	2610	1989	USA	12	
V. Kortchnoi	2610	1989	SUI	13	
S. Lputian	2610	1989	USR	14	
L. Portisch	2610	1989	HUN	15	
Gy. Sax	2610	1989	HUN	16	
Y. Seirawan	2610	1989	USA	17	
Tal	2610	1989	USR	18	
J. Timman	2610	1989	NED	19	
A. Yusupov	2610	1989	USR	20	
S. Agdestein	2605	1989	NOR	21	
Pr. Nikolic	2605	1989	YUG	22	
A. Sokolov	2605	1989	USR	23	
M. Chandler	2600	1989	ENG	24	
J. Ehlvest	2600	1989	USR	25	
B. Gelfand	2600	1989	USR	26	
R. Huebner	2600	1989	FRG	27	
R. Vaganian	2600	1989	USR	28	
Kir. Georgiev	2590	1989	BUL	29	
M. Gurevich	2590	1989	USR	30	
V. Tukmakov	2590	1989	USR	31	
L. Psakhis	2585	1989	USR	32	
A. Chernin	2580	1989	USR	33	
S. Dolmatov	2580	1989	USR	34	
V. Hort	2580	1989	FRG	35	
B. Larsen	2580	1989	DEN	36	
Lj. Ljubojevic	2580	1989	YUG	37	
I. Sokolov	2580	1989	YUG	38	
B. Spassky	2580	1989	FRA	39	
Y. Dokhoian	2575	1989	USR	40	
J. Nogueiras	2575	1989	CUB	41	
L. Polugaevsky	2575	1989	USR	42	
K. Spraggett	2575	1989	CAN	43	
N. De Firmian	2570	1989	USA	44	
M. Dlugy	2570	1989	USA	45	
V.S. Eingorn	2570	1989	USR	46	
I. Dorfman	2565	1989	USR	47	
F. Hellers	2565	1989	SWE	48	
L. Kavalek	2565	1989	USA	49	
E. Torre	2565	1989	PHI	50	
Z. Azmayparashvili	2560	1989	USR	51	
Y. Murey	2560	1989	ISR	52	
V. Smyslov	2560	1989	USR	53	
J. Van der Wiel	2560	1989	NED	54	
E. Bareev	2555	1989	USR	55	
E. Lobron	2555	1989	FRG	56	
J. Polgar	2555	1989	HUN	57	
O. Romanishin	2555	1989	USR	58	
J. Arnason	2550	1989	ISL	59	
