Name	Rating	Year	Rank	Fed
N.D. Short	2500	1984	ENG	81	
M.F. Stean	2500	1984	ENG	82	
D. Velimirovic	2500	1984	YUG	83	
B. Abramovic	2495	1984	YUG	84	
L.M. Evans	2495	1984	USA	85	
T. Georgadze	2495	1984	USR	86	
F. Gheorghiu	2495	1984	ROM	87	
R. Henley	2495	1984	USA	88	
B. Kurajica	2495	1984	YUG	89	
S. Makarichev	2495	1984	USR	90	
Najdorf	2495	1984	ARG	91	
F. Olafsson	2495	1984	ISL	92	
A. Sokolov	2495	1984	USR	93	
J. Speelman	2495	1984	ENG	94	
T. Wedberg	2495	1984	SWE	95	
Joel Benjamin	2490	1984	USA	96	
O. Dementiev	2490	1984	USR	97	
D. Donchev	2490	1984	BUL	98	
A. Groszpeter	2490	1984	HUN	99	
V. Inkiov	2490	1984	BUL	100	
R. Knaak	2490	1984	DDR	101	
A. Matanovic	2490	1984	YUG	102	
Parma B.	2490	1984	YUG	103	
E. Vladimirov	2490	1984	USR	104	
B. Zuckerman	2490	1984	USA	105	
V.K. Bagirov	2485	1984	USR	106	
M. Cebalo	2485	1984	YUG	107	
V. Didishko	2485	1984	USR	108	
S.I. Dvoirys	2485	1984	USR	109	
R. Dzindzichashvili	2485	1984	USA	110	
J. Ehlvest	2485	1984	USR	111	
M. Filip	2485	1984	CSR	112	
C. Garcia Palermo	2485	1984	ARG	113	
V.N. Gavrikov	2485	1984	USR	114	
A. Gipslis	2485	1984	USR	115	
C. Hansen	2485	1984	DEN	116	
K. Lerner	2485	1984	USR	117	
V.P. Malaniuk	2485	1984	USR	118	
Wl. Schmidt	2485	1984	POL	119	
R. Simic	2485	1984	YUG	120	
L. Vogt	2485	1984	DDR	121	
D.H. Campora	2480	1984	ARG	122	
Z. Franco	2480	1984	PAR	123	
E. Gufeld	2480	1984	USR	124	
L. Gutman	2480	1984	ISR	125	
L. Karlsson	2480	1984	SWE	126	
V. Kupreichik	2480	1984	USR	127	
A. Mikhalchishin	2480	1984	USR	128	
Ree	2480	1984	NED	129	
A. Szypulski	2480	1984	POL	130	
A. Chernin	2475	1984	USR	131	
V.S. Eingorn	2475	1984	USR	132	
J.P. Fedorowicz	2475	1984	USA	133	
B. Ivkov	2475	1984	YUG	134	
V. Jansa	2475	1984	CSR	135	
D.K. Johansen	2475	1984	AUS	136	
R. Keene	2475	1984	ENG	137	
A. Lein	2475	1984	USA	138	
E. Meduna	2475	1984	CSR	139	
J. Plaskett	2475	1984	ENG	140	
V. Spasov	2475	1984	BUL	141	
Gen. Timoshchenko	2475	1984	USR	142	
A. Vaiser	2475	1984	USR	143	
P. Van der Sterren	2475	1984	NED	144	
V.V. Vorotnikov	2475	1984	USR	145	
O. Cvitan	2470	1984	YUG	146	
K. Darga	2470	1984	FRG	147	
A. Greenfeld	2470	1984	ISR	148	
B. Gulko	2470	1984	USR	149	
B. Gurgenidze	2470	1984	USR	150	
S. Kindermann	2470	1984	FRG	151	
P. Korzubov	2470	1984	USR	152	
J. Lechtynsky	2470	1984	CSR	153	
P. Lukacs	2470	1984	HUN	154	
A. Lukin	2470	1984	USR	155	
J. Nogueiras	2470	1984	CUB	156	
A. Petrosian	2470	1984	USR	157	
N. Rashkovsky	2470	1984	USR	158	
K. Shirazi	2470	1984	IRI	159	
G. Sigurjonsson	2470	1984	ISL	160	
J. Sunye Neto	2470	1984	BRA	161	
E. Ubilava	2470	1984	USR	162	
A. Vyzmanavin	2470	1984	USR	163	
G. Zaitshik	2470	1984	USR	164	
A. Zapata	2470	1984	COL	165	
Y.L. Averbakh	2465	1984	USR	166	
O. Averkin	2465	1984	USR	167	
P. Biyiasas	2465	1984	USA	168	
E. Bukic	2465	1984	YUG	169	
G. Dizdar	2465	1984	YUG	170	
R. Kholmov	2465	1984	USR	171	
D. Marovic	2465	1984	YUG	172	
M. Matulovic	2465	1984	YUG	173	
V. Mccambridge	2465	1984	USA	174	
J. Nikolac	2465	1984	YUG	175	
L. Ogaard	2465	1984	NOR	176	
M. Petursson	2465	1984	ISL	177	
I. Radulov	2465	1984	BUL	178	
M. Sisniega	2465	1984	MEX	179	
P. Velikov	2465	1984	BUL	180	
A.A. Vitolinsh	2465	1984	USR	181	
J. Adamski	2460	1984	POL	182	
Y. Anikaev	2460	1984	USR	183	
Z. Azmayparashvili	2460	1984	USR	184	
D. Barua	2460	1984	IND	185	
O.L. Chernikov	2460	1984	USR	186	
M. Dlugy	2460	1984	USA	187	
L. Hazai	2460	1984	HUN	188	
Rom. Hernandez	2460	1984	CUB	189	
Z. Klaric	2460	1984	YUG	190	
S. Martinovic	2460	1984	YUG	191	
E. Mednis	2460	1984	USA	192	
Ostermeyer	2460	1984	FRG	193	
E. Pigusov	2460	1984	USR	194	
S. Reshevsky	2460	1984	USA	195	
A. Shneider	2460	1984	USR	196	
L. Szabo	2460	1984	HUN	197	
A. Sznapik	2460	1984	POL	198	
E. Vasiukov	2460	1984	USR	199	
M. Wiedenkeller	2460	1984	NOR	200	
L. Yudasin	2460	1984	USR	201	
V.S. Zhidkov	2460	1984	USR	202	
M.-V. Ghinda	2455	1984	ROM	203	
M. Hebden	2455	1984	ENG	204	
K.J. Helmers	2455	1984	NOR	205	
A. Herzog	2455	1984	AUT	206	
R.M. Jamieson	2455	1984	AUS	207	
S. Kagan	2455	1984	ISR	208	
A. Kapengut	2455	1984	USR	209	
A. Kharitonov	2455	1984	USR	210	
N. Kirov	2455	1984	BUL	211	
A. Kochiyev	2455	1984	USR	212	
V. Liberzon	2455	1984	ISR	213	
V. Osnos	2455	1984	USR	214	
S. Palatnik	2455	1984	USR	215	
J. Pribyl	2455	1984	CSR	216	
I. Rogers	2455	1984	AUS	217	
J. Rukavina	2455	1984	YUG	218	
W. Unzicker	2455	1984	FRG	219	
B. Vladimirov	2455	1984	USR	220	
Jiangchuan Ye	2455	1984	CHN	221	
H. Ardiansyah	2450	1984	INA	222	
P. Benko	2450	1984	USA	223	
S. Garcia Martinez	2450	1984	CUB	224	
A.V. Gulbrandsen	2450	1984	NOR	225	
H.-J. Hecht	2450	1984	FRG	226	
M. Knezevic	2450	1984	YUG	227	
B. Kogan	2450	1984	USR	228	
J. Kristiansen	2450	1984	DEN	229	
Ney	2450	1984	USR	230	
A.N. Panchenko	2450	1984	USR	231	
Podgaets	2450	1984	USR	232	
J. Rubinetti	2450	1984	ARG	233	
L. Shamkovich	2450	1984	USA	234	
Sturua	2450	1984	USR	235	
T. Taylor	2450	1984	USA	236	
R. Tischbierek	2450	1984	DDR	237	
J.L. Vilela	2450	1984	CUB	238	
M. Vukic	2450	1984	YUG	239	
L. Bass	2445	1984	USA	240	
An. Bykhovsky	2445	1984	USR	241	
K. Commons	2445	1984	USA	242	
J. Dueball	2445	1984	FRG	243	
O. Foisor	2445	1984	ROM	244	
Kr. Georgiev	2445	1984	BUL	245	
S. Gorelov	2445	1984	USR	246	
Z. Ilic	2445	1984	YUG	247	
L. Kaufman	2445	1984	USA	248	
E. Kengis	2445	1984	USR	249	
G. Ligterink	2445	1984	NED	250	
S. Mariotti	2445	1984	ITA	251	
E. Meyer	2445	1984	USA	252	
H. Olafsson	2445	1984	ISL	253	
Padevsky	2445	1984	BUL	254	
Z. Pavicic	2445	1984	YUG	255	
I. Polovodin	2445	1984	USR	256	
F. Portisch	2445	1984	HUN	257	
A. Rodriguez	2445	1984	CUB	258	
Savon	2445	1984	USR	259	
P. Scheeren	2445	1984	NED	260	
H. Schussler	2445	1984	SWE	261	
E. Shvidler	2445	1984	ISR	262	
N. Spiridonov	2445	1984	BUL	263	
N. Birnboim	2440	1984	ISR	264	
V. Ciocaltea	2440	1984	ROM	265	
M. Drasko	2440	1984	YUG	266	
J.L Fernandez Garcia	2440	1984	ESP	267	
Gy.V. Forintos	2440	1984	HUN	268	
H.-U. Gruenberg	2440	1984	DDR	269	
S. Hamann	2440	1984	DEN	270	
W. Hartston	2440	1984	ENG	271	
J.M. Hodgson	2440	1984	ENG	272	
T. Horvath	2440	1984	HUN	273	
Co. Ionescu	2440	1984	ROM	274	
P. Kondratiev	2440	1984	USR	275	
Zunian Li	2440	1984	CHN	276	
E. Mortensen	2440	1984	DEN	277	
L. Pachman	2440	1984	FRG	278	
Petkevich	2440	1984	USR	279	
J. Plachetka	2440	1984	CSR	280	
D. Rajkovic	2440	1984	YUG	281	
Rantanen	2440	1984	FIN	282	
M.A. Rohde	2440	1984	USA	283	
V. Salov	2440	1984	USR	284	
L.-A. Schneider	2440	1984	SWE	285	
V. Sergievsky	2440	1984	YUG	286	
Taulbut	2440	1984	ENG	287	
T. Toshkov	2440	1984	BUL	288	
R. Vera	2440	1984	CUB	289	
Milo. Vujovic	2440	1984	YUG	290	
S. Agdestein	2435	1984	NOR	291	
Harsha Aturupane	2435	1984	SRI	292	
D. Bronstein	2435	1984	USR	293	
V. Bukal	2435	1984	YUG	294	
L. Day	2435	1984	CAN	295	
J. Diez Del Corral	2435	1984	ESP	296	
Y. Gruenfeld	2435	1984	ISR	297	
W. Hug	2435	1984	SUI	298	
D.J. King	2435	1984	ENG	299	
V.A. Kozlov	2435	1984	USR	300	
P. Littlewood	2435	1984	ENG	301	
V. Lukov	2435	1984	BUL	302	
S. Marangunic	2435	1984	YUG	303	
E. Mnatsakanian	2435	1984	USR	304	
K. Mokry	2435	1984	CSR	305	
I. Morovic Fernandez	2435	1984	CHI	306	
Y. Murey	2435	1984	ISR	307	
R. Pelts	2435	1984	CAN	308	
E. Prandstetter	2435	1984	CSR	309	
T. Rakic	2435	1984	YUG	310	
Soltis	2435	1984	USA	311	
P. Thipsay	2435	1984	IND	312	
Tringov	2435	1984	BUL	313	
C. Van Wijgerden	2435	1984	NED	314	
D. Verduga	2435	1984	ECU	315	
W.N. Watson	2435	1984	ENG	316	
M. Wilder	2435	1984	USA	317	
J. Ambroz	2430	1984	CSR	318	
J. Bany	2430	1984	POL	319	
G. Cabrilo	2430	1984	YUG	320	
T. Casper	2430	1984	DDR	321	
P. Dely	2430	1984	HUN	322	
Ekstrom	2430	1984	SWE	323	
J. Eslon	2430	1984	SWE	324	
G. Estevez	2430	1984	CUB	325	
Kir. Georgiev	2430	1984	BUL	326	
J.M. Gomez Esteban	2430	1984	ESP	327	
Iz. Jelen	2430	1984	YUG	328	
Al. Khassin	2430	1984	USR	329	
Y. Klovan	2430	1984	USR	330	
M. Kuijf	2430	1984	NED	331	
E. Magerramov	2430	1984	USR	332	
B. Malich	2430	1984	DDR	333	
H. Messing	2430	1984	YUG	334	
F. Muco	2430	1984	ALB	335	
J. Ost-Hansen	2430	1984	DEN	336	
K. Robatsch	2430	1984	AUT	337	
P. Szekely	2430	1984	HUN	338	
S. Tatai	2430	1984	ITA	339	
A. Veingold	2430	1984	USR	340	
W. Wittmann	2430	1984	AUT	341	
S.N. Yuferov	2430	1984	USR	342	
J.M. Bellon Lopez	2425	1984	ESP	343	
A. Bisguier	2425	1984	USA	344	
Y. Bleiman	2425	1984	ISR	345	
U. Boensch	2425	1984	DDR	346	
A.V. Cherepkov	2425	1984	USR	347	
R. Cifuentes Parada	2425	1984	CHI	348	
L. Dobrovolsky	2425	1984	CSR	349	
J.W. Donaldson	2425	1984	USA	350	
L. Eolian	2425	1984	USR	351	
V.Z. Faibisovich	2425	1984	USR	352	
V. Frias	2425	1984	CHI	353	
A.V. Ivanov	2425	1984	USR	354	
B. Kouatly	2425	1984	LIB	355	
R. Mascarinas	2425	1984	PHI	356	
L. Oll	2425	1984	USR	357	
Partos	2425	1984	SUI	358	
L. Popov	2425	1984	BUL	359	
Qi Jingxuan	2425	1984	CHN	360	
D. Sahovic	2425	1984	YUG	361	
Szalanczy	2425	1984	HUN	362	
Tiller	2425	1984	NOR	363	
M. Todorcevic	2425	1984	YUG	364	
Akesson	2420	1984	SWE	365	
G. Andruet	2420	1984	FRA	366	
P. Atanasov	2420	1984	BUL	367	
J. Barle	2420	1984	YUG	368	
J.M. Bradford	2420	1984	USA	369	
R. Calvo Minguez	2420	1984	ESP	370	
Dragoljub M. Ciric	2420	1984	YUG	371	
L. Cserna	2420	1984	HUN	372	
Sr. Cvetkovic	2420	1984	YUG	373	
J. Donner	2420	1984	NED	374	
L. Espig	2420	1984	DDR	375	
S. Fedder	2420	1984	DEN	376	
J.O. Fries-Nielsen	2420	1984	DEN	377	
Rai. Garcia	2420	1984	ARG	378	
P. Gesos	2420	1984	GRE	379	
Th. Ghitescu	2420	1984	ROM	380	
J. Grefe	2420	1984	USA	381	
N. Grinberg	2420	1984	ISR	382	
Ro. Gunawan	2420	1984	INA	383	
M. Gurevich	2420	1984	USR	384	
P. Herb	2420	1984	FRA	385	
O. Jakobsen	2420	1984	DEN	386	
N. Karaklajic	2420	1984	YUG	387	
Kiedrowicz	2420	1984	POL	388	
A. Kosikov	2420	1984	USR	389	
D. Lalev	2420	1984	BUL	390	
N.L. Levin	2420	1984	AUS	391	
Maiorov	2420	1984	USR	392	
G. Makropoulos	2420	1984	GRE	393	
M. Marantz	2420	1984	ISR	394	
Mikadze	2420	1984	USR	395	
E. Mochalov	2420	1984	USR	396	
Nickoloff	2420	1984	CAN	397	
Z. Nikolic	2420	1984	YUG	398	
I.A. Novikov	2420	1984	USR	399	
P. Orlov	2420	1984	YUG	400	
A.I. Petrushin	2420	1984	USR	401	
A. Planinc	2420	1984	YUG	402	
Renman	2420	1984	SWE	403	
R. Rodriguez	2420	1984	PHI	404	
S. Semkov	2420	1984	BUL	405	
V. Stoica	2420	1984	ROM	406	
Suttles	2420	1984	CAN	407	
A. Sygulski	2420	1984	POL	408	
P. Szilagyi	2420	1984	HUN	409	
J.D. Tisdall	2420	1984	USA	410	
J. Tompa	2420	1984	HUN	411	
L. Vadasz	2420	1984	HUN	412	
J. Watson	2420	1984	USA	413	
A. Yermolinsky	2420	1984	USR	414	
P. Zarubin	2420	1984	USR	415	
B.A. Zlotnik	2420	1984	USR	416	
J. Aldrete	2415	1984	MEX	417	
H. Bohm	2415	1984	NED	418	
L. Bronstein	2415	1984	ARG	419	
P. Donoso Velasco	2415	1984	CHI	420	
O.I. Dziuban	2415	1984	USR	421	
J. Emma	2415	1984	ARG	422	
E. Ermenkov	2415	1984	BUL	423	
Th. Ernst	2415	1984	SWE	424	
J.E. Granda Zuniga	2415	1984	PER	425	
E. Haag	2415	1984	HUN	426	
J. Hase	2415	1984	ARG	427	
S. Heim	2415	1984	NOR	428	
A. Hennings	2415	1984	DDR	429	
J. Hjartarson	2415	1984	ISL	430	
G. Hjorth	2415	1984	AUS	431	
H. Karner	2415	1984	USR	432	
V.N. Kozlov	2415	1984	USR	433	
A. Kuligowski	2415	1984	POL	434	
L. Lengyel	2415	1984	HUN	435	
L. Liptay	2415	1984	HUN	436	
F. Ochoa De Echaguen	2415	1984	ESP	437	
Pal Petran	2415	1984	HUN	438	
Ravikumar	2415	1984	IND	439	
A. Schneider	2415	1984	HUN	440	
Schweber	2415	1984	ARG	441	
Shereshevsky	2415	1984	USR	442	
T. Tomalczyk	2415	1984	SIN	443	
M. Valvo	2415	1984	USA	444	
H. Wirthensohn	2415	1984	SUI	445	
L. Barczay	2410	1984	HUN	446	
D. Barlov	2410	1984	YUG	447	
M. Bjelajac	2410	1984	YUG	448	
H. Bouwmeester	2410	1984	NED	449	
F. Braga	2410	1984	ARG	450	
A.J. Butnoris	2410	1984	USR	451	
Grdinic	2410	1984	YUG	452	
Grigorov	2410	1984	BUL	453	
S. Gross	2410	1984	CSR	454	
M. Hawelko	2410	1984	POL	455	
I.R. Johannsson	2410	1984	ISL	456	
M. Jovicic	2410	1984	YUG	457	
Jr. Karolyi	2410	1984	HUN	458	
N. Kelecevic	2410	1984	YUG	459	
H. Kestler	2410	1984	FRG	460	
Y. Kraidman	2410	1984	ISR	461	
A.M. Kremenietsky	2410	1984	USR	462	
Z. Krnic	2410	1984	YUG	463	
A.S. Lutikov	2410	1984	USR	464	
A. Malevinsky	2410	1984	USR	465	
Mariasin	2410	1984	USR	466	
R. Milovanovic	2410	1984	YUG	467	
. Murshed	2410	1984	BAN	468	
Z. Novoselski	2410	1984	YUG	469	
M. Paolozzi	2410	1984	BRA	470	
Y.N. Popov	2410	1984	USR	471	
J.M. Ramirez Ruacho	2410	1984	MEX	472	
O. Rodriguez	2410	1984	PER	473	
A.F. Saidy	2410	1984	USA	474	
D. Strauss	2410	1984	USA	475	
V.M. Arbakov	2405	1984	USR	476	
J. Boey	2405	1984	BEL	477	
Bucker S.	2405	1984	FRG	478	
P. Cramling	2405	1984	SWE	479	
G. Danner	2405	1984	AUT	480	
J.C. Diaz	2405	1984	CUB	481	
E. Dizdarevic	2405	1984	YUG	482	
H. Dobosz	2405	1984	POL	483	
K.A. Grigorian	2405	1984	USR	484	
A. Haik	2405	1984	FRA	485	
G. Kallai	2405	1984	HUN	486	
D. Keller	2405	1984	DDR	487	
Z. Kozul	2405	1984	YUG	488	
Kruszynski	2405	1984	POL	489	
F. Kuijpers	2405	1984	NED	490	
L. Lederman	2405	1984	ISR	491	
H. Liebert	2405	1984	DDR	492	
Liu Wenze	2405	1984	CHN	493	
R. Mateo	2405	1984	DOM	494	
D. Minic	2405	1984	YUG	495	
G. Miralles	2405	1984	FRA	496	
L. Neckar	2405	1984	CSR	497	
R. Nicevski	2405	1984	YUG	498	
A. Ornstein	2405	1984	SWE	499	
P. Peev	2405	1984	BUL	500	
N.B. Pinal	2405	1984	CUB	501	
K.-H. Podzielny	2405	1984	FRG	502	
Pomar	2405	1984	ESP	503	
H. Reefschlaeger	2405	1984	FRG	504	
J. Sofrevski	2405	1984	YUG	505	
P. Staniszewski	2405	1984	POL	506	
I. Stohl	2405	1984	CSR	507	
A.S. Suetin	2405	1984	USR	508	
N.I. Andrianov	2400	1984	USR	509	
G. Antunac	2400	1984	YUG	510	
D. Bernstein	2400	1984	ISR	511	
I. Buljovcic	2400	1984	YUG	512	
B. Damljanovic	2400	1984	YUG	513	
R.A. Filguth	2400	1984	BRA	514	
J. Fleck	2400	1984	FRG	515	
J. Flesch	2400	1984	HUN	516	
C. Guimard	2400	1984	ARG	517	
E. Handoko	2400	1984	INA	518	
Hoi	2400	1984	DEN	519	
Kotz	2400	1984	USR	520	
Z. Ksieki	2400	1984	POL	521	
K. Langeweg	2400	1984	NED	522	
Leow	2400	1984	SIN	523	
Jinrong Liang	2400	1984	CHN	524	
M. Mozny	2400	1984	CSR	525	
Mircea Pavlov	2400	1984	ROM	526	
Ravisekhar	2400	1984	IND	527	
K. Regan	2400	1984	USA	528	
J. Rodriguez Cordoba	2400	1984	CUB	529	
D. Sellos	2400	1984	FRA	530	
P. Spacek	2400	1984	CSR	531	
P. Stempin	2400	1984	POL	532	
Tomaszewski	2400	1984	POL	533	
Vainger	2400	1984	ISR	534	
H. Van Riemsdijk	2400	1984	BRA	535	
S. Velickovic	2400	1984	YUG	536	
Villareal	2400	1984	MEX	537	
Z. Vranesic	2400	1984	CAN	538	
I.A. Zaitsev	2400	1984	USR	539	
I. Zilber	2400	1984	ISR	540	
N.R. Zilberman	2400	1984	USR	541	
A. Adamski	2395	1984	POL	542	
H. Angantysson	2395	1984	ISL	543	
I. Armas	2395	1984	ROM	544	
I. Bilek	2395	1984	HUN	545	
K. Bischoff	2395	1984	FRG	546	
N.H. Bradbury	2395	1984	ENG	547	
De Wit J.S.	2395	1984	NED	548	
Delaune	2395	1984	USA	549	
Despotovic	2395	1984	YUG	550	
B. Enklaar	2395	1984	NED	551	
S. Giardelli	2395	1984	ARG	552	
I. Glek	2395	1984	USR	553	
L. Gofstein	2395	1984	USR	554	
J. Hebert	2395	1984	CAN	555	
V. Hresc	2395	1984	YUG	556	
G. Johansson	2395	1984	SWE	557	
D. Kaiumov	2395	1984	USR	558	
B. Kileng	2395	1984	INA	559	
Kolarov	2395	1984	BUL	560	
D. Komljenovic	2395	1984	YUG	561	
G.W. Lawton	2395	1984	ENG	562	
Luczak	2395	1984	POL	563	
And. Martin	2395	1984	ENG	564	
P. Mitrovic	2395	1984	YUG	565	
Mohring	2395	1984	DDR	566	
Negulescu	2395	1984	YUG	567	
C. Panzeri	2395	1984	ARG	568	
D. Paunovic	2395	1984	YUG	569	
Pritchett	2395	1984	SCO	570	
Radashkovich	2395	1984	ISR	571	
V. Raicevic	2395	1984	YUG	572	
R. Rowley	2395	1984	USA	573	
Sikora	2395	1984	CSR	574	
Soos	2395	1984	FRG	575	
Steczkowski	2395	1984	POL	576	
A. Sydor	2395	1984	POL	577	
B. Toth	2395	1984	ITA	578	
F. Trois	2395	1984	BRA	579	
Th. Welin	2395	1984	SWE	580	
J. Whitehead	2395	1984	USA	581	
A.H. Williams	2395	1984	WLS	582	
A. Yap	2395	1984	PHI	583	
D. Alzate	2390	1984	COL	584	
K.N. Aseev	2390	1984	USR	585	
M.J. Basman	2390	1984	ENG	586	
K. Berg	2390	1984	DEN	587	
M. Bertok	2390	1984	YUG	588	
T.F. Binham	2390	1984	FIN	589	
C. Blocker	2390	1984	USA	590	
R. Bogdanovic	2390	1984	YUG	591	
Bouaziz	2390	1984	TUN	592	
D.H. Cummings	2390	1984	ENG	593	
Dur	2390	1984	AUT	594	
Gild. Garcia	2390	1984	COL	595	
M. Gerusel	2390	1984	FRG	596	
J. Horner	2390	1984	ENG	597	
A. Huzman	2390	1984	USR	598	
Sp. Ivanov	2390	1984	BUL	599	
Lj. Jovic	2390	1984	YUG	600	
G. Kaidanov	2390	1984	USR	601	
L. Karsa	2390	1984	HUN	602	
Konikowski	2390	1984	POL	603	
Kopec	2390	1984	USA	604	
S. Kosanski	2390	1984	YUG	605	
A. Kudrashov	2390	1984	USR	606	
A. Lanc	2390	1984	CSR	607	
R. Maric	2390	1984	YUG	608	
D. Mcclintock	2390	1984	USA	609	
S. Milanovic	2390	1984	YUG	610	
Vl. Muratov	2390	1984	USR	611	
I. Nemet	2390	1984	YUG	612	
Ji. Nun	2390	1984	CSR	613	
M. Orso	2390	1984	CUB	614	
L. Piasetski	2390	1984	CAN	615	
Poch	2390	1984	ARG	616	
J. Rizzitano	2390	1984	USA	617	
M. Ruderfer	2390	1984	USR	618	
S.-A. Saeed	2390	1984	UAE	619	
D. Samovojska	2390	1984	YUG	620	
J.-L. Seret	2390	1984	FRA	621	
W. Shipman	2390	1984	USA	622	
S. Soylu	2390	1984	TUR	623	
Z. Sula	2390	1984	ALB	624	
D. Ugrinovic	2390	1984	YUG	625	
Varasdy	2390	1984	HUN	626	
R.N. Vasiliev	2390	1984	USR	627	
Vooremaa	2390	1984	USR	628	
V.F. Zaltsman	2390	1984	USA	629	
J.D. Abreu	2385	1984	DOM	630	
U. Adianto	2385	1984	INA	631	
V. Arapovic	2385	1984	YUG	632	
J. Augustin	2385	1984	CSR	633	
Babula	2385	1984	CSR	634	
A. Balshan	2385	1984	ISR	635	
L.A. Belov	2385	1984	USR	636	
Bordonada	2385	1984	PHI	637	
H. Borghi	2385	1984	ARG	638	
M.G. Chiburdanidze	2385	1984	USR	639	
Juan C. Fernandez	2385	1984	CUB	640	
G.C. Flear	2385	1984	ENG	641	
K. Frey	2385	1984	MEX	642	
A. Glianietz	2385	1984	USR	643	
Karoly Honfi	2385	1984	HUN	644	
W. Kaiser	2385	1984	FRG	645	
Kourkounakis	2385	1984	GRE	646	
A. Martin Gonzalez	2385	1984	ESP	647	
Musil	2385	1984	YUG	648	
A. Novopashin	2385	1984	USR	649	
Jos. Nun	2385	1984	CSR	650	
T.N. Parameswaren	2385	1984	IND	651	
D. Roos	2385	1984	FRA	652	
Saren	2385	1984	FIN	653	
Schinzel	2385	1984	POL	654	
Y. Shabanov	2385	1984	USR	655	
Shashin	2385	1984	USR	656	
S. Skembris	2385	1984	GRE	657	
J. Sloth	2385	1984	DEN	658	
D. Supancic	2385	1984	YUG	659	
H.M.J. Westerinen	2385	1984	FIN	660	
L. Yurtaev	2385	1984	USR	661	
B. Zueger	2385	1984	SUI	662	
V. Baikov	2380	1984	USR	663	
I. Bajec	2380	1984	YUG	664	
M. Bernat	2380	1984	ARG	665	
P.A. Boersma	2380	1984	NED	666	
S. Bohosjan	2380	1984	BUL	667	
O. Borik	2380	1984	FRG	668	
J. Campos Moreno	2380	1984	CHI	669	
Clemens	2380	1984	FRG	670	
D. Cramling	2380	1984	SWE	671	
O. Cuasnicu	2380	1984	ARG	672	
P. David	2380	1984	CSR	673	
Th. Espig	2380	1984	DDR	674	
F. Gobet	2380	1984	SUI	675	
D. Goodman	2380	1984	ENG	676	
