Name	Rating	Year	Fed	Rank
An. Karpov	2710	1983	RUS	1	
G. Kasparov	2690	1983	RUS	2	
Lj. Ljubojevic	2645	1983	YUG	3	
U. Andersson	2635	1983	SWE	4	
R. Huebner	2625	1983	FRG	5	
L. Polugaevsky	2625	1983	RUS	6	
L. Portisch	2620	1983	HUN	7	
Tal	2620	1983	RUS	8	
T. Petrosian	2605	1983	RUS	9	
B. Spassky	2605	1983	RUS	10	
J. Timman	2605	1983	NED	11	
V. Kortchnoi	2600	1983	SUI	12	
Y. Seirawan	2600	1983	USA	13	
Z. Ribli	2595	1983	HUN	14	
V. Smyslov	2595	1983	RUS	15	
V. Hort	2585	1983	CSR	16	
O. Romanishin	2585	1983	RUS	17	
G. Sosonko	2585	1983	NED	18	
L. Psakhis	2580	1983	RUS	19	
E. Torre	2580	1983	PHI	20	
V. Tukmakov	2580	1983	RUS	21	
E.P. Geller	2575	1983	RUS	22	
A. Beliavsky	2570	1983	RUS	23	
Ji. Nun	2570	1983	ENG	24	
J. Speelman	2570	1983	ENG	25	
A. Yusupov	2565	1983	RUS	26	
L.O. Alburt	2560	1983	USA	27	
V. Cseshkovsky	2560	1983	RUS	28	
L. Ftacnik	2560	1983	CSR	29	
L. Kavalek	2560	1983	USA	30	
Gy. Sax	2560	1983	HUN	31	
J. Smejkal	2560	1983	CSR	32	
Vlado Kovacevic	2555	1983	YUG	33	
B. Larsen	2555	1983	DEN	34	
S. Dolmatov	2550	1983	RUS	35	
R. Vaganian	2550	1983	RUS	36	
Y. Balashov	2540	1983	RUS	37	
W.S. Browne	2540	1983	USA	38	
I. Dorfman	2540	1983	RUS	39	
G. Agzamov	2535	1983	RUS	40	
J. Pinter	2535	1983	HUN	41	
M. Suba	2535	1983	ROM	42	
Tarjan	2535	1983	USA	43	
A. Adorjan	2530	1983	HUN	44	
I.V. Ivanov	2530	1983	CAN	45	
L. Schmid	2530	1983	FRG	46	
J. Van der Wiel	2530	1983	NED	47	
R. Henley	2525	1983	USA	48	
K. Lerner	2525	1983	RUS	49	
L. Christiansen	2520	1983	USA	50	
Razuvaev	2520	1983	RUS	51	
R. Byrne	2515	1983	USA	52	
S. Djuric	2515	1983	YUG	53	
L.M. Evans	2515	1983	USA	54	
G. Garcia Gonzales	2515	1983	CUB	55	
Hulak	2515	1983	YUG	56	
E. Lobron	2515	1983	FRG	57	
W. Lombardy	2515	1983	USA	58	
Najdorf	2515	1983	ARG	59	
P. Popovic	2515	1983	YUG	60	
Quinteros	2515	1983	ARG	61	
M. Taimanov	2515	1983	RUS	62	
V. Chekhov	2510	1983	RUS	63	
S. Gligoric	2510	1983	YUG	64	
B. Kurajica	2510	1983	YUG	65	
G.P. Kuzmin	2510	1983	RUS	66	
N.D. Short	2510	1983	ENG	67	
L. Vogt	2510	1983	DDR	68	
I. Csom	2505	1983	HUN	69	
I. Farago	2505	1983	HUN	70	
A. Groszpeter	2505	1983	HUN	71	
L. Karlsson	2505	1983	SWE	72	
R. Knaak	2505	1983	DDR	73	
S. Kudrin	2505	1983	USA	74	
Mestelj.	2505	1983	ENG	75	
H. Pfleger	2505	1983	FRG	76	
K. Rogoff	2505	1983	USA	77	
E. Sveshnikov	2505	1983	RUS	78	
W. Uhlmann	2505	1983	DDR	79	
V.K. Bagirov	2500	1983	RUS	80	
M. Chandler	2500	1983	ENG	81	
Z. Franco	2500	1983	PAR	82	
V. Inkiov	2500	1983	BUL	83	
Y. Murey	2500	1983	ISR	84	
O. Panno	2500	1983	ARG	85	
Ree	2500	1983	NED	86	
M.F. Stean	2500	1983	ENG	87	
E. Vladimirov	2500	1983	RUS	88	
T. Wedberg	2500	1983	SWE	89	
L. Yudasin	2500	1983	RUS	90	
T. Georgadze	2495	1983	RUS	91	
F. Gheorghiu	2495	1983	ROM	92	
B. Gurgenidze	2495	1983	RUS	93	
S. Lputian	2495	1983	RUS	94	
Ney	2495	1983	RUS	95	
F. Olafsson	2495	1983	ISL	96	
I. Radulov	2495	1983	BUL	97	
N. Rashkovsky	2495	1983	RUS	98	
K. Spraggett	2495	1983	CAN	99	
D. Bronstein	2490	1983	RUS	100	
O. Dementiev	2490	1983	RUS	101	
B. Gulko	2490	1983	RUS	102	
V. Hresc	2490	1983	YUG	103	
D.K. Johansen	2490	1983	AUS	104	
R. Keene	2490	1983	ENG	105	
A. Lein	2490	1983	USA	106	
M. Matulovic	2490	1983	YUG	107	
Pr. Nikolic	2490	1983	YUG	108	
J. Nogueiras	2490	1983	CUB	109	
Parma B.	2490	1983	YUG	110	
S. Reshevsky	2490	1983	USA	111	
E. Gufeld	2485	1983	RUS	112	
A. Lukin	2485	1983	RUS	113	
A. Matanovic	2485	1983	YUG	114	
R. Sanguinetti	2485	1983	ARG	115	
H. Schussler	2485	1983	SWE	116	
R. Simic	2485	1983	YUG	117	
L. Szabo	2485	1983	HUN	118	
A. Vaiser	2485	1983	RUS	119	
D. Velimirovic	2485	1983	YUG	120	
D.H. Campora	2480	1983	ARG	121	
K. Darga	2480	1983	FRG	122	
M.I. Dvorietzky	2480	1983	RUS	123	
M. Filip	2480	1983	CSR	124	
B. Ivanovic	2480	1983	YUG	125	
L. Kaplan	2480	1983	USA	126	
R. Kholmov	2480	1983	RUS	127	
V. Kupreichik	2480	1983	RUS	128	
J. Lechtynsky	2480	1983	CSR	129	
S. Palatnik	2480	1983	RUS	130	
J.A. Peters	2480	1983	USA	131	
A. Petrosian	2480	1983	RUS	132	
L. Shamkovich	2480	1983	USA	133	
J. Sunye Neto	2480	1983	BRA	134	
E. Vasiukov	2480	1983	RUS	135	
A. Vyzmanavin	2480	1983	RUS	136	
B. Abramovic	2475	1983	YUG	137	
Joel Benjamin	2475	1983	USA	138	
A. Chernin	2475	1983	RUS	139	
N. De Firmian	2475	1983	USA	140	
A. Gipslis	2475	1983	RUS	141	
B. Ivkov	2475	1983	YUG	142	
A. Kochiyev	2475	1983	RUS	143	
B. Kogan	2475	1983	RUS	144	
E. Meduna	2475	1983	CSR	145	
E. Mortensen	2475	1983	DEN	146	
L. Ogaard	2475	1983	NOR	147	
A.N. Panchenko	2475	1983	RUS	148	
A. Rodriguez	2475	1983	CUB	149	
K. Shirazi	2475	1983	IRI	150	
P. Velikov	2475	1983	BUL	151	
B. Zuckerman	2475	1983	USA	152	
P. Benko	2470	1983	USA	153	
E. Bukic	2470	1983	YUG	154	
V.N. Gavrikov	2470	1983	RUS	155	
D. Gurevich	2470	1983	USA	156	
V. Liberzon	2470	1983	ISR	157	
J. Nikolac	2470	1983	YUG	158	
V.V. Vorotnikov	2470	1983	RUS	159	
Y.L. Averbakh	2465	1983	RUS	160	
L. Hazai	2465	1983	HUN	161	
K.J. Helmers	2465	1983	NOR	162	
P. Littlewood	2465	1983	ENG	163	
A. Mikhalchishin	2465	1983	RUS	164	
M. Rivas Pastor	2465	1983	ESP	165	
J. Rukavina	2465	1983	YUG	166	
D. Sahovic	2465	1983	YUG	167	
M. Vukic	2465	1983	YUG	168	
Y. Anikaev	2460	1983	RUS	169	
J. Arnason	2460	1983	ISL	170	
M. Cebalo	2460	1983	YUG	171	
O.L. Chernikov	2460	1983	RUS	172	
V. Didishko	2460	1983	RUS	173	
S.I. Dvoirys	2460	1983	RUS	174	
R. Dzindzichashvili	2460	1983	USA	175	
J. Ehlvest	2460	1983	RUS	176	
S. Gorelov	2460	1983	RUS	177	
A. Greenfeld	2460	1983	ISR	178	
L. Karsa	2460	1983	HUN	179	
E. Kengis	2460	1983	RUS	180	
Z. Klaric	2460	1983	YUG	181	
P. Lukacs	2460	1983	HUN	182	
V.P. Malaniuk	2460	1983	RUS	183	
D. Marovic	2460	1983	YUG	184	
E. Mednis	2460	1983	USA	185	
V. Spasov	2460	1983	BUL	186	
A. Sznapik	2460	1983	POL	187	
Szymczak	2460	1983	POL	188	
P. Van der Sterren	2460	1983	NED	189	
V.S. Zhidkov	2460	1983	RUS	190	
V.I. Zhuravliov	2460	1983	RUS	191	
Z. Azmayparashvili	2455	1983	RUS	192	
P. Biyiasas	2455	1983	USA	193	
G. Dizdar	2455	1983	YUG	194	
C. Garcia Palermo	2455	1983	ARG	195	
L. Gutman	2455	1983	ISR	196	
W. Hartston	2455	1983	ENG	197	
R.M. Jamieson	2455	1983	AUS	198	
A. Kapengut	2455	1983	RUS	199	
V. Osnos	2455	1983	RUS	200	
L. Pachman	2455	1983	FRG	201	
M. Petursson	2455	1983	ISL	202	
J. Plachetka	2455	1983	CSR	203	
D. Rajkovic	2455	1983	YUG	204	
Savon	2455	1983	RUS	205	
L.-A. Schneider	2455	1983	SWE	206	
G. Sigurjonsson	2455	1983	ISL	207	
M. Sisniega	2455	1983	MEX	208	
Soltis	2455	1983	USA	209	
Tringov	2455	1983	BUL	210	
W. Unzicker	2455	1983	FRG	211	
N. Weinstein	2455	1983	USA	212	
H. Ardiansyah	2450	1983	INA	213	
O. Averkin	2450	1983	RUS	214	
N. Birnboim	2450	1983	ISR	215	
U. Boensch	2450	1983	DDR	216	
M. Dlugy	2450	1983	USA	217	
D. Donchev	2450	1983	BUL	218	
V.S. Eingorn	2450	1983	RUS	219	
Gy.V. Forintos	2450	1983	HUN	220	
H.-U. Gruenberg	2450	1983	DDR	221	
C. Hansen	2450	1983	DEN	222	
H.-J. Hecht	2450	1983	FRG	223	
Y. Klovan	2450	1983	RUS	224	
P. Korzubov	2450	1983	RUS	225	
G. Mukhin	2450	1983	RUS	226	
A. Ornstein	2450	1983	SWE	227	
R. Pelts	2450	1983	CAN	228	
V. Peresypkin	2450	1983	RUS	229	
Podgaets	2450	1983	RUS	230	
Wl. Schmidt	2450	1983	POL	231	
A. Sokolov	2450	1983	RUS	232	
Sturua	2450	1983	RUS	233	
Vukcevich	2450	1983	USA	234	
A. Yermolinsky	2450	1983	RUS	235	
L. Barczay	2445	1983	HUN	236	
K. Bischoff	2445	1983	FRG	237	
An. Bykhovsky	2445	1983	RUS	238	
G. Cabrilo	2445	1983	YUG	239	
K. Commons	2445	1983	USA	240	
J. Dueball	2445	1983	FRG	241	
E. Ermenkov	2445	1983	BUL	242	
G.C. Flear	2445	1983	ENG	243	
M. Gurevich	2445	1983	RUS	244	
O. Jakobsen	2445	1983	DEN	245	
L. Kaufman	2445	1983	USA	246	
J. Kristiansen	2445	1983	DEN	247	
S. Marangunic	2445	1983	YUG	248	
S. Mariotti	2445	1983	ITA	249	
S. Martinovic	2445	1983	YUG	250	
Z. Nikolic	2445	1983	YUG	251	
Z. Pavicic	2445	1983	YUG	252	
P. Scheeren	2445	1983	NED	253	
J. Sofrevski	2445	1983	YUG	254	
V. Stoica	2445	1983	ROM	255	
E. Ubilava	2445	1983	RUS	256	
I.A. Zaitsev	2445	1983	RUS	257	
F. Braga	2440	1983	ARG	258	
S. Fedder	2440	1983	DEN	259	
V. Frias	2440	1983	CHI	260	
J.O. Fries-Nielsen	2440	1983	DEN	261	
Kr. Georgiev	2440	1983	BUL	262	
M.-V. Ghinda	2440	1983	ROM	263	
S. Hamann	2440	1983	DEN	264	
W. Hug	2440	1983	SUI	265	
Z. Ilic	2440	1983	YUG	266	
V. Jansa	2440	1983	CSR	267	
S. Kindermann	2440	1983	FRG	268	
M. Knezevic	2440	1983	YUG	269	
P. Kondratiev	2440	1983	RUS	270	
G. Ligterink	2440	1983	NED	271	
Ostermeyer	2440	1983	FRG	272	
Pietkievich	2440	1983	RUS	273	
J. Plaskett	2440	1983	ENG	274	
T. Rakic	2440	1983	YUG	275	
O. Rodriguez	2440	1983	PER	276	
A.S. Suetin	2440	1983	RUS	277	
Taulbut	2440	1983	ENG	278	
Gen. Timoshchenko	2440	1983	RUS	279	
J.D. Tisdall	2440	1983	USA	280	
C. Van Wijgerden	2440	1983	NED	281	
D. Verduga	2440	1983	ECU	282	
J.L. Vilela	2440	1983	CUB	283	
M. Wilder	2440	1983	USA	284	
Harsha Aturupane	2435	1983	SRI	285	
D. Barlov	2435	1983	YUG	286	
J.L Fernandez Garcia	2435	1983	ESP	287	
S. Garcia Martinez	2435	1983	CUB	288	
M. Hebden	2435	1983	ENG	289	
Rom. Hernandez	2435	1983	CUB	290	
S. Kagan	2435	1983	ISR	291	
V.A. Kozlov	2435	1983	RUS	292	
A. Kuligowski	2435	1983	POL	293	
B. Malich	2435	1983	DDR	294	
S. Marjanovic	2435	1983	YUG	295	
E. Mnatsakanian	2435	1983	RUS	296	
K. Mokry	2435	1983	CSR	297	
I. Morovic Fernandez	2435	1983	CHI	298	
Padevsky	2435	1983	BUL	299	
I. Polovodin	2435	1983	RUS	300	
L. Popov	2435	1983	BUL	301	
Rantanen	2435	1983	FIN	302	
K. Regan	2435	1983	USA	303	
J. Rubinetti	2435	1983	ARG	304	
P. Szekely	2435	1983	HUN	305	
S. Tatai	2435	1983	ITA	306	
Tiller	2435	1983	NOR	307	
W. Wittmann	2435	1983	AUT	308	
Lj. Zivkovic	2435	1983	YUG	309	
A. Bisguier	2430	1983	USA	310	
M. Bjelajac	2430	1983	YUG	311	
P. Dely	2430	1983	HUN	312	
J. Diez Del Corral	2430	1983	ESP	313	
J. Emma	2430	1983	ARG	314	
J.P. Fedorowicz	2430	1983	USA	315	
O. Foisor	2430	1983	ROM	316	
S. Giardelli	2430	1983	ARG	317	
R. Govedarica	2430	1983	YUG	318	
Y. Gruenfeld	2430	1983	ISR	319	
J. Hebert	2430	1983	CAN	320	
A. Kharitonov	2430	1983	RUS	321	
Al. Khassin	2430	1983	RUS	322	
Z. Krnic	2430	1983	YUG	323	
V. Lukov	2430	1983	BUL	324	
R. Mateo	2430	1983	DOM	325	
H. Messing	2430	1983	YUG	326	
F. Muco	2430	1983	ALB	327	
H. Olafsson	2430	1983	ISL	328	
E. Pigusov	2430	1983	RUS	329	
Platonov	2430	1983	RUS	330	
F. Portisch	2430	1983	HUN	331	
E. Prandstetter	2430	1983	CSR	332	
Qi Jingxuan	2430	1983	CHN	333	
H. Reefschlaeger	2430	1983	FRG	334	
M.A. Rohde	2430	1983	USA	335	
J. Rubinstein	2430	1983	ARG	336	
E. Shvidler	2430	1983	ISR	337	
A. Veingold	2430	1983	RUS	338	
S.N. Yuferov	2430	1983	RUS	339	
J. Adamski	2425	1983	POL	340	
V.M. Arbakov	2425	1983	RUS	341	
J.M. Bellon Lopez	2425	1983	ESP	342	
Y. Bleiman	2425	1983	ISR	343	
G.K. Borisenko	2425	1983	RUS	344	
E. Bukhman	2425	1983	RUS	345	
P. Donoso Velasco	2425	1983	CHI	346	
L. Eolian	2425	1983	RUS	347	
J. Eslon	2425	1983	SWE	348	
L. Espig	2425	1983	DDR	349	
V.Z. Faibisovich	2425	1983	RUS	350	
K.A. Grigorian	2425	1983	RUS	351	
A.V. Ivanov	2425	1983	RUS	352	
N. Kirov	2425	1983	BUL	353	
E. Magerramov	2425	1983	RUS	354	
R. Mascarinas	2425	1983	PHI	355	
Mohrlok	2425	1983	FRG	356	
L. Neckar	2425	1983	CSR	357	
Nickoloff	2425	1983	CAN	358	
Nikolaevsky	2425	1983	RUS	359	
L. Ortega	2425	1983	CUB	360	
Partos	2425	1983	SUI	361	
A. Planinc	2425	1983	YUG	362	
A. Sygulski	2425	1983	POL	363	
H. Wirthensohn	2425	1983	SUI	364	
Jiangchuan Ye	2425	1983	CHN	365	
A. Zapata	2425	1983	COL	366	
J. Ambroz	2420	1983	CSR	367	
