Name	Rating	Year	Rank	Fed
Gregory..S Kaidanov	2550	1992	USA	109	
Lubomir Kavalek	2550	1992	USA	110	
Sergey Kudrin	2550	1992	USA	111	
Vladimir..P Malaniuk	2550	1992	UKR	112	
Jesus Nogueiras	2550	1992	CUB	113	
Evgeny Pigusov	2550	1992	RUS	114	
Judit.(GM) Polgar	2550	1992	HUN	115	
Petar Popovic	2550	1992	YUG	116	
Ian Rogers	2550	1992	AUS	117	
Sergey Smagin	2550	1992	RUS	118	
Vasil Spasov	2550	1992	BUL	119	
Yury Dokhoian	2545	1992	RUS	120	
Andrei Kharlov	2545	1992	RUS	121	
Vlatko Kovacevic	2545	1992	CRO	122	
Zdenko Kozul	2545	1992	CRO	123	
Viktor..D Kupreichik	2545	1992	BLR	124	
Artashes Minasian	2545	1992	ARM	125	
Ilia Smirin	2545	1992	ISR	126	
Boris.V Spassky	2545	1992	FRA	127	
Kevin Spraggett	2545	1992	CAN	128	
Zurab Sturua	2545	1992	GEO	129	
Jiangchuan Ye	2545	1992	CHN	130	
Roberto Cifuentes.Parada	2540	1992	NED	131	
Thomas Ernst	2540	1992	SWE	132	
Sergey Kiselev	2540	1992	RUS	133	
Sergey Kishnev	2540	1992	RUS	134	
Alexey Kuzmin	2540	1992	RUS	135	
Valery..A Loginov	2540	1992	RUS	136	
Christopher Lutz	2540	1992	GER	137	
Grigory Serper	2540	1992	USA	138	
Alexander Shabalov	2540	1992	USA	139	
John.T.H Van.Der.Wiel	2540	1992	NED	140	
Michael Wilder	2540	1992	USA	141	
Andras Adorjan	2535	1992	HUN	142	
Lev..O Alburt	2535	1992	USA	143	
Walter Arencibia	2535	1992	CUB	144	
Stefan Djuric	2535	1992	YUG	145	
Efim..P Geller	2535	1992	RUS	146	
Jonny Hector	2535	1992	SWE	147	
Gennadi..P Kuzmin	2535	1992	UKR	148	
Bent Larsen	2535	1992	DEN	149	
Karel Mokry	2535	1992	CZE	150	
Jan Smejkal	2535	1992	CZE	151	
Vladimir..B Tukmakov	2535	1992	UKR	152	
Paul Van.Der.Sterren	2535	1992	NED	153	
William.N Watson	2535	1992	ENG	154	
Jun Xu	2535	1992	CHN	155	
Walter.S Browne	2530	1992	USA	156	
John..P Fedorowicz	2530	1992	USA	157	
Tamaz Giorgadze	2530	1992	GEO	158	
Gerald Hertneck	2530	1992	GER	159	
Igor Khenkin	2530	1992	RUS	160	
Anthony.C Kosten	2530	1992	ENG	161	
Sergey Makarichev	2530	1992	RUS	162	
Adrian Mikhalchishin	2530	1992	SLO	163	
Zsuzsa.(GM) Polgar	2530	1992	HUN	164	
Lothar Schmid	2530	1992	GER	165	
Spyridon Skembris	2530	1992	GRE	166	
Vassily Smyslov	2530	1992	RUS	167	
Gennadi Sosonko	2530	1992	NED	168	
Dragoljub Velimirovic	2530	1992	YUG	169	
Milan Drasko	2525	1992	YUG	170	
Zenon Franco.Ocampo	2525	1992	ESP	171	
Giorgi Giorgadze	2525	1992	GEO	172	
Evgeny Gleizerov	2525	1992	RUS	173	
Mihail Marin	2525	1992	ROM	174	
Helgi Olafsson	2525	1992	ISL	175	
Marcel Sisniega	2525	1992	MEX	176	
Mihail Tal	2525	1992	LAT	177	
James E Tarjan	2525	1992	USA	178	
Yuri Yakovich	2525	1992	RUS	179	
Rogelio.Jr Antonio	2520	1992	PHI	180	
Alexandar Budnikov	2520	1992	RUS	181	
Goran Cabrilo	2520	1992	YUG	182	
Pia.(GM) Cramling	2520	1992	SWE	183	
Dimitar.I Donchev	2520	1992	BUL	184	
Ivan Farago	2520	1992	HUN	185	
Alon Greenfeld	2520	1992	ISR	186	
A..Jonathan Mestel	2520	1992	ENG	187	
Valeriy Neverov	2520	1992	UKR	188	
Nukhim..N Rashkovsky	2520	1992	RUS	189	
Mihai Suba	2520	1992	ROM	190	
Alexander Vaulin	2520	1992	RUS	191	
Boris Alterman	2515	1992	ISR	192	
Sergey Arkhipov	2515	1992	RUS	193	
Jon..L Arnason	2515	1992	ISL	194	
Miso Cebalo	2515	1992	CRO	195	
Semen.I Dvoirys	2515	1992	RUS	196	
Igor.V Glek	2515	1992	RUS	197	
Dmitry Gurevich	2515	1992	USA	198	
Petr Haba	2515	1992	CZE	199	
Joerg Hickl	2515	1992	GER	200	
Krunoslav Hulak	2515	1992	CRO	201	
Ildar Ibragimov	2515	1992	RUS	202	
Bachar Kouatly	2515	1992	FRA	203	
Mikhail Krasenkov	2515	1992	RUS	204	
Bogdan Lalic	2515	1992	CRO	205	
Konstantin..Z Lerner	2515	1992	UKR	206	
Jordi Magem.Badals	2515	1992	ESP	207	
Gilberto Milos	2515	1992	BRA	208	
Alexander Nenashev	2515	1992	UZB	209	
Gad Rechlis	2515	1992	ISR	210	
Aleksandr Shneider	2515	1992	UKR	211	
Lothar Vogt	2515	1992	GER	212	
Luc Winants	2515	1992	BEL	213	
Rongguang Ye	2515	1992	CHN	214	
Leonid Yurtaev	2515	1992	KGZ	215	
Alonso Zapata	2515	1992	COL	216	
Joseph.G Gallagher	2510	1992	SUI	217	
Hans-Ulrich Gruenberg	2510	1992	GER	218	
Yehuda Gruenfeld	2510	1992	ISR	219	
Lars.Bo Hansen	2510	1992	DEN	220	
Ferdinand Hellers	2510	1992	SWE	221	
Josef Klinger	2510	1992	AUT	222	
Semon Palatnik	2510	1992	USA	223	
Jaime Sunye.Neto	2510	1992	BRA	224	
Genadij Timoscenko	2510	1992	SVK	225	
Javier.B Campos.Moreno	2505	1992	CHI	226	
Stuart Conquest	2505	1992	ENG	227	
Ognjen Cvitan	2505	1992	CRO	228	
Emir Dizdarevic	2505	1992	BIH	229	
Evgenij Ermenkov	2505	1992	BUL	230	
Krum Georgiev	2505	1992	BUL	231	
Alexander Huzman	2505	1992	ISR	232	
Andrei..Y Kharitonov	2505	1992	RUS	233	
Stefan Kindermann	2505	1992	GER	234	
Daniel.J King	2505	1992	ENG	235	
Rainer Knaak	2505	1992	GER	236	
Viktor Moskalenko	2505	1992	UKR	237	
Niaz Murshed	2505	1992	BAN	238	
Miguel.A Quinteros	2505	1992	ARG	239	
Manuel Rivas.Pastor	2505	1992	ESP	240	
Kenneth S Rogoff	2505	1992	USA	241	
Sergei Rublevsky	2505	1992	RUS	242	
Stanislav Savchenko	2505	1992	UKR	243	
Mark..E Taimanov	2505	1992	RUS	244	
Vladimir Bagirov	2500	1992	LAT	245	
Dragisa Blagojevic	2500	1992	YUG	246	
Uwe Boensch	2500	1992	GER	247	
Joris Brenninkmeijer	2500	1992	NED	248	
Lucas Brunner	2500	1992	SUI	249	
Viacheslav Dydyshko	2500	1992	BLR	250	
Alexander Fominyh	2500	1992	RUS	251	
Florin Gheorghiu	2500	1992	ROM	252	
Mark Hebden	2500	1992	ENG	253	
Sergey Ionov	2500	1992	RUS	254	
Nikolai..V Krogius	2500	1992	RUS	255	
Robert Kuczynski	2500	1992	POL	256	
Viktor Kuporosov	2500	1992	RUS	257	
Eduard Meduna	2500	1992	CZE	258	
Georgi Orlov	2500	1992	USA	259	
Thomas Paehtz	2500	1992	GER	260	
Mladen Palac	2500	1992	CRO	261	
Yury Piskov	2500	1992	RUS	262	
Konstantin Sakaev	2500	1992	RUS	263	
Michael F. Stean	2500	1992	ENG	264	
Praveen..M Thipsay	2500	1992	IND	265	
Evgeni Vasiukov	2500	1992	RUS	266	
Orest..N Averkin	2495	1992	RUS	267	
Leonid Bass	2495	1992	USA	268	
Klaus Bischoff	2495	1992	GER	269	
Goran Dizdar	2495	1992	CRO	270	
Anatoly Dozorets	2495	1992	USA	271	
Alexander Fishbein	2495	1992	USA	272	
Glenn.C Flear	2495	1992	ENG	273	
Artur Frolov	2495	1992	UKR	274	
Attila Groszpeter	2495	1992	HUN	275	
Gilberto Hernandez	2495	1992	MEX	276	
Alexander Kochyev	2495	1992	RUS	277	
Davor Komljenovic	2495	1992	CRO	278	
Weiguo Lin	2495	1992	CHN	279	
Peter Lukacs	2495	1992	HUN	280	
Marat Makarov	2495	1992	RUS	281	
David Norwood	2495	1992	ENG	282	
Helmut.Dr Pfleger	2495	1992	GER	283	
Olivier Renet	2495	1992	FRA	284	
Amador Rodriguez	2495	1992	CUB	285	
Alfonso Romero.Holmes	2495	1992	ESP	286	
Marc Santo.Roman	2495	1992	FRA	287	
Ruslan Sherbakov	2495	1992	RUS	288	
Wolfgang Uhlmann	2495	1992	GER	289	
Reynaldo Vera	2495	1992	CUB	290	
Milan Vukic	2495	1992	YUG	291	
Zili Wang	2495	1992	CHN	292	
Aleksander Wojtkiewicz	2495	1992	POL	293	
Wiliam G Addison	2490	1992	USA	294	
Ashot Anastasian	2490	1992	ARM	295	
Aleksandar Baburin	2490	1992	RUS	296	
Vladimir Chuchelov	2490	1992	BEL	297	
Istvan Csom	2490	1992	HUN	298	
Oleg I Dementiev	2490	1992	RUS	299	
Eduard Gufeld	2490	1992	GEO	300	
Vyacheslav Ikonnikov	2490	1992	RUS	301	
Zlatko Ilincic	2490	1992	YUG	302	
Zigurds Lanka	2490	1992	LAT	303	
Thomas Luther	2490	1992	GER	304	
Vidmantas Malisauskas	2490	1992	LTU	305	
Aleksandar Matanovic	2490	1992	YUG	306	
German Titov	2490	1992	MDA	307	
Tibor Tolnai	2490	1992	HUN	308	
I Tseitlin	2490	1992	RUS	309	
Vitaly Tseshkovsky	2490	1992	RUS	310	
Utut Adianto	2485	1992	INA	311	
Evgenij Agrest	2485	1992	SWE	312	
Gerardo.F Barbero	2485	1992	ARG	313	
Valery Beim	2485	1992	ISR	314	
Pavel Blatny	2485	1992	CZE	315	
Michail Brodsky	2485	1992	UKR	316	
Maia.(GM) Chiburdanidze	2485	1992	GEO	317	
Lasha Dzhandzhgava	2485	1992	UKR	318	
Gildardo Garcia	2485	1992	COL	319	
Leonid..D Gofshtein	2485	1992	ISR	320	
Csaba Horvath	2485	1992	HUN	321	
Darryl.K Johansen	2485	1992	AUS	322	
Ratmir..D Kholmov	2485	1992	RUS	323	
Aloyzas Kveinys	2485	1992	LTU	324	
Ivan Marinkovic	2485	1992	YUG	325	
Fridrik Olafsson	2485	1992	ISL	326	
Stuart Rachels	2485	1992	USA	327	
Matthew Sadler	2485	1992	ENG	328	
Raul Sanguinetti	2485	1992	ARG	329	
Philipp Schlosser	2485	1992	GER	330	
Eckhard Schmittdiel	2485	1992	GER	331	
Karl Thorsteins	2485	1992	ISL	332	
Raj Tischbierek	2485	1992	GER	333	
Jouni Yrjola	2485	1992	FIN	334	
Valerij Zhuravliov	2485	1992	LAT	335	
Yaacov Zilberman	2485	1992	ISR	336	
Alex Avshalumov	2480	1992	RUS	337	
Ron..W Henley	2480	1992	USA	338	
Jozsef Horvath	2480	1992	HUN	339	
Julio P Kaplan	2480	1992	USA	340	
Lars Karlsson	2480	1992	SWE	341	
Gojko Laketic	2480	1992	YUG	342	
Ralf Lau	2480	1992	GER	343	
Anatoly Lein	2480	1992	USA	344	
Vincent McCambridge	2480	1992	USA	345	
Viktor Moiseev	2480	1992	RUS	346	
Bruno Parma	2480	1992	SLO	347	
Semko Semkov	2480	1992	BUL	348	
Mikhail Shereshevski	2480	1992	BLR	349	
Aleksa Strikovic	2480	1992	YUG	350	
Georgy Timoshenko	2480	1992	UKR	351	
Mikhail-S Tseitlin	2480	1992	RUS	352	
Henry Urday	2480	1992	PER	353	
Jun.(GM) Xie	2480	1992	CHN	354	
Bosko Abramovic	2475	1992	YUG	355	
Avigdor Bykhovsky	2475	1992	RUS	356	
Mark Dvoretzky	2475	1992	RUS	357	
Peter Enders	2475	1992	GER	358	
Jose.Luis Fernandez.Garcia	2475	1992	ESP	359	
Ilya Gurevich	2475	1992	USA	360	
Borislav Ivkov	2475	1992	YUG	361	
Igor..N Khmelnitsky	2475	1992	USA	362	
Y Kruppa	2475	1992	UKR	363	
Valery Lisik	2475	1992	RUS	364	
Magaram Magomedov	2475	1992	TJK	365	
Ilan Manor	2475	1992	ISR	366	
Srdjan Marangunic	2475	1992	CRO	367	
Colin..A McNab	2475	1992	SCO	368	
John..A Peters	2475	1992	USA	369	
Gennadij Sagalchik	2475	1992	USA	370	
Yuri N Sakharov	2475	1992	RUS	371	
Miron..N Sher	2475	1992	RUS	372	
Rodrigo Vasquez	2475	1992	CHI	373	
Julio Bolbochan	2470	1992	ARG	374	
Egon Brestian	2470	1992	AUT	375	
Jean-Marc Degraeve	2470	1992	FRA	376	
Igor Efimov	2470	1992	ITA	377	
Larry M. Evans	2470	1992	USA	378	
Bozidar Ivanovic	2470	1992	YUG	379	
Nino Kirov	2470	1992	BUL	380	
Alois Lanc	2470	1992	SVK	381	
Slavoljub Marjanovic	2470	1992	YUG	382	
Eugene..B Meyer	2470	1992	USA	383	
Gilles Miralles	2470	1992	FRA	384	
Nikola Mitkov	2470	1992	FRM	385	
Vladislav Nevednichy	2470	1992	ROM	386	
Alexandar..G Panchenko	2470	1992	UKR	387	
Pal Petran	2470	1992	HUN	388	
Arshak..B Petrosian	2470	1992	ARM	389	
Dusan Rajkovic	2470	1992	YUG	390	
Miodrag Todorcevic	2470	1992	YUG	391	
Aleksander I Tuzovsky	2470	1992	RUS	392	
Peter.K Wells	2470	1992	ENG	393	
Gennadi Zaichik	2470	1992	GEO	394	
Ralf Akesson	2465	1992	SWE	395	
Antonio Antunes	2465	1992	POR	396	
Rogelio Barcenilla	2465	1992	PHI	397	
David..I Bronstein	2465	1992	RUS	398	
Srdjan Cvetkovic	2465	1992	YUG	399	
Miroslav Filip	2465	1992	CZE	400	
Benjamin Finegold	2465	1992	USA	401	
Sergey Galdunts	2465	1992	ARM	402	
Carlos Garcia.Palermo	2465	1992	ITA	403	
Aivars Gipslis	2465	1992	LAT	404	
Svetozar Gligoric	2465	1992	YUG	405	
Mihail Golubev	2465	1992	UKR	406	
Efstratios Grivas	2465	1992	GRE	407	
Lev Gutman	2465	1992	GER	408	
Knut J Helmers	2465	1992	NOR	409	
James.C Howell	2465	1992	ENG	410	
Constantin Ionescu	2465	1992	ROM	411	
Igor..V Ivanov	2465	1992	USA	412	
Oleg Korneev	2465	1992	RUS	413	
Peter Korzubov	2465	1992	BLR	414	
Jonathan Levitt	2465	1992	ENG	415	
Jinrong Liang	2465	1992	CHN	416	
Evgeni Maljutin	2465	1992	RUS	417	
Milan Matulovic	2465	1992	YUG	418	
Oleg Nikolenko	2465	1992	RUS	419	
Oscar Panno	2465	1992	ARG	420	
Milko Popchev	2465	1992	BUL	421	
Pablo Ricardi	2465	1992	ARG	422	
Orestes Rodriguez	2465	1992	ESP	423	
Wlodzimierz Schmidt	2465	1992	POL	424	
Harry Schussler	2465	1992	SWE	425	
Drazen Sermek	2465	1992	SLO	426	
Andrei Shchekachev	2465	1992	RUS	427	
Sergei Shipov	2465	1992	RUS	428	
Gudmundur Sigurjonsson	2465	1992	ISL	429	
Markus Stangl	2465	1992	GER	430	
Peter Svidler	2465	1992	RUS	431	
Klaudiusz Urban	2465	1992	POL	432	
Viktor Varavin	2465	1992	RUS	433	
Aleksandr Veingold	2465	1992	EST	434	
Tom Wedberg	2465	1992	SWE	435	
Shaobin Wu	2465	1992	CHN	436	
Vitaly F Zaltsman	2465	1992	USA	437	
Raset Ziatdinov	2465	1992	UZB	438	
Aleksej Aleksandrov	2460	1992	BLR	439	
H Ardiansyah	2460	1992	INA	440	
Keith.C Arkell	2460	1992	ENG	441	
Dragan Barlov	2460	1992	YUG	442	
Nigel..R Davies	2460	1992	ENG	443	
Victor..J Frias	2460	1992	CHI	444	
Mihail-Viorel Ghinda	2460	1992	ROM	445	
 Govashelishvili	2460	1992	RUS	446	
Laszlo Hazai	2460	1992	HUN	447	
Zbynek Hracek	2460	1992	CZE	448	
Vlastimil Jansa	2460	1992	CZE	449	
Jean-Rene Koch	2460	1992	FRA	450	
Yuri Korsunsky	2460	1992	UKR	451	
Yona Kosashvili	2460	1992	ISR	452	
Paul.E Littlewood	2460	1992	ENG	453	
Slobodan Martinovic	2460	1992	YUG	454	
Edmar..J Mednis	2460	1992	USA	455	
Evgeny..V Mochalov	2460	1992	BLR	456	
Miguel Najdorf	2460	1992	ARG	457	
Igor Naumkin	2460	1992	RUS	458	
Juraj Nikolac	2460	1992	CRO	459	
Alexander..N Panchenko	2460	1992	RUS	460	
Jan Plachetka	2460	1992	SVK	461	
Igor..A Polovodin	2460	1992	RUS	462	
Igors Rausis	2460	1992	LAT	463	
Mihail Saltaev	2460	1992	UZB	464	
Alex Sherzer	2460	1992	USA	465	
Laszlo Szabo	2460	1992	GER	466	
Aleksander Sznapik	2460	1992	POL	467	
Veselin Topalov	2460	1992	BUL	468	
Miroslav Tosic	2460	1992	YUG	469	
Suat Atalik	2455	1992	TUR	470	
Dmitry Berkovich	2455	1992	UKR	471	
Mark..A Berkovich	2455	1992	ISR	472	
Manuel Bosboom	2455	1992	NED	473	
Enver Bukic	2455	1992	SLO	474	
Robert-E Byrne	2455	1992	USA	475	
Mark..L Condie	2455	1992	SCO	476	
Klaus Darga	2455	1992	GER	477	
Joaquin.C Diaz	2455	1992	CUB	478	
Alexei Fedorov	2455	1992	BLR	479	
Aljosa Grosar	2455	1992	SLO	480	
Oswald Gschnitzer	2455	1992	GER	481	
Michael Hoffmann	2455	1992	GER	482	
Akaki Iashvili	2455	1992	GEO	483	
Robert M. Jamieson	2455	1992	AUS	484	
Mirko Jukic	2455	1992	CRO	485	
Sergey Kalinitschew	2455	1992	GER	486	
Gabor Kallai	2455	1992	HUN	487	
Raymond D. Keene	2455	1992	ENG	488	
Alexander Khasin	2455	1992	RUS	489	
Dimitri Komarov	2455	1992	UKR	490	
Alexander Lagunow	2455	1992	GER	491	
Leslie M Leow	2455	1992	SIN	492	
Romuald Mainka	2455	1992	GER	493	
Andrei Maksimenko	2455	1992	UKR	494	
Christian Mann	2455	1992	GER	495	
Jurij Markov	2455	1992	RUS	496	
Stefan Mohr	2455	1992	GER	497	
Paul Motwani	2455	1992	SCO	498	
Karsten Mueller	2455	1992	GER	499	
Friso Nijboer	2455	1992	NED	500	
Berge Ostenstad	2455	1992	NOR	501	
Ales Pekarek	2455	1992	CZE	502	
Jim Plaskett	2455	1992	ENG	503	
Danilo Polajzer	2455	1992	SLO	504	
Alexander Raetsky	2455	1992	RUS	505	
Hans Ree	2455	1992	NED	506	
Douglas Root	2455	1992	USA	507	
Hannes Stefansson	2455	1992	ISL	508	
Hedinn Steingrimsson	2455	1992	ISL	509	
Timothy Taylor	2455	1992	USA	510	
Marcelo Tempone	2455	1992	ARG	511	
Jonathan..D Tisdall	2455	1992	NOR	512	
Tihomir Toshkov	2455	1992	BUL	513	
Christopher Ward	2455	1992	ENG	514	
Michael Wiedenkeller	2455	1992	SWE	515	
Alexander Zlochevskij	2455	1992	RUS	516	
Boris..A Zlotnik	2455	1992	RUS	517	
Bernard Zuckerman	2455	1992	USA	518	
Valentin Arbakov	2450	1992	RUS	519	
Michael Babar	2450	1992	GER	520	
Viacheslav Bashkov	2450	1992	RUS	521	
Juan.Manuel Bellon.Lopez	2450	1992	ESP	522	
Peter Biyiasas	2450	1992	USA	523	
Victor A Bojarinov	2450	1992	RUS	524	
Rui Damaso	2450	1992	POR	525	
Miroslav Desancic	2450	1992	SUI	526	
Nona.(GM) Gaprindashvili	2450	1992	GEO	527	
Petar Genov	2450	1992	BUL	528	
Lajos Gyorkos	2450	1992	HUN	529	
Ventzislav Inkiov	2450	1992	BUL	530	
Zbigniew Jasnikowski	2450	1992	POL	531	
Albert Z Kapengut	2450	1992	BLR	532	
Ronen Lev	2450	1992	ISR	533	
Vladimir M Liberzon	2450	1992	ISR	534	
William J Lombardy	2450	1992	USA	535	
Vitalijus Majorovas	2450	1992	LTU	536	
Marko Manninen	2450	1992	FIN	537	
Rico Mascarinas	2450	1992	PHI	538	
Daniel Moldovan	2450	1992	ROM	539	
A Monakov	2450	1992	RUS	540	
Fatos Muco	2450	1992	ALB	541	
Zivoslav Nikolic	2450	1992	YUG	542	
S Oganesian	2450	1992	RUS	543	
Dragan Paunovic	2450	1992	YUG	544	
Malcolm Pein	2450	1992	ENG	545	
Mikhail Podgaets	2450	1992	UKR	546	
Karl-Heinz Podzielny	2450	1992	GER	547	
Karsten Rasmussen	2450	1992	DEN	548	
Jorge Rubinetti	2450	1992	ARG	549	
Radoslav Simic	2450	1992	YUG	550	
Ram Soffer	2450	1992	ISR	551	
Evgeniy Solozhenkin	2450	1992	RUS	552	
Peter Szekely	2450	1992	HUN	553	
Ilya Tsesarsky	2450	1992	ISR	554	
Gennady Tunik	2450	1992	RUS	555	
Wolfgang Unzicker	2450	1992	GER	556	
Marek Vokac	2450	1992	CZE	557	
Milan R Vukcevich	2450	1992	USA	558	
Norman Weinstein	2450	1992	USA	559	
Coen Zuidema	2450	1992	NED	560	
Arne Zwaig	2450	1992	NOR	561	
Ketevan.(IM) Arakhamia-Grant	2445	1992	GEO	562	
Kim S Commons	2445	1992	USA	563	
Silvio Danailov	2445	1992	BUL	564	
Jesus De.La.Villa.Garcia	2445	1992	ESP	565	
Tibor Fogarasi	2445	1992	HUN	566	
Gyozo..V Forintos	2445	1992	HUN	567	
Einar Gausel	2445	1992	NOR	568	
Wjatscheslaw Gorjatschkin	2445	1992	RUS	569	
Alejandro Hoffman	2445	1992	ARG	570	
Tomas Hutters	2445	1992	DEN	571	
Nana.(IM) Ioseliani	2445	1992	GEO	572	
Felix Izeta.Txabarri	2445	1992	ESP	573	
Boris Kantsler	2445	1992	KGZ	574	
Vadim Karpman	2445	1992	UKR	575	
Boris M Kogan	2445	1992	USA	576	
Atanas Kolev	2445	1992	BUL	577	
Dragan Kosic	2445	1992	YUG	578	
Vladimir Lazarev	2445	1992	RUS	579	
Nikolay..A Legky	2445	1992	UKR	580	
Felix Levin	2445	1992	UKR	581	
Ta Lin	2445	1992	CHN	582	
Drazen Marovic	2445	1992	CRO	583	
Pavel Martynov	2445	1992	RUS	584	
Yakov Meister	2445	1992	RUS	585	
Jacob Murey	2445	1992	ISR	586	
Mladen Muse	2445	1992	GER	587	
S. Nadyrhanov	2445	1992	UZB	588	
Nebojsa Nikolic	2445	1992	YUG	589	
Jusefs Petkevich	2445	1992	LAT	590	
Oliver Reeh	2445	1992	GER	591	
Daniel Mauricio Rodriguez	2445	1992	COL	592	
Shukhrat Safin	2445	1992	UZB	593	
Lars-Ake Schneider	2445	1992	SWE	594	
Fikret..I Sideif-Sade	2445	1992	AZE	595	
Stephen.J Solomon	2445	1992	AUS	596	
Henrik Teske	2445	1992	GER	597	
Throstur Thorhallsson	2445	1992	ISL	598	
Goran..M Todorovic	2445	1992	YUG	599	
Roman Toran Albero	2445	1992	ESP	600	
Mikhail Umansky	2445	1992	RUS	601	
Johannes.A..J Van.Mil	2445	1992	NED	602	
Josif..E Vatnikov	2445	1992	RUS	603	
