Name	Rating	Year	Fed	Rank
Alex Yermolinsky	2580	1995	USA	98	
Boris Alterman	2575	1995	ISR	99	
Branko Damljanovic	2575	1995	YUG	100	
Ilya Gurevich	2575	1995	USA	101	
Edvins Kengis	2575	1995	LAT	102	
Dimitri Komarov	2575	1995	UKR	103	
Mikhail Krasenkov	2575	1995	RUS	104	
Eric Lobron	2575	1995	GER	105	
Henrique Mecking	2575	1995	BRA	106	
Ivan Morovic.Fernandez	2575	1995	CHI	107	
Matthew Sadler	2575	1995	ENG	108	
Andrei Sokolov	2575	1995	RUS	109	
Vladislav Tkachiev	2575	1995	KAZ	110	
Jiangchuan Ye	2575	1995	CHN	111	
Joel Benjamin	2570	1995	USA	112	
Miso Cebalo	2570	1995	CRO	113	
Larry..M Christiansen	2570	1995	USA	114	
Mihail Golubev	2570	1995	UKR	115	
Vasilios Kotronias	2570	1995	GRE	116	
Zdenko Kozul	2570	1995	CRO	117	
Ian Rogers	2570	1995	AUS	118	
Alexander Shabalov	2570	1995	USA	119	
John.T.H Van.Der.Wiel	2570	1995	NED	120	
Lars.Bo Hansen	2565	1995	DEN	121	
Vlastimil Hort	2565	1995	GER	122	
Zlatko Ilincic	2565	1995	YUG	123	
Elmar Magerramov	2565	1995	AZE	124	
Patrick..G Wolff	2565	1995	USA	125	
Lev..O Alburt	2560	1995	USA	126	
Walter.S Browne	2560	1995	USA	127	
Yona Kosashvili	2560	1995	ISR	128	
Konstantin..Z Lerner	2560	1995	UKR	129	
Christopher Lutz	2560	1995	GER	130	
Gilberto Milos	2560	1995	BRA	131	
Evgeny Sveshnikov	2560	1995	RUS	132	
Paul Van.Der.Sterren	2560	1995	NED	133	
Jun Xu	2560	1995	CHN	134	
Vladimir Burmakin	2555	1995	RUS	135	
Hichem Hamdouchi	2555	1995	MAR	136	
Vyacheslav Ikonnikov	2555	1995	RUS	137	
Andrei Kharlov	2555	1995	RUS	138	
Yuri Kruppa	2555	1995	UKR	139	
Peter Leko	2555	1995	HUN	140	
Jozsef Pinter	2555	1995	HUN	141	
Boris.V Spassky	2555	1995	FRA	142	
Georgy Timoshenko	2555	1995	UKR	143	
Matthias Wahls	2555	1995	GER	144	
Jun.(GM) Xie	2555	1995	CHN	145	
Yuri Yakovich	2555	1995	RUS	146	
Uwe Boensch	2550	1995	GER	147	
Semen.I Dvoirys	2550	1995	RUS	148	
Alexander Fishbein	2550	1995	USA	149	
Mark Hebden	2550	1995	ENG	150	
Andrei..Y Kharitonov	2550	1995	RUS	151	
Valery..A Loginov	2550	1995	RUS	152	
Thomas Luther	2550	1995	GER	153	
Jesus Nogueiras	2550	1995	CUB	154	
Nukhim..N Rashkovsky	2550	1995	RUS	155	
Vadim Ruban	2550	1995	RUS	156	
Zurab Sturua	2550	1995	GEO	157	
William.N Watson	2550	1995	ENG	158	
Darius Zagorskis	2550	1995	LTU	159	
Maxim Dlugy	2545	1995	USA	160	
Roman Dzindzichashvili	2545	1995	USA	161	
John..P Fedorowicz	2545	1995	USA	162	
Artur Frolov	2545	1995	UKR	163	
Evgeny Gleizerov	2545	1995	RUS	164	
Vitali Golod	2545	1995	ISR	165	
Krunoslav Hulak	2545	1995	CRO	166	
Igor Khenkin	2545	1995	RUS	167	
Andrei Kovalev	2545	1995	BLR	168	
Gennadi..P Kuzmin	2545	1995	UKR	169	
David Norwood	2545	1995	ENG	170	
Mladen Palac	2545	1995	CRO	171	
Zsuzsa.(GM) Polgar	2545	1995	HUN	172	
Petar Popovic	2545	1995	YUG	173	
Michael..A Rohde	2545	1995	USA	174	
Valery Beim	2540	1995	ISR	175	
Viktor Bologan	2540	1995	MDA	176	
Jonny Hector	2540	1995	SWE	177	
Rainer Knaak	2540	1995	GER	178	
Oleg Korneev	2540	1995	RUS	179	
Anthony.C Kosten	2540	1995	ENG	180	
Sergey Kudrin	2540	1995	USA	181	
Sergey Makarichev	2540	1995	RUS	182	
Mihail Marin	2540	1995	ROM	183	
Artashes Minasian	2540	1995	ARM	184	
Dejan Mozetic	2540	1995	YUG	185	
Margeir Petursson	2540	1995	ISL	186	
Yury Piskov	2540	1995	RUS	187	
Sergey Smagin	2540	1995	RUS	188	
Vassily Smyslov	2540	1995	RUS	189	
Markus Stangl	2540	1995	GER	190	
Mikhail Ulibin	2540	1995	RUS	191	
Anatoli Vaisser	2540	1995	FRA	192	
Michael Wilder	2540	1995	USA	193	
Michail Brodsky	2535	1995	UKR	194	
Lucas Brunner	2535	1995	SUI	195	
Alexandar Budnikov	2535	1995	RUS	196	
Murray.G Chandler	2535	1995	ENG	197	
Roberto Cifuentes.Parada	2535	1995	NED	198	
Christian Gabriel	2535	1995	GER	199	
Joerg Hickl	2535	1995	GER	200	
Constantin Ionescu	2535	1995	ROM	201	
Sergey Ivanov	2535	1995	RUS	202	
Lubomir Kavalek	2535	1995	USA	203	
Viktor Komliakov	2535	1995	MDA	204	
Igor Miladinovic	2535	1995	GRE	205	
Michael Oratovsky	2535	1995	ISR	206	
Konstantin Sakaev	2535	1995	RUS	207	
Gyula Sax	2535	1995	HUN	208	
Ram Soffer	2535	1995	ISR	209	
Maxim Sorokin	2535	1995	ARG	210	
Gennadi Sosonko	2535	1995	NED	211	
Eugenio Torre	2535	1995	PHI	212	
Rongguang Ye	2535	1995	CHN	213	
Alonso Zapata	2535	1995	COL	214	
Andras Adorjan	2530	1995	HUN	215	
Ashot Anastasian	2530	1995	ARM	216	
Jon..L Arnason	2530	1995	ISL	217	
Konstantin..N Aseev	2530	1995	RUS	218	
Vlastimil Babula	2530	1995	CZE	219	
Vladimir Bagirov	2530	1995	LAT	220	
Vladimir Chuchelov	2530	1995	BEL	221	
Alexandru Crisan	2530	1995	ROM	222	
Nigel..R Davies	2530	1995	ENG	223	
Dragos Dumitrache	2530	1995	ROM	224	
Tamaz Giorgadze	2530	1995	GEO	225	
Dmitry Gurevich	2530	1995	USA	226	
Oscar Panno	2530	1995	ARG	227	
Olivier Renet	2530	1995	FRA	228	
Pablo Ricardi	2530	1995	ARG	229	
Gennadij Sagalchik	2530	1995	USA	230	
Lothar Schmid	2530	1995	GER	231	
Aleksandr Shneider	2530	1995	UKR	232	
Hannes Stefansson	2530	1995	ISL	233	
Igor Stohl	2530	1995	SVK	234	
Emil Sutovsky	2530	1995	ISR	235	
Vitaly Tseshkovsky	2530	1995	RUS	236	
Gennady Tunik	2530	1995	RUS	237	
Peter.K Wells	2530	1995	ENG	238	
Aleksander Wojtkiewicz	2530	1995	POL	239	
Antonio Antunes	2525	1995	POR	240	
Klaus Bischoff	2525	1995	GER	241	
Daniel.H Campora	2525	1995	ARG	242	
Sergey Ionov	2525	1995	RUS	243	
Vlastimil Jansa	2525	1995	CZE	244	
Aloyzas Kveinys	2525	1995	LTU	245	
Andrei Maksimenko	2525	1995	UKR	246	
Victor Mikhalevski	2525	1995	ISR	247	
Leonid Milov	2525	1995	UKR	248	
Karel Mokry	2525	1995	CZE	249	
Viktor Moskalenko	2525	1995	UKR	250	
Spyridon Skembris	2525	1995	GRE	251	
Vasil Spasov	2525	1995	BUL	252	
Jaime Sunye.Neto	2525	1995	BRA	253	
James E Tarjan	2525	1995	USA	254	
Valeri Yandemirov	2525	1995	RUS	255	
Bosko Abramovic	2520	1995	YUG	256	
Maia.(GM) Chiburdanidze	2520	1995	GEO	257	
Pia.(GM) Cramling	2520	1995	SWE	258	
Ognjen Cvitan	2520	1995	CRO	259	
Alexander Fominyh	2520	1995	RUS	260	
Gildardo Garcia	2520	1995	COL	261	
Attila Groszpeter	2520	1995	HUN	262	
James.C Howell	2520	1995	ENG	263	
Ildar Ibragimov	2520	1995	RUS	264	
Vlatko Kovacevic	2520	1995	CRO	265	
Jordi Magem.Badals	2520	1995	ESP	266	
Marat Makarov	2520	1995	RUS	267	
Vidmantas Malisauskas	2520	1995	LTU	268	
A..Jonathan Mestel	2520	1995	ENG	269	
Niaz Murshed	2520	1995	BAN	270	
Helgi Olafsson	2520	1995	ISL	271	
Amador Rodriguez	2520	1995	CUB	272	
Ruslan Sherbakov	2520	1995	RUS	273	
Kevin Spraggett	2520	1995	CAN	274	
Genadij Timoscenko	2520	1995	SVK	275	
Raj Tischbierek	2520	1995	GER	276	
Elizbar Ubilava	2520	1995	GEO	277	
Viktor Varavin	2520	1995	RUS	278	
Dragoljub Velimirovic	2520	1995	YUG	279	
Gennadi Zaichik	2520	1995	GEO	280	
Pablo Zarnicki	2520	1995	ARG	281	
Sergey Arkhipov	2515	1995	RUS	282	
Dibyendu Barua	2515	1995	IND	283	
Ivan Farago	2515	1995	HUN	284	
Joseph.G Gallagher	2515	1995	SUI	285	
Alejandro Hoffman	2515	1995	ARG	286	
Jozsef Horvath	2515	1995	HUN	287	
Alexander Ivanov	2515	1995	USA	288	
Felix Izeta.Txabarri	2515	1995	ESP	289	
Lars Karlsson	2515	1995	SWE	290	
Romuald Mainka	2515	1995	GER	291	
Eldar Mukhametov	2515	1995	RUS	292	
Manuel Rivas.Pastor	2515	1995	ESP	293	
Drazen Sermek	2515	1995	SLO	294	
Jan Smejkal	2515	1995	CZE	295	
Praveen..M Thipsay	2515	1995	IND	296	
Pavel.V Tregubov	2515	1995	RUS	297	
Rodrigo Vasquez	2515	1995	CHI	298	
Vasily Yemelin	2515	1995	RUS	299	
Aleksej Aleksandrov	2510	1995	BLR	300	
Slim Bouaziz	2510	1995	TUN	301	
Konstantin Chernyshov	2510	1995	RUS	302	
Stuart Conquest	2510	1995	ENG	303	
Goran Dizdar	2510	1995	CRO	304	
Milan Drasko	2510	1995	YUG	305	
Gilberto Hernandez	2510	1995	MEX	306	
Robert Kuczynski	2510	1995	POL	307	
Zigurds Lanka	2510	1995	LAT	308	
Igor Lempert	2510	1995	UKR	309	
Nelson Mariano	2510	1995	PHI	310	
Paul Motwani	2510	1995	SCO	311	
Friso Nijboer	2510	1995	NED	312	
Alexander Raetsky	2510	1995	RUS	313	
Miron..N Sher	2510	1995	RUS	314	
Sergei Shipov	2510	1995	RUS	315	
Alexander Vaulin	2510	1995	RUS	316	
Reynaldo Vera	2510	1995	CUB	317	
Sergey Zagrebelny	2510	1995	UZB	318	
Manuel Apicella	2505	1995	FRA	319	
Bolat Asanov	2505	1995	KAZ	320	
Yuri..S Balashov	2505	1995	RUS	321	
Vladimir Dimitrov	2505	1995	BUL	322	
Alexander Finkel	2505	1995	ISR	323	
Sergey-G Gorelov	2505	1995	RUS	324	
Yehuda Gruenfeld	2505	1995	ISR	325	
Andrei Istratescu	2505	1995	ROM	326	
Janis Klovans	2505	1995	LAT	327	
Atanas Kolev	2505	1995	BUL	328	
Dharshan Kumaran	2505	1995	ENG	329	
Bent Larsen	2505	1995	DEN	330	
Nikolay..A Legky	2505	1995	UKR	331	
Ronen Lev	2505	1995	ISR	332	
Darcy Lima	2505	1995	BRA	333	
Anatoly D Machulsky	2505	1995	RUS	334	
Ioannis Nikolaidis	2505	1995	GRE	335	
Milos Pavlovic	2505	1995	YUG	336	
Nikolai Pushkov	2505	1995	RUS	337	
Miguel.A Quinteros	2505	1995	ARG	338	
Kenneth S Rogoff	2505	1995	USA	339	
Philipp Schlosser	2505	1995	GER	340	
Georg Siegel	2505	1995	GER	341	
Ariel Sorin	2505	1995	ARG	342	
Mark..E Taimanov	2505	1995	RUS	343	
Zili Wang	2505	1995	CHN	344	
Leonid Yurtaev	2505	1995	KGZ	345	
Ralf Akesson	2500	1995	SWE	346	
Valentin Arbakov	2500	1995	RUS	347	
Walter Arencibia	2500	1995	CUB	348	
Suat Atalik	2500	1995	TUR	349	
Gerardo.F Barbero	2500	1995	ARG	350	
Sergei Beshukov	2500	1995	RUS	351	
Emmanuel Bricard	2500	1995	FRA	352	
Valery..A Chekhov	2500	1995	RUS	353	
John.M Emms	2500	1995	ENG	354	
Tibor Fogarasi	2500	1995	HUN	355	
Zoltan Gyimesi	2500	1995	HUN	356	
Edhi Handoko	2500	1995	INA	357	
Ronen Har-Zvi	2500	1995	ISR	358	
Csaba Horvath	2500	1995	HUN	359	
Lasha Janjgava	2500	1995	GEO	360	
Darryl.K Johansen	2500	1995	AUS	361	
Gabor Kallai	2500	1995	HUN	362	
Daniel.J King	2500	1995	ENG	363	
Dragan Kosic	2500	1995	YUG	364	
Viktor Kuporosov	2500	1995	RUS	365	
Viktor..D Kupreichik	2500	1995	BLR	366	
Alexey Kuzmin	2500	1995	RUS	367	
Konstantin Landa	2500	1995	RUS	368	
Evgeni Maljutin	2500	1995	RUS	369	
Ilan Manor	2500	1995	ISR	370	
Adrian Mikhalchishin	2500	1995	SLO	371	
Erling Mortensen	2500	1995	DEN	372	
Igor Naumkin	2500	1995	RUS	373	
Peter.Heine Nielsen	2500	1995	DEN	374	
Helmut.Dr Pfleger	2500	1995	GER	375	
Sofia.(IM) Polgar	2500	1995	HUN	376	
Gad Rechlis	2500	1995	ISR	377	
Darius Ruzele	2500	1995	LTU	378	
Hugo Spangenberg	2500	1995	ARG	379	
Michael F. Stean	2500	1995	ENG	380	
Karl Thorsteins	2500	1995	ISL	381	
Luc Winants	2500	1995	BEL	382	
Robert Zelcic	2500	1995	CRO	383	
David Zilberstein	2500	1995	ITA	384	
Rogelio.Jr Antonio	2495	1995	PHI	385	
Rinat Basirov	2495	1995	RUS	386	
Julio Becerra.Rivero	2495	1995	CUB	387	
Michael Bezold	2495	1995	GER	388	
Rune Djurhuus	2495	1995	NOR	389	
Anatoly Dozorets	2495	1995	USA	390	
Viacheslav Dydyshko	2495	1995	BLR	391	
Alexei Fedorov	2495	1995	BLR	392	
Benjamin Finegold	2495	1995	USA	393	
Victor..J Frias	2495	1995	CHI	394	
Ventzislav Inkiov	2495	1995	BUL	395	
Bozidar Ivanovic	2495	1995	YUG	396	
Murtas Kazhgaleyev	2495	1995	KAZ	397	
Ludger Keitlinghaus	2495	1995	GER	398	
Sergey Kiselev	2495	1995	RUS	399	
Jean-Rene Koch	2495	1995	FRA	400	
Jacob Murey	2495	1995	ISR	401	
Igors Rausis	2495	1995	LAT	402	
Mihail Saltaev	2495	1995	UZB	403	
Gabriel Schwartzman	2495	1995	USA	404	
Alexander Stripunsky	2495	1995	UKR	405	
Mark..D Tseitlin	2495	1995	ISR	406	
Wiliam G Addison	2490	1995	USA	407	
Keith.C Arkell	2490	1995	ENG	408	
Aleksandar Baburin	2490	1995	RUS	409	
Bela Badea	2490	1995	ROM	410	
Joris Brenninkmeijer	2490	1995	NED	411	
Luis Comas.Fabrego	2490	1995	ESP	412	
Jesus De.La.Villa.Garcia	2490	1995	ESP	413	
Lars Degerman	2490	1995	SWE	414	
Oleg I Dementiev	2490	1995	RUS	415	
Sergej Dyachkov	2490	1995	RUS	416	
Glenn.C Flear	2490	1995	ENG	417	
Zenon Franco.Ocampo	2490	1995	ESP	418	
Carlos Garcia.Palermo	2490	1995	ITA	419	
Einar Gausel	2490	1995	NOR	420	
Jacek Gdanski	2490	1995	POL	421	
Valery Grechihin	2490	1995	RUS	422	
Sergey Kishnev	2490	1995	RUS	423	
Bachar Kouatly	2490	1995	FRA	424	
Ralf Lau	2490	1995	GER	425	
Felix Levin	2490	1995	UKR	426	
Peter Lukacs	2490	1995	HUN	427	
Aleksandar Matanovic	2490	1995	YUG	428	
Valeriy Neverov	2490	1995	UKR	429	
Semon Palatnik	2490	1995	USA	430	
Alexandar..G Panchenko	2490	1995	UKR	431	
Krzysztof Pytel	2490	1995	FRA	432	
Arkadij Rotstein	2490	1995	UKR	433	
Alex Sherzer	2490	1995	USA	434	
Yuri Shulman	2490	1995	BLR	435	
Serik Temirbaev	2490	1995	KAZ	436	
I Tseitlin	2490	1995	RUS	437	
Evgeni Vasiukov	2490	1995	RUS	438	
Yaacov Zilberman	2490	1995	ISR	439	
Dragan Barlov	2485	1995	YUG	440	
Aleksandar Berelovich	2485	1995	UKR	441	
Pavel Blatny	2485	1995	CZE	442	
Vladislav Borovikov	2485	1995	UKR	443	
Gyozo..V Forintos	2485	1995	HUN	444	
David Garcia.Ilundain	2485	1995	ESP	445	
Aleksei Lugovoi	2485	1995	RUS	446	
Marat Muhutdinov	2485	1995	RUS	447	
Vladislav Nevednichy	2485	1995	ROM	448	
Maksim Notkin	2485	1995	RUS	449	
Berge Ostenstad	2485	1995	NOR	450	
Alexander..I Petrushin	2485	1995	RUS	451	
Jim Plaskett	2485	1995	ENG	452	
Stuart Rachels	2485	1995	USA	453	
Mikhail Rytshagov	2485	1995	EST	454	
Raul Sanguinetti	2485	1995	ARG	455	
Eckhard Schmittdiel	2485	1995	GER	456	
Radoslav Simic	2485	1995	YUG	457	
Aleksa Strikovic	2485	1995	YUG	458	
Yuanming Tong	2485	1995	CHN	459	
Stanislav Voitsekhovsky	2485	1995	RUS	460	
Christopher Ward	2485	1995	ENG	461	
Alexander Zlochevskij	2485	1995	RUS	462	
Leonid Bass	2480	1995	USA	463	
Juan.Manuel Bellon.Lopez	2480	1995	ESP	464	
Mikhail Braude	2480	1995	USA	465	
Thien.Hai Dao	2480	1995	VIE	466	
Peter Enders	2480	1995	GER	467	
Aivars Gipslis	2480	1995	LAT	468	
Ron..W Henley	2480	1995	USA	469	
Deen Hergott	2480	1995	CAN	470	
Mirko Jukic	2480	1995	CRO	471	
Julio P Kaplan	2480	1995	USA	472	
Alexander Khasin	2480	1995	RUS	473	
Igor..N Khmelnitsky	2480	1995	USA	474	
Petr Kiriakov	2480	1995	RUS	475	
Nikolai..V Krogius	2480	1995	RUS	476	
Eduard Meduna	2480	1995	CZE	477	
Mikhail Nedobora	2480	1995	UKR	478	
Anh.Dung Nguyen	2480	1995	VIE	479	
Oleg Nikolenko	2480	1995	RUS	480	
Zivoslav Nikolic	2480	1995	YUG	481	
Georgi Orlov	2480	1995	USA	482	
Alexander..N Panchenko	2480	1995	RUS	483	
Bruno Parma	2480	1995	SLO	484	
Xiaomin Peng	2480	1995	CHN	485	
Eric Prie	2480	1995	FRA	486	
Pablo San.Segundo.Carrillo	2480	1995	ESP	487	
Leonid Shmuter	2480	1995	UKR	488	
Evgeniy Solozhenkin	2480	1995	RUS	489	
Jiri Stocek	2480	1995	CZE	490	
German Titov	2480	1995	MDA	491	
Beat Zueger	2480	1995	SUI	492	
Alex Avshalumov	2475	1995	RUS	493	
Mark Dvoretzky	2475	1995	RUS	494	
Roman Efremov	2475	1995	UKR	495	
Sergey Galdunts	2475	1995	ARM	496	
Alisa.(IM) Galliamova-Ivanchuk	2475	1995	RUS	497	
Florin Gheorghiu	2475	1995	ROM	498	
Aljosa Grosar	2475	1995	SLO	499	
Laszlo Hazai	2475	1995	HUN	500	
Michael Hoffmann	2475	1995	GER	501	
Igor..V Ivanov	2475	1995	USA	502	
Maris Krakops	2475	1995	LAT	503	
Mircea-Sergiu Lupu	2475	1995	ROM	504	
Colin..A McNab	2475	1995	SCO	505	
Eugene..B Meyer	2475	1995	USA	506	
Nikola Mitkov	2475	1995	FRM	507	
Igor Moizhess	2475	1995	RUS	508	
John..A Peters	2475	1995	USA	509	
Alexey Pugachov	2475	1995	RUS	510	
Dusan Rajkovic	2475	1995	YUG	511	
Yuri N Sakharov	2475	1995	RUS	512	
Wlodzimierz Schmidt	2475	1995	POL	513	
Mikhail Shereshevski	2475	1995	BLR	514	
Konstantin Starosek	2475	1995	RUS	515	
Mihai Suba	2475	1995	ROM	516	
Johannes.A..J Van.Mil	2475	1995	NED	517	
Lothar Vogt	2475	1995	GER	518	
Marek Vokac	2475	1995	CZE	519	
Sergey..N Yuferov	2475	1995	RUS	520	
Valerij Zhuravliov	2475	1995	LAT	521	
Gamil Agamaliev	2470	1995	AZE	522	
Vladimir Belikov	2470	1995	RUS	523	
Dragisa Blagojevic	2470	1995	YUG	524	
Larry M. Evans	2470	1995	USA	525	
Hans-Ulrich Gruenberg	2470	1995	GER	526	
Sarhan Guliev	2470	1995	AZE	527	
Lev Gutman	2470	1995	GER	528	
Werner Hug	2470	1995	SUI	529	
Anatoly Lein	2470	1995	USA	530	
Rene Libeau	2470	1995	GER	531	
Weiguo Lin	2470	1995	CHN	532	
Miroslav Markovic	2470	1995	YUG	533	
Tomasz Markowski	2470	1995	POL	534	
Vincent McCambridge	2470	1995	USA	535	
Alexander Moroz	2470	1995	UKR	536	
Karen Movsziszian	2470	1995	ARM	537	
Karsten Mueller	2470	1995	GER	538	
S. Nadyrhanov	2470	1995	UZB	539	
Pal Petran	2470	1995	HUN	540	
Milko Popchev	2470	1995	BUL	541	
Douglas Root	2470	1995	USA	542	
Mershad Sharif	2470	1995	FRA	543	
Sarunas Sulskis	2470	1995	LTU	544	
Janos Szabolcsi	2470	1995	HUN	545	
Jonathan..D Tisdall	2470	1995	NOR	546	
Goran..M Todorovic	2470	1995	YUG	547	
Tibor Tolnai	2470	1995	HUN	548	
Aleksander I Tuzovsky	2470	1995	RUS	549	
Wolfgang Uhlmann	2470	1995	GER	550	
Zdravko Vukovic	2470	1995	YUG	551	
Mathias Womacka	2470	1995	GER	552	
Jorge Armas	2465	1995	CUB	553	
Orest..N Averkin	2465	1995	RUS	554	
Goran Cabrilo	2465	1995	YUG	555	
Emir Dizdarevic	2465	1995	BIH	556	
Evgeni Dragomarezkij	2465	1995	RUS	557	
Thomas Ernst	2465	1995	SWE	558	
Miroslav Filip	2465	1995	CZE	559	
Efim..P Geller	2465	1995	RUS	560	
Sergio.C Giardelli	2465	1995	ARG	561	
Leonid..D Gofshtein	2465	1995	ISR	562	
Oswald Gschnitzer	2465	1995	GER	563	
Knut J Helmers	2465	1995	NOR	564	
Nana.(IM) Ioseliani	2465	1995	GEO	565	
Sergey Kalinitschew	2465	1995	GER	566	
Armin Kapetanovic	2465	1995	BIH	567	
Alexander Kaspi	2465	1995	ISR	568	
German Kochetkov	2465	1995	BLR	569	
Artur Kogan	2465	1995	ISR	570	
Davor Komljenovic	2465	1995	CRO	571	
Marinus Kuijf	2465	1995	NED	572	
Eran Liss	2465	1995	ISR	573	
Andrei Makarov	2465	1995	RUS	574	
Marek Matlak	2465	1995	POL	575	
Alexey Mitenkov	2465	1995	RUS	576	
Konstantinos Moutousis	2465	1995	GRE	577	
Jakov Nesterov	2465	1995	KAZ	578	
Fridrik Olafsson	2465	1995	ISL	579	
Nikola Ostojic	2465	1995	YUG	580	
Vladimir Petrienko	2465	1995	RUS	581	
Vladimir Raicevic	2465	1995	YUG	582	
Larry Remlinger	2465	1995	USA	583	
Wolfgang Richter	2465	1995	GER	584	
Marc Santo.Roman	2465	1995	FRA	585	
Harry Schussler	2465	1995	SWE	586	
Semko Semkov	2465	1995	BUL	587	
Andrei Shchekachev	2465	1995	RUS	588	
Gudmundur Sigurjonsson	2465	1995	ISL	589	
Roman Skomorokhin	2465	1995	RUS	590	
Roman Slobodjan	2465	1995	GER	591	
Leonid.M Sokolin	2465	1995	USA	592	
Nikolaus Stanec	2465	1995	AUT	593	
Henrik Teske	2465	1995	GER	594	
Diego Valerga	2465	1995	ARG	595	
Giovanni Vescovi	2465	1995	BRA	596	
Nikolai Vlassov	2465	1995	RUS	597	
Evgenij Agrest	2460	1995	SWE	598	
Maurice Ashley	2460	1995	USA	599	
Giorgi Bagaturov	2460	1995	GEO	600	
Stefan Djuric	2460	1995	YUG	601	
Igor Efimov	2460	1995	ITA	602	
