Name,Rating,Year,Fed,Rank,name_FED,ISO3
Gary Kasparov,2795,1997,RUS,1,Russia,RUS
Anatoly Karpov,2760,1997,RUS,4,Russia,RUS
Vladimir Kramnik,2740,1997,RUS,6,Russia,RUS
Evgeny Bareev,2665,1997,RUS,13,Russia,RUS
Valery Salov,2665,1997,RUS,16,Russia,RUS
Alexey Dreev,2650,1997,RUS,21,Russia,RUS
Alexander Khalifman,2650,1997,RUS,22,Russia,RUS
Sergei Rublevsky,2645,1997,RUS,27,Russia,RUS
Peter Svidler,2640,1997,RUS,30,Russia,RUS
Igor.V Glek,2620,1997,RUS,44,Russia,RUS
Vadim Zvjaginsev,2610,1997,RUS,56,Russia,RUS
Vladimir Epishin,2600,1997,RUS,61,Russia,RUS
Sergei Tiviakov,2600,1997,RUS,66,Russia,RUS
Alexander Morozevich,2595,1997,RUS,74,Russia,RUS
Semen.I Dvoirys,2590,1997,RUS,77,Russia,RUS
Alexander Goldin,2590,1997,RUS,79,Russia,RUS
Oleg Korneev,2590,1997,RUS,81,Russia,RUS
Alexey Vyzmanavin,2585,1997,RUS,96,Russia,RUS
Yury Dokhoian,2580,1997,RUS,97,Russia,RUS
Konstantin Sakaev,2580,1997,RUS,103,Russia,RUS
Ruslan Sherbakov,2580,1997,RUS,104,Russia,RUS
Andrei Sokolov,2580,1997,RUS,105,Russia,RUS
Igor Khenkin,2575,1997,RUS,115,Russia,RUS
Sergey Smagin,2575,1997,RUS,121,Russia,RUS
Yuri Yakovich,2575,1997,RUS,124,Russia,RUS
Alexei Bezgodov,2570,1997,RUS,127,Russia,RUS
Konstantin Landa,2570,1997,RUS,129,Russia,RUS
Evgeny Pigusov,2565,1997,RUS,140,Russia,RUS
Yuri..S Razuvaev,2565,1997,RUS,143,Russia,RUS
Sergey Dolmatov,2560,1997,RUS,151,Russia,RUS
Evgeny Sveshnikov,2560,1997,RUS,159,Russia,RUS
Ildar Ibragimov,2555,1997,RUS,168,Russia,RUS
Andrei Kharlov,2555,1997,RUS,170,Russia,RUS
Valery..A Loginov,2555,1997,RUS,171,Russia,RUS
Mikhail Ulibin,2555,1997,RUS,181,Russia,RUS
