Name,Rating,Year,Fed,Rank,name_FED,ISO3
Gary Kasparov,2800,1991,RUS,1,Russia,RUS
Anatoly Karpov,2725,1991,RUS,3,Russia,RUS
Evgeny Bareev,2650,1991,RUS,6,Russia,RUS
Valery Salov,2645,1991,RUS,9,Russia,RUS
Alexander Khalifman,2640,1991,RUS,14,Russia,RUS
Alexey Dreev,2625,1991,RUS,18,Russia,RUS
Sergey Dolmatov,2620,1991,RUS,19,Russia,RUS
Vladimir Epishin,2620,1991,RUS,20,Russia,RUS
Lev Polugaevsky,2610,1991,RUS,27,Russia,RUS
Alexey Vyzmanavin,2605,1991,RUS,32,Russia,RUS
Yuri..S Razuvaev,2585,1991,RUS,46,Russia,RUS
Yuri..S Balashov,2580,1991,RUS,48,Russia,RUS
Mikhail Krasenkov,2570,1991,RUS,59,Russia,RUS
Vadim Ruban,2570,1991,RUS,61,Russia,RUS
Alexander Goldin,2565,1991,RUS,63,Russia,RUS
Semen.I Dvoirys,2560,1991,RUS,70,Russia,RUS
Anatoly D Machulsky,2555,1991,RUS,81,Russia,RUS
Sergey Makarichev,2550,1991,RUS,90,Russia,RUS
Sergey Smagin,2550,1991,RUS,93,Russia,RUS
Andrei Sokolov,2550,1991,RUS,94,Russia,RUS
Yury Dokhoian,2540,1991,RUS,109,Russia,RUS
Igor.V Glek,2540,1991,RUS,110,Russia,RUS
Alexander Fominyh,2535,1991,RUS,122,Russia,RUS
Nikolai..V Krogius,2535,1991,RUS,126,Russia,RUS
Evgeny Pigusov,2535,1991,RUS,130,Russia,RUS
Nukhim..N Rashkovsky,2535,1991,RUS,131,Russia,RUS
Vassily Smyslov,2535,1991,RUS,133,Russia,RUS
Valery..A Loginov,2530,1991,RUS,137,Russia,RUS
Yuri Yakovich,2530,1991,RUS,145,Russia,RUS
Efim..P Geller,2525,1991,RUS,148,Russia,RUS
Sergey Kishnev,2520,1991,RUS,165,Russia,RUS
Andrej Kovalev,2520,1991,RUS,167,Russia,RUS
Alexey Kuzmin,2520,1991,RUS,169,Russia,RUS
Ruslan Sherbakov,2520,1991,RUS,172,Russia,RUS
Sergei Tiviakov,2520,1991,RUS,174,Russia,RUS
Konstantin..N Aseev,2515,1991,RUS,178,Russia,RUS
Valery..A Chekhov,2515,1991,RUS,181,Russia,RUS
Sergey Ionov,2515,1991,RUS,182,Russia,RUS
Evgeny Sveshnikov,2510,1991,RUS,198,Russia,RUS
Alexander Vaulin,2510,1991,RUS,200,Russia,RUS
Igor Naumkin,2505,1991,RUS,206,Russia,RUS
Sergey Arkhipov,2500,1991,RUS,217,Russia,RUS
Alexander Kochyev,2500,1991,RUS,222,Russia,RUS
Mark..E Taimanov,2500,1991,RUS,232,Russia,RUS
Evgeni Vasiukov,2500,1991,RUS,236,Russia,RUS
Wjatscheslaw Gorjatschkin,2495,1991,RUS,250,Russia,RUS
Avigdor Bykhovsky,2490,1991,RUS,262,Russia,RUS
Oleg I Dementiev,2490,1991,RUS,264,Russia,RUS
Andrei..Y Kharitonov,2490,1991,RUS,265,Russia,RUS
I Tseitlin,2490,1991,RUS,272,Russia,RUS
Mikhail-S Tseitlin,2490,1991,RUS,273,Russia,RUS
Vitaly Tseshkovsky,2490,1991,RUS,274,Russia,RUS
Valentin Arbakov,2485,1991,RUS,275,Russia,RUS
Evgeny Gleizerov,2485,1991,RUS,278,Russia,RUS
Viktor Kuporosov,2485,1991,RUS,285,Russia,RUS
Valery Lisik,2485,1991,RUS,287,Russia,RUS
Andrei Shchekachev,2485,1991,RUS,294,Russia,RUS
Vyacheslav Ikonnikov,2480,1991,RUS,306,Russia,RUS
Vladimir Kramnik,2480,1991,RUS,308,Russia,RUS
Marat Makarov,2480,1991,RUS,310,Russia,RUS
Peter Svidler,2480,1991,RUS,317,Russia,RUS
Alex Avshalumov,2475,1991,RUS,325,Russia,RUS
Sergey Kiselev,2475,1991,RUS,334,Russia,RUS
Yuri N Sakharov,2475,1991,RUS,340,Russia,RUS
Orest..N Averkin,2470,1991,RUS,348,Russia,RUS
Aleksandar Baburin,2470,1991,RUS,349,Russia,RUS
Igor Khenkin,2470,1991,RUS,361,Russia,RUS
Aleksander I Tuzovsky,2470,1991,RUS,375,Russia,RUS
Mark Dvoretzky,2465,1991,RUS,380,Russia,RUS
Pavel Martynov,2465,1991,RUS,390,Russia,RUS
Mikhail Ulibin,2465,1991,RUS,398,Russia,RUS
David..I Bronstein,2460,1991,RUS,403,Russia,RUS
 Govashelishvili,2460,1991,RUS,407,Russia,RUS
Konstantin Landa,2460,1991,RUS,414,Russia,RUS
Andrei..M Lukin,2460,1991,RUS,417,Russia,RUS
Viktor Moiseev,2460,1991,RUS,420,Russia,RUS
Samuel Zhukhovitsky,2460,1991,RUS,438,Russia,RUS
Boris..A Zlotnik,2460,1991,RUS,439,Russia,RUS
Evgeni Dragomarezkij,2455,1991,RUS,444,Russia,RUS
Ildar Ibragimov,2455,1991,RUS,451,Russia,RUS
Igor..A Polovodin,2455,1991,RUS,465,Russia,RUS
Oleg Vasilchenko,2455,1991,RUS,473,Russia,RUS
Victor A Bojarinov,2450,1991,RUS,481,Russia,RUS
Andrei Kharlov,2450,1991,RUS,491,Russia,RUS
Alexander Khasin,2450,1991,RUS,492,Russia,RUS
A Monakov,2450,1991,RUS,497,Russia,RUS
Sergej Nikolaev,2450,1991,RUS,500,Russia,RUS
Oleg Nikolenko,2450,1991,RUS,501,Russia,RUS
Konstantin Sakaev,2450,1991,RUS,507,Russia,RUS
Miron..N Sher,2450,1991,RUS,508,Russia,RUS
Aleksej Shestoperov,2450,1991,RUS,509,Russia,RUS
Nikolai Andrianov,2445,1991,RUS,518,Russia,RUS
Anatoly..A Bykhovsky,2445,1991,RUS,520,Russia,RUS
Ratmir..D Kholmov,2445,1991,RUS,532,Russia,RUS
Sogto Namgilov,2445,1991,RUS,544,Russia,RUS
Alexander..N Panchenko,2445,1991,RUS,545,Russia,RUS
Gennady Tunik,2445,1991,RUS,555,Russia,RUS
Mikhail Umansky,2445,1991,RUS,556,Russia,RUS
Josif..E Vatnikov,2445,1991,RUS,557,Russia,RUS
A. Zhachev,2445,1991,RUS,559,Russia,RUS
Yuri L Averbakh,2440,1991,RUS,562,Russia,RUS
Igor Belov,2440,1991,RUS,563,Russia,RUS
Alexandar Budnikov,2440,1991,RUS,567,Russia,RUS
Oleg I. Dziuban,2440,1991,RUS,569,Russia,RUS
Sergey Ivanov,2440,1991,RUS,576,Russia,RUS
Pavel E Kondratiev,2440,1991,RUS,580,Russia,RUS
Yuri F Kutyanin,2440,1991,RUS,582,Russia,RUS
Yury Piskov,2440,1991,RUS,592,Russia,RUS
Vladimir-D Sergievsky,2440,1991,RUS,598,Russia,RUS
Viktor Varavin,2440,1991,RUS,603,Russia,RUS
Boris..T Vladimirov,2440,1991,RUS,605,Russia,RUS
Alexander Zlochevskij,2440,1991,RUS,607,Russia,RUS
Andrei Deev,2435,1991,RUS,611,Russia,RUS
Alisa.(IM) Galliamova-Ivanchuk,2435,1991,RUS,615,Russia,RUS
Valeri S Korensky,2435,1991,RUS,624,Russia,RUS
Alexander A Kuyindzhi,2435,1991,RUS,625,Russia,RUS
Pavel Malyakin,2435,1991,RUS,628,Russia,RUS
Vladimir Petrienko,2435,1991,RUS,629,Russia,RUS
Andrei Purtov,2435,1991,RUS,630,Russia,RUS
Leonid Basin,2430,1991,RUS,651,Russia,RUS
Eduard Bukhman,2430,1991,RUS,653,Russia,RUS
Yuri..V Gutop,2430,1991,RUS,663,Russia,RUS
Sergey Janovsky,2430,1991,RUS,665,Russia,RUS
Mikhail Kislov,2430,1991,RUS,671,Russia,RUS
Viatcheslav Osnos,2430,1991,RUS,692,Russia,RUS
Igor V Platonov,2430,1991,RUS,695,Russia,RUS
Vladislav..V Vorotnikov,2430,1991,RUS,706,Russia,RUS
Alexander..V Cherepkov,2425,1991,RUS,717,Russia,RUS
Marat Muhutdinov,2425,1991,RUS,737,Russia,RUS
G Mukhim,2425,1991,RUS,739,Russia,RUS
Yuri..V Nikolaevsky,2425,1991,RUS,741,Russia,RUS
Vladimir Utemov,2425,1991,RUS,757,Russia,RUS
Alexander Berezovics,2420,1991,RUS,767,Russia,RUS
Ilja Biriukov,2420,1991,RUS,770,Russia,RUS
Sergey-G Gorelov,2420,1991,RUS,784,Russia,RUS
Vladimir-E Kozlov,2420,1991,RUS,795,Russia,RUS
Nikolai..M Mishuchkov,2420,1991,RUS,809,Russia,RUS
Edward A Obukhovski,2420,1991,RUS,810,Russia,RUS
E Riabchonok,2420,1991,RUS,817,Russia,RUS
Sergei G Rosenberg,2420,1991,RUS,820,Russia,RUS
A Shmit,2420,1991,RUS,823,Russia,RUS
Pavel Zarubin,2420,1991,RUS,831,Russia,RUS
Aleksander Alienkin,2415,1991,RUS,833,Russia,RUS
Yuri N Anikaev,2415,1991,RUS,834,Russia,RUS
Vladimir Belikov,2415,1991,RUS,835,Russia,RUS
L Cherniak,2415,1991,RUS,837,Russia,RUS
Vadim..Z Faibisovich,2415,1991,RUS,844,Russia,RUS
Anatolij Golikov,2415,1991,RUS,847,Russia,RUS
Yakov Meister,2415,1991,RUS,861,Russia,RUS
Maxim Novik,2415,1991,RUS,867,Russia,RUS
Veniamen Shtyrenkov,2415,1991,RUS,885,Russia,RUS
Evgeniy Solozhenkin,2415,1991,RUS,890,Russia,RUS
Vitaly..G Terentiev,2415,1991,RUS,892,Russia,RUS
Nikolai Vlassov,2415,1991,RUS,894,Russia,RUS
Valeri Yandemirov,2415,1991,RUS,896,Russia,RUS
Vladlen Y Zurakhov,2415,1991,RUS,898,Russia,RUS
Viacheslav Bashkov,2410,1991,RUS,900,Russia,RUS
B Bilunov,2410,1991,RUS,901,Russia,RUS
Boris Fradkin,2410,1991,RUS,915,Russia,RUS
Vasilij Gagarin,2410,1991,RUS,916,Russia,RUS
Dmitry..R Godes,2410,1991,RUS,918,Russia,RUS
Viktor Harlamov,2410,1991,RUS,920,Russia,RUS
Jurij Markov,2410,1991,RUS,926,Russia,RUS
Vladimir A Muratov,2410,1991,RUS,930,Russia,RUS
Yuri N Popov,2410,1991,RUS,934,Russia,RUS
Iakov D Rusakov,2410,1991,RUS,941,Russia,RUS
Yuri Shabanov,2410,1991,RUS,944,Russia,RUS
L. Sokolin,2410,1991,RUS,945,Russia,RUS
Sergey Veselovsky,2410,1991,RUS,949,Russia,RUS
Igor Foigel,2405,1991,RUS,978,Russia,RUS
Vladimir Lazarev,2405,1991,RUS,993,Russia,RUS
Aleksander..S Nikitin,2405,1991,RUS,1007,Russia,RUS
Mikhail B Pukshansky,2405,1991,RUS,1014,Russia,RUS
Aron G Reshko,2405,1991,RUS,1019,Russia,RUS
Alexei N Shestaperov,2405,1991,RUS,1022,Russia,RUS
Vladimir Sutorikhin,2405,1991,RUS,1029,Russia,RUS
Igor..A Zaitsev,2405,1991,RUS,1033,Russia,RUS
Vadim Zvjaginsev,2405,1991,RUS,1035,Russia,RUS
Anatoly-V Alexeev,2400,1991,RUS,1036,Russia,RUS
Olef..I Donchenko,2400,1991,RUS,1052,Russia,RUS
Sergej Grebennikov,2400,1991,RUS,1065,Russia,RUS
Karen A Grigorian,2400,1991,RUS,1066,Russia,RUS
Felix..N Ignatiev,2400,1991,RUS,1069,Russia,RUS
A Kochner,2400,1991,RUS,1074,Russia,RUS
Yuri..I Kotz,2400,1991,RUS,1077,Russia,RUS
Anatoli A Krutyanski,2400,1991,RUS,1078,Russia,RUS
Alexander Raetsky,2400,1991,RUS,1097,Russia,RUS
T Vakhidov,2400,1991,RUS,1110,Russia,RUS
Mikhail M Yudovich,2400,1991,RUS,1113,Russia,RUS
K Agapov,2395,1991,RUS,1118,Russia,RUS
Oleg..L Chernikov,2395,1991,RUS,1128,Russia,RUS
Vladislav Fedorov,2395,1991,RUS,1134,Russia,RUS
Vladimir-T Grokhotov,2395,1991,RUS,1138,Russia,RUS
Oleg Kozlov,2395,1991,RUS,1146,Russia,RUS
Valentin Kron,2395,1991,RUS,1147,Russia,RUS
Magaram Magamedov,2395,1991,RUS,1149,Russia,RUS
Nikolay Monin,2395,1991,RUS,1151,Russia,RUS
Anatoli..I Shvedchikov,2395,1991,RUS,1168,Russia,RUS
Sergei Soloviov,2395,1991,RUS,1170,Russia,RUS
Efim.Samoilovich Stoliar,2395,1991,RUS,1171,Russia,RUS
Igor Yanvarjov,2395,1991,RUS,1180,Russia,RUS
Sergey..N Yuferov,2395,1991,RUS,1181,Russia,RUS
Alexey Yuneev,2395,1991,RUS,1182,Russia,RUS
Seiram A Chekhelian,2390,1991,RUS,1187,Russia,RUS
Ilya Frog,2390,1991,RUS,1195,Russia,RUS
Oleg Ivanov,2390,1991,RUS,1205,Russia,RUS
Evgenij Kalegin,2390,1991,RUS,1207,Russia,RUS
Abram Khasin,2390,1991,RUS,1211,Russia,RUS
G Khavsky,2390,1991,RUS,1212,Russia,RUS
