Name,Rating,Year,Fed,Rank,name_FED,ISO3
Robert J Fischer,2780,1996,USA,1,United States,USA
Gata Kamsky,2735,1996,USA,6,United States,USA
Yasser Seirawan,2630,1996,USA,35,United States,USA
Boris..F Gulko,2615,1996,USA,46,United States,USA
Gregory..S Kaidanov,2605,1996,USA,59,United States,USA
Nick..E DeFirmian,2595,1996,USA,68,United States,USA
Larry..M Christiansen,2580,1996,USA,94,United States,USA
Ilya Gurevich,2575,1996,USA,112,United States,USA
Joel Benjamin,2570,1996,USA,122,United States,USA
Alexander Shabalov,2570,1996,USA,128,United States,USA
Patrick..G Wolff,2565,1996,USA,141,United States,USA
Alex Yermolinsky,2565,1996,USA,142,United States,USA
Lev..O Alburt,2560,1996,USA,143,United States,USA
Roman Dzindzichashvili,2545,1996,USA,175,United States,USA
Michael..A Rohde,2540,1996,USA,202,United States,USA
Grigory Serper,2540,1996,USA,204,United States,USA
Michael Wilder,2540,1996,USA,212,United States,USA
Walter.S Browne,2535,1996,USA,218,United States,USA
Dmitry Gurevich,2535,1996,USA,221,United States,USA
Lubomir Kavalek,2535,1996,USA,224,United States,USA
Sergey Kudrin,2535,1996,USA,225,United States,USA
Maxim Dlugy,2530,1996,USA,243,United States,USA
Alexander Ivanov,2525,1996,USA,270,United States,USA
James E Tarjan,2525,1996,USA,278,United States,USA
John..P Fedorowicz,2515,1996,USA,300,United States,USA
Alexander Fishbein,2515,1996,USA,301,United States,USA
Gennadij Sagalchik,2510,1996,USA,334,United States,USA
Gabriel Schwartzman,2510,1996,USA,335,United States,USA
Leonid.M Sokolin,2510,1996,USA,337,United States,USA
Michael..A Brooks,2505,1996,USA,346,United States,USA
Kenneth S Rogoff,2505,1996,USA,367,United States,USA
Benjamin Finegold,2500,1996,USA,381,United States,USA
Alex Sherzer,2500,1996,USA,401,United States,USA
Anatoly Dozorets,2495,1996,USA,413,United States,USA
Wiliam G Addison,2490,1996,USA,445,United States,USA
Igor..N Khmelnitsky,2490,1996,USA,456,United States,USA
Stuart Rachels,2485,1996,USA,496,United States,USA
Mikhail Braude,2480,1996,USA,508,United States,USA
Julio P Kaplan,2480,1996,USA,516,United States,USA
Eugene..B Meyer,2480,1996,USA,522,United States,USA
Semon Palatnik,2480,1996,USA,527,United States,USA
Ron..W Henley,2475,1996,USA,553,United States,USA
Igor..V Ivanov,2475,1996,USA,554,United States,USA
Leonid Bass,2470,1996,USA,580,United States,USA
Larry M. Evans,2470,1996,USA,587,United States,USA
Vincent McCambridge,2470,1996,USA,597,United States,USA
Georgi Orlov,2470,1996,USA,602,United States,USA
