Name,Rating,Year,Fed,Rank,name_FED,ISO3
An. Karpov,2720,1982,RUS,1,Russia,RUS
G. Kasparov,2640,1982,RUS,4,Russia,RUS
B. Spassky,2625,1982,RUS,6,Russia,RUS
A. Beliavsky,2615,1982,RUS,8,Russia,RUS
T. Petrosian,2605,1982,RUS,12,Russia,RUS
Tal,2605,1982,RUS,13,Russia,RUS
L. Polugaevsky,2600,1982,RUS,15,Russia,RUS
Y. Balashov,2595,1982,RUS,16,Russia,RUS
V. Cseshkovsky,2595,1982,RUS,17,Russia,RUS
S. Dolmatov,2590,1982,RUS,18,Russia,RUS
O. Romanishin,2580,1982,RUS,25,Russia,RUS
B. Gulko,2565,1982,RUS,31,Russia,RUS
V. Smyslov,2565,1982,RUS,32,Russia,RUS
A. Yusupov,2555,1982,RUS,34,Russia,RUS
N. Krogius,2550,1982,RUS,37,Russia,RUS
R. Vaganian,2550,1982,RUS,40,Russia,RUS
E.P. Geller,2545,1982,RUS,41,Russia,RUS
G.P. Kuzmin,2545,1982,RUS,42,Russia,RUS
L. Psakhis,2545,1982,RUS,43,Russia,RUS
A. Mikhalchishin,2530,1982,RUS,46,Russia,RUS
E. Sveshnikov,2525,1982,RUS,49,Russia,RUS
N. Rashkovsky,2515,1982,RUS,57,Russia,RUS
I. Dorfman,2510,1982,RUS,59,Russia,RUS
M. Taimanov,2510,1982,RUS,64,Russia,RUS
A. Kochiyev,2505,1982,RUS,70,Russia,RUS
S. Makarichev,2505,1982,RUS,72,Russia,RUS
S. Palatnik,2505,1982,RUS,73,Russia,RUS
T. Georgadze,2500,1982,RUS,78,Russia,RUS
K. Lerner,2500,1982,RUS,80,Russia,RUS
V. Tukmakov,2500,1982,RUS,85,Russia,RUS
V.K. Bagirov,2495,1982,RUS,87,Russia,RUS
D. Bronstein,2495,1982,RUS,88,Russia,RUS
B. Gurgenidze,2495,1982,RUS,91,Russia,RUS
R. Kholmov,2495,1982,RUS,93,Russia,RUS
Ney,2495,1982,RUS,97,Russia,RUS
Gen. Timoshchenko,2495,1982,RUS,100,Russia,RUS
E. Vasiukov,2495,1982,RUS,101,Russia,RUS
E. Vladimirov,2495,1982,RUS,102,Russia,RUS
Y.L. Averbakh,2490,1982,RUS,104,Russia,RUS
A. Chernin,2490,1982,RUS,105,Russia,RUS
O. Dementiev,2490,1982,RUS,106,Russia,RUS
Mikh. Tseitlin,2490,1982,RUS,110,Russia,RUS
A. Vaiser,2490,1982,RUS,111,Russia,RUS
A. Vyzmanavin,2490,1982,RUS,112,Russia,RUS
G. Agzamov,2485,1982,RUS,113,Russia,RUS
A. Gipslis,2485,1982,RUS,116,Russia,RUS
E. Gufeld,2485,1982,RUS,117,Russia,RUS
A. Petrosian,2485,1982,RUS,123,Russia,RUS
Razuvaev,2485,1982,RUS,124,Russia,RUS
Savon,2485,1982,RUS,127,Russia,RUS
M.I. Dvorietzky,2480,1982,RUS,133,Russia,RUS
A. Kharitonov,2480,1982,RUS,138,Russia,RUS
A.N. Panchenko,2480,1982,RUS,139,Russia,RUS
J.E. Vatnikov,2480,1982,RUS,140,Russia,RUS
Y. Sakharov,2475,1982,RUS,147,Russia,RUS
S. Gorelov,2470,1982,RUS,156,Russia,RUS
A.A. Vitolinsh,2470,1982,RUS,167,Russia,RUS
Y. Anikaev,2465,1982,RUS,168,Russia,RUS
S.I. Dvoirys,2465,1982,RUS,170,Russia,RUS
A. Lukin,2465,1982,RUS,176,Russia,RUS
B. Vladimirov,2465,1982,RUS,180,Russia,RUS
I.A. Zaitsev,2465,1982,RUS,182,Russia,RUS
V.S. Zhidkov,2465,1982,RUS,183,Russia,RUS
V. Chekhov,2460,1982,RUS,186,Russia,RUS
O.L. Chernikov,2460,1982,RUS,187,Russia,RUS
V.S. Eingorn,2460,1982,RUS,190,Russia,RUS
V.A. Kozlov,2460,1982,RUS,195,Russia,RUS
I. Polovodin,2460,1982,RUS,201,Russia,RUS
V.I. Zhuravliov,2460,1982,RUS,205,Russia,RUS
A. Kapengut,2455,1982,RUS,208,Russia,RUS
B. Kogan,2455,1982,RUS,209,Russia,RUS
V. Osnos,2455,1982,RUS,214,Russia,RUS
Mark Tseitlin,2455,1982,RUS,216,Russia,RUS
O. Averkin,2450,1982,RUS,218,Russia,RUS
V. Didishko,2450,1982,RUS,222,Russia,RUS
J. Ehlvest,2450,1982,RUS,224,Russia,RUS
V.Z. Faibisovich,2450,1982,RUS,225,Russia,RUS
Al. Khassin,2450,1982,RUS,230,Russia,RUS
Y. Klovan,2450,1982,RUS,231,Russia,RUS
E. Mnatsakanian,2450,1982,RUS,234,Russia,RUS
Monakov,2450,1982,RUS,235,Russia,RUS
E. Mukhin,2450,1982,RUS,236,Russia,RUS
V. Peresypkin,2450,1982,RUS,237,Russia,RUS
Podgaets,2450,1982,RUS,238,Russia,RUS
A.S. Suetin,2450,1982,RUS,243,Russia,RUS
A. Yermolinsky,2450,1982,RUS,245,Russia,RUS
Z. Azmayparashvili,2445,1982,RUS,250,Russia,RUS
E. Magerramov,2445,1982,RUS,255,Russia,RUS
An. Bykhovsky,2440,1982,RUS,261,Russia,RUS
O.I. Dziuban,2440,1982,RUS,262,Russia,RUS
P. Kondratiev,2440,1982,RUS,267,Russia,RUS
S. Lputian,2440,1982,RUS,271,Russia,RUS
Peltz,2440,1982,RUS,275,Russia,RUS
Pietkievich,2440,1982,RUS,276,Russia,RUS
Sturua,2440,1982,RUS,280,Russia,RUS
N.I. Andrianov,2435,1982,RUS,284,Russia,RUS
A. Kuyindzhi,2435,1982,RUS,291,Russia,RUS
E. Mochalov,2435,1982,RUS,292,Russia,RUS
E. Pigusov,2435,1982,RUS,294,Russia,RUS
E. Ubilava,2435,1982,RUS,302,Russia,RUS
V.N. Gavrikov,2430,1982,RUS,312,Russia,RUS
Gutop,2430,1982,RUS,313,Russia,RUS
V.P. Malaniuk,2430,1982,RUS,316,Russia,RUS
Platonov,2430,1982,RUS,321,Russia,RUS
A. Veingold,2430,1982,RUS,333,Russia,RUS
V.V. Vorotnikov,2430,1982,RUS,335,Russia,RUS
S.N. Yuferov,2430,1982,RUS,336,Russia,RUS
V.M. Arbakov,2425,1982,RUS,339,Russia,RUS
G.K. Borisenko,2425,1982,RUS,341,Russia,RUS
E. Bukhman,2425,1982,RUS,342,Russia,RUS
Nikolaevsky,2425,1982,RUS,361,Russia,RUS
A. Sokolov,2425,1982,RUS,365,Russia,RUS
A.V. Ivanov,2420,1982,RUS,377,Russia,RUS
B. Katalymov,2420,1982,RUS,381,Russia,RUS
A. Kosikov,2420,1982,RUS,383,Russia,RUS
A. Machulsky,2420,1982,RUS,385,Russia,RUS
N. Mishuchkov,2420,1982,RUS,387,Russia,RUS
Riabchonok,2420,1982,RUS,392,Russia,RUS
Shashin,2420,1982,RUS,393,Russia,RUS
Shmit,2420,1982,RUS,394,Russia,RUS
A.J. Butnoris,2415,1982,RUS,400,Russia,RUS
K.A. Grigorian,2415,1982,RUS,404,Russia,RUS
