Name,Rating,Year,Fed,Rank,name_FED,ISO3
Robert J Fischer,2780,1992,USA,1,United States,USA
Gata Kamsky,2655,1992,USA,9,United States,USA
Yasser Seirawan,2600,1992,USA,42,United States,USA
Larry..M Christiansen,2595,1992,USA,43,United States,USA
Alex Yermolinsky,2595,1992,USA,48,United States,USA
Michael..A Rohde,2585,1992,USA,57,United States,USA
Nick..E DeFirmian,2570,1992,USA,76,United States,USA
Patrick..G Wolff,2570,1992,USA,80,United States,USA
Roman Dzindzichashvili,2560,1992,USA,87,United States,USA
Boris..F Gulko,2560,1992,USA,89,United States,USA
Joel Benjamin,2555,1992,USA,100,United States,USA
Alexander Ivanov,2555,1992,USA,102,United States,USA
Maxim Dlugy,2550,1992,USA,107,United States,USA
Gregory..S Kaidanov,2550,1992,USA,109,United States,USA
Lubomir Kavalek,2550,1992,USA,110,United States,USA
Sergey Kudrin,2550,1992,USA,111,United States,USA
Grigory Serper,2540,1992,USA,138,United States,USA
Alexander Shabalov,2540,1992,USA,139,United States,USA
Michael Wilder,2540,1992,USA,141,United States,USA
Lev..O Alburt,2535,1992,USA,143,United States,USA
Walter.S Browne,2530,1992,USA,156,United States,USA
John..P Fedorowicz,2530,1992,USA,157,United States,USA
James E Tarjan,2525,1992,USA,178,United States,USA
Dmitry Gurevich,2515,1992,USA,198,United States,USA
Semon Palatnik,2510,1992,USA,223,United States,USA
Kenneth S Rogoff,2505,1992,USA,241,United States,USA
Georgi Orlov,2500,1992,USA,259,United States,USA
Leonid Bass,2495,1992,USA,268,United States,USA
Anatoly Dozorets,2495,1992,USA,271,United States,USA
Alexander Fishbein,2495,1992,USA,272,United States,USA
Wiliam G Addison,2490,1992,USA,294,United States,USA
Stuart Rachels,2485,1992,USA,327,United States,USA
Ron..W Henley,2480,1992,USA,338,United States,USA
Julio P Kaplan,2480,1992,USA,340,United States,USA
Anatoly Lein,2480,1992,USA,344,United States,USA
Vincent McCambridge,2480,1992,USA,345,United States,USA
Ilya Gurevich,2475,1992,USA,360,United States,USA
Igor..N Khmelnitsky,2475,1992,USA,362,United States,USA
John..A Peters,2475,1992,USA,369,United States,USA
Gennadij Sagalchik,2475,1992,USA,370,United States,USA
Larry M. Evans,2470,1992,USA,378,United States,USA
Eugene..B Meyer,2470,1992,USA,383,United States,USA
Benjamin Finegold,2465,1992,USA,401,United States,USA
Igor..V Ivanov,2465,1992,USA,412,United States,USA
Vitaly F Zaltsman,2465,1992,USA,437,United States,USA
Edmar..J Mednis,2460,1992,USA,455,United States,USA
Alex Sherzer,2460,1992,USA,465,United States,USA
Robert-E Byrne,2455,1992,USA,475,United States,USA
Douglas Root,2455,1992,USA,507,United States,USA
Timothy Taylor,2455,1992,USA,510,United States,USA
Bernard Zuckerman,2455,1992,USA,518,United States,USA
Peter Biyiasas,2450,1992,USA,523,United States,USA
William J Lombardy,2450,1992,USA,535,United States,USA
Milan R Vukcevich,2450,1992,USA,558,United States,USA
Norman Weinstein,2450,1992,USA,559,United States,USA
Kim S Commons,2445,1992,USA,563,United States,USA
Boris M Kogan,2445,1992,USA,576,United States,USA
Michael..A Brooks,2440,1992,USA,610,United States,USA
Kamran Shirazi,2435,1992,USA,690,United States,USA
Jay E Whitehead,2435,1992,USA,699,United States,USA
Larry..C Kaufman,2430,1992,USA,742,United States,USA
Joseph..M Bradford,2425,1992,USA,777,United States,USA
John..W Donaldson,2425,1992,USA,785,United States,USA
Craig Mar,2420,1992,USA,858,United States,USA
Salvatore Mater,2420,1992,USA,861,United States,USA
Steven..M Odendahl,2420,1992,USA,867,United States,USA
Andrew..E Soltis,2420,1992,USA,887,United States,USA
Pal..C Benko,2415,1992,USA,900,United States,USA
Dumitru Ghizdavu,2415,1992,USA,914,United States,USA
Blas Lugo,2415,1992,USA,927,United States,USA
Samuel H Reshevsky,2415,1992,USA,944,United States,USA
Miles Ardaman,2410,1992,USA,964,United States,USA
Mark C Diesen,2410,1992,USA,980,United States,USA
Peter Cleghorn,2405,1992,USA,1061,United States,USA
Elena Donaldson-Akhmilovskaya,2405,1992,USA,1066,United States,USA
Sandeep Joshi,2405,1992,USA,1086,United States,USA
Kenneth Regan,2405,1992,USA,1110,United States,USA
Jay..R Bonin,2400,1992,USA,1141,United States,USA
Daniel Edelman,2400,1992,USA,1150,United States,USA
Mark Ginsburg,2400,1992,USA,1160,United States,USA
Danny Kopec,2400,1992,USA,1171,United States,USA
Irina..S Levitina,2400,1992,USA,1177,United States,USA
Leonid Shamkovich,2400,1992,USA,1204,United States,USA
David J Strauss,2400,1992,USA,1211,United States,USA
John..L Watson,2400,1992,USA,1221,United States,USA
Israel Zilber,2400,1992,USA,1224,United States,USA
Roy C Ervin,2395,1992,USA,1246,United States,USA
James Rizzitano,2395,1992,USA,1287,United States,USA
Jonathan Schroer,2395,1992,USA,1289,United States,USA
Jeremy..D Silman,2395,1992,USA,1293,United States,USA
John..A Grefe,2390,1992,USA,1327,United States,USA
Jeffrey A Kent,2390,1992,USA,1334,United States,USA
Alexsander B Pavlovich,2390,1992,USA,1358,United States,USA
Vivek Rao,2390,1992,USA,1367,United States,USA
Anna..M Akhsharumova,2385,1992,USA,1392,United States,USA
Steve Jacobi,2385,1992,USA,1434,United States,USA
Doug McClintock,2385,1992,USA,1451,United States,USA
Anatoly A Volovich,2385,1992,USA,1488,United States,USA
Calvin Blocker,2380,1992,USA,1511,United States,USA
Stanislav Garber,2380,1992,USA,1527,United States,USA
Robert Rowley,2380,1992,USA,1569,United States,USA
Arthur..B Bisguier,2375,1992,USA,1606,United States,USA
Craig V Chellstorp,2375,1992,USA,1616,United States,USA
Gregory DeFotis,2375,1992,USA,1624,United States,USA
Charles..E Hertan,2375,1992,USA,1648,United States,USA
Stephen..L Jones,2375,1992,USA,1651,United States,USA
Walter D Morris,2375,1992,USA,1673,United States,USA
Bruce Rind,2375,1992,USA,1690,United States,USA
James..T Sherwin,2375,1992,USA,1698,United States,USA
Perry Youngworth,2375,1992,USA,1716,United States,USA
Maurice Ashley,2370,1992,USA,1723,United States,USA
Victor Delgado,2370,1992,USA,1736,United States,USA
Dimitri London,2370,1992,USA,1767,United States,USA
Anthony..F Saidy,2370,1992,USA,1802,United States,USA
Kenneth R Smith,2370,1992,USA,1812,United States,USA
Michael..J Valvo,2370,1992,USA,1820,United States,USA
Mladen Vucic,2370,1992,USA,1824,United States,USA
Rudy Blumenfeld,2365,1992,USA,1836,United States,USA
Mitchell Goldberg,2365,1992,USA,1852,United States,USA
Morris Giles,2360,1992,USA,1955,United States,USA
John C Hoggatt,2360,1992,USA,1968,United States,USA
Nikolay..N Minev,2360,1992,USA,1986,United States,USA
Tony Renna,2360,1992,USA,2000,United States,USA
Vadim Tsemekhman,2360,1992,USA,2012,United States,USA
Richard..K Delaune,2355,1992,USA,2053,United States,USA
David-W Griego,2355,1992,USA,2069,United States,USA
Guillermo Rey,2355,1992,USA,2124,United States,USA
Eric Tangborn,2355,1992,USA,2145,United States,USA
Mikhail Zlotnikov,2355,1992,USA,2161,United States,USA
Paul A Whitehead,2350,1992,USA,2293,United States,USA
Earl C Hall,2345,1992,USA,2346,United States,USA
Julius H Loftsson,2345,1992,USA,2379,United States,USA
John..C Meyer,2345,1992,USA,2387,United States,USA
Matthew..A Beelby,2340,1992,USA,2476,United States,USA
Kasrou Chubook,2340,1992,USA,2489,United States,USA
Oleg M Kaminsky,2340,1992,USA,2526,United States,USA
Larry Remlinger,2340,1992,USA,2565,United States,USA
Mark Ritter,2340,1992,USA,2566,United States,USA
Gabriel Schwartzman,2340,1992,USA,2577,United States,USA
James A Thinnsen,2340,1992,USA,2595,United States,USA
Steve Wygle,2340,1992,USA,2608,United States,USA
Joseph Fang,2335,1992,USA,2645,United States,USA
Bernardo Fernandez,2335,1992,USA,2646,United States,USA
