Name,Rating,Year,Fed,Rank,name_FED,ISO3
An. Karpov,2725,1978,RUS,1,Russia,RUS
B. Spassky,2630,1978,RUS,5,Russia,RUS
Tal,2625,1978,RUS,6,Russia,RUS
T. Petrosian,2620,1978,RUS,9,Russia,RUS
L. Polugaevsky,2620,1978,RUS,10,Russia,RUS
O. Romanishin,2610,1978,RUS,11,Russia,RUS
Y. Balashov,2590,1978,RUS,14,Russia,RUS
E.P. Geller,2590,1978,RUS,15,Russia,RUS
B. Gulko,2575,1978,RUS,19,Russia,RUS
V. Smyslov,2575,1978,RUS,20,Russia,RUS
D. Bronstein,2570,1978,RUS,23,Russia,RUS
V. Cseshkovsky,2570,1978,RUS,24,Russia,RUS
R. Vaganian,2570,1978,RUS,26,Russia,RUS
E. Sveshnikov,2565,1978,RUS,29,Russia,RUS
Savon,2560,1978,RUS,30,Russia,RUS
V. Tukmakov,2560,1978,RUS,31,Russia,RUS
A. Kochiyev,2555,1978,RUS,32,Russia,RUS
E. Vasiukov,2555,1978,RUS,35,Russia,RUS
I. Dorfman,2550,1978,RUS,38,Russia,RUS
N. Krogius,2550,1978,RUS,40,Russia,RUS
A. Beliavsky,2545,1978,RUS,43,Russia,RUS
R. Kholmov,2540,1978,RUS,44,Russia,RUS
A.S. Lutikov,2540,1978,RUS,46,Russia,RUS
G.P. Kuzmin,2535,1978,RUS,49,Russia,RUS
A.S. Suetin,2535,1978,RUS,51,Russia,RUS
G. Kuprejanov,2530,1978,RUS,53,Russia,RUS
M. Taimanov,2530,1978,RUS,57,Russia,RUS
Gen. Timoshchenko,2530,1978,RUS,58,Russia,RUS
M.I. Dvorietzky,2525,1978,RUS,60,Russia,RUS
S. Furman,2525,1978,RUS,61,Russia,RUS
A. Gipslis,2525,1978,RUS,62,Russia,RUS
E. Gufeld,2525,1978,RUS,64,Russia,RUS
Y.L. Averbakh,2520,1978,RUS,68,Russia,RUS
V.S. Zhidkov,2520,1978,RUS,76,Russia,RUS
L.O. Alburt,2510,1978,RUS,81,Russia,RUS
B. Gurgenidze,2510,1978,RUS,85,Russia,RUS
Mikh. Tseitlin,2510,1978,RUS,88,Russia,RUS
T. Georgadze,2505,1978,RUS,89,Russia,RUS
N. Rashkovsky,2505,1978,RUS,95,Russia,RUS
K.A. Grigorian,2500,1978,RUS,99,Russia,RUS
Ney,2500,1978,RUS,100,Russia,RUS
V.K. Bagirov,2495,1978,RUS,103,Russia,RUS
S. Dolmatov,2495,1978,RUS,104,Russia,RUS
S. Makarichev,2495,1978,RUS,105,Russia,RUS
A.N. Panchenko,2495,1978,RUS,107,Russia,RUS
O. Dementiev,2490,1978,RUS,110,Russia,RUS
Y. Klovan,2490,1978,RUS,113,Russia,RUS
S. Palatnik,2490,1978,RUS,114,Russia,RUS
Shuralev,2490,1978,RUS,119,Russia,RUS
L.G. Zaitseva,2490,1978,RUS,121,Russia,RUS
L. Grigorian,2480,1978,RUS,128,Russia,RUS
L. Psakhis,2480,1978,RUS,131,Russia,RUS
Shpilker,2480,1978,RUS,133,Russia,RUS
Mark Tseitlin,2480,1978,RUS,136,Russia,RUS
J.E. Vatnikov,2480,1978,RUS,137,Russia,RUS
Y. Sacharov,2475,1978,RUS,141,Russia,RUS
V. Chekhov,2470,1978,RUS,146,Russia,RUS
M. Mukhin,2470,1978,RUS,150,Russia,RUS
G. Zaitshik,2470,1978,RUS,154,Russia,RUS
O.L. Chernikov,2465,1978,RUS,157,Russia,RUS
A. Kapengut,2465,1978,RUS,160,Russia,RUS
V.I. Karasev,2465,1978,RUS,161,Russia,RUS
