Name,Rating,Year,Fed,Rank,name_FED,ISO3
Gary Kasparov,2825,1998,RUS,1,Russia,RUS
Vladimir Kramnik,2790,1998,RUS,2,Russia,RUS
Anatoly Karpov,2735,1998,RUS,6,Russia,RUS
Peter Svidler,2690,1998,RUS,10,Russia,RUS
Valery Salov,2680,1998,RUS,11,Russia,RUS
Evgeny Bareev,2675,1998,RUS,12,Russia,RUS
Sergei Rublevsky,2665,1998,RUS,18,Russia,RUS
Alexander Khalifman,2660,1998,RUS,20,Russia,RUS
Vadim Zvjaginsev,2655,1998,RUS,25,Russia,RUS
Sergei Tiviakov,2640,1998,RUS,31,Russia,RUS
Alexey Dreev,2630,1998,RUS,38,Russia,RUS
Konstantin Sakaev,2620,1998,RUS,47,Russia,RUS
Sergei Shipov,2620,1998,RUS,48,Russia,RUS
Valerij Filippov,2595,1998,RUS,80,Russia,RUS
Evgeny Sveshnikov,2595,1998,RUS,88,Russia,RUS
Vladimir Epishin,2590,1998,RUS,91,Russia,RUS
Alexander Goldin,2590,1998,RUS,92,Russia,RUS
Ildar Ibragimov,2590,1998,RUS,93,Russia,RUS
Alexander Morozevich,2590,1998,RUS,94,Russia,RUS
Semen.I Dvoirys,2585,1998,RUS,99,Russia,RUS
Andrei..Y Kharitonov,2585,1998,RUS,102,Russia,RUS
Yury Dokhoian,2580,1998,RUS,105,Russia,RUS
Andrei Sokolov,2580,1998,RUS,114,Russia,RUS
Evgeny Pigusov,2575,1998,RUS,118,Russia,RUS
Alexander Rustemov,2575,1998,RUS,119,Russia,RUS
Sergey Smagin,2575,1998,RUS,120,Russia,RUS
Mikhail Ulibin,2575,1998,RUS,122,Russia,RUS
Sergey Dolmatov,2570,1998,RUS,125,Russia,RUS
Sergey Ivanov,2570,1998,RUS,128,Russia,RUS
Aleksandr Karpatchev,2570,1998,RUS,129,Russia,RUS
Yuri Yakovich,2570,1998,RUS,135,Russia,RUS
Konstantin..N Aseev,2565,1998,RUS,136,Russia,RUS
