Name,Rating,Year,Fed,Rank,name_FED,ISO3
J.H. Timman,2680,1990,NED,3,Netherlands,NLD
J.T.H. Van der Wiel,2550,1990,NED,82,Netherlands,NLD
G. Sosonko,2525,1990,NED,133,Netherlands,NLD
P. Van der Sterren,2515,1990,NED,154,Netherlands,NLD
Je. Piket,2495,1990,NED,215,Netherlands,NLD
M. Kuijf,2490,1990,NED,229,Netherlands,NLD
F. Nijboer,2485,1990,NED,245,Netherlands,NLD
J. Brenninkmeijer,2475,1990,NED,274,Netherlands,NLD
H. Ree,2455,1990,NED,398,Netherlands,NLD
L. Van Wely,2445,1990,NED,475,Netherlands,NLD
R.C. Douven,2440,1990,NED,481,Netherlands,NLD
P. Scheeren,2435,1990,NED,528,Netherlands,NLD
C. Van Wijgerden,2430,1990,NED,569,Netherlands,NLD
M. Bosboom,2425,1990,NED,574,Netherlands,NLD
K. Langeweg,2420,1990,NED,621,Netherlands,NLD
L. Riemersma,2420,1990,NED,637,Netherlands,NLD
G. Ligterink,2410,1990,NED,733,Netherlands,NLD
F.A. Kuijpers,2405,1990,NED,785,Netherlands,NLD
G. Pieterse,2405,1990,NED,792,Netherlands,NLD
A. Blees,2400,1990,NED,824,Netherlands,NLD
F.W.M. Borm,2400,1990,NED,826,Netherlands,NLD
H. Cardon,2400,1990,NED,827,Netherlands,NLD
F.A. Cuijpers,2400,1990,NED,831,Netherlands,NLD
B.F. Enklaar,2400,1990,NED,837,Netherlands,NLD
H.A. Bartels,2395,1990,NED,892,Netherlands,NLD
P.A. Boersma,2395,1990,NED,897,Netherlands,NLD
J.S. De Wit,2395,1990,NED,901,Netherlands,NLD
B. Van Gaalen,2395,1990,NED,931,Netherlands,NLD
H. Bohm,2390,1990,NED,944,Netherlands,NLD
N. Cortlever,2390,1990,NED,949,Netherlands,NLD
P. Gelpke,2390,1990,NED,955,Netherlands,NLD
L. Pliester,2390,1990,NED,985,Netherlands,NLD
B. Carlier,2385,1990,NED,1022,Netherlands,NLD
P. Peelen,2380,1990,NED,1122,Netherlands,NLD
J.A.J. Van Mil,2380,1990,NED,1158,Netherlands,NLD
J. Vanheste,2380,1990,NED,1159,Netherlands,NLD
G.-J. De Boer,2375,1990,NED,1181,Netherlands,NLD
R.G. Hartoch,2370,1990,NED,1273,Netherlands,NLD
G. Welling,2370,1990,NED,1323,Netherlands,NLD
H. Grooten,2365,1990,NED,1346,Netherlands,NLD
R. Bertholee,2360,1990,NED,1412,Netherlands,NLD
G. Den Broeder,2355,1990,NED,1521,Netherlands,NLD
M. Peek,2355,1990,NED,1572,Netherlands,NLD
T. De Jong,2350,1990,NED,1614,Netherlands,NLD
E. Hoeksema,2350,1990,NED,1635,Netherlands,NLD
M. Piket,2350,1990,NED,1658,Netherlands,NLD
Van De Oudeweetering,2345,1990,NED,1787,Netherlands,NLD
H. Janssen,2340,1990,NED,1834,Netherlands,NLD
P. Koppens,2340,1990,NED,1842,Netherlands,NLD
Y. Visser,2340,1990,NED,1890,Netherlands,NLD
J. Weide,2340,1990,NED,1896,Netherlands,NLD
R. Caessens,2335,1990,NED,1921,Netherlands,NLD
Th.D. Van Scheltinga,2335,1990,NED,2012,Netherlands,NLD
J. Veerman,2335,1990,NED,2014,Netherlands,NLD
L. Tolhuizen,2330,1990,NED,2136,Netherlands,NLD
F. Van der Vliet,2330,1990,NED,2139,Netherlands,NLD
R. Witt,2330,1990,NED,2149,Netherlands,NLD
S. Los,2325,1990,NED,2234,Netherlands,NLD
J.C. Van Baarle,2325,1990,NED,2287,Netherlands,NLD
W. Hendriks,2320,1990,NED,2348,Netherlands,NLD
M. Martens,2320,1990,NED,2381,Netherlands,NLD
M. Van der Werf,2320,1990,NED,2436,Netherlands,NLD
W. Zagema,2320,1990,NED,2450,Netherlands,NLD
J. Dory,2315,1990,NED,2488,Netherlands,NLD
