Name,Rating,Year,Fed,Rank,name_FED,ISO3
An. Karpov,2690,1981,RUS,1,Russia,RUS
B. Spassky,2635,1981,RUS,5,Russia,RUS
G. Kasparov,2625,1981,RUS,6,Russia,RUS
A. Beliavsky,2620,1981,RUS,7,Russia,RUS
L. Polugaevsky,2620,1981,RUS,8,Russia,RUS
E.P. Geller,2615,1981,RUS,10,Russia,RUS
Y. Balashov,2600,1981,RUS,15,Russia,RUS
O. Romanishin,2595,1981,RUS,16,Russia,RUS
B. Gulko,2590,1981,RUS,18,Russia,RUS
T. Petrosian,2585,1981,RUS,20,Russia,RUS
A. Yusupov,2575,1981,RUS,26,Russia,RUS
R. Vaganian,2565,1981,RUS,27,Russia,RUS
Tal,2555,1981,RUS,31,Russia,RUS
N. Krogius,2550,1981,RUS,33,Russia,RUS
S. Dolmatov,2545,1981,RUS,37,Russia,RUS
G.P. Kuzmin,2545,1981,RUS,39,Russia,RUS
V. Smyslov,2545,1981,RUS,40,Russia,RUS
E. Vasiukov,2545,1981,RUS,41,Russia,RUS
A. Kochiyev,2540,1981,RUS,43,Russia,RUS
S. Makarichev,2535,1981,RUS,45,Russia,RUS
A. Mikhalchishin,2535,1981,RUS,46,Russia,RUS
N. Rashkovsky,2535,1981,RUS,47,Russia,RUS
E. Sveshnikov,2535,1981,RUS,50,Russia,RUS
V. Cseshkovsky,2530,1981,RUS,51,Russia,RUS
T. Georgadze,2530,1981,RUS,52,Russia,RUS
A.N. Panchenko,2530,1981,RUS,56,Russia,RUS
Razuvaev,2525,1981,RUS,60,Russia,RUS
K. Lerner,2520,1981,RUS,63,Russia,RUS
E. Gufeld,2515,1981,RUS,67,Russia,RUS
Gen. Timoshchenko,2510,1981,RUS,74,Russia,RUS
V.K. Bagirov,2505,1981,RUS,75,Russia,RUS
I. Dorfman,2505,1981,RUS,76,Russia,RUS
R. Kholmov,2505,1981,RUS,77,Russia,RUS
Mikh. Tseitlin,2505,1981,RUS,82,Russia,RUS
V.S. Zhidkov,2505,1981,RUS,84,Russia,RUS
L. Psakhis,2500,1981,RUS,90,Russia,RUS
M. Taimanov,2500,1981,RUS,91,Russia,RUS
V.S. Eingorn,2495,1981,RUS,93,Russia,RUS
Ney,2495,1981,RUS,96,Russia,RUS
A. Petrosian,2495,1981,RUS,97,Russia,RUS
Mark Tseitlin,2495,1981,RUS,101,Russia,RUS
Y.L. Averbakh,2490,1981,RUS,103,Russia,RUS
D. Bronstein,2490,1981,RUS,104,Russia,RUS
O. Dementiev,2490,1981,RUS,105,Russia,RUS
B. Gurgenidze,2490,1981,RUS,109,Russia,RUS
Savon,2490,1981,RUS,113,Russia,RUS
M.I. Dvorietzky,2480,1981,RUS,127,Russia,RUS
S. Palatnik,2480,1981,RUS,130,Russia,RUS
V. Tukmakov,2480,1981,RUS,132,Russia,RUS
J.E. Vatnikov,2480,1981,RUS,133,Russia,RUS
Y. Sacharov,2475,1981,RUS,142,Russia,RUS
A.A. Vitolinsh,2475,1981,RUS,144,Russia,RUS
V.S. Antoshin,2470,1981,RUS,146,Russia,RUS
A. Chernin,2470,1981,RUS,147,Russia,RUS
A. Gipslis,2470,1981,RUS,148,Russia,RUS
A. Kotov,2470,1981,RUS,150,Russia,RUS
S. Lputian,2465,1981,RUS,162,Russia,RUS
B. Vladimirov,2465,1981,RUS,167,Russia,RUS
I.A. Zaitsev,2465,1981,RUS,168,Russia,RUS
O.L. Chernikov,2460,1981,RUS,170,Russia,RUS
A. Lukin,2460,1981,RUS,176,Russia,RUS
A.S. Suetin,2460,1981,RUS,182,Russia,RUS
V.I. Zhuravliov,2460,1981,RUS,183,Russia,RUS
A. Kapengut,2455,1981,RUS,189,Russia,RUS
Al. Khassin,2455,1981,RUS,190,Russia,RUS
Y. Klovan,2455,1981,RUS,192,Russia,RUS
V.A. Kozlov,2455,1981,RUS,194,Russia,RUS
V. Osnos,2455,1981,RUS,198,Russia,RUS
I. Polovodin,2455,1981,RUS,200,Russia,RUS
E. Ubilava,2455,1981,RUS,203,Russia,RUS
A. Yermolinsky,2455,1981,RUS,207,Russia,RUS
V.Z. Faibisovich,2450,1981,RUS,210,Russia,RUS
A.V. Ivanov,2450,1981,RUS,215,Russia,RUS
A. Kharitonov,2450,1981,RUS,216,Russia,RUS
Maiorov,2450,1981,RUS,218,Russia,RUS
A. Malevinsky,2450,1981,RUS,219,Russia,RUS
E. Mnatsakanian,2450,1981,RUS,222,Russia,RUS
Monakov,2450,1981,RUS,223,Russia,RUS
G. Mukhin,2450,1981,RUS,224,Russia,RUS
V. Peresypkin,2450,1981,RUS,226,Russia,RUS
Podgaets,2450,1981,RUS,227,Russia,RUS
Sturua,2450,1981,RUS,232,Russia,RUS
V.M. Arbakov,2445,1981,RUS,237,Russia,RUS
V. Didishko,2445,1981,RUS,240,Russia,RUS
K.A. Grigorian,2445,1981,RUS,242,Russia,RUS
A. Veingold,2445,1981,RUS,252,Russia,RUS
E. Vladimirov,2445,1981,RUS,254,Russia,RUS
V.V. Vorotnikov,2445,1981,RUS,255,Russia,RUS
A. Zakharov,2445,1981,RUS,256,Russia,RUS
An. Bykhovsky,2440,1981,RUS,259,Russia,RUS
O.I. Dziuban,2440,1981,RUS,261,Russia,RUS
P. Kondratiev,2440,1981,RUS,269,Russia,RUS
G. Agzamov,2435,1981,RUS,280,Russia,RUS
O. Averkin,2435,1981,RUS,282,Russia,RUS
V. Chekhov,2435,1981,RUS,284,Russia,RUS
A. Kuyindzhi,2435,1981,RUS,294,Russia,RUS
E. Magerramov,2435,1981,RUS,295,Russia,RUS
Peltz,2435,1981,RUS,299,Russia,RUS
E. Stoliar,2435,1981,RUS,305,Russia,RUS
V.I. Zilberstein,2435,1981,RUS,308,Russia,RUS
Gutop,2430,1981,RUS,314,Russia,RUS
B. Kogan,2430,1981,RUS,318,Russia,RUS
A.S. Lutikov,2430,1981,RUS,324,Russia,RUS
E. Mochalov,2430,1981,RUS,325,Russia,RUS
Pietkievich,2430,1981,RUS,326,Russia,RUS
Platonov,2430,1981,RUS,327,Russia,RUS
Y. Anikaev,2425,1981,RUS,335,Russia,RUS
G.K. Borisenko,2425,1981,RUS,337,Russia,RUS
E. Bukhman,2425,1981,RUS,338,Russia,RUS
M.G. Chiburdanidze,2425,1981,RUS,341,Russia,RUS
A. Kosikov,2425,1981,RUS,352,Russia,RUS
Mikadze,2425,1981,RUS,355,Russia,RUS
Nikolaevsky,2425,1981,RUS,358,Russia,RUS
N.R. Zilberman,2425,1981,RUS,369,Russia,RUS
