Name,Rating,Year,Fed,Rank,name_FED,ISO3
J. Grefe,2400,1979,USA,493,United States,USA
L. Kaufman,2390,1979,USA,569,United States,USA
Ervin Nagy,2390,1979,USA,577,United States,USA
C. Chellstorp,2375,1979,USA,660,United States,USA
L.D. Evans,2375,1979,USA,662,United States,USA
J. Watson,2375,1979,USA,688,United States,USA
S. Odendahl,2370,1979,USA,712,United States,USA
J. Sherwin,2370,1979,USA,723,United States,USA
J. Silman,2370,1979,USA,725,United States,USA
M. Yoffie,2370,1979,USA,735,United States,USA
C.J. Brasket,2365,1979,USA,741,United States,USA
K. Burger,2365,1979,USA,743,United States,USA
Kopec,2365,1979,USA,753,United States,USA
J. Meyer,2365,1979,USA,759,United States,USA
O. Popovych,2365,1979,USA,764,United States,USA
D.E. Shapiro,2365,1979,USA,769,United States,USA
P. Whitehead,2365,1979,USA,775,United States,USA
B. Baczynskyj,2360,1979,USA,777,United States,USA
Gilden,2360,1979,USA,789,United States,USA
Hoggatt,2360,1979,USA,790,United States,USA
S. Kudrin,2360,1979,USA,796,United States,USA
E. Meyer,2360,1979,USA,799,United States,USA
A. Dake,2355,1979,USA,826,United States,USA
R. Gruchacz,2355,1979,USA,832,United States,USA
J.H. Loftsson,2355,1979,USA,844,United States,USA
J. Kent,2350,1979,USA,878,United States,USA
A. Pollard,2350,1979,USA,887,United States,USA
J.D. Tisdall,2350,1979,USA,892,United States,USA
D. Strauss,2345,1979,USA,925,United States,USA
M. Ginsburg,2340,1979,USA,942,United States,USA
A. Karklins,2335,1979,USA,1002,United States,USA
A. Denker,2330,1979,USA,1030,United States,USA
F. Thornally,2330,1979,USA,1060,United States,USA
Weinberger,2330,1979,USA,1065,United States,USA
Joel Benjamin,2320,1979,USA,1113,United States,USA
G. Kane,2320,1979,USA,1133,United States,USA
L. Levy,2320,1979,USA,1136,United States,USA
Goichberg,2315,1979,USA,1167,United States,USA
J.N. Jacobs,2315,1979,USA,1173,United States,USA
Tamargo,2315,1979,USA,1190,United States,USA
S. Wagman,2315,1979,USA,1196,United States,USA
J.W. Donaldson,2310,1979,USA,1206,United States,USA
La Rota,2310,1979,USA,1229,United States,USA
A. Feuerstein,2305,1979,USA,1263,United States,USA
Remlinger,2305,1979,USA,1281,United States,USA
R. Blumenfeld,2300,1979,USA,1294,United States,USA
Matzner,2300,1979,USA,1327,United States,USA
D. Berry,2295,1979,USA,1358,United States,USA
Middleton,2295,1979,USA,1375,United States,USA
D. Waterman,2295,1979,USA,1388,United States,USA
R. Sulman,2290,1979,USA,1414,United States,USA
C. Barnes,2280,1979,USA,1457,United States,USA
Michaelides,2280,1979,USA,1493,United States,USA
A.M. Akhsharumova,2275,1979,USA,1507,United States,USA
P. Youngworth,2275,1979,USA,1536,United States,USA
M.F. Stean,2270,1979,USA,1584,United States,USA
Stoutenborough,2270,1979,USA,1585,United States,USA
D. Kerman,2265,1979,USA,1597,United States,USA
F. Street,2265,1979,USA,1615,United States,USA
J. Bonin,2260,1979,USA,1624,United States,USA
R. Martin,2260,1979,USA,1645,United States,USA
V. Mccambridge,2260,1979,USA,1646,United States,USA
M. Wilder,2255,1979,USA,1702,United States,USA
Conejo,2240,1979,USA,1803,United States,USA
R. Powell,2240,1979,USA,1819,United States,USA
S. Weeramantry,2240,1979,USA,1831,United States,USA
A. Hoffmann,2235,1979,USA,1844,United States,USA
J. Whitehead,2235,1979,USA,1858,United States,USA
R. Salgado,2230,1979,USA,1907,United States,USA
C. Pilnick,2220,1979,USA,1978,United States,USA
J.A. Thinnsen,2220,1979,USA,1984,United States,USA
P. Winston,2220,1979,USA,1987,United States,USA
W. Batchelder,2210,1979,USA,2026,United States,USA
Hanken,2200,1979,USA,2118,United States,USA
D. Savereide,2160,1979,USA,2139,United States,USA
D.O. Teasley,2090,1979,USA,2196,United States,USA
Herstein,2070,1979,USA,2211,United States,USA
Orton,2070,1979,USA,2213,United States,USA
R. Crotto,2055,1979,USA,2225,United States,USA
G.K. Gresser,2040,1979,USA,2241,United States,USA
Karff,2035,1979,USA,2252,United States,USA
Simmons,1985,1979,USA,2307,United States,USA
G. Olsson,1970,1979,USA,2328,United States,USA
Aaronson,1950,1979,USA,2340,United States,USA
R.I. Haring,1920,1979,USA,2368,United States,USA
Donelly,1900,1979,USA,2380,United States,USA
U. Andersson,2560,1979,SWE,25,Sweden,SWE
Schussler,2460,1979,SWE,188,Sweden,SWE
A. Ornstein,2445,1979,SWE,229,Sweden,SWE
T. Wedberg,2425,1979,SWE,336,Sweden,SWE
L.-A. Schneider,2420,1979,SWE,371,Sweden,SWE
S. Ivarsson,2410,1979,SWE,420,Sweden,SWE
B. Jansson,2410,1979,SWE,421,Sweden,SWE
K. Kaiszauri,2405,1979,SWE,460,Sweden,SWE
D. Uddenfeldt,2405,1979,SWE,475,Sweden,SWE
S. Holm,2395,1979,SWE,534,Sweden,SWE
Ekstrom,2385,1979,SWE,601,Sweden,SWE
B. Hammar,2385,1979,SWE,606,Sweden,SWE
Ch. Niklasson,2385,1979,SWE,611,Sweden,SWE
J. Eslon,2380,1979,SWE,628,Sweden,SWE
L. Karlsson,2375,1979,SWE,668,Sweden,SWE
M. Wahlbohm,2375,1979,SWE,687,Sweden,SWE
L.E. Petersson,2370,1979,SWE,715,Sweden,SWE
Kinnmark,2365,1979,SWE,751,Sweden,SWE
D. Cramling,2355,1979,SWE,825,Sweden,SWE
P. Hesselborn,2355,1979,SWE,834,Sweden,SWE
J. Ivarsson,2355,1979,SWE,838,Sweden,SWE
J.-O. Lind,2355,1979,SWE,843,Sweden,SWE
E. Lundin,2355,1979,SWE,845,Sweden,SWE
Rorvall,2355,1979,SWE,854,Sweden,SWE
B. Bengtsson,2350,1979,SWE,864,Sweden,SWE
Roxendal,2345,1979,SWE,923,Sweden,SWE
H. Ek,2335,1979,SWE,992,Sweden,SWE
H. Akvist,2325,1979,SWE,1067,Sweden,SWE
Thornblom,2320,1979,SWE,1156,Sweden,SWE
L. Lijedahl,2315,1979,SWE,1178,Sweden,SWE
P.I. Helmertz,2310,1979,SWE,1219,Sweden,SWE
Nordstrom,2310,1979,SWE,1239,Sweden,SWE
Krantz,2305,1979,SWE,1273,Sweden,SWE
D. Hansson,2300,1979,SWE,1321,Sweden,SWE
Ostberg,2300,1979,SWE,1330,Sweden,SWE
R. Lekander,2285,1979,SWE,1441,Sweden,SWE
Ekenberg,2270,1979,SWE,1548,Sweden,SWE
Fredriksson,2270,1979,SWE,1551,Sweden,SWE
A. Fridh,2270,1979,SWE,1552,Sweden,SWE
G. Andersson,2255,1979,SWE,1668,Sweden,SWE
Carleson,2255,1979,SWE,1679,Sweden,SWE
Bergtroen,2250,1979,SWE,1708,Sweden,SWE
P. Karlsson,2250,1979,SWE,1732,Sweden,SWE
Wademark,2250,1979,SWE,1759,Sweden,SWE
Ljungquist,2240,1979,SWE,1816,Sweden,SWE
G. Dahlin,2230,1979,SWE,1870,Sweden,SWE
G. Svensson,2220,1979,SWE,1983,Sweden,SWE
Ljungdahl,2215,1979,SWE,2003,Sweden,SWE
Friberg,2205,1979,SWE,2076,Sweden,SWE
B. Borisova,2150,1979,SWE,2146,Sweden,SWE
J. Dahlin,2115,1979,SWE,2170,Sweden,SWE
P. Cramling,2100,1979,SWE,2183,Sweden,SWE
I. Svensson,2015,1979,SWE,2269,Sweden,SWE
H. Van Parreren,2005,1979,SWE,2277,Sweden,SWE
S. Bengtsson,1975,1979,SWE,2316,Sweden,SWE
M. Aatolainen,1900,1979,SWE,2378,Sweden,SWE
Bohmgren,1900,1979,SWE,2379,Sweden,SWE
Haraldsson,1900,1979,SWE,2382,Sweden,SWE
Svantesson,1860,1979,SWE,2403,Sweden,SWE
S. Olson,1850,1979,SWE,2408,Sweden,SWE
A. Miles,2560,1979,ENG,28,United Kingdom,GBR
M.F. Stean,2540,1979,ENG,48,United Kingdom,GBR
Ji. Nun,2500,1979,ENG,98,United Kingdom,GBR
W. Hartston,2485,1979,ENG,122,United Kingdom,GBR
Mestelj.,2475,1979,ENG,141,United Kingdom,GBR
J. Speelman,2470,1979,ENG,155,United Kingdom,GBR
R. Keene,2465,1979,ENG,166,United Kingdom,GBR
R. Bellin,2425,1979,ENG,317,United Kingdom,GBR
Penrose,2420,1979,ENG,364,United Kingdom,GBR
S. Webb,2420,1979,ENG,377,United Kingdom,GBR
J. Plaskett,2410,1979,ENG,432,United Kingdom,GBR
M.J. Basman,2405,1979,ENG,444,United Kingdom,GBR
P. Littlewood,2405,1979,ENG,465,United Kingdom,GBR
J. Horner,2390,1979,ENG,566,United Kingdom,GBR
Taulbut,2390,1979,ENG,587,United Kingdom,GBR
Hindle,2380,1979,ENG,631,United Kingdom,GBR
A.P. Law,2375,1979,ENG,670,United Kingdom,GBR
J. Littlewood,2375,1979,ENG,671,United Kingdom,GBR
R. Lobo,2370,1979,ENG,704,United Kingdom,GBR
J.C. Pigott,2370,1979,ENG,717,United Kingdom,GBR
R. Webb,2370,1979,ENG,733,United Kingdom,GBR
A.J. Whiteley,2370,1979,ENG,734,United Kingdom,GBR
R. Eales,2360,1979,ENG,786,United Kingdom,GBR
N.W. Ivell,2360,1979,ENG,791,United Kingdom,GBR
M. Marlow,2360,1979,ENG,798,United Kingdom,GBR
P. Clarke,2355,1979,ENG,824,United Kingdom,GBR
M. Haygarth,2355,1979,ENG,833,United Kingdom,GBR
M.J. Franklin,2345,1979,ENG,906,United Kingdom,GBR
Knox,2345,1979,ENG,916,United Kingdom,GBR
R.G. Wade,2345,1979,ENG,927,United Kingdom,GBR
D. Goodman,2340,1979,ENG,946,United Kingdom,GBR
C. Cubitt,2335,1979,ENG,990,United Kingdom,GBR
B. Eley,2335,1979,ENG,993,United Kingdom,GBR
Macpherson,2330,1979,ENG,1044,United Kingdom,GBR
G.D. Hillyard,2325,1979,ENG,1081,United Kingdom,GBR
