Name,Rating,Year,Fed,Rank,name_FED,ISO3
J. Timman,2645,1986,NED,3,Netherlands,NLD
J. Van der Wiel,2555,1986,NED,38,Netherlands,NLD
G. Sosonko,2525,1986,NED,67,Netherlands,NLD
G. Ligterink,2470,1986,NED,181,Netherlands,NLD
P. Van der Sterren,2470,1986,NED,187,Netherlands,NLD
Ree,2455,1986,NED,248,Netherlands,NLD
P. Scheeren,2455,1986,NED,250,Netherlands,NLD
G.-J. De Boer,2430,1986,NED,366,Netherlands,NLD
C. Van Wijgerden,2430,1986,NED,391,Netherlands,NLD
F.A. Cuijpers,2425,1986,NED,398,Netherlands,NLD
A. Blees,2420,1986,NED,414,Netherlands,NLD
J. Donner,2420,1986,NED,420,Netherlands,NLD
M. Kuijf,2420,1986,NED,428,Netherlands,NLD
H. Bouwmeester,2410,1986,NED,482,Netherlands,NLD
Je. Piket,2410,1986,NED,516,Netherlands,NLD
P.A. Boersma,2405,1986,NED,535,Netherlands,NLD
F. Kuijpers,2405,1986,NED,553,Netherlands,NLD
F.W.M. Borm,2400,1986,NED,589,Netherlands,NLD
B. Enklaar,2400,1986,NED,596,Netherlands,NLD
K. Langeweg,2400,1986,NED,609,Netherlands,NLD
P. Peelen,2400,1986,NED,613,Netherlands,NLD
H. Bohm,2385,1986,NED,736,Netherlands,NLD
J.S. De Wit,2385,1986,NED,743,Netherlands,NLD
P. Gelpke,2385,1986,NED,749,Netherlands,NLD
R. Douven,2380,1986,NED,799,Netherlands,NLD
J.A.J. Van Mil,2370,1986,NED,926,Netherlands,NLD
R. Hartoch,2365,1986,NED,954,Netherlands,NLD
L. Pliester,2365,1986,NED,976,Netherlands,NLD
G. Den Broeder,2355,1986,NED,1058,Netherlands,NLD
H. Grooten,2355,1986,NED,1065,Netherlands,NLD
G. Welling,2345,1986,NED,1237,Netherlands,NLD
J. Van Baarle,2335,1986,NED,1376,Netherlands,NLD
F. Van der Vliet,2330,1986,NED,1458,Netherlands,NLD
J. Van Heste,2330,1986,NED,1459,Netherlands,NLD
J. Vogel,2330,1986,NED,1461,Netherlands,NLD
R. Witt,2330,1986,NED,1464,Netherlands,NLD
Faase,2325,1986,NED,1480,Netherlands,NLD
