Name,Rating,Year,Fed,Rank,name_FED,ISO3
V. Kortchnoi,2670,1976,SUI,2,Switzerland,CHE
W. Hug,2430,1976,SUI,245,Switzerland,CHE
A. Lombard,2420,1976,SUI,302,Switzerland,CHE
Partos,2410,1976,SUI,351,Switzerland,CHE
R. Roth,2400,1976,SUI,410,Switzerland,CHE
H. Wirthensohn,2385,1976,SUI,499,Switzerland,CHE
J. Kupper,2380,1976,SUI,515,Switzerland,CHE
Luginbuhl,2365,1976,SUI,596,Switzerland,CHE
Glauser,2360,1976,SUI,616,Switzerland,CHE
Persitz,2345,1976,SUI,714,Switzerland,CHE
Karlik,2340,1976,SUI,732,Switzerland,CHE
M. Schauwecker,2340,1976,SUI,743,Switzerland,CHE
Hohler,2335,1976,SUI,756,Switzerland,CHE
Huss,2330,1976,SUI,781,Switzerland,CHE
E. Gereben,2325,1976,SUI,818,Switzerland,CHE
Schaufelberger,2325,1976,SUI,843,Switzerland,CHE
Vucenovic,2325,1976,SUI,847,Switzerland,CHE
W. Bichsel,2275,1976,SUI,1091,Switzerland,CHE
R. Castagna,2275,1976,SUI,1093,Switzerland,CHE
Marthaler,2275,1976,SUI,1099,Switzerland,CHE
R. Ott,2225,1976,SUI,1320,Switzerland,CHE
P. Ammann,2220,1976,SUI,1331,Switzerland,CHE
Wettstein,1830,1976,SUI,1641,Switzerland,CHE
Lussy,1820,1976,SUI,1643,Switzerland,CHE
B. Larsen,2625,1976,DEN,6,Denmark,DNK
S. Hamann,2475,1976,DEN,136,Denmark,DNK
O. Jakobsen,2435,1976,DEN,217,Denmark,DNK
G. Iskov,2415,1976,DEN,324,Denmark,DNK
J. Kristiansen,2405,1976,DEN,374,Denmark,DNK
B. Brinck-Claussen,2390,1976,DEN,448,Denmark,DNK
J. Ost-Hansen,2390,1976,DEN,465,Denmark,DNK
B.R. Anderson,2380,1976,DEN,500,Denmark,DNK
T. Bjerre,2380,1976,DEN,501,Denmark,DNK
K. Bjerring,2380,1976,DEN,502,Denmark,DNK
S. Holm,2380,1976,DEN,511,Denmark,DNK
S. Fedder,2360,1976,DEN,613,Denmark,DNK
M. Moe,2360,1976,DEN,627,Denmark,DNK
J. Hansen,2350,1976,DEN,677,Denmark,DNK
U. Rath,2350,1976,DEN,687,Denmark,DNK
E. Brondum,2340,1976,DEN,727,Denmark,DNK
B. Jacobsen,2340,1976,DEN,731,Denmark,DNK
Kolbak,2330,1976,DEN,789,Denmark,DNK
Rosenlund,2330,1976,DEN,803,Denmark,DNK
F. Petersen,2325,1976,DEN,838,Denmark,DNK
L. Moller,2315,1976,DEN,889,Denmark,DNK
Norby,2315,1976,DEN,891,Denmark,DNK
I. Andersen,2310,1976,DEN,906,Denmark,DNK
Van Seeters,2295,1976,DEN,1010,Denmark,DNK
A. Jensen,2270,1976,DEN,1122,Denmark,DNK
A. Poulsen,2265,1976,DEN,1159,Denmark,DNK
Blom,2250,1976,DEN,1212,Denmark,DNK
Hvenekilde,2245,1976,DEN,1241,Denmark,DNK
Kjaerbye,2240,1976,DEN,1259,Denmark,DNK
P. Auchenberg,2225,1976,DEN,1312,Denmark,DNK
S. Eriksen,2210,1976,DEN,1373,Denmark,DNK
O. Buch,2205,1976,DEN,1387,Denmark,DNK
M. Haahr,2030,1976,DEN,1533,Denmark,DNK
L. Portisch,2625,1976,HUN,7,Hungary,HUN
Z. Ribli,2575,1976,HUN,21,Hungary,HUN
Gy. Sax,2530,1976,HUN,51,Hungary,HUN
L. Szabo,2525,1976,HUN,58,Hungary,HUN
A. Adorjan,2510,1976,HUN,71,Hungary,HUN
I. Csom,2490,1976,HUN,92,Hungary,HUN
Gy.V. Forintos,2490,1976,HUN,95,Hungary,HUN
L. Barczay,2485,1976,HUN,109,Hungary,HUN
L. Vadasz,2465,1976,HUN,151,Hungary,HUN
Karoly Honfi,2460,1976,HUN,156,Hungary,HUN
Szeles,2460,1976,HUN,162,Hungary,HUN
P. Hardicsay,2440,1976,HUN,205,Hungary,HUN
G. Barcza,2435,1976,HUN,212,Hungary,HUN
I. Bilek,2435,1976,HUN,213,Hungary,HUN
P. Dely,2430,1976,HUN,238,Hungary,HUN
E. Haag,2430,1976,HUN,242,Hungary,HUN
L. Hazai,2430,1976,HUN,244,Hungary,HUN
P. Lukacs,2430,1976,HUN,253,Hungary,HUN
F. Portisch,2425,1976,HUN,284,Hungary,HUN
I. Farago,2420,1976,HUN,294,Hungary,HUN
J. Pinter,2420,1976,HUN,307,Hungary,HUN
Pal Petran,2415,1976,HUN,330,Hungary,HUN
J. Tompa,2415,1976,HUN,336,Hungary,HUN
L. Liptay,2410,1976,HUN,346,Hungary,HUN
J. Pogats,2410,1976,HUN,352,Hungary,HUN
Gy. Rajna,2410,1976,HUN,355,Hungary,HUN
L.D. Kovacs,2405,1976,HUN,373,Hungary,HUN
T. Horvath,2400,1976,HUN,395,Hungary,HUN
L. Lengyel,2400,1976,HUN,402,Hungary,HUN
Marosi,2400,1976,HUN,406,Hungary,HUN
Ervin Nagy,2400,1976,HUN,407,Hungary,HUN
L. Navarovszky,2400,1976,HUN,408,Hungary,HUN
P. Szilagyi,2400,1976,HUN,415,Hungary,HUN
L. Eperjesi,2395,1976,HUN,424,Hungary,HUN
Sapi,2395,1976,HUN,436,Hungary,HUN
E. Varnusz,2395,1976,HUN,440,Hungary,HUN
J. Flesch,2390,1976,HUN,455,Hungary,HUN
G. Szilagyi,2380,1976,HUN,527,Hungary,HUN
Geszosz,2365,1976,HUN,585,Hungary,HUN
Cs. Meleghegyi,2360,1976,HUN,624,Hungary,HUN
I. Somogyi,2355,1976,HUN,655,Hungary,HUN
Gy. Kluger,2335,1976,HUN,759,Hungary,HUN
Ortel,2330,1976,HUN,800,Hungary,HUN
B. Sandor,2330,1976,HUN,804,Hungary,HUN
M. Ivanka-Budinsky,2320,1976,HUN,862,Hungary,HUN
M. Kaposztas,2320,1976,HUN,865,Hungary,HUN
A. Ozsvath,2315,1976,HUN,892,Hungary,HUN
Sr. Karolyi,2310,1976,HUN,923,Hungary,HUN
B. Lengyel,2300,1976,HUN,976,Hungary,HUN
I. Schrancz,2300,1976,HUN,984,Hungary,HUN
Gasztonyi,2295,1976,HUN,1001,Hungary,HUN
Gy. Horvath,2280,1976,HUN,1064,Hungary,HUN
Zs. Veroci-Petronic,2275,1976,HUN,1104,Hungary,HUN
B. Balogh,2270,1976,HUN,1109,Hungary,HUN
B. Perenyi,2270,1976,HUN,1132,Hungary,HUN
Sallay,2260,1976,HUN,1186,Hungary,HUN
J. Cuibus,2240,1976,HUN,1256,Hungary,HUN
Zs. Makai,2235,1976,HUN,1280,Hungary,HUN
Foldi,2230,1976,HUN,1291,Hungary,HUN
K. Muller,2230,1976,HUN,1302,Hungary,HUN
Karakas,2170,1976,HUN,1420,Hungary,HUN
Gy. Krizsan-Bilek,2165,1976,HUN,1427,Hungary,HUN
Porubszky-Angyalosin,2155,1976,HUN,1435,Hungary,HUN
Mrs. Nagy,2110,1976,HUN,1463,Hungary,HUN
Karolyne Honfi,2090,1976,HUN,1475,Hungary,HUN
Csapo,2070,1976,HUN,1486,Hungary,HUN
R. Kas,2065,1976,HUN,1494,Hungary,HUN
Zs. Barta,2060,1976,HUN,1498,Hungary,HUN
Karoly (Sillye),2060,1976,HUN,1501,Hungary,HUN
E. Finta,2055,1976,HUN,1504,Hungary,HUN
T. Csonkics,2035,1976,HUN,1528,Hungary,HUN
L. Szaday,2015,1976,HUN,1541,Hungary,HUN
P. Csatlos,1980,1976,HUN,1559,Hungary,HUN
M. Grosch,1975,1976,HUN,1569,Hungary,HUN
A. Dombovari,1970,1976,HUN,1574,Hungary,HUN
Zsogony,1965,1976,HUN,1578,Hungary,HUN
Cynolter,1950,1976,HUN,1584,Hungary,HUN
Biglova,1945,1976,HUN,1589,Hungary,HUN
Mrs. Gy. Nagy,1945,1976,HUN,1591,Hungary,HUN
Kubisch,1920,1976,HUN,1609,Hungary,HUN
Jaszay,1895,1976,HUN,1619,Hungary,HUN
Kereszturi,1890,1976,HUN,1622,Hungary,HUN
H. Mecking,2620,1976,BRA,10,Brazil,BRA
A. Segal,2385,1976,BRA,494,Brazil,BRA
H. Van Riemsdijk,2370,1976,BRA,577,Brazil,BRA
H. Camara,2340,1976,BRA,728,Brazil,BRA
Nobrega,2340,1976,BRA,739,Brazil,BRA
Van Scheltinga,2325,1976,BRA,846,Brazil,BRA
A. Rocha,2315,1976,BRA,898,Brazil,BRA
F. Trois,2310,1976,BRA,939,Brazil,BRA
P. Toth,2300,1976,BRA,989,Brazil,BRA
R. Araujo,2280,1976,BRA,1052,Brazil,BRA
Fiori,2280,1976,BRA,1060,Brazil,BRA
H. Carvalho,2270,1976,BRA,1113,Brazil,BRA
J. Sunye Neto,2265,1976,BRA,1166,Brazil,BRA
Dumont,2225,1976,BRA,1317,Brazil,BRA
R. Cardoso,2015,1976,BRA,1539,Brazil,BRA
Moyses,2000,1976,BRA,1552,Brazil,BRA
Snitkowski,1940,1976,BRA,1595,Brazil,BRA
U. Andersson,2585,1976,SWE,14,Sweden,SWE
A. Ornstein,2470,1976,SWE,143,Sweden,SWE
