1986	C92	2	27
1986	B44	1	28
1986	A05	2	29
1986	B12	2	30
1986	C78	1	31
1986	A55	1	32
1986	C91	1	33
1986	B63	1	34
1987	D35	1	0
1987	D97	4	1
1987	E11	3	2
1987	B17	1	3
1987	A46	2	4
1987	A13	2	5
1987	A09	2	6
1987	A05	8	7
1987	A22	1	8
1987	A16	3	9
1987	A25	1	10
1987	A21	4	11
1987	A30	1	12
1987	D91	1	13
1987	D90	1	14
1987	D86	3	15
1987	D20	1	16
1987	E12	1	17
1987	E60	5	18
1987	A06	2	19
1987	B23	1	20
1987	D11	1	21
1987	A40	5	22
1987	E42	1	23
1987	E10	1	24
1987	A48	2	25
1987	B50	3	26
1987	E41	3	27
1987	B52	2	28
1987	B92	1	29
1987	D10	3	30
1987	E48	1	31
1987	A53	1	32
1987	B45	2	33
1987	B90	2	34
1987	A04	1	35
1987	B25	1	36
1987	E40	1	37
1988	E11	1	0
1988	B04	1	1
1988	E20	3	2
1988	A10	4	3
1988	D86	7	4
1988	C85	1	5
1988	A56	2	6
1988	A11	1	7
1988	B12	1	8
1988	A81	3	9
1988	E12	7	10
1988	B41	6	11
1988	A16	12	12
1988	A13	3	13
1988	A05	7	14
1988	A19	1	15
1988	A18	1	16
1988	A20	3	17
1988	A22	1	18
1988	A25	1	19
1988	A30	5	20
1988	B45	2	21
1988	C07	1	22
1988	C19	1	23
1988	E37	1	24
1988	D85	2	25
1988	D82	2	26
1988	A48	5	27
1988	D02	3	28
1988	D20	2	29
1988	A46	1	30
1988	E60	5	31
1988	E33	3	32
1988	E10	3	33
1988	B83	2	34
1988	B90	4	35
1988	B21	2	36
1988	A42	1	37
1988	A04	1	38
1988	A49	2	39
1988	E40	1	40
1988	E73	4	41
1988	D15	2	42
1988	E88	2	43
1988	B23	1	44
1988	B93	1	45
1988	D17	1	46
1988	E32	1	47
1988	D25	1	48
1988	A41	3	49
1988	A15	1	50
1988	D35	1	51
1988	D06	3	52
1988	B01	1	53
1988	B06	1	54
1988	B07	1	55
1988	A50	1	56
1989	E32	2	0
1989	B41	3	1
1989	E11	2	2
1989	A13	2	3
1989	E10	2	4
1989	B90	1	5
1989	A05	7	6
1989	A10	2	7
1989	A20	1	8
1989	A30	2	9
1989	A04	2	10
1989	A16	1	11
1989	D25	1	12
1989	D20	2	13
1989	E15	1	14
1989	B96	2	15
1989	A48	2	16
1989	A40	3	17
1989	E97	1	18
1989	B22	1	19
1989	A41	3	20
1989	E60	6	21
1989	E76	1	22
1989	E37	2	23
1989	E20	1	24
1989	E12	1	25
1989	E35	2	26
1989	B93	2	27
1989	A46	2	28
1989	E74	1	29
1989	E92	1	30
1989	D31	1	31
1989	D02	1	32
1989	B75	1	33
1989	B23	1	34
1989	B52	1	35
1989	A22	1	36
1990	A05	4	0
1990	A10	5	1
1990	A16	1	2
1990	A25	2	3
1990	E73	1	4
1990	D85	2	5
1990	E81	2	6
1990	D30	1	7
1990	B97	1	8
1990	C92	4	9
1990	E92	3	10
1990	C43	1	11
1990	C45	2	12
1990	E87	2	13
1990	A04	1	14
1990	E35	1	15
1990	E20	1	16
1990	E12	1	17
1990	A46	1	18
1990	E42	1	19
1990	A41	1	20
1990	B21	1	21
1990	B07	1	22
1990	E83	1	23
1990	C85	1	24
1990	D17	1	25
1990	E41	1	26
1991	C43	2	0
1991	B32	1	1
1991	B93	2	2
1991	C01	3	3
1991	E61	3	4
1991	E73	2	5
1991	A15	2	6
1991	A13	3	7
1991	A57	1	8
1991	B12	1	9
1991	A80	1	10
1991	B41	2	11
1991	A10	3	12
1991	A18	3	13
1991	A20	2	14
1991	A16	2	15
1991	D10	2	16
1991	B90	1	17
1991	C53	1	18
1991	A46	4	19
1991	B51	2	20
1991	A50	1	21
1991	C45	2	22
1991	C92	1	23
1991	E10	2	24
1991	E97	2	25
1991	B96	2	26
1991	B30	1	27
1991	E81	2	28
1991	A05	3	29
1991	A41	1	30
1991	D15	2	31
1991	C42	2	32
1991	A48	3	33
1991	E91	1	34
1991	C80	1	35
1991	D06	2	36
1991	C68	1	37
1991	A06	3	38
1991	D35	3	39
1991	D20	2	40
1991	D11	1	41
1991	E60	4	42
1991	D32	2	43
1991	A40	2	44
1991	C62	1	45
1991	B01	1	46
1991	A04	1	47
1991	C60	1	48
1991	A81	2	49
1991	E41	2	50
1991	A30	1	51
1991	B23	2	52
1992	D31	3	0
1992	A09	2	1
1992	C19	1	2
1992	B93	3	3
1992	A04	3	4
1992	C07	1	5
1992	C11	1	6
1992	E73	5	7
1992	D86	1	8
1992	A16	1	9
1992	A57	1	10
1992	C23	1	11
1992	E11	1	12
1992	B12	2	13
1992	A80	1	14
1992	A13	2	15
1992	A05	5	16
1992	A10	2	17
1992	A19	1	18
1992	C01	2	19
1992	C03	1	20
1992	D85	2	21
1992	A41	1	22
1992	D10	2	23
1992	E60	3	24
1992	B45	1	25
1992	C43	1	26
1992	B22	1	27
1992	E97	3	28
1992	A15	1	29
1992	E88	2	30
1992	C88	1	31
1992	E94	1	32
1992	B07	2	33
1992	D20	2	34
1992	A46	5	35
1992	E12	2	36
1992	E74	1	37
1992	B23	2	38
1992	B41	1	39
1992	A30	2	40
1992	E84	1	41
1992	C67	1	42
1992	A40	1	43
1992	B51	1	44
1992	B01	1	45
1992	B40	3	46
1992	B31	2	47
1992	D34	1	48
1992	E40	1	49
1992	E85	1	50
1992	E20	1	51
1992	B43	1	52
1992	E42	1	53
1992	E86	1	54
1992	C45	2	55
1992	E87	1	56
1992	B33	1	57
1992	B57	1	58
1992	E81	1	59
1992	B92	1	60
1992	B30	1	61
1992	A49	1	62
1992	A48	2	63
1992	E41	1	64
1992	B50	2	65
1993	B12	1	0
1993	A45	1	1
1993	C88	2	2
1993	D18	1	3
1993	C24	1	4
1993	E86	3	5
1993	A61	1	6
1993	E11	1	7
1993	A13	1	8
1993	A09	1	9
1993	A16	1	10
1993	A40	1	11
1993	C07	1	12
1993	B90	5	13
1993	C51	1	14
1993	B41	2	15
1993	D31	1	16
1993	B31	1	17
1993	E77	1	18
1993	B93	1	19
1993	A41	2	20
1993	E60	2	21
1993	B50	4	22
1993	A48	1	23
1993	A10	1	24
1993	E73	1	25
1993	B22	2	26
1993	E33	1	27
1993	C72	1	28
1993	D35	2	29
1993	B06	1	30
1993	D20	1	31
1993	C55	1	32
1993	C35	1	33
1993	B94	1	34
1993	C33	1	35
1993	B97	1	36
1993	E35	2	37
1993	C45	1	38
1993	D10	1	39
1993	C73	1	40
1993	B07	1	41
1993	D30	1	42
1993	C02	1	43
1993	D15	1	44
1993	D91	1	45
1994	B93	4	0
1994	B23	6	1
1994	A04	1	2
1994	A41	1	3
1994	A58	1	4
1994	D99	1	5
1994	D18	2	6
1994	E60	4	7
1994	A05	7	8
1994	A57	1	9
1994	B10	1	10
1994	B12	2	11
1994	B13	1	12
1994	C11	2	13
1994	A81	1	14
1994	A11	1	15
1994	A10	4	16
1994	A20	1	17
1994	A21	1	18
1994	A30	1	19
1994	C09	1	20
1994	C19	2	21
1994	D31	2	22
1994	B90	2	23
1994	D19	2	24
1994	C53	1	25
1994	D85	1	26
1994	A16	1	27
1994	C45	2	28
1994	A50	1	29
1994	B20	1	30
1994	B43	1	31
1994	E71	2	32
1994	E77	1	33
1994	A48	3	34
1994	D20	2	35
1994	C42	1	36
1994	E81	1	37
1994	B45	2	38
1994	A45	4	39
1994	B52	1	40
1994	D10	1	41
1994	B07	1	42
1994	A13	1	43
1994	D15	3	44
1994	A17	1	45
1994	B30	1	46
1994	B51	1	47
1994	A46	2	48
1994	C74	1	49
1994	B92	3	50
1994	C59	1	51
1994	B22	2	52
1994	E34	1	53
1994	F00	2	54
1994	B06	1	55
1994	A40	1	56
1994	E92	1	57
1994	B40	1	58
1994	B32	1	59
1994	D70	1	60
1995	A05	6	0
1995	B50	2	1
1995	B53	1	2
1995	B92	5	3
1995	E34	1	4
1995	C80	2	5
1995	C45	1	6
1995	B78	1	7
1995	C78	1	8
1995	B72	1	9
1995	B01	1	10
1995	B76	1	11
1995	B77	1	12
1995	B64	1	13
1995	C51	2	14
1995	B12	2	15
1995	B90	4	16
1995	A48	3	17
1995	A13	1	18
1995	D02	1	19
1995	A11	2	20
1995	A15	1	21
1995	A10	4	22
1995	A34	1	23
1995	C11	1	24
1995	C16	1	25
1995	A06	2	26
1995	C53	1	27
1995	C50	1	28
1995	D97	1	29
1995	D07	1	30
1995	E60	2	31
1995	C43	1	32
1995	B32	1	33
1995	B48	1	34
1995	B75	1	35
1995	E81	1	36
1995	B23	2	37
1995	E40	1	38
1995	B22	1	39
1995	E12	1	40
1995	A46	1	41
1995	B91	1	42
1995	D15	1	43
1995	B51	1	44
1995	E33	1	45
1995	A04	5	46
1995	D30	1	47
1995	C42	1	48
1995	C55	1	49
1995	A40	1	50
1995	B97	1	51
1995	E35	1	52
1995	C34	1	53
1995	B31	1	54
1995	B30	1	55
1995	B93	1	56
1995	B67	1	57
1995	D17	1	58
1995	B47	1	59
1995	C44	1	60
1996	D15	1	0
1996	B04	1	1
1996	B92	6	2
1996	B14	1	3
1996	B90	7	4
1996	A05	3	5
1996	A22	1	6
1996	D70	1	7
1996	A11	1	8
1996	E00	1	9
1996	E81	3	10
1996	A80	1	11
1996	A30	1	12
1996	C42	1	13
1996	C01	1	14
1996	A04	1	15
1996	A46	6	16
1996	E86	3	17
1996	B52	2	18
1996	E98	1	19
1996	C88	1	20
1996	E33	1	21
1996	E71	1	22
1996	C45	2	23
1996	E10	1	24
1996	B23	2	25
1996	D17	1	26
1996	D10	1	27
1996	B93	1	28
1996	E21	2	29
1996	B40	2	30
1996	C85	1	31
1996	B31	2	32
1996	B06	1	33
1996	B22	2	34
1996	A06	3	35
1996	B48	1	36
1996	E73	1	37
1996	E15	1	38
1996	B66	1	39
1996	D35	1	40
1996	E20	2	41
1996	A16	1	42
1996	B50	1	43
1996	C78	1	44
1996	D12	1	45
1996	C43	1	46
1996	A55	1	47
1997	B23	3	0
1997	B04	2	1
1997	B92	2	2
1997	C11	1	3
1997	A06	1	4
1997	A57	1	5
1997	A52	1	6
1997	B17	1	7
1997	B12	2	8
1997	A46	3	9
1997	A13	2	10
1997	A10	1	11
1997	A25	1	12
1997	A30	1	13
1997	A16	1	14
1997	C00	1	15
1997	C07	1	16
1997	C18	1	17
1997	E12	2	18
1997	E15	3	19
1997	D91	1	20
1997	D85	1	21
1997	A49	1	22
1997	E81	2	23
1997	B90	5	24
1997	A07	2	25
1997	C93	1	26
1997	A00	1	27
1997	B97	1	28
1997	C78	1	29
1997	E33	1	30
1997	B50	3	31
1997	B22	3	32
1997	B52	1	33
1997	D25	1	34
1997	E17	1	35
1997	A04	1	36
1997	B91	1	37
1997	C45	3	38
1997	B32	1	39
1997	B28	1	40
1997	A40	1	41
1997	E98	1	42
1997	B47	1	43
1997	E47	1	44
1997	E73	1	45
1997	B30	1	46
1997	C65	1	47
1997	A45	2	48
1997	E60	1	49
1997	E92	1	50
1997	A81	1	51
1997	B07	1	52
1997	A48	1	53
1997	C81	1	54
1997	D20	1	55
1997	E39	1	56
1998	B12	5	0
1998	B90	9	1
1998	B44	1	2
1998	A80	1	3
1998	A31	1	4
1998	A32	1	5
1998	A05	4	6
1998	A04	1	7
1998	C00	2	8
1998	C11	1	9
1998	C05	1	10
1998	C53	2	11
1998	D92	1	12
1998	D85	1	13
1998	B33	5	14
1998	E33	6	15
1998	E10	4	16
1998	E60	3	17
1998	C92	1	18
1998	B91	1	19
1998	C78	1	20
1998	C88	1	21
1998	A06	6	22
1998	B43	5	23
1998	B92	2	24
1998	B36	1	25
1998	E15	1	26
1998	D31	1	27
1998	B30	4	28
1998	D12	1	29
1998	B51	1	30
1998	A46	5	31
1998	C85	1	32
1998	D25	1	33
1998	D15	1	34
1998	C42	2	35
1998	E36	1	36
1998	E37	1	37
1998	A30	3	38
1998	A45	6	39
1998	E34	1	40
1998	D10	2	41
1998	D11	1	42
1998	C55	3	43
1998	A49	3	44
1998	C65	1	45
1998	D35	4	46
1998	B40	2	47
1998	B50	3	48
1998	D32	1	49
1998	B07	1	50
1998	C62	1	51
1998	A40	1	52
1998	A48	2	53
1998	B45	1	54
1998	A41	1	55
1998	B57	1	56
1998	C24	2	57
1998	B32	1	58
1998	A18	1	59
1998	B15	1	60
1998	B19	1	61
1998	A00	2	62
1998	B06	1	63
1998	D02	1	64
1998	C04	1	65
1998	B63	1	66
1998	B52	1	67
1998	B31	1	68
1998	B01	1	69
1999	B23	1	0
1999	C88	2	1
1999	C45	2	2
1999	E20	2	3
1999	D22	1	4
1999	D20	2	5
1999	B90	9	6
1999	D97	4	7
1999	E34	2	8
1999	D80	1	9
1999	C24	1	10
1999	A80	1	11
1999	A05	3	12
1999	A32	1	13
1999	A04	1	14
1999	D96	1	15
1999	D85	1	16
1999	A48	1	17
1999	D36	1	18
1999	E12	2	19
1999	D21	1	20
1999	E33	2	21
1999	A46	1	22
1999	B53	2	23
1999	E60	1	24
1999	B33	1	25
1999	A45	7	26
1999	B50	1	27
1999	B01	1	28
1999	B07	1	29
1999	C43	1	30
1999	E48	1	31
1999	B40	1	32
1999	D10	4	33
1999	B93	1	34
1999	B52	1	35
1999	B30	3	36
1999	E10	1	37
1999	C20	1	38
1999	C55	2	39
1999	D11	1	40
1999	D06	1	41
1999	C63	1	42
1999	A50	1	43
1999	B12	1	44
1999	B13	1	45
1999	C53	4	46
1999	B27	1	47
1999	A40	1	48
1999	D86	1	49
1999	A06	1	50
2000	A01	1	0
2000	A40	2	1
2000	A41	1	2
2000	A80	2	3
2000	D35	1	4
2000	C24	1	5
2000	E41	1	6
2000	B12	1	7
2000	B31	1	8
2000	A05	3	9
2000	A10	1	10
2000	B53	1	11
2000	C13	1	12
2000	B90	3	13
2000	D15	1	14
2000	B30	1	15
2000	B01	1	16
2000	C18	1	17
2000	D97	2	18
2000	B43	1	19
2000	D36	1	20
2000	E60	1	21
2000	B50	1	22
2001	A06	1	0
2001	B00	1	1
2001	F00	1	2
2001	A02	1	3
2001	B40	1	4
2001	B30	2	5
2001	D30	1	6
2001	D35	2	7
2001	A30	1	8
2001	B52	1	9
2001	B01	1	10
2001	A45	1	11
2001	D10	2	12
2001	D15	1	13
2001	E10	1	14
2001	B23	1	15
2001	C45	1	16
2001	D97	1	17
2001	B90	1	18
2001	E05	1	19
2001	B20	1	20
2002	B92	1	0
2002	E10	1	1
2002	B30	1	2
2002	C61	2	3
2002	D11	1	4
2002	D15	1	5
2002	B90	1	6
2002	C42	1	7
2003	B07	3	0
2003	A11	1	1
2003	A07	1	2
2003	A04	1	3
2003	A16	1	4
2003	D21	1	5
2004	A16	2	0
2004	D15	2	1
2004	A05	1	2
2004	E37	1	3
2004	B92	1	4
2004	E46	1	5
2004	C53	1	6
2004	D10	2	7
2004	E10	2	8
2004	B30	1	9
2004	D21	1	10
2005	B90	1	0
2005	E37	1	1
2008	B40	1	0
2009	D31	1	0
2011	B51	1	0
2011	C88	2	1
2011	A40	2	2
2011	B06	1	3
2011	A05	1	4
2011	C52	1	5
2011	A04	2	6
2011	C33	1	7
2011	C58	1	8
2011	C23	1	9
2011	A45	1	10
2011	D00	1	11
2011	C60	2	12
2011	D06	1	13
2012	B52	1	0
2014	A05	1	0
2014	B06	1	1
2015	A40	3	0
2015	C88	1	1
2015	B94	1	2
2015	B97	1	3
2015	E35	2	4
2015	B90	2	5
2015	C45	1	6
2015	D10	1	7
2015	D35	1	8
2015	C73	1	9
2015	A10	2	10
2015	B00	1	11
2015	A01	1	12
2015	B91	1	13
2015	A05	1	14
2015	C52	1	15
2015	B06	2	16
2015	A04	2	17
2015	C33	1	18
2015	C58	1	19
2015	A50	1	20
2015	B23	1	21
2015	C00	2	22
2015	A48	1	23
2015	E81	1	24
2015	A43	1	25
2015	B07	1	26
2015	A80	1	27
2015	B01	1	28
2015	A45	1	29
2016	C45	6	0
2016	A10	1	1
2016	D85	1	2
2016	B31	3	3
2016	B40	3	4
2016	D70	2	5
2016	C25	1	6
2016	A04	2	7
2016	B90	1	8
2016	A09	1	9
2016	A05	1	10
2016	F00	1	11
2016	A45	2	12
2016	C00	1	13
2016	C07	1	14
2016	C43	1	15
2016	B06	1	16
2016	D00	1	17
2016	A50	1	18
