1st January 1990 FIDE Rating List

Name                                 Fed  Rtng 
Angantysson,H.                       ISL  2300
Angelov,A.                           BUL  2245
Angelov,G.                           BUL  2335
Angelov,K.                           BUL  2315
Angelov,R.                           BUL  2230
Angelova-Chilingirov                 BUL  2195
Angqvist,Th.                         SWE  2285
Anguix Garrid,J.                     ESP  2305
Anic,D.                              YUG  2405
Anikaev,Y.N.                         USR  2445
Anilkumar,N.R.                       IND  2280
Anilkumar,O.T.                       IND  2265
Anino,S.                             ARG  2275
Anitoaie,D.                          ROM  2410
Anka,E.                              HUN  2340
Ankerst,M.                           YUG  2235
Annageldiev,O.                       USR  2395
Anquandah                            GHA  2205
Ansell,S.                            ENG  2225
Antanaskovic,P.                      YUG  2310
Antic,D.                             YUG  2330
Antic,Z.                             YUG  2290
Antkowiak,G.                         POL  2245
Antonio Jr.,R.                       PHI  2440
Antonov,V.                           BUL  2390
Antoshik,A.                          CSR  2215
Antoshin,V.S.                        USR  2295
Antunes,A.                           POR  2445
Aparicio,A.                          ARG  2295
Apatoczky,P.                         HUN  2285
Apel,S.                              DDR  2260
Apicella,M.                          FRA  2390
Apostolou,A.                         GRE  2205
Appel,R.                             FRG  2365
Arakhamia,K.                         USR  2385
Araos,H.                             CHI  2245
Arapovic,V.                          YUG  2380
Araujo,R.                            BRA  2210
Araya,R.                             CHI  2290
Arbakov,V.                           USR  2415
Arbatskaia,N.                        USR  2250
Arbouche,M.                          MAR  2225
Arbunic Castro,G.B.                  CHI  2185
Ardaman,M.                           USA  2415
Ardelean,R.                          ROM  2355
Ardeleanu,A.                         ROM  2305
Ardeleanu,C.                         ROM  2245
Ardiansyah,H.                        INA  2460
Arduman,C.                           TUR  2370
Arencibia,J.J.                       CUB  2395
Arencibia,W.R.                       CUB  2425
Arikok,E.                            SUI  2270
Arjona Monforte,F.                   MEX  2205
Arkell,K.C.                          ENG  2460
Arkell,S.                            ENG  2270
Arkhipkin,Y.                         USR  2325
Arkhipov,S.                          USR  2440
Arlandi,E.                           ITA  2390
Armas,J.                             CUB  2395
Armenteros,N.                        CUB  2285
Arnason,A.T.                         ISL  2265
Arnason,J.                           ISL  2500
Arnason,Th.                          ISL  2235
Arnaudov,P.                          BUL  2235
Arndt,S.                             FRG  2215
Arnold,F.                            HUN  2335
Arnold,L.                            FRG  2280
Aronoff,I.                           USA  2165
Arrata,P.                            ECU  2210
Arriba,M.                            CUB  2190
Arsic,S.                             YUG  2280
Arsovic,G.                           YUG  2270
Arsovic,Z.                           YUG  2385
Artamonova,V.                        USR  2070
Arussi,H.A.                          EGY  2330
Asanov,B.                            USR  2385
Asaturoglu,R.                        TUR  2250
Aschwanden,F.-B.                     SUI  2205
Ascic,A.                             YUG  2350
Ascic,P.                             YUG  2265
Aseev,K.N.                           USR  2545
Aseeva,M.                            USR  2055
Asfora,M.                            BRA  2310
Asfura,C.                            CHI  2250
Ashley,M.                            USA  2380
Ashok,A.                             IND  2250
Asmah,F.                             GHA  2205
Asmundsson,I.                        ISL  2360
Assem,M.                             EGY  2295
Assmann,Th.                          FRG  2350
Astolfi,F.                           FRA  2255
Astrom,G.                            SWE  2280
Astrom,R.                            SWE  2315
Atakisi,F.                           TUR  2285
Atala,J.                             CUB  2265
Atalik,S.                            TUR  2415
Atanasijadis,A.                      YUG  2300
Atanasov,G.                          BUL  2300
Atanasov,P.                          BUL  2345
Atanasov,R.                          BUL  2265
Athala,J.                            MEX  2285
Atia,J.A.                            IRQ  2220
Atlas,R.                             USA  2205
Atlas,V.                             USR  2420
Attard,W.                            MLT  2225
Aturupane,Hari.                      SRI  2320
Aturupane,Hars.                      SRI  2385
Aubert,L.                            FRA  2250
Auchenberg,P.                        DEN  2230
Auciello,S.                          ARG  2295
Auer,M.                              FRG  2250
Augustin,J.                          CSR  2385
Aurel,J.L.                           FRA  2270
Autenrieth,M.                        FRG  2270
Autowicz,B.                          POL  2025
Autowicz,Z.                          POL  2240
Averahami,R.                         ISR  2285
Averbakh,Y.L.                        USR  2470
Averkin,O.N.                         USR  2465
Avgerinos,H.                         GRE  2215
Avner,U.                             ISR  2245
Avni,A.                              ISR  2375
Avramov,A.                           BUL  2260
Avramov,B.                           YUG  2275
Avshalumov,A.                        USR  2450
Awate,A.S.                           IND  2285
Axamit,R.                            CSR  2230
Ayas,A.                              ESP  2270
Aybe,M.                              IND  2235
Ayza Ballester,J.                    ESP  2335
Azaric,S.                            YUG  2315
Azmayparashvili,Z.                   USR  2610
Babaeva,F.                           USR  2030
Babault,P.                           FRA  2290
Babev,A.                             BUL  2310
Babic,D.                             YUG  2330
Babic,T.                             YUG  2245
Babits,A.                            HUN  2255
Babos,Cs.                            ROM  2215
Babovic,N.                           YUG  2215
Babu,S.N.                            IND  2405
Babula,M.                            CSR  2345
Babula,V.                            CSR  2260
Babur,M.T.                           IND  2230
Baburin,A.                           USR  2455
Baccelliere Pena,M.E                 CHI  2280
Bach,A.                              ROM  2250
Bach,M.                              FRG  2300
Bachchevanski,H.                     BUL  2315
Bachler,R.                           AUT  2340
Bachmann,A.                          FRG  2260
Bachtiar,A.                          INA  2285
Baciu,S.                             ROM  2260
Backe,P.                             SWE  2280
Backelin,R.                          SWE  2230
Backwinkel,P.                        FRG  2360
Bacle,F.                             DDR  2310
Bacso,G.                             HUN  2305
Baczynskyj,B.                        USA  2330
Badea-Takacs,B.                      ROM  2495
Bademian,J.                          URU  2285
Badev,K.                             BUL  2215
Badii,M.                             FRA  2275
Baert,A.                             BEL  2315
Baez,S.                              DOM  2005
Bagaturov                            USR  2370
Baginskaite,K.                       USR  2300
Bagirov,V.K.                         USR  2470
Bagoly,J.                            HUN  2290
Bagonyai,A.                          HUN  2255
Baikov,V.A.                          USR  2360
Baja,V.                              USA  2250
Bajkovic,M.                          YUG  2010
Bajovic,M.                           YUG  2330
Baka,G.                              HUN  2205
Bakalar,P.                           CSR  2325
Bakalarz,G.                          FRG  2060
Bakalarz,L.                          POL  2205
Bakalarz,M.                          FRG  2240
Baker,B.                             USA  2235
Baker,Ch.W.                          ENG  2265
Bakic,D.                             YUG  2350
Bakic,R.                             YUG  2365
Bako,L.                              HUN  2245
Bakos,S.                             HUN  2245
Balaban,N.                           YUG  2025
Balashov,Y.S.                        USR  2535
Balashova,E.                         USR  2165
Balcerowski,W.                       POL  2280
Baldauf,M.                           FRG  2280
Baldy,Ph.                            FRA  2205
Balenovic,Z.                         YUG  2285
Balev,K.                             BUL  2295
Balicki,C.                           POL  2285
Balinas,R.C.                         PHI  2405
Balinov,I.                           BUL  2265
Ball,S.                              CAN  2225
Ballester Sanz,J.                    ESP  2250
Ballicora,M.                         ARG  2265
Ballmann,M.                          SUI  2285
Ballon,G.J.                          NED  2285
Balogh,B.                            HUN  2270
Baltagailis,V.                       CAN  2030
Baltazar Pineda,R.                   MEX  2230
Balun,A.                             POL  2205
Balvianu,M.                          ROM  2025
Balzar,A.                            FRG  2335
Bammoune,A.-E.                       ALG  2245
Banas,J.                             CSR  2395
Banasek,M.                           POL  2270
Banasik,H.                           POL  2235
Banaszek,M.                          POL  2295
Banchev,B.                           BUL  2240
Bandza,A.                            USR  2380
Bang,A.                              DEN  2345
Bangiev,A.                           USR  2390
Banhazi,I.                           HUN  2220
Bank Friis,C.                        DEN  2305
Bank,M.                              ISR  2245
Banu,T.                              ROM  2255
Bany,J.                              POL  2450
Baquero,L.A.                         COL  2355
Baragar,F.                           CAN  2285
Barahona,D.                          CHI  2250
Baranova,V.                          USR  2135
Baranyai,K.                          HUN  2315
Barash,D.                            ISR  2205
Barba,E.                             MEX  2285
Barbeau,S.                           CAN  2385
Barber,H.J.                          AUS  2325
Barbera Estelles,R.                  ESP  2275
Barbero,G.F.                         ARG  2450
Barbulescu,D.                        ROM  2425
Barbulescu,V.                        ROM  2220
Barbulovic,S.                        YUG  2320
Barcenilla,R.                        PHI  2385
Barczay,L.                           HUN  2335
Barczyczyn,K.                        AUT  2265
Bareev,E.                            USR  2590
Barenbaum,A.                         ARG  2225
Baretic,D.                           YUG  2280
Bargad,A.                            ARG  2270
Barkhagen,J.                         SWE  2235
Barkovsky,E.                         USR  2295
Barlay,I.                            USA  2250
Barle,J.                             YUG  2430
Barlocco,C.                          ITA  2215
Barlov,D.                            YUG  2520
Baron (Dworaczek),I.                 POL  2010
Barouty,D.                           USA  2235
Barraza,S.                           PAN  2205
Barredo,L.                           CUB  2260
Barreras,A.                          CUB  2340
Barreto,L.N.M.                       BRA  2280
Barria,B.                            PAN  2205
Barrientos,V.                        MEX  2240
Barros,R.                            COL  2280
Barry,C.                             IRL  2255
Barsov,Y.                            USR  2385
Barstatis,R.                         USR  2240
Barta,S.                             HUN  2295
Barta,Zs.                            HUN  2040
Bartelborth,Th.                      FRG  2225
Bartels,H.A.                         NED  2395
Barth,J.                             USA  2295
Barth,R.                             DDR  2285
Bartha,S.                            HUN  2230
Barthel,A.                           FRG  2220
Barthel,B.                           FRG  2060
Bartsch,B.                           FRG  2275
Barua,D.                             IND  2490
Barus,C.                             INA  2335
Barwinski,D.                         POL  2230
Basagic (Misanovic),                 YUG  2270
Basagic,Z.                           YUG  2390
Basanta,G.                           CAN  2215
Basin,L.                             USR  2435
Basman,M.J.                          ENG  2370
Bass,L.                              USA  2485
Basta,E.                             AUS  2245
Basta-Sohair,F.                      EGY  2020
Bastian,H.                           FRG  2340
Bastian,M.                           FRG  2205
Batchelder,W.                        USA  2240
Batchinsky,S.                        SUI  2320
Bator,R.                             SWE  2370
Bator,Z.                             POL  2345
Batruch,K.                           POL  2255
Battikhi,H.                          JOR  2205
Battsengel                           MGL  2070
Battsetseg,Ts.                       MGL  2230
Baudot,D.                            LUX  2235
Baudrier,J.                          FRA  2260
Bauer,F.                             AUT  2005
Bauer,Peter                          FRG  2285
Bauer,Ra.                            DDR  2310
Bauer,Ri.N.                          USA  2240
Bauer,T.                             HUN  2360
Bauk,S.                              YUG  2310
Baum,B.                              DDR  2275
Baumann,C.                           SUI  2080
Baumbach,F.                          DDR  2315
Baumgartner,H.                       AUT  2350
Baumhus,R.                           FRG  2325
Baumstark,G.                         ROM  2245
Bauza,A.                             URU  2240
Bayarma,G.                           MGL  2070
Bayer,E.-W.                          FRG  2355
Bayramicli,M.                        TUR  2270
Bazaj,I.                             YUG  2290
Bazaj,S.                             YUG  2220
Bazan,O.                             ARG  2220
Bazhina,E.                           USR  2105
Beake,B.                             ENG  2275
Beaumont,Ch.                         ENG  2380
Bebcuk,E.                            USR  2350
Becher,H.                            FRG  2260
Beck,G.                              FRG  2260
Beck,H.                              AUT  2265
Beckemeyer,W.                        FRG  2335
Becker,Ma.                           FRG  2305
Becker,Mi.                           DDR  2325
Beckman,Th.J.                        USA  2280
Beckmann,K.                          FRG  2280
Becx,C.                              NED  2300
Bednarek,S.                          POL  2250
Bednarska,M.                         POL  2130
Bednarski,J.B.                       POL  2325
Beelby,M.A.                          USA  2280
Beggi,P.                             ITA  2250
Begnis,N.                            GRE  2275
Begovac,F.                           YUG  2405
Behar,E.                             ARG  2210
Behle,K.-W.                          FRG  2315
Behling,R.                           FRG  2290
Behrens,H.                           FRG  2305
Behrensen,J.                         ARG  2325
Behrhorst,F.                         FRG  2265
Behrmann,J.                          FRG  2225
Beider,A.                            USR  2310
Beil,Z.                              CSR  2350
Beilfuss,W.                          FRG  2220
Beitar,H.                            SYR  2295
Bekefi,L.                            HUN  2325
Belakovskaya,A.                      USR  2310
Belamaric,T.                         YUG  2220
Belani,M.                            YUG  2260
Belaska,P.                           CSR  2320
Beliavsky,A.                         USR  2640
Belik,D.                             CSR  2260
Belkadi,R.                           TUN  2345
Belke,F.                             DDR  2225
Belkhodja,S.                         FRA  2400
Bell,S.                              ENG  2385
Belle,E.                             NED  2100
Bellia,F.                            ITA  2320
Bellin,J.                            ENG  2240
Bellin,R.                            ENG  2395
Bellini,F.                           ITA  2340
Bellomo,F.                           ITA  2205
Bellon Lopez,J.M.                    ESP  2445
Belmonte,D.                          ARG  2220
Belopolsky,B.                        USA  2290
Belotti,B.                           ITA  2415
Belov,I.                             USR  2430
Belov,L.A.                           USR  2330
Belova,T.                            USR  2055
Beltran,S.                           ESP  2320
Ben-Menachem,I.                      ISR  2290
Bencze,L.                            HUN  2280
Benderac,S.                          YUG  2265
Benedetti,F.                         ITA  2250
Benedictsson,B.                      ISL  2285
Bener,A.                             SWE  2075
Benesko,A.                           ARG  2275
Benev,B.                             BUL  2355
Bengtsson,B.                         SWE  2300
Benhadi,M.                           ALG  2230
Beni,A.                              AUT  2220
Benjamin,Joel                        USA  2530
Benjamin,Johnc.                      ENG  2265
Benko,F.                             ARG  2285
Benko,P.                             USA  2410
Bense,J.                             HUN  2220
Beran,J.                             CSR  2270
Berebora,F.                          HUN  2275
Berechet,O.                          ROM  2345
Berecz,A.                            HUN  2225
Berend,F.                            LUX  2240
Berenyi,G.                           HUN  2225
Berezina,I.                          USR  2205
Berezujk,S.                          USR  2300
Berg,K.                              DEN  2410
Berg,M.                              SWE  2215
Berg,S.                              NOR  2290
Berg,Th.                             FRG  2260
Berg,Ti.                             DEN  2045
Berger,E.                            ROM  2235
Berger,G.                            FRG  2275
Berger,M.P.                          AUT  2005
Berghoefer,G.                        AUT  2230
Bergmann,J.                          DEN  2235
Bergmann,Th.                         ISL  2250
Bergsson,S.                          ISL  2230
Bergstrom,Ch.                        SWE  2425
Bergstrom,M.                         SWE  2245
Berkell,P.                           SWE  2315
Berkovich,M.A.                       USR  2330
Berlinka,M.                          ARG  2215
Berlinsky,V.                         USR  2205
Bern,I.                              NOR  2370
Bernal,E.                            PHI  2345
Bernal,L.J.                          ESP  2380
Bernard,Ch.                          FRA  2340
Bernard,N.                           BEL  2245
Bernard,R.                           POL  2340
Bernat,M.                            POL  2280
Bernei,A.                            HUN  2330
Bernschutz                           BER  2205
Bernstein,D.                         ISR  2380
Berrocal,J.                          BOL  2275
Berry,J.                             CAN  2265
Bersutzki,G.                         ISR  2230
Bertaccini,D.                        ARG  2305
Berthelot,Y.                         FRA  2305
Bertholee,R.                         NED  2360
Berti,L.                             CHI  2270
Bertok,M.                            YUG  2340
Bertona,F.                           ARG  2265
Berube,R.                            CAN  2260
Besdan,T.                            HUN  2305
Besztercsenyi,T.                     HUN  2305
Beszterczey,L.                       HUN  2275
Betancort Curbelo,J.                 ESP  2255
Betancourt,D.                        COL  2235
Betkowski,A.                         POL  2270
Betza,R.                             USA  2330
Beuchler,H.                          FRG  2295
Beulen,M.                            NED  2235
Beutelhoff,J.                        FRG  2215
Bevia,L.M.                           ESP  2295
Bewersdorff,O.                       FRG  2325
Bex,P.-A.                            SUI  2235
Beyen,R.                             BEL  2270
Bezdan,T.                            HUN  2265
Bezemer,A.                           NED  2265
Bhagwat,M.                           IND  2220
Bharti,S.C.                          IND  2215
Bhattacharya,Sh.                     IND  2210
Bhave,R.                             IND  2290
Bhend,E.                             SUI  2315
Biaggi,E.                            ARG  2260
Bialas,W.                            FRG  2370
Bialolenkier,P.                      ARG  2300
Bianchi,G.                           ARG  2415
Bianco,V.                            ITA  2285
Biancosino,R.                        ARG  2250
Bibby,S.                             ENG  2315
Bichsel,W.                           SUI  2310
Biebinger,G.                         FRG  2290
Biehler,Th.                          FRG  2235
Bielczyk,J.                          POL  2355
Bielicki,C.                          ARG  2335
Bierenbroodspot,P.                   NED  2280
Bilek,I.                             HUN  2395
Bilek,M.                             FRG  2345
Bilic,M.                             YUG  2270
Bilinski,V.                          SUI  2030
Bilobrk,F.                           YUG  2340
Bilunov,B.                           USR  2410
Bilunova,R.I.                        USR  2240
Binham,T.F.                          FIN  2340
Biocanin,Goran                       YUG  2235
Biocanin,Gord.                       YUG  2080
Biriescu,I.                          ROM  2350
Birke,A.                             DDR  2255
Birke,M.                             FRG  2275
Birmingham,E.                        FRA  2345
Birnboim,N.                          ISR  2405
Biro,A.                              HUN  2290
Biro,Gy.                             HUN  2210
Biro,J.                              HUN  2300
Biro,K.                              CSR  2255
Biro,S.                              ROM  2435
Birr,B.                              FRG  2030
Bischoff,K.                          FRG  2505
Bisguier,A.B.                        USA  2390
Bistric,F.                           YUG  2330
Bistrikova,E.V.                      USR  2215
Bitman,A.R.                          USR  2330
Bitran,D.                            ISR  2235
Biyiasas,P.                          USA  2450
Bjarnason,S.                         ISL  2325
Bjarnehag,P.                         SWE  2290
Bjazevic Montalvo,P.                 ECU  2240
Bjelajac,M.                          YUG  2395
Bjelajac-Prokopovic,                 YUG  2125
Bjelanovic,A.                        YUG  2210
Bjelica,D.                           YUG  2380
Bjergtrup,M.                         DEN  2295
Bjerke,R.                            NOR  2315
Bjerring,K.                          DEN  2310
Bjork,C.-M.                          SWE  2325
Bjornsson,T.                         ISL  2300
Blackstock,L.S.F.                    SCO  2260
Blackstone,J.                        USA  2260
Blagojevic,D.                        YUG  2395
Blagojevic,N.                        YUG  2225
Blankenau,M.                         USA  2215
Blasco,D.                            ITA  2225
Blasek,R.                            FRG  2295
Blaskowski,J.                        FRG  2290
Blasovszky,I.                        HUN  2230
Blatny,F.                            CSR  2290
Blatny,P.                            CSR  2510
Blauert,J.                           FRG  2355
Blazi,J.                             FRG  2260
Blazquez,D.                          FRA  2215
Blees,A.                             NED  2400
Bleiman,Y.                           ISR  2430
Bletz,H.                             FRG  2285
Blocker,C.                           USA  2380
Blodig,R.                            FRG  2225
Blodstein,A.                         USR  2375
Blokhuis,E.                          NED  2300
Blucha,D.                            CSR  2305
Bluhm,G.                             FRG  2335
Blum,G.                              FRG  2325
Blumenfeld,R.                        USA  2365
Bobanac,M.                           YUG  2280
Bochev,K.                            BUL  2275
Bockius,A.                           FRG  2260
Bockowski,R.                         POL  2225
Boctor,W.                            USA  2210
Bode,U.                              FRG  2235
Bodic,D.                             YUG  2280
Bodiroga,P.                          YUG  2210
Boehm,J.                             FRG  2245
Boehm,M.                             FRG  2210
Boehm,U.                             FRG  2225
Boensch,U.                           DDR  2530
Boersma,P.A.                         NED  2395
Boesken,C.P.                         FRG  2270
Boey,J.                              BEL  2335
Bofill,A.                            ESP  2380
Bogaerts,J.                          BEL  2280
Bogdanov,V.                          USR  2400
Bogdanovic,R.                        YUG  2320
Bogdanovici,G.                       USR  2305
Bogdanovski,V.                       YUG  2410
Bogic,S.                             YUG  2250
Bogner,H.                            USA  2245
Bogoevski,J.                         YUG  2260
Bogumil,P.                           USR  2390
Bogumil,T.                           USR  2075
Boguszlavszky,J.                     HUN  2360
Bogza,R.                             ROM  2230
Bohak,J.                             YUG  2215
Bohm,H.                              NED  2390
Bohn,Th.                             FRG  2230
Bohnisch,M.                          DDR  2355
Bohosjan,S.                          BUL  2365
Boim,I.                              ISR  2310
Boissonet,C.P.                       ARG  2405
Bojczuk,Z.                           POL  2385
Bojic,D.                             YUG  2300
Bojkovic,N.                          YUG  2270
Bojkovic,S.                          YUG  2335
Bokan,D.                             YUG  2260
Bokelbrink                           FRG  2320
Bokor,I.                             HUN  2270
Bolbochan,J.                         ARG  2475
Boljos,L.                            YUG  2310
Bologan,V.                           USR  2355
Bolzoni,V.                           BEL  2230
Bombardiere Rosas,E.                 CHI  2260
Bonaldi,P.                           ARG  2245
Bonati,G.                            ITA  2285
Bonchev,K.S.                         BUL  2315
Bonchev,S.                           BUL  2215
Bondarets,V.                         YUG  2315
Bondoc,D.                            ROM  2245
Bonin,J.R.                           USA  2385
Bonne,M.                             BEL  2240
Bonnet,H.                            FRA  2240
Boog,A.                              SUI  2270
Booij,J.                             NED  2285
Booth,Step.A.                        USA  2300
Booth,Stew.                          AUS  2235
Borcz,J.                             POL  2220
Bordas,Gy.                           HUN  2210
Bordell Rosell,R.                    ESP  2290
Borek,J.                             AUT  2060
Borg,A.                              MLT  2205
Borg,G.                              MLT  2355
Borge,N.                             DEN  2330
Borges Mateos,J.                     CUB  2500
Borges,D.                            PUR  2010
Borges,W.                            BRA  2265
Borghi,H.                            ARG  2320
Borgo,G.                             ITA  2330
Borgstaedt,M.                        FRG  2270
Boric,M.                             YUG  2325
Boricsev,O.                          USR  2230
Borik,A.                             FRG  2045
Borik,O.                             FRG  2355
Borisova,B.                          SWE  2170
Borisova,L.                          USR  2030
Borkovic,V.                          YUG  2280
Borkowski,F.                         POL  2405
Borloy,K.                            HUN  2290
Borm,F.W.M.                          NED  2400
Born,M.                              FRG  2215
Borngaesser,R.                       FRG  2365
Borocz,I.                            HUN  2255
Boronyak,A.                          HUN  2210
Borriss,M.                           DDR  2270
Borsavolgyi,T.                       HUN  2290
Borsi,I.                             HUN  2215
Borsos,B.                            USR  2355
Borulia,E.                           USR  2195
Borulia,L.                           USR  2105
Borysiak,B.                          POL  2250
Bosbach,G.                           FRG  2260
Bosboom,M.                           NED  2425
Bosch,J.                             NED  2305
Boschetti,C.                         SUI  2215
Bosco,R.                             ARG  2275
Boskovic,M.                          YUG  2105
Boskovic,Z.                          YUG  2290
Bosman,M.                            NED  2300
Bosnic,Lj.                           YUG  2005
Botez,C.                             ROM  2300
Both,A.                              FRG  2080
Boto,Z.                              YUG  2300
Botos,F.                             HUN  2220
Botsari,A.-M.                        GRE  2205
Bottema,T.                           NED  2240
Botterill,G.S.                       WLS  2360
Botvinnik,I.                         USR  2010
Botvinnik,Il.                        USR  2380
Bouaziz,S.                           TUN  2355
Boudiba,M.                           MAR  2320
Boudiba,N.                           ALG  2380
Boudre,J.P.                          FRA  2355
Boudy,J.                             CUB  2305
Bouhallel,R.                         FRA  2240
Boulard,E.                           FRA  2255
Bounena,N.                           MAU  2205
Bousios,H.                           GRE  2225
Bouton,Ch.                           FRA  2275
Boutquin,P.                          CAN  2270
Boutteville,C.                       FRA  2265
Bowden,K.                            ENG  2365
Boyd,S.                              CAN  2265
Bozanic,I.                           YUG  2255
Bozek,A.                             POL  2385
Bozic,M.                             YUG  2250
