1st January 1981 FIDE Rating List

Name                                 Fed  Rtng 

Aaron,M.                             IND  2415
Aaronson                             USA  1950
Aatolainen,M.                        SWE  1935
Abarca Aguirre,M.                    CHI  2225
Abella                               PHI  2330
Abramovic,B.                         YUG  2420
Abramson,H.                          ARG  2230
Abreu,J.D.                           DOM  2330
Abroshina                            USR  1975
Acevedo,A.                           MEX  2335
Ackermann,H.-W.                      FRG  2275
Acosta,A.                            COL  2315
Acosta,M.                            PHI  2210
Adad,C.F.                            ARG  2275
Adam,W.J                             USA  2275
Adams,J.B.                           ENG  2300
Adamski,A.                           POL  2410
Adamski,J.                           POL  2430
Adhami                               ALB  2325
Adler,V.E.V.                         USR  2320
Adok,J.                              HUN  2205
Adorjan,A.                           HUN  2545
Adzic,S.                             YUG  2275
Afek,Y.                              ISR  2300
Afifi,A.-A.                          EGY  2220
Agababian,N.                         USR  1845
Agapov,K.                            USR  2315
Agdamus                              ARG  2210
Ager                                 AUT  2260
Agic,A.                              YUG  1935
Agudelo,A.                           COL  2250
Aguilar                              PHI  2235
Agur                                 ISR  2285
Agzamov,G.                           USR  2435
Agzamov,Val.                         USR  2210
Agzamov,Via.                         USR  2255
Ahmad,N.                             PAK  2225
Aijala Jouko                         FIN  2395
Ajanski,J.                           BUL  2365
Akesson                              SWE  2305
Akhmilovskaya,E.B.                   USR  2285
Akhsharumova,A.M.                    USA  2280
Akopian,A.                           USR  1950
Akopian,V.                           USR  2315
Akvist,H.                            SWE  2275
Al Attar                             IRQ  2310
Alba,A.                              ITA  2240
Alberston,B.                         USA  2270
Albulet,M.                           ROM  2010
Alburt,L.O.                          USA  2575
Aldrete,J.                           MEX  2400
Alekhina,N.V.                        USR  2095
Aleksic,M. (F)                       YUG  2030
Alexakis,D.                          GRE  2235
Alexandria,N.                        USR  2295
Alexandrova                          BUL  1975
Alexopoulos,G.                       GRE  2200
Alieva,E.                            USR  1925
Allan,D.                             CAN  2285
Alvarez                              PHI  1860
Alvarez,Fr.                          DOM  2235
Alzate,D.                            COL  2330
Alzate,J.                            COL  2310
Amado,C.                             ARG  2330
Ambroz,J.                            CSR  2490
Amendola                             GRE  2240
Ammann,P.                            SUI  2225
Amos                                 CAN  2390
An,Yang-Feng                         CHN  1900
Andersen,I.                          DEN  2240
Anderson,B.R.                        DEN  2385
Anderson,B.R.                        NZL  2285
Anderson,J.                          DEN  2215
Andersson,G.                         SWE  2260
Andersson,U.                         SWE  2610
Andre,W.                             FRG  2320
Andres,M.                            CUB  2370
Andrianov,N.I.                       USR  2355
Andrijevic,M.                        YUG  2340
Andrzejewski                         POL  2295
Anelli,A.                            ARG  2350
Angantysson,H.                       ISL  2395
Angelov,K.                           BUL  2315
Angelov,R.                           BUL  2280
Anguera Maestro,J.                   ESP  2220
Anguiano,R.                          MEX  2270
Anikaev,Y.                           USR  2425
Ankerst,M.                           YUG  2135
Antonov,V.                           BUL  2215
Antoshik,A.                          CSR  2300
Antoshin,V.S.                        USR  2470
Antunac,G.                           YUG  2435
Aptekar,L.                           NZL  2240
Araiza                               MEX  2215
Araos                                CHI  2295
Arapovic,V.                          YUG  2380
