1st January 1987 FIDE Rating List

Name                                 Fed  Rtng 

Aaron,M.                             IND  2375
Abarca Aguirre,M.                    CHI  2340
Abayasekera,R.                       ENG  2280
Abbas,B.H.                           IRQ  2205
Abbasi,R.                            SYR  2005
Abdel,M.N.                           EGY  2355
Abdulla,H.                           UAE  2205
Abdulla,M.                           UAE  2205
Abdullah,A.H.                        MAR  2220
Abel,L.                              HUN  2310
Abhyankar,A.G.                       IND  2165
Abichaaya                            LIB  2205
Abramovic,B.                         YUG  2420
Abramson,H.                          ARG  2240
Abravanel,Ch.                        FRA  2290
Abreu,J.D.                           DOM  2385
Abuchamala                           PLE  2205
Abumouza,A.                          QAT  2205
Acevedo,H.                           MEX  2070
Acimovic,S.                          YUG  2370
Acosta,A.                            COL  2285
Acosta,T.                            ARG  2230
Adai,R.                              KEN  2205
Adams,M.                             ENG  2360
Adamski,A.                           POL  2310
Adamski,J.                           POL  2420
Adelman,Ch.D.                        USA  2300
Ademi,S.                             YUG  2245
Adianto,U.                           INA  2480
Adler,J.                             SUI  2280
Adok,J.                              HUN  2230
Adorjan,A.                           HUN  2560
Adrian,C.                            FRA  2390
Ady,J.J.                             ENG  2300
Adzic,S.                             YUG  2265
Afek,Y.                              ISR  2360
Afifi,A.-A.                          EGY  2375
Agapov,K.                            USR  2395
Agdestein,E.                         NOR  2350
Agdestein,S.                         NOR  2560
Agh,M.                               HUN  2205
Agic,A.                              YUG  2025
Agnos,D.                             ENG  2310
Agrawal,K.                           IND  2055
Agudelo,A.                           COL  2340
Aguila,G.                            ARG  2350
Agusto,O.                            NGR  2210
Agustsson,J.                         ISL  2275
Agzamov,G.                           USR  2545
Ahlander,B.                          SWE  2335
Ahmed,F.                             BAN  2235
Ahmed,R.                             PAK  2240
Ahmels,V.                            FRG  2270
Aigasra,A.                           BRN  2205
Ajanski,J.                           BUL  2350
Akesson                              SWE  2455
Akhmilovskaya,E.B.                   USR  2435
Akhsharumova,A.M.                    USA  2290
Al Akraa,I.                          SYR  2005
Al-Khateeb,A.                        SYR  2265
Al-Mahmud                            BAN  2255
Aladjova,K.                          BUL  2030
Alawadhi,K.                          BRN  2205
Albano,M.                            ITA  2230
Alber,H.                             FRG  2270
Alberston,B.                         USA  2280
Albrecht,R.                          FRG  2230
Albulet,M.                           ROM  2120
Alburt,L.O.                          USA  2575
Aldrete,J.                           MEX  2400
Alekhina,N.V.                        USR  2230
Aleksic,N.                           YUG  2375
Alexakis,D.                          GRE  2220
Alexandria,N.                        USR  2405
Alexandrou,Th.                       GRE  2210
Alfonso,R.                           CUB  2205
Ali,I.                               BRU  2205
Ali,M.F.                             BAN  2205
Ali,M.Z.                             BRU  2205
Alieva,E.                            USR  2110
Allan,D.                             CAN  2310
Allen,B.L.                           USA  2310
Allen,E.J.                           USA  2225
Allen,K.                             IRL  2220
Almada,E.                            URU  2205
Almeida,R.D.                         POR  2240
Almoyni,M.                           UAE  2205
Alonso,R.                            CUB  2310
Alpern,A.                            ARG  2260
Alsharfi,S.S.                        YEM  2205
Alsharkan,F.                         UAE  2205
Alster,L.                            CSR  2305
Altamirano,B.                        ARG  2255
Alterman,V.L.                        ISR  2350
Aludary,A.                           YEM  2205
Alvarez Ibarra,D.R.                  ESP  2370
Alvarez,Fi.                          CUB  2365
Alvir,A.                             YUG  2300
Alzate,D.                            COL  2365
Ambroz,J.                            CSR  2465
Amendola                             GRE  2245
Amer,M.                              LBA  2205
Amin,R.                              BAN  2280
Ammann,Ph.                           SUI  2315
Amos                                 CAN  2355
Amura,C.N.                           ARG  2050
An,Yang-Feng                         CHN  2280
Anand,V.                             IND  2500
Anastasian,A.                        USR  2435
Anbuhl,E.                            FRG  2210
Anceschi,V.                          ITA  2250
Andersen,D.                          DEN  2265
Andersen,I.                          DEN  2215
Andersen,O.                          NOR  2225
Anderson,H.                          JAM  2005
Anderson,J.                          ENG  2225
Anderson,R.                          USA  2290
Andersson,B.                         SWE  2310
Andersson,M.                         SWE  2360
Andersson,T.                         SWE  2215
Andersson,U.                         SWE  2600
Anderton,D.W.                        ENG  2265
Andonov,B.                           BUL  2450
Andonov,T.                           YUG  2225
Andonovski,Lj.                       YUG  2285
Andrade,M.                           ANG  2205
Andre,W.                             FRG  2230
Andreasen,P.                         DEN  2230
Andreev,D.                           BUL  2210
Andreoli,R.                          ITA  2255
Andres,M.                            CUB  2400
Andrianov,N.I.                       USR  2405
Andric,Z.                            YUG  2245
Andrijevic,M.                        YUG  2350
Andruet,G.                           FRA  2405
Andrzejewski                         POL  2255
Anelli,A.                            ARG  2305
Angantysson,H.                       ISL  2300
Angelov,A.                           BUL  2290
Angelov,G.                           BUL  2220
Angelov,K.                           BUL  2345
Angelov,R.                           BUL  2260
Angelova-Chilinginov                 BUL  2245
Anic,D.                              YUG  2375
Anikaev,Y.                           USR  2445
Anilkumar,N.R.                       IND  2260
Ankerst,M                            YUG  2210
Anquandah                            GHA  2205
Antonio,Jr.                          PHI  2310
Antonov,V.                           BUL  2320
Antoshik,A.                          CSR  2230
Antoshin,V.S.                        USR  2305
Antunes,A.                           POR  2405
Aparicio,A.                          ARG  2335
Apicella,M.                          FRA  2270
Arakhamia,K.                         USR  2370
Arapovic,V.                          YUG  2380
Araujo,R.                            BRA  2225
Araya Ibarra,M.I.                    CHI  2215
Araya,C.                             CRC  2205
Araya,R.                             CHI  2390
Arbakov,V.M.                         USR  2390
Arbunic Castro,G.B.                  CHI  2175
Ardaman,M.                           USA  2320
Ardeleanu,A.                         ROM  2310
Ardiansyah,H.                        INA  2425
Arduman,C.                           TUR  2285
Arencibia,R.W.                       CUB  2420
Arikok,E.                            SUI  2295
Arjona Monforte,F.                   MEX  2205
Arkell,K.C.                          ENG  2340
Arkell,S.                            ENG  2325
Arkhipov,S.                          USR  2485
Arlandi,E.                           ITA  2330
Armas,I.                             ROM  2330
Armas,J.                             CUB  2455
Arnason,A.T.                         ISL  2270
Arnason,J.                           ISL  2540
Arnaudov,P.                          BUL  2245
