1st January 1983 FIDE Rating List

Name                                 Fed  Rtng 

Aaron,M.                             IND  2335
Aatolainen,M.                        SWE  1950
Abarca Aguirre,M.                    CHI  2280
Abdel,M.N.                           EGY  2205
Abdulrazaq,S.                        URU  2205
Abel,L.                              HUN  2265
Abramovic,B.                         YUG  2475
Abravanel,Ch.                        FRA  2265
Abreu,J.D.                           DOM  2380
Abroshina                            USR  1975
Absianidze,I.                        USR  1870
Acevedo,A.                           MEX  2330
Acevedo,H.                           MEX  1905
Acic,S.                              YUG  1880
Ackermann,H.-W.                      FRG  2255
Acosta,A.                            COL  2255
Acosta,M.                            PHI  2210
Acosta,T.                            ARG  2220
Adam,A.                              KEN  2205
Adams,J.B.                           ENG  2300
Adamski,A.                           POL  2360
Adamski,J.                           POL  2425
Adhami                               ALB  2325
Adianto,U.                           INA  2385
Adler,V.E.V.                         USR  2320
Adok,J.                              HUN  2205
Adorjan,A.                           HUN  2530
Ady,J.J.                             ENG  2255
Adzic,S.                             YUG  2230
Afek,Y.                              ISR  2295
Afifi,A.-A.                          EGY  2350
Agababian,N.                         USR  1950
Agapov,K.                            USR  2335
Agdestein,E.                         NOR  2245
Agdestein,S.                         NOR  2380
Agic,A.                              YUG  1985
Agudelo,A.                           COL  2320
Agusto,O.                            NGR  2205
Agzamov,G.                           USR  2535
Agzamov,Val.                         USR  2210
Agzamov,Via.                         USR  2255
Ahmad,N.                             PAK  2225
Ahmed,F.                             BAN  2245
Ahmels,V.                            FRG  2240
Ajanski,J.                           BUL  2360
Akesson                              SWE  2395
Akhmilovskaya,E.B.                   USR  2290
Akhsharumova,A.M.                    USA  2170
Akopian,A.                           USR  1950
Akopian,G.E.                         USR  2315
Akvist,H.                            SWE  2285
Al Attar                             IRQ  2310
Al Nashed,K.                         SYR  2205
Albano,M.                            ITA  2205
Alberston,B.                         USA  2240
Albulet,M.                           ROM  1980
Alburt,L.O.                          USA  2560
Aldrete,J.                           MEX  2415
Alekhina,N.V.                        USR  2100
Aleksic,M. (F)                       YUG  2030
Aleksic,N.                           YUG  2305
Alexakis,D.                          GRE  2240
Alexandria,N.                        USR  2355
Alexandrou,Th.                       GRE  2255
Alexandrova                          BUL  1970
Alieva,E.                            USR  2020
Allan,D.                             CAN  2280
Alster,L.                            CSR  2290
Alvarez,E.                           ARG  2260
Alvarez,Fi.                          CUB  2240
Alvarez,Fr.                          DOM  2235
Alvarez,J.L.                         CAN  2200
Alvarez,R.                           ESP  2245
Alvas,P.                             GRE  2260
Alzate,D.                            COL  2350
Amado,C.                             ARG  2340
Ambroz,J.                            CSR  2420
Amendola                             GRE  2240
Amil-Kumar,N.R.                      IND  2280
