1st January 1977 FIDE Rating List

Name                                 Fed  Rtng 
Browning                             GCI  2270
Bruce,R.M.                           ENG  2005
Bruinenberg,C.                       NED  2015
Brunker                              WLS  1825
Buch,O.                              DEN  2210
Buchal,S.                            FRG  2260
Buchenthal,D.                        FRG  2310
Buckos                               YUG  1800
Bueno-Perez,L.                       CUB  2320
Bujupi,B.                            YUG  2370
Bujupi,F.                            YUG  2260
Bukal,V.                             YUG  2405
Bukhman,E.                           USR  2435
Bukic,E.                             YUG  2490
Bulat,A.                             YUG  2240
Bulcourf,C.                          ARG  2220
Buljovcic,I.                         YUG  2445
Busch,R.                             FRG  2240
Buslaev,A.                           USR  2290
Butnaru                              ROM  2305
Butt                                 PAK  2275
Buza,A.                              ROM  2280
Bykov,V.                             USR  2375
Byrne,R.                             USA  2580
Cabarkapa,M.                         YUG  2280
Cabrera                              ESP  2215
Cabrilo,G.                           YUG  2320
Cafferty,B.                          ENG  2290
Caldwell                             ENG  2040
Calvo Minguez,R.                     ESP  2465
Camara,H.                            BRA  2320
Camaton                              ECU  2240
Camilleri,H.                         MLT  2225
Camin                                DDR  2020
Campos Lopez,M.                      MEX  2365
Campos                               MEX  1810
Campos-Ruiz,A.                       MEX  2300
Canalejo,P.                          CUB  2260
Cao,J.                               URU  2250
Capelan,G.                           FRG  2425
Cappello,G.                          ITA  2285
Cappello,R.                          ITA  2345
Carbone,J.M.                         ARG  2225
Cardoso,R.                           BRA  2015
Cardoso,T.                           PHI  2320
Carleton,J.                          ENG  2260
Carmaniciu                           ROM  1920
Caro                                 VEN  2235
Carrion,M.                           DOM  2300
Carvalho,H.                          BRA  2265
Casas,F.                             ARG  2300
Casper,T.                            DDR  2315
Cassidy                              IRL  2250
Castagna,R.                          SUI  2275
Castellon                            PUR  1830
Castillo                             ARG  2225
Castro,G.                            ECU  2250
Castro,O.                            COL  2410
Caturla,C.                           PHI  2300
Cazon,M.                             ARG  1960
Cebalo,M.                            YUG  2390
Cejic,D.                             YUG  2075
Cekro,E.                             YUG  2370
Cellario                             MNC  1820
Ceruy,K.                             CSR  2225
Cetkovic,M.                          YUG  2280
Chalikian                            USR  2315
Chalupova                            CSR  2100
Chandler,M.                          NZL  2385
Chapkunova                           BUL  1810
Chataway,O.                          ENG  1935
Chavez,M.                            NCA  2265
Chebanenko,V.                        USR  2410
Chekhov,V.                           USR  2520
Chellstorp,C.                        USA  2370
Cherepkov,A.V.                       USR  2425
Chernikov,O.L.                       USR  2465
Chia,A.                              SIN  2205
Chiburdanidze,M.G.                   USR  2235
Chilingirova                         BUL  1860
Chis Dima                            ROM  2025
Chjecheljan                          USR  2390
Choong                               SIN  2205
Chrapkowski                          POL  2250
Christiansen,L.                      USA  2460
Cibulka,V.                           CSR  2325
Cifuentes Parada,R.                  CHI  2270
Ciocaltea,V.                         ROM  2365
Ciric,Dragoljub M.                   YUG  2425
Clarke,A.E.                          ENG  1980
Clarke,P.                            ENG  2340
Clemens                              FRG  2350
Cobo Arteaga,E.                      CUB  2390
Cohn,T.                              FRG  2030
Colon,A.                             PUR  2290
Commons,K.                           USA  2480
Congiotti                            ITA  2220
Contedini                            ITA  2245
Cooper,J.G.                          WLS  2320
Coppini,G.                           ITA  2215
Corden                               ENG  2300
Cordoba,J.R.                         CUB  2310
Cordova Valle,S.                     CHI  2320
Cordovil,J.                          POR  2300
Cosulich,R.                          ITA  2425
Coudari,C.                           CAN  2270
Cox                                  IRL  2300
Crotto,R.                            USA  2050
Crouch,C.                            ENG  2300
Cruz-Lima,J.M.                       CUB  2240
Csapo                                HUN  2070
Csatlos,P.                           HUN  1980
Cseshkovsky,V.                       USR  2590
Csom,I.                              HUN  2535
Csonkics,T.                          HUN  2030
Cuartas,C.                           COL  2440
Cuasnicu,O.                          ARG  2400
Cuellar Gacharna,M.                  COL  2370
Cuellar,J.                           VEN  2230
Cukic,R.                             YUG  2355
Cvetkovic,Sr.                        YUG  2395
Cvetkovic,St.                        YUG  2030
Cynolter                             HUN  1950
Czerniak,M.                          ISR  2345
Dahlin,G.                            SWE  2230
Dahlin,J.                            SWE  2125
Dake,A.                              USA  2365
Damanik                              INA  2300
Damjanovic,M.                        YUG  2430
Danner,G.                            AUT  2340
Darga,K.                             FRG  2510
Daskalov,G.                          BUL  2355
Davila,E.                            NCA  2300
Day,A.                               CAN  1820
Day,L.                               CAN  2355
De Bruycker,B.                       BEL  2345
De Caro                              COL  1920
De Castro,E.                         PHI  2285
De Graaf                             NED  2005
De Greif,B.                          COL  2340
De la Vega,H.                        ARG  2375
De la Vega,R.                        PHI  2250
De Lange,D.                          NOR  2275
De Veauce                            ENG  2300
De Villiers                          RSA  2310
De Winter                            MEX  2390
Deak,I.                              HUN  1870
Debarnot,R.                          ARG  2405
Del Pino Garcia                      ESP  2120
Delaney,P.                           IRL  2270
Delgado,C.                           DOM  2285
Delineshev                           BUL  2215
Della Lunga                          ITA  2225
Dely,P.                              HUN  2440
Dembecka                             POL  1945
Dementiev,O.                         USR  2490
Demers                               CAN  1950
Denker,A.                            USA  2335
Despotovic                           YUG  2340
Deze,A.                              YUG  2405
Diamond                              POR  2205
Diaz,J.C.                            CUB  2340
Diaz,S.                              VEN  2250
Dieks,R.                             NED  2300
Dienavorian                          URU  2360
Diesen,M.                            USA  2360
Dietze,W.                            DDR  2340
Diez Del Corral,J.                   ESP  2490
Dimitrijevic,M.                      YUG  2375
Djordjevic,R.                        YUG  2230
Djuric,S.                            YUG  2340
Dobosz,H.                            POL  2395
Dobrich                              CAN  2230
Doda,Z.                              POL  2375
Doljanin,T.                          YUG  2325
Dominguez Sanz,J.                    ESP  2285
Dommes                               USR  2360
Domnitz,Z.                           ISR  2290
Domsgen                              DDR  2075
Donchenko,O.                         USR  2385
Donelly                              USA  1935
Donner,J.                            NED  2470
Donoso Velasco,P.                    CHI  2400
Dorfman,I.                           USR  2455
Doroshkievich,V.K.                   USR  2420
Doucet                               FRA  2300
Dragasevic-Georgieva                 BUL  2185
Drelinkiewicz                        POL  2355
Dresen                               FRG  2235
Drozd                                POL  2290
Drumev,A.                            BUL  2270
Du Chattell                          NED  2280
Dueball,J.                           FRG  2450
Dueckstein,A.                        AUT  2400
Dunkelblum                           BEL  2250
Durao,J.                             POR  2305
Dvorietzky,M.I.                      USR  2525
Dzindzichashvili,R.                  ISR  2535
Dziuban,O.I.                         USR  2440
Eales,R.                             ENG  2360
Eimer                                FRG  1930
Ein-Dor                              ISR  2270
Eising,J.                            FRG  2390
Ek,H.                                SWE  2335
Ekenberg                             SWE  2270
Ekstrom,R.                           SWE  2350
Elder                                SCO  1800
Eley,B.                              ENG  2340
Eliskases,E.                         ARG  2430
Ellison,D.G.                         ENG  2230
Emma,J.                              ARG  2390
Emperado,M.                          PHI  1825
Engert                               FRG  2210
Enklaar,B.                           NED  2400
Eperjesi,L.                          HUN  2400
Epstein,E.D.                         USR  2305
Erenska-Radzewska,H.                 POL  2170
Eretova,K.                           CSR  2180
Eriksen,S.                           DEN  2210
Erlingsson,J.                        ISL  2205
Ermenkov,E.                          BUL  2445
Erozbek                              TUR  2210
Escondrillas                         MEX  2265
Esitmo,S.                            PHI  2355
Eslon,J.                             SWE  2385
Espig,L.                             DDR  2485
Estevez,G.                           CUB  2360
Estrin,Y.                            USR  2440
Evans,L.D.                           USA  2340
Evans,L.M.                           USA  2555
Faas,A.                              USR  2240
Faase                                NED  2355
Fabrega                              PAN  2205
Fahnenschmidt,G.                     FRG  2350
Faibisovich,V.Z.                     USR  2440
Fairhurst                            NZL  2205
Farago,I.                            HUN  2500
Farkas,J.                            ROM  1940
Farooqui,Z.                          PAK  2325
Fatalibekova,E.                      USR  2265
Fedder,S.                            DEN  2400
Fedorov                              USR  2260
Fedorowicz,J.P.                      USA  2440
Feller,J.                            LUX  2225
Fernandez,A.                         ESP  2310
Fernandez,C.A.                       CUB  2365
Fernandez,Juan C.                    CUB  2420
Ferreira,O.                          PAR  2210
Ferrer-Lucas,P.                      ESP  2070
Ferrera                              CUB  2310
Fershter,A.                          USR  2385
Feuerstein,A.                        USA  2365
Feustel (F)                          DDR  2160
Feustel,P.                           DDR  2260
Fichtl,J.                            CSR  2325
Fijalkowski                          POL  2235
Filip,M.                             CSR  2500
Filipowicz,A.                        POL  2355
Findlay,D.J.                         SCO  2290
Finta,E.                             HUN  2000
Fischer,I.                           ROM  2420
Flesch,J.                            HUN  2450
Fodor,L.                             YUG  2255
Foguelman,A.                         ARG  2355
Foldi                                HUN  2230
Folling                              NOR  2270
Fomina,T.V.                          USR  2155
Forintos,Gy.V.                       HUN  2450
Formanek,E.W.                        USA  2410
Fosse                                NOR  2245
Fraguela Gil,J.                      ESP  2310
Franco,Z.                            PAR  2315
Franklin,M.J.                        ENG  2300
Franzen,J.                           CSR  2290
Fredriksson                          SWE  2270
Frey,K.                              MEX  2390
Frias,V.                             CHI  2390
Friberg                              SWE  2205
Fridh,A.                             SWE  2270
Fridjonsson,J.                       ISL  2295
Friedgood,D.                         ENG  2310
Friedman,S.                          ISR  2385
Fries-Nielsen,J.O.                   DEN  2220
Fries-Nielsen,N.J.                   DEN  2300
Fritsch                              FRG  2235
From                                 DEN  2230
Fryre                                PUR  2230
Ftacnik,L.                           CSR  2360
Fuller,M.L.                          AUS  2365
Fundoica                             CUB  2210
Furman,S.                            USR  2535
Gajic,Z.                             YUG  2270
Gal,L.                               ISR  2000
Galtsmith-Clarke                     ENG  1800
Gamarra Caseres,C.                   PAR  2280
Gamboa                               VEN  2220
Gaprindashvili,N.                    USR  2430
Garashevili                          USR  2460
Garbett,P.A.                         NZL  2310
Garces,N.                            ECU  2295
Garcia Conesa,G.                     ESP  2340
Garcia Gonzales,G.                   CUB  2485
Garcia Martinez,S.                   CUB  2435
Garcia Palermo,C.                    ARG  2380
Garcia,Gilb.                         CUB  2260
Garcia,Gild.                         COL  2340
Garcia,H.                            ARG  2350
Garcia,J.                            ESP  2280
Garcia,L.                            COL  2330
Garcia,M.                            ESP  1940
Garcia,N.                            ESP  2240
Garcia,Rai.                          ARG  2435
Garcia,W.                            CUB  2275
Garcia-Padron,J.                     ESP  2425
Garwell,J.                           WLS  1960
Gasic,B.                             YUG  2335
Gasztonyi                            HUN  2295
Gavrilakis,N.                        GRE  2290
Gelfer,I.                            ISR  2285
Geller,E.P.                          USR  2590
Geller,U.                            ISR  2310
Georgadze,T.                         USR  2445
Georgescu,V.                         ROM  2245
Georgiev,Kr.                         BUL  2390
Georgievski,V.                       YUG  2320
Gerasimov,N.                         USR  2355
Gereben,E.                           SUI  2310
Gerusel,M.                           FRG  2420
Gesos,P.                             HUN  2370
Gheorghe                             ROM  1885
Gheorghiu,F.                         ROM  2545
Ghinda,E.                            ROM  2030
Ghinda,M.-V.                         ROM  2360
Ghitescu,Th.                         ROM  2440
Ghizdavu,D.                          USA  2410
Giam                                 SIN  2310
Giardelli,S.                         ARG  2315
Giffard,N.                           FRA  2270
Gik,E.                               USR  2400
Gilden                               USA  2360
Ginsberger,A.                        ISR  2300
Gipslis,A.                           USR  2535
Giterman,Sh.                         ISR  2340
Giustolisi                           ITA  2285
Gligoric,S.                          YUG  2565
Gliksman,Dar.                        YUG  2335
Gluzman                              ISR  2280
Goberman                             USR  2315
Gocheva(Bojadgieva),                 BUL  2060
Godes,A.                             USR  2400
Godoy,D.A.                           CHI  2330
Gogalea,E.                           ROM  2085
Goldenberg,R.                        FRA  2300
Goldman                              USR  2080
Goljak                               USR  2325
Golovei                              USR  2130
Gomez Baillo,J.                      ARG  2290
Gonszor                              CSR  2385
Gonzales,E.                          DOM  2205
Gonzales,J.A.                        COL  2450
Gonzalez-Maza,R.                     ESP  2340
Goodman,D.                           ENG  2340
Gorchakov                            USR  2310
Gostovic(Bozovic),Mi                 YUG  2120
Gouveia                              BRA  2405
Govedarica,R.                        YUG  2440
Grabczewski,R.                       POL  2380
Grabow                               DEN  2305
Gramignani,R.                        ITA  2010
Green,E.                             NZL  2265
Grefe,J.                             USA  2425
Grek,J.                              YUG  1975
Gresser,G.K.                         USA  2060
Griffiths,P.                         ENG  2280
Grigorian,K.A.                       USR  2465
Grigorian,L.                         USR  2480
Grigoriou                            GRE  2230
Grigorov                             BUL  2390
Grinberg                             ISR  2075
Grinberg,R.                          ARG  2415
Grinfeld                             ISR  2295
Grinfeld                             USR  2215
Grinza                               ITA  2330
Grosch,M.                            HUN  2020
Gross,S.                             CSR  2345
Grossmann,R.                         POL  2240
Gruenberg,H.-U.                      DDR  2385
Grunberg,S.                          ROM  2285
Guddahl                              NOR  2270
Gudmundsson,E.                       ISL  2240
Gudzenov                             BUL  2215
Guerra J.                            VEN  2235
Gufeld,E.                            USR  2570
Gulan                                YUG  2220
Gulbrandsen,A.V.                     NOR  2325
Gulko,B.                             USR  2585
Gunew                                BUL  2380
Gunnarsson,G.                        ISL  2290
Gurgenidze,B.                        USR  2510
Gurieli,N.D.                         USR  2150
Gusev,V.                             USR  2410
Gutierrez,J.                         CRC  2230
Gutierrez,J.A.                       COL  2330
Gutmann                              USR  2395
Gutop                                USR  2380
Haag,E.                              HUN  2430
Haahr,M.                             DEN  2020
Hadjipetrov                          BUL  2290
Haik,A.                              FRA  2400
Halldorsson,Bj.                      ISL  2230
Halldorsson,Br.                      ISL  2260
Hamann,S.                            DEN  2465
Handsuren                            MGL  2060
Hanken                               USA  2260
Hanreck,A.E.                         ENG  2270
Hansen,J.                            DEN  2360
Hansson,D.                           SWE  2345
Happel                               NED  2400
Haraldsson                           SWE  1950
Harandi,K.                           IRI  2375
Hardicsay,P.                         HUN  2355
Harestad                             NOR  2250
Harper                               CAN  2365
Hartoch,R.                           NED  2405
Hartston (F)                         ENG  2240
Hartston,W.                          ENG  2475
Hase,J.                              ARG  2410
Hausner,A.                           AUS  1970
Hausner,I.                           CSR  2365
Havansi,E.E.                         FIN  2250
Havlicek                             CSR  2250
Haygarth,M.                          ENG  2365
Hazai,L.                             HUN  2440
Healy                                IRL  1990
Hebert,J.                            CAN  2255
Hecht,H.-J.                          FRG  2490
Hedman,J.                            CUB  2270
Heemskerk,F.                         NED  2035
Heiberg,Th.                          NOR  2225
Heidenfeld                           IRL  2230
Heilemann                            FRG  2315
Heim,S.                              NOR  2345
Heinig,W.                            DDR  2270
Heinsohn                             DDR  2235
Hellmayr                             AUT  2250
Hellwig                              POL  1995
Helmers,K.J.                         NOR  2305
Helmertz,P.I.                        SWE  2295
Hempton                              ENG  2235
Henao,R.                             COL  2290
Hennings,A.                          DDR  2465
Hennings,M.                          AUT  1850
Henry,P.                             IRL  2330
Hermann,M.                           FRG  2400
Hernandez,Jo.J.                      CUB  2360
Hernandez,Rom.                       CUB  2435
Hernando Pertierra,J                 ESP  2340
Herstein                             USA  2080
Herzog,A.                            AUT  2210
Herzog,P.                            FRG  2310
Hess,R.                              FRG  2285
Hesse,P.                             DDR  2415
Hesselborn,P.                        SWE  2355
Hindle                               ENG  2375
Hindle                               SCO  1810
Hjertenes,O.                         NOR  2295
Hlousek                              CSR  2365
Hoelzl,F.                            AUT  2410
Hoen                                 NOR  2380
Hoffman,B. (F)                       DDR  2210
Hoffman,B.                           DDR  2225
Hofman,R.                            DDR  1910
Hoggatt                              USA  2450
Hoi                                  DEN  2330
Hoiberg,N.                           DEN  1950
Hojdarova                            CSR  2100
Holling                              FRG  2245
Holloway                             ENG  2320
Holm,S.                              DEN  2380
Honfi,Gy.                            HUN  2310
Honfi,Karoly                         HUN  2440
Honfi,Karolyne                       HUN  2075
Hook,W.                              IVB  2250
Horner,J.                            ENG  2395
Hort,V.                              CSR  2620
Horvath,Gy.                          HUN  2280
Horvath,T.                           HUN  2420
Huebner,R.                           FRG  2600
Hug,W.                               SUI  2445
Hugashvili                           USR  2095
Huguet                               FRA  2235
Hulak                                YUG  2525
Hund,B.                              FRG  1920
Hurme,H.                             FIN  2310
Huss                                 SUI  2350
Hutchings                            WLS  2340
Hutchinson,S.                        ENG  1800
Huttemann                            FRG  2235
Hvenekilde                           DEN  2250
Idrovo                               ECU  2215
Ignatiev,F.                          USR  2400
Ignatieva                            USR  2190
Ilijc,M.                             YUG  2340
Ilijevski,D.                         YUG  2420
Ilijin,N.                            ROM  2350
Ingerslev                            DEN  2230
Inkiov,V.                            BUL  2410
Ionescu-Ilie,V.                      ROM  1975
Ioseliani,N.                         USR  2200
Isaksen                              DEN  2295
Iskov,G.                             DEN  2370
Ister                                YUG  1830
Ivanic-Matic                         YUG  1940
Ivanka-Budinsky,M.                   HUN  2305
Ivanov,A.V.                          USR  2400
Ivanov,I.V.                          USR  2420
Ivanov,Sp.                           BUL  2365
Ivanova                              BUL  2100
Ivanovic,B.                          YUG  2440
Ivanovic,S.                          YUG  2270
Ivarsson,J.                          SWE  2355
Ivkov,B.                             YUG  2510
Ivkovic                              YUG  2350
Jackson,Sh.                          ENG  2075
Jacobs,J.N.                          USA  2315
Jacobsen,B.                          DEN  2370
Jaeger,H.                            FRG  2220
Jahnel                               DDR  2315
Jakobsen,O.                          DEN  2420
James,G.H.                           ENG  2230
Jamieson,P.                          SCO  2310
Jamieson,R.M.                        AUS  2430
Janakiev,I.                          BUL  2215
Jancev                               YUG  2255
Janetschek,K.                        AUT  2335
Jankov                               BUL  2315
Jankovec,I.                          CSR  2340
Janosevic,D.                         YUG  2435
Jansa,V.                             CSR  2450
Janssen,L.                           DDR  2040
Jansson,B.                           SWE  2380
Jasnikowski,Z.                       POL  2340
Jaszay                               HUN  1905
Jauregui                             CHI  2355
Jelen,Iz.                            YUG  2370
Jensen,A.                            DEN  2245
Jensen,S.                            NOR  2315
Jensen,V.                            DEN  2225
Jevtic                               YUG  2225
Jicman,L.                            ROM  2055
Jimenez,E.                           CUB  2375
Jimenez,J.L.                         CRC  2230
Johannessen,S.                       NOR  2405
Johannsson,I.R.                      ISL  2405
Joksic,S.                            YUG  2400
Jones,I.C.                           WLS  2250
Jonsson,J.                           ISL  2310
Jonsson,O.                           ISL  2235
Josteinsson                          ISL  2335
Jovanovic                            YUG  2345
Jovanovic,K.                         YUG  2240
Jovic                                YUG  2325
Jovkova-Draganova,P.                 BUL  1995
Juarez,C.E.                          ARG  2345
Juhasz,J.                            HUN  2235
Juliao                               DOM  2280
Junco                                CUB  2285
Jurczynska                           POL  2080
Just                                 DDR  2120
Kadas,G.                             HUN  2310
Kagan,S.                             ISR  2440
Kaimo                                PHI  2355
Kaiszauri,K.                         SWE  2385
Kajkamdzozov                         BUL  2340
Kakabadze                            USR  2095
Kakageldyev,A.                       USR  2415
Kaldor                               ISR  2410
Kaleva                               BUL  1900
Kalmukova                            BUL  1965
Kaminsky,O.                          USR  2355
Kan,W.S.                             HKG  2340
Kane,G.                              USA  2330
Kanko                                FIN  2235
Kantor                               ROM  1985
Kapelan,M.                           YUG  2340
Kapengut,A.                          USR  2460
Kaplan,L.                            USA  2445
Kaposztas,M.                         HUN  2310
Karabegovic                          YUG  1935
Karadzic,B.                          YUG  2340
Karakas                              HUN  2150
Karaklajic,N.                        YUG  2460
Karapchanski                         BUL  2340
Karasev,V.I.                         USR  2515
Karff                                USA  2035
Karibian,Z.                          ROM  1980
Karklins,A.                          USA  2335
Karl,H.                              CSR  2340
Karlsson,L.                          SWE  2370
Karlsson,P.                          SWE  2250
Karmachu                             ROM  1950
Karnar                               YUG  2280
Karner,H.                            USR  2380
Karolyi,Sr.                          HUN  2310
Karpov,An.                           USR  2690
Karuda                               JPN  2235
Kas,R.                               HUN  2040
Kasprzyk                             POL  2025
Katalymov,B.                         USR  2415
Kattinger                            AUT  1880
Kaufman,L.                           ISR  1890
Kaufman,L.                           USA  2390
Kavalek,L.                           USA  2545
Kazilaris                            GRE  2275
Kecojevic                            YUG  1985
Keene,R.                             ENG  2510
Kelecevic,N.                         YUG  1925
Keller,D.                            DDR  2415
Keller,M.                            DDR  2325
Kellner,N.                           AUS  1950
Kent,J.                              USA  2330
Kerchev                              BUL  2250
Kereszturi                           HUN  1890
Kernan                               IRL  2300
Kertesz                              ROM  2250
Kesegi                               YUG  2000
Kestler,H.                           FRG  2440
Khassin,Ab.                          USR  2395
Kholmov,R.                           USR  2555
Kiffmeyer                            FRG  2320
Kimelfeld,R.                         USR  2345
Kinlay,J.                            ENG  2275
Kinnmark                             SWE  2365
Kirilov                              USR  2365
