1st January 1985 FIDE Rating List

Name                                 Fed  Rtng 
Atkinson                             USA  2220
Aturupane,Harin.                     SRI  2290
Aturupane,Harsha                     SRI  2435
Auchenberg,P.                        DEN  2230
Augustin,J.                          CSR  2385
Autowicz,B.                          POL  1850
Averahami,R.                         ISR  2225
Averbakh,Y.L.                        USR  2465
Averkin,O.                           USR  2465
Avgerinos,H.                         GRE  2215
Avner,U.                             ISR  2250
Avni,A.                              ISR  2255
Axamit,R.                            CSR  2235
Ayinla                               NGR  2205
Ayza,B.J.                            ESP  2310
Azaric,S.                            YUG  2255
Azmayparashvili,Z.                   USR  2465
Babaniotis                           USA  2220
Babev,A.                             BUL  2310
Babovic,N.                           YUG  2210
Babula                               CSR  2375
Baccelliere                          CHI  2255
Bach,A.                              ROM  2290
Bach,H.                              FRG  2280
Bachareva,C.C.                       USR  2000
Bachchevanski,H.                     BUL  2315
Bachmann,A.                          FRG  2235
Bachmann,K.-H.                       FRG  2325
Bachtiar,A.                          INA  2345
Bacic                                YUG  2275
Backwinkel,P.                        FRG  2320
Baczynskyj,B.                        USA  2335
Bade                                 DDR  1925
Badulescu,Ch.                        ROM  2025
Baez,S.                              DOM  1905
Bagaturov                            USR  2280
Baginskaite,K.                       USR  1985
Bagirov,V.K.                         USR  2485
Bajec,I.                             YUG  2380
Bajkovic                             YUG  1990
Bajovic,M.                           YUG  2335
Bakalarz,M.                          POL  2370
Baker,C.                             ENG  2245
Bakhchevansky                        USR  2265
Bakovic                              YUG  2260
Balaban,N.                           YUG  1910
Balashov,Y.                          USR  2495
Balashova,E.                         USR  2065
Balaskas                             GRE  2205
Balcerowski,W.                       POL  2320
Balduzzi                             ARG  2370
Balenovic,Z.                         YUG  2285
Balicki,C.                           POL  2370
Balinas,R.                           PHI  2380
Balinov,I.                           BUL  2215
Baljon,C.                            NED  2310
Ballicora,M.                         ARG  2300
Ballon,G.J.                          NED  2275
Balogh,B.                            HUN  2335
Balshan,A.                           ISR  2385
Baltgailis,V.                        CAN  1915
Ban-Othman                           LIB  2205
Banas,J.                             CSR  2390
Banaszek,M.                          POL  2265
Banchev,B.                           BUL  2280
Bany,J.                              POL  2435
Baragar,F.                           CAN  2285
Baranova,V.                          USR  2045
Barba,E.                             MEX  2295
Barbeau                              CAN  2235
Barber,H.J.                          AUS  2270
Barbero,G.F.                         ARG  2365
Barbulescu,D.                        ROM  2465
Barbulovic,S.                        YUG  2210
Barczay,L.                           HUN  2360
Barda,Y.                             NOR  2200
Bareev,E.                            USR  2310
Baretic,D.                           YUG  2340
Barkan,O.I.                          TUR  2205
Barkovsky,E.                         USR  2280
Barlay,I.                            USA  2285
Barle,J.                             YUG  2430
Barlov,D.                            YUG  2430
Baron (Dworaczek),I.                 POL  1920
Barouty,D.                           USA  2250
Barreras,A.                          CUB  2370
Barreto,L.N.M.                       BRA  2220
Barry,C.                             IRL  2200
Barth,J.                             USA  2290
Bartsch,B.                           FRG  2270
Bartulovic,S.                        YUG  2325
Barua,D.                             IND  2445
Barus,C.                             INA  2295
Barwinski,D.                         POL  2255
Basagic,Z.                           YUG  2430
Basagic-Misanovic,V.                 YUG  2050
Basman,M.J.                          ENG  2400
Bass,A.                              ARG  2310
Bass,L.                              USA  2430
Bassler,M.                           FRG  2290
Basta,D.                             YUG  2260
Basta-Sohair,F.                      EGY  1905
Bastian,H.                           FRG  2375
Batchelder,W.                        USA  2235
Bator,R.                             SWE  2380
Bator,Z.                             POL  2315
Batres,F.                            GUA  2250
Batruch,K.                           POL  2220
Battikhi,H.                          JOR  2205
Bauer,F.                             AUT  1885
Bauer,R.N.                           USA  2240
Baumann,C.                           SUI  1920
Baumbach                             DDR  2305
Baumgartner,H.                       AUT  2345
Baumstark,G.                         ROM  2100
Bayramicli,M.                        TUR  2270
Baytel,W.                            POL  1845
Bazaj,S.                             YUG  2010
Bazan,O.                             ARG  2270
Beckenmeyer,W.                       FRG  2325
Becker,Mi.                           DDR  2260
Becker,N.                            FRG  2225
Becx,C.                              NED  2270
Bednarski,J.B.                       POL  2320
Bedolla,L.M.                         MEX  1905
Beelby,M.A.                          USA  2250
Beggi                                ITA  2265
Beggs,D.                             AUS  1805
Begnis,N.                            GRE  2250
Begovac,F.                           YUG  2365
Behling,R.                           FRG  2290
Behrenfelt                           ZAI  2205
Behrensen,J.                         ARG  2315
Behrhorst,F.                         FRG  2285
Beil,Z.                              CSR  2345
Beilfuss,W.                          FRG  2250
Beitar                               SYR  2320
Bekefi,L.                            HUN  2260
Belamaric,T.                         YUG  2115
Beliavsky,A.                         USR  2635
Belkadi,R.                           TUN  2330
Belke,F.                             DDR  2230
Belkhodja,S.                         TUN  2385
Belle,E.                             NED  2055
Bellia,F.                            ITA  2265
Bellin,R.                            ENG  2390
Bellon Lopez,J.M.                    ESP  2445
Belopolsky,B.                        USA  2230
Belotti,B.                           ITA  2260
Belov,L.A.                           USR  2330
Belova,T.                            USR  1955
Belova-Bistriakova,E                 USR  2055
Bemmoune                             ALG  2205
Bencze,L.                            HUN  2315
Benedictsson,B.                      ISL  2285
Bengtsson,B.                         SWE  2320
Beni,A.                              AUT  2235
Benjamin,Joel                        USA  2540
Benko,P.                             USA  2445
Benoit,M.                            FRA  2240
Berechet,O.                          ROM  2240
Berend,D.                            ISR  2305
Berg,K.                              DEN  2340
Berg,T.                              DEN  1915
Berger,G.                            AUT  1910
Bergmann,Th.                         ISL  2250
Bergmanolson,M.                      SWE  2230
Bergstrom,Ch.                        SWE  2420
Bergstrom,M.                         SWE  2285
Berkell                              SWE  2340
Berkovich,M.A.                       USR  2355
Bernal,E.                            PHI  2345
Bernard,Ch.                          FRA  2310
Bernard,N.                           BEL  2260
Bernard,R.                           POL  2400
Bernat,M.                            ARG  2380
Bernei,A.                            HUN  2295
Bernstein,D.                         ISR  2380
Bernstein,E.                         ISR  1860
Berry,J.                             CAN  2300
Bersutzki,G.                         ISR  2280
Bert                                 USA  1875
Berthelot,Y.                         FRA  2230
Bertok,M.                            YUG  2380
Betancort Curbelo,J.                 ESP  2260
Betancourt,D.                        COL  2215
Bezyk,I.                             USR  2055
Bhagwat,M.                           IND  2280
Bhend,E.                             SUI  2370
Bialas,W.                            FRG  2345
Bianchi,G.                           ARG  2355
Bichsel,W.                           SUI  2290
Bieganski,Z.                         POL  2225
Bielczyk,J.                          POL  2370
Bielecki,W.                          POL  2210
Bielicki,C.                          ARG  2245
Bielinski,L.                         POL  2255
Bilek,I.                             HUN  2400
Bilek,M.                             FRG  2335
Bilinski,V.                          SUI  1930
Bilunova,R.I.                        USR  2165
Bilyap                               TUR  2255
Binham,T.F.                          FIN  2400
Biocanin,G.                          YUG  1930
Biriescu,I.                          ROM  2325
Birjukov,S.                          USR  2300
Birnboim,N.                          ISR  2435
Biro,A.                              HUN  2395
Biro,Gy.                             HUN  2245
Biro,S.                              ROM  2320
Bischoff,K.                          FRG  2415
Bisguier,A.                          USA  2440
Bistric,F.                           YUG  2345
Bistrikova,E.V.                      USR  2060
Bitman,A.R.                          USR  2360
Biyiasas,P.                          USA  2460
Bjarnason,S.                         ISL  2355
Bjelajac,M.                          YUG  2380
Bjerke,R.                            NOR  2260
Bjerring,K.                          DEN  2315
Blackstock,L.                        SCO  2275
Blackstone,J.                        USA  2250
Blaeser                              LUX  2235
Blagojevic,D.                        YUG  2215
Blasco,D.                            ITA  2200
Blatny,F.                            CSR  2315
Blatny,P.                            CSR  2395
Blau,R.                              ISR  2235
Blees,A.                             NED  2310
Bleiman,Y.                           ISR  2430
Bletz,H.                             FRG  2325
Blocker,C.                           USA  2385
Blodig,R.                            FRG  2240
Blubaum                              FRG  2270
Bludova                              USR  1860
Blumenfeld,R.                        USA  2375
Bobanac,M.                           YUG  2265
Bobic,Z.                             YUG  2240
Bockius,A.                           FRG  2255
Bockowski,R.                         POL  2210
Boctor,W.                            USA  2220
Bodic,D.                             YUG  2260
Bodulic,V.                           YUG  2215
Boensch,U.                           DDR  2445
Boersma,P.A.                         NED  2380
Boey,J.                              BEL  2405
Bofill,A.                            ESP  2235
Bogda                                PAR  2230
Bogdan                               CAN  2080
Bogdanos,A.                          GRE  2265
Bogdanovic,R.                        YUG  2390
Bogdanovici,G.                       USR  2255
Bogic,S.                             YUG  2260
Bogner,H.                            USA  2235
Bogoevski,J.                         YUG  2290
Bogucka,E.                           POL  1835
Bogumil,T.                           USR  1970
Boguszlavzky,J.                      HUN  2315
Bohak,J.                             YUG  2265
Bohm,H.                              NED  2435
Bohm,J.                              FRG  2275
Bohmfeldt                            FRG  2275
Bohnisch,M.                          DDR  2305
Bohosjan,S.                          BUL  2370
Boicu,S.                             ROM  2030
Bojczuk,Z.                           POL  2330
Bojkovic,S.                          YUG  2360
Bokor,I.                             HUN  2275
Bolduc,S.                            CAN  2230
Bolio Zapata                         MEX  2205
Boljos,L.                            YUG  2270
Bombardiere Rosas,E.                 CHI  2210
Bona                                 HUN  2280
Bondoc,D.                            ROM  2295
Bonfa                                ITA  2285
Bonin,J.                             USA  2375
Bonne,E.                             ISR  2210
Bonner,G.                            SCO  2225
Bordas,Gy.                           HUN  2305
Bordell Rosell,R.                    ESP  2285
Bordonada                            PHI  2385
Borg,G.                              MLT  2360
Borges Mateos,J.                     CUB  2240
Borghe,R.                            NCA  2235
Borghi,H.                            ARG  2350
Boric,M.                             YUG  2290
Borik,A.                             FRG  2080
Borik,O.                             FRG  2370
Borisova,B.                          SWE  2145
Borisova,L.                          USR  1955
Borkovic,V.                          YUG  2325
Borkowski,F.                         POL  2335
Borloy,K.                            HUN  2220
Borm,F.W.M.                          NED  2385
Borngosser                           FRG  2335
Borysiak,B.                          POL  2275
Bosbach,G.                           FRG  2205
Bosboom,M.                           NED  2380
Bosco,R.                             ARG  2255
Boskovic,M. (F)                      YUG  2030
Boskovic,M.                          YUG  2325
Boto,Z.                              YUG  2305
Botterill,G.S.                       WLS  2415
Botvinnik,N.                         USR  1890
Bouaziz                              TUN  2395
Boudre,J.P.                          FRA  2265
Boudy,J.                             CUB  2315
Boulard,E.                           FRA  2230
Bousios,H.                           GRE  2205
Bousmaha                             ALG  2205
Bouwmeester,H.                       NED  2410
Bowar,B.                             IND  2230
Bowden,K.                            ENG  2250
Boyd,S.                              CAN  2235
Bozek,A.                             POL  2285
Bozovic                              YUG  2235
Bozovic,M. (F)                       YUG  1850
Braathen                             NOR  2285
Bracchi                              ARG  2215
Bradbury,N.H.                        ENG  2345
Bradford,B.                          NCA  2200
Bradford,J.M.                        USA  2420
Bradlow,H.B.                         USA  2225
Braga,C.                             BRA  2360
Braga,F.                             ARG  2390
Brajovic,R.                          YUG  2290
Branca,S.                            SUI  2235
Brandics,J.                          HUN  2350
Branford,J.W.                        ENG  2240
Brasket,C.J.                         USA  2360
Braso,J.                             URU  2235
Bratu,N.                             ROM  2235
Brauer,G.                            MEX  2280
Braun,L.                             USA  2270
Braun,W.                             AUT  2350
Brekke,O.                            NOR  2215
Brekken,E.                           NOR  2220
Brestian,E.                          AUT  2225
Breusova,L.                          USR  1810
Breyther,R.                          FRG  2340
Brichikova                           BUL  1825
Briem,S.                             ISL  2245
Briestensky,R.                       CSR  2205
Brigljevic,M.                        YUG  2345
Brinck-Claussen,B.                   DEN  2380
Briozzo                              FRA  2205
Brito,L.J.                           BRA  2350
Britton,R.                           ENG  2310
Brkic,Dj.                            YUG  2200
Brkljaca,A.                          YUG  2320
Brkovic,Z.                           YUG  2375
Broder                               DDR  2080
Brodeur,G.                           CAN  2250
Brondum,E.                           DEN  2265
Bronstein,D.                         USR  2435
Bronstein,L.                         ARG  2425
Brooks,M.A.                          USA  2330
Broomes,M.                           GUY  2210
Brown,P.                             CAN  2205
Brown,St.C.                          ENG  2230
Brown,T.G.                           USA  2265
Browne,W.S.                          USA  2530
Bruce,R.M.                           ENG  1925
Brueckner,Th.                        FRG  2215
Bruggemann                           DDR  2295
Bruinenberg,C.                       NED  2070
Brujic,B.                            YUG  2225
Bruk,O.                              ISR  2220
Bruno,F.                             ITA  2340
Brustman,A.                          POL  2175
Brustman-Gawarecka,E                 POL  1920
Bruziks                              FRG  2200
Brynell,S.                           SWE  2250
Bryson,D.M.                          SCO  2275
Bubicic,J.                           YUG  2270
Buchal,S.                            FRG  2270
Buchanan,W.                          SCO  2235
Buchenthal,D.                        FRG  2280
Buchholz,M.                          CAN  2315
Budde,V.                             FRG  2360
Budinszky,A.                         HUN  2210
Buecker,P.                           FRG  2280
Buecker,S.                           FRG  2400
Buela,D.V.                           CUB  2320
Bueno,A.                             CUB  2250
Bueno-Perez,L.                       CUB  2300
Buergin,Ch.                          SUI  1920
Buerki,Ph.                           SUI  2225
Bugajski                             POL  2260
Buijsschaert,R.                      ZAI  2205
Bujukliev,E.                         BUL  2205
Bujupi,B.                            YUG  2280
Bukal,V.                             YUG  2440
Bukhari,M.                           JOR  2200
Bukhman,E.                           USR  2430
Bukic,E.                             YUG  2465
Bulat,A.                             YUG  2435
Bulatovic,D.                         YUG  2280
Bulcourf,C.                          ARG  2255
Buljovcic,I.                         YUG  2400
Buma,M.                              YUG  2245
Bunic,S.                             YUG  1875
Bunis,V.                             BUL  2280
Burchardt                            DDR  2205
Burger,K.                            USA  2310
Burijovich,L.                        ARG  1895
Burnett,J.                           ENG  2215
Burnett,K.                           USA  2215
Busch,R.                             FRG  2275
Busu,C.                              ROM  2245
Butnoris,A.J.                        USR  2400
Butorin                              USR  2350
Butt,D.                              PAK  2345
Butt,R.                              PAK  2245
Buza,A.                              ROM  2250
Buzbuchi,I.                          FRG  2340
Buzhinlham,P.                        MGL  1905
Bykhovsky,An.                        USR  2445
Bykovsky,A.                          USR  2050
Byrne,R.                             USA  2510
Byron,A.M.                           ENG  2260
Byway,P.                             ENG  2330
Cabariu,A.                           ROM  1920
Cabarkapa,M.                         YUG  2275
Cabarkapa,S.                         YUG  2240
Cabrilo,G.                           YUG  2430
Caels,V.                             BEL  1905
Cafferty,B.                          ENG  2310
Caiafas,T.                           NGR  2205
Cain,C.                              PHI  2310
Caldwell                             ENG  2050
Calinescu,V.                         ROM  1890
Calvo Minguez,R.                     ESP  2435
Calvo,A.                             PHI  2205
Camacho,G.                           CUB  2225
Camacho,R.                           ESA  2365
Camara,H.                            BRA  2325
Cameron,A.                           NED  1865
Cameron,F.                           JAM  2205
Cameron,P.                           NED  1915
Campora,D.H.                         ARG  2485
Campos Lopez,M.                      MEX  2305
Campos Moreno,J.                     CHI  2405
Campos,F.                            MEX  2230
Campos-Ruiz,A.                       MEX  2345
Camps,A.                             MEX  1805
Canalejo,P.                          CUB  2245
Canda,D.                             NCA  2230
Candea,Gh.                           ROM  2265
Canela,T.                            ESP  2020
Carbone,J.M.                         ARG  2275
Cardon,H.                            NED  2260
Cardoso,R. (F)                       BRA  1965
Carl                                 FRG  2220
Carleson                             SWE  2310
Carleton,J.                          ENG  2310
Carlier,B.                           NED  2260
Carlsson,M.                          SWE  2310
Carmel,E.                            ISR  2280
Carr,N.L.                            ENG  2325
Carrillo,A.                          MEX  2230
Carrion,M.                           DOM  2240
Carton,P.                            IRL  2300
Caruhana,M.                          MNC  2205
Carvajal,A.L.                        CUB  1865
Carvajal,N.                          MEX  1840
Casa,A.                              FRA  2275
Casafus,R.                           ARG  2335
Casper,T.                            DDR  2435
Castagna,R.                          SUI  2265
Castaneda,A.                         MEX  2240
Castaneda,B.                         MEX  2250
Castillo,M.A.                        MEX  2200
Castro,A.D.                          BRA  2365
Castro,O.                            COL  2370
Catalan,T.                           SYR  2325
Cathrein,A.                          SUI  1920
Caturla,C.                           PHI  2280
Cavric                               YUG  2330
Cazon,M.                             ARG  1915
Cebalo,M.                            YUG  2485
Cejic,D.                             YUG  2090
Ceko,J.                              YUG  2205
Cekro,E.                             YUG  2380
Cerisier,Ph.                         FRA  2270
Cervenka,I.                          CSR  2310
Ceschia,I.                           ITA  2300
Cespedes                             COL  2230
Cetkovic,M.                          YUG  2330
Chabris,Ch.                          USA  2245
Chaivichit                           THA  2305
Chan,Peng-Kong                       SIN  2225
Chandler,C.R.                        ENG  2255
Chandler,M.                          ENG  2585
Chaourar,N.E.                        ALG  2205
Chapman,M.                           AUS  2365
Charpentier,W.                       CRC  2330
Chase,Ch.                            USA  2260
Chataway,O.                          ENG  1905
Chaudry,A.                           PAK  2260
Chaves,Jo.                           BRA  1965
Chavez,Ju.                           BRA  2025
Chavez,M.                            BRA  1965
Chavez,M.                            NCA  2205
Chekhov,V.                           USR  2495
Chekhova-Kostina,T.M                 USR  2190
Chelushkina,I.                       USR  2160
Chen,T.                              CHN  2345
Chen,Yu-Shuin                        HKG  2215
Cheparinov,N.                        BUL  2230
Cherepkov,A.V.                       USR  2415
Chernikov,O.L.                       USR  2460
Chernin,A.                           USR  2495
Chevaldonnet,F.                      FRA  2340
Cheviano,M.                          CUB  2200
Chhaidze                             USR  2000
Chia,Chee-Seng                       SIN  2285
Chia,Soon-Keat                       MAS  2250
Chiburdanidze,M.G.                   USR  2400
Chin A Lein,H.                       SUR  2205
Chinchilla,E.                        CRC  2220
Chiong,L.                            PHI  2340
Chiricuta Kantor,J.                  ROM  1980
Chirinos                             VEN  2215
Chis Dima                            ROM  1970
Choobak,K.                           USA  2385
Choong,L.O.                          SIN  2245
Choong,Y.C.                          MAS  2205
Choudhry,A.                          IND  2250
Chow,A.                              USA  2310
Chow,R.                              USA  2335
Chrapkowski                          POL  2235
Christiansen,L.                      USA  2560
Christoffel,M.                       SUI  2205
Christoph,M.                         FRG  2300
Chuah,H.                             MAS  2200
Churelbaatar,C.                      MGL  2310
Cibulka,V.                           CSR  2280
Cichocki,A.                          POL  2290
Cicovacki,J.                         YUG  1910
Cicovacki,P.                         YUG  2225
Cid,M.A.                             ARG  2350
Ciechanski,J.                        POL  2220
Ciechocinska                         POL  1895
Cifuentes Parada,R.                  CHI  2455
Cigan,S.                             YUG  2280
Ciolac,Gh.                           ROM  2255
Ciprianova-Kubikova,                 CSR  2055
Ciric,Dragan                         YUG  2225
Ciric,Dragoljub M.                   YUG  2425
Ciszek,M.                            POL  2295
Cladouras,P.                         FRG  2310
Clarke,M.E.E.                        ENG  1970
Clarke,P.                            ENG  2305
Clarke,Th.                           IRL  2315
Clausen,S.                           DEN  2285
Clayton,K.R.                         USA  2240
Clemanse,Ph.                         NZL  2220
Clemens                              FRG  2380
Clementi,J.                          AUS  1870
Cline,J.                             USA  2265
Cnaan,M.                             ISR  2245
Cocchi,A.                            ITA  2250
Cocozza,M.                           ITA  2350
Cohn,I.                              FRG  2010
Collado,J.                           ESP  2260
Collin,I.                            FRA  2200
Comay                                ISR  2295
Comben                               GCI  2205
Commons,K.                           USA  2445
Condie,A.                            SCO  1945
Condie,M.L.                          SCO  2380
Conner                               USA  2225
Connolly,S.                          IRL  1965
Conover,W.                           USA  2260
Conquest,S.                          ENG  2350
Contin,D.                            ARG  2265
Cooley                               ENG  2280
Cools,G.                             BEL  2230
Cooper,J.G.                          WLS  2395
Coppini,G.                           ITA  2250
Cordara,M.                           ITA  2255
Cordero                              ARG  2205
Cordes,H.-J.                         FRG  2295
Cording,H.                           FRG  2285
Cordovil,J.                          POR  2315
Cornelius,P.                         USA  2240
Cornford,L.H.                        NZL  2220
Corral,A.                            ESP  2330
Correa,A.A.                          BRA  2240
Cortes Moyano,J.                     CHI  2275
Cosic,M.                             YUG  2325
Costigan,R.                          USA  2300
Costigan,Th.J.                       USA  2240
Coudari,C.                           CAN  2315
Coull,A.                             SCO  1905
Covic,D.                             YUG  2205
Cox,J.J.                             ENG  2310
Craig,C.                             AUS  1830
Cramling,D.                          SWE  2400
Cramling,P.                          SWE  2400
Cranbourne,C.                        ARG  2230
Crawley,G.                           ENG  2295
Crepan,M.                            YUG  2260
Crepinsek,Lj.                        YUG  2325
Crerwonski,A.                        POL  2310
Crespo,S.                            CUB  1855
Crocker,G.                           AUS  2205
Cronin,A.                            IRL  1880
Crotto,R.                            USA  2070
Crouch,C.                            ENG  2320
Cruz-Lima,J.M.                       CUB  2280
Csala,I.                             HUN  2325
Cserna,L.                            HUN  2395
Cseshkovsky,V.                       USR  2470
Csom,E.                              HUN  1820
Csom,I.                              HUN  2480
Csonkics,T.                          HUN  2125
Cuartas,C.                           COL  2325
Cuasnicu,O.                          ARG  2380
Cubrak,S.                            YUG  2255
Cuellar Gacharna,M.                  COL  2280
Cuellar,J.                           VEN  2225
Cuevas-Rodriguez,L.                  ESP  2070
Cuijpers,F.A.                        NED  2370
Cukic,R.                             YUG  2295
Cummings,D.H.                        ENG  2410
Cunningham,P.                        WLS  2245
Curdo,J.                             USA  2270
Cvetanovic,G.                        YUG  1860
Cvetkov                              BUL  2280
Cvetkova                             BUL  2015
Cvetkovic,Sr.                        YUG  2380
Cvitan,O.                            YUG  2465
Cvorovic,D.                          YUG  2310
Cylwik,Z.                            POL  2240
Czajka,Z.                            POL  2205
Czapczyk,K.                          POL  2230
Czarska,K.                           POL  1930
Czegledi,Zs.                         HUN  2245
Czerwonski,A.                        POL  2310
Czesakov,Z.                          ISR  2245
D'Amore,C.                           ITA  2335
D'Arruda,R.D.                        ARG  2205
D'Israel                             ARG  2270
Dabek,R.                             POL  2260
Dabetic,R.                           YUG  2325
Daclav                               CSR  2255
Dahl,I.                              NOR  1905
Dahlberg,I.                          USA  2320
Dahlin,J.                            SWE  2080
Damjanovic,M.                        YUG  2325
Damljanovic,B.                       YUG  2410
Dan,S.                               ROM  1885
Danailov,S.                          BUL  2440
Danek,L.                             CSR  2330
Dankert,P.                           FRG  2290
Danner,G.                            AUT  2415
Danova,T.                            BUL  1810
Dantar                               YUG  2245
Darakorn                             THA  2245
Darcyl,T.                            ARG  2240
Darga,K.                             FRG  2470
Darmayanti,T.D.                      INA  1905
Dautov,R.                            USR  2215
