1st January 1976 FIDE Rating List

Name                                 Fed  Rtng 
Cardoso,T.                           PHI  2320
Carleton,J.                          ENG  2250
Carmaniciu                           ROM  1920
Caro                                 VEN  2235
Carvalho,H.                          BRA  2270
Casas,F.                             ARG  2300
Casper,T.                            DDR  2300
Cassidy                              IRL  2250
Castagna,R.                          SUI  2275
Castellon                            PUR  1830
Castillo                             ARG  2225
Castro,O.                            COL  2380
Caturla,C.                           PHI  2220
Cebalo,M.                            YUG  2390
Cejic,D.                             YUG  2090
Cekro,E.                             YUG  2370
Cellario                             MNC  1820
Ceruy,K.                             CSR  2220
Cetkovic,M.                          YUG  2250
Chalikian                            USR  2315
Chalupova                            CSR  2100
Chaplinsky,E.                        USR  2375
Chataway,O.                          ENG  1950
Chavez,M.                            NCA  2265
Chavsky                              USR  2390
Chebanenko,V.                        USR  2410
Chekhov,V.                           USR  2530
Chellstorp,C.                        USA  2380
Cherepkov,A.V.                       USR  2425
Chia,Chee-Seng                       SIN  2205
Chiburdanidze,M.G.                   USR  2220
Chidishko,A.                         USR  2315
Chjecheljan                          USR  2390
Choong                               SIN  2205
Christiansen,L.                      USA  2400
Chukaev                              USR  2060
Cibulka,V.                           CSR  2325
Cifuentes Parada,R.                  CHI  2270
Ciocaltea,V.                         ROM  2480
Ciric,Dragoljub M.                   YUG  2435
Clarke,A.E.                          ENG  1970
Clarke,P.                            ENG  2350
Clemens                              FRG  2370
Cobo Arteaga,E.                      CUB  2370
Cohn,T.                              FRG  2030
Colon,A.                             PUR  2290
Commons,K.                           USA  2420
Contedini                            ITA  2245
Cooper,J.G.                          WLS  2310
Corden                               ENG  2310
Cordova Valle,S.                     CHI  2320
Cordovil,J.                          POR  2300
Cosulich,R.                          ITA  2425
Coudari,C.                           CAN  2270
Cox                                  IRL  2300
Crotto,R.                            USA  2000
Crouch,C.                            ENG  2290
Csapo                                HUN  2070
Csatlos,P.                           HUN  1980
Cseshkovsky,V.                       USR  2550
Csom,I.                              HUN  2490
Csonkics,T.                          HUN  2035
Cuartas,C.                           COL  2425
Cuasnicu,O.                          ARG  2400
Cuellar Gacharna,M.                  COL  2345
Cuibus,J.                            HUN  2240
Cukic,R.                             YUG  2355
Cvetkovic,Sr.                        YUG  2390
Cvetkovic,St.                        YUG  2030
Cynolter                             HUN  1950
Czerniak,M.                          ISR  2385
Dahlin,G.                            SWE  2230
Dahlin,J.                            SWE  2125
Dake,A.                              USA  2360
Damanik                              INA  2300
Damjanovic,M.                        YUG  2425
Darga,K.                             FRG  2500
Daskalov,G.                          BUL  2355
Davila,E.                            NCA  2300
Day,L.                               CAN  2350
De Bruycker,B.                       BEL  2370
De Caro                              COL  1920
De Castro,E.                         PHI  2285
De Fotis,G.                          USA  2425
De Graaf                             NED  2010
De Greif,B.                          COL  2320
De la Vega,H.                        ARG  2370
De la Vega,R.                        PHI  2320
De Lange,D.                          NOR  2290
De Veauce                            ENG  2310
De Villiers                          RSA  2310
Debarnot,R.                          ARG  2350
Del Pino Garcia                      ESP  2120
Delgado,C.                           DOM  2260
Della Lunga                          ITA  2225
Dely,P.                              HUN  2430
Dembecka                             POL  1945
Dementiev,O.                         USR  2490
Demers                               CAN  1950
Denker,A.                            USA  2325
Despotovic                           YUG  2360
Deze,A.                              YUG  2415
Diaz,J.C.                            CUB  2385
Diaz,S.                              VEN  2250
Didishko,V.                          USR  2395
Dieks,R.                             NED  2300
Diesen,M.                            USA  2325
Dietze,W.                            DDR  2320
Diez Del Corral,J.                   ESP  2490
Dima-Chis                            ROM  2050
Dimitrijevic,M.                      YUG  2425
Dimitrova                            BUL  1860
Djaja,D.                             YUG  2285
Djukic,Z.                            YUG  2385
Djuric,S.                            YUG  2310
Dobrich                              CAN  2230
Dobrynski                            POL  2330
Doda,Z.                              POL  2405
Doljanin,T.                          YUG  2300
Dombovari,A.                         HUN  1970
Dominguez Sanz,J.                    ESP  2285
Domnitz,Z.                           ISR  2330
Domsgen                              DDR  2075
Donchenko,A.                         USR  2395
Donchenko,O.                         USR  2405
Donelly                              USA  1845
Donner,J.                            NED  2475
Donoso Velasco,P.                    CHI  2385
Dorfman,I.                           USR  2405
Doroshkievich,V.K.                   USR  2425
Dragasevic-Georgieva                 BUL  2190
Dresen                               FRG  2225
Drira                                TUN  2215
Drozd                                POL  2290
Drumev,A.                            BUL  2300
Du Chattell                          NED  2280
Dueball,J.                           FRG  2460
Dueckstein,A.                        AUT  2425
Dumont                               BRA  2225
Dunkelblum                           BEL  2250
Durao,J.                             POR  2325
Dvorietzky,M.I.                      USR  2540
Dzindzichashvili,R.                  USR  2525
Eales,R.                             ENG  2360
Eimer                                FRG  1930
Ein-Dor                              ISR  2270
Eising,J.                            FRG  2400
Ek,H.                                SWE  2335
Ekenberg                             SWE  2270
Ekstrom                              SWE  2400
Eley,B.                              ENG  2340
Emma,J.                              ARG  2420
Engert                               FRG  2210
Enklaar,B.                           NED  2410
Eperjesi,L.                          HUN  2395
Epstein,E.D.                         USR  2295
Erenska-Radzewska,H.                 POL  2165
Eretova,K.                           CSR  2205
Eriksen,S.                           DEN  2210
Ermenkov,E.                          BUL  2435
Erozbek                              TUR  2210
Escondrillas                         MEX  2235
Esitmo,S.                            PHI  2350
Eslon,J.                             SWE  2365
Espig,L.                             DDR  2480
Espig,Th.                            DDR  2310
Estevez,G.                           CUB  2360
Estrin,Y.                            USR  2450
Etruk,R.                             USR  2415
Evans,L.M.                           USA  2540
Fabrega                              PAN  2205
Fahnenschmidt,G.                     FRG  2350
Faibisovich,V.Z.                     USR  2425
Fairhurst                            NZL  2205
Fappas                               GRE  2245
Farago,I.                            HUN  2420
Farkas,J.                            ROM  1940
Farooqui,Z.                          PAK  2325
Fatalibekova,E.                      USR  2285
Fedder,S.                            DEN  2360
Fedorov                              USR  2260
Feller,J.                            LUX  2220
Fernandez,A.                         ESP  2310
Fernandez,C.A.                       CUB  2360
Fernandez,Juan C.                    CUB  2370
Ferrer-Lucas,P.                      ESP  2070
Ferrera                              CUB  2375
Fershter,A.                          USR  2370
Feustel (F)                          DDR  2105
Fichtl,J.                            CSR  2345
Filip,M.                             CSR  2495
Filipowicz,A.                        POL  2385
Finta,E.                             HUN  2055
Fiori                                BRA  2280
Flesch,J.                            HUN  2390
Foldi                                HUN  2230
Folling                              NOR  2270
Fomina,T.V.                          USR  2125
Forintos,Gy.V.                       HUN  2490
Formanek,E.W.                        USA  2430
Fraguela Gil,J.                      ESP  2380
Franco,Z.                            PAR  2265
Franklin,M.J.                        ENG  2325
Franzen,J.                           CSR  2290
Fredriksson                          SWE  2300
Frey,K.                              MEX  2295
Frias,V.                             CHI  2400
Fridh,A.                             SWE  2270
Fridjonsson,J.                       ISL  2295
Friedgood,D.                         ENG  2310
Friedman,S.                          ISR  2385
Friehoff                             FRG  2245
Fritsch                              FRG  2290
Fryre                                PUR  2230
Fuller,M.L.                          AUS  2320
Furman,S.                            USR  2555
Gajic,Z.                             YUG  2270
Gal,L.                               ISR  2000
Galtsmith-Clarke                     ENG  1800
Gamboa                               VEN  2220
Gaprindashvili,N.                    USR  2425
Garashevili                          USR  2450
Garbett,P.A.                         NZL  2290
Garces,N.                            ECU  2260
Garcia Gonzales,G.                   CUB  2475
Garcia Martinez,S.                   CUB  2430
Garcia Palermo,C.                    ARG  2370
Garcia,Gilb.                         CUB  2265
Garcia,Gild.                         COL  2330
Garcia,H.                            ARG  2350
Garcia,J.                            ESP  2280
Garcia,L.                            COL  2350
Garcia,Rai.                          ARG  2425
Garcia,W.                            CUB  2305
Gasic,B.                             YUG  2335
Gasztonyi                            HUN  2295
Gavrilakis,N.                        GRE  2300
Gavrilov,A.                          USR  2375
Gelfer,I.                            ISR  2325
Geller,E.P.                          USR  2620
Geller,U.                            ISR  2310
Georgadze,T.                         USR  2475
Georgescu,V.                         ROM  2245
Georgievski,V.                       YUG  2250
Georgsson                            ISL  2220
Gerasimov,N.                         USR  2355
Gereben,E.                           SUI  2325
Gergel,V.                            USR  2325
Gerusel,M.                           FRG  2420
Geszosz                              HUN  2365
Gheorghe                             ROM  1885
Gheorghiu,F.                         ROM  2540
Ghinda,M.-V.                         ROM  2325
Ghitescu,Th.                         ROM  2430
Ghizdavu,D.                          USA  2420
Giam                                 SIN  2265
Giardelli,S.                         ARG  2315
Gik,E.                               USR  2400
Gilden                               USA  2360
Ginsberger,A.                        ISR  2300
Gipslis,A.                           USR  2535
Glauser                              SUI  2360
Gligoric,S.                          YUG  2575
Gliksman,Dar.                        YUG  2355
Gluzman                              ISR  2380
Gocheva(Bojadgieva),                 BUL  2115
Godes,A.                             USR  2390
Godoy,D.A.                           CHI  2335
Gogalea,E.                           ROM  2110
Goldman                              USR  2080
Goljak                               USR  2325
Golovei                              USR  2130
Gomez Baillo,J.                      ARG  2290
Gonszor                              CSR  2365
Gonzales,E.                          DOM  2205
Gonzalez-Maza,R.                     ESP  2340
Goodman,D.                           ENG  2230
Gorchakov                            USR  2310
Gostovic(Bozovic),Mi                 YUG  2120
Grabczewski,R.                       POL  2380
Green,E.                             NZL  2265
Grefe,J.                             USA  2420
Grek,J.                              YUG  1975
Gresser,G.K.                         USA  2055
Griffiths,P.                         ENG  2285
Grigorian,K.A.                       USR  2485
Grigorian,L.                         USR  2480
Grigorov                             DDR  2205
Grinberg,R.                          ARG  2425
Grinfeld                             ISR  2280
Grinfeld                             USR  2210
Grinza                               ITA  2335
Grokhotov,V.T.                       USR  2380
Grosch,M.                            HUN  1975
Gross,S.                             CSR  2350
Grossmann,R.                         POL  2260
Gruenberg,H.-U.                      DDR  2320
Grunberg,S.                          ROM  2300
Gudmundsson,E.                       ISL  2235
Gudzenov                             BUL  2215
Guerra J.                            VEN  2235
Gufeld,E.                            USR  2545
Gulan                                YUG  2220
Gulbrandsen,A.V.                     NOR  2320
Gulko,B.                             USR  2530
Gunnarsson,G.                        ISL  2310
Gurgenidze,B.                        USR  2500
Gusev,V.                             USR  2410
Gutierrez,J.A.                       COL  2320
Gutmann,L.                           USR  2395
Haag,E.                              HUN  2430
Haahr,M.                             DEN  2030
Haak                                 NED  1870
Hadjipetrov                          BUL  2300
Haik,A.                              FRA  2325
Hala                                 CUB  2210
Halldorsson,Bj.                      ISL  2230
Halldorsson,Br.                      ISL  2275
Hamann,S.                            DEN  2475
Handsuren                            MGL  2065
Hans                                 FRG  2285
Hansen,J.                            DEN  2350
Hansson,D.                           SWE  2290
Haraldsson                           SWE  1885
Harandi,K.                           IRI  2380
Hardicsay,P.                         HUN  2440
Harestad                             NOR  2320
Harper                               CAN  2365
Hartoch,R.                           NED  2365
Hartston (F)                         ENG  2230
Hartston,W.                          ENG  2445
Hase,J.                              ARG  2430
Hase,R.                              ARG  2300
Hausner,A.                           AUT  1980
Hausner,I.                           CSR  2360
Havlicek                             CSR  2250
Haygarth,M.                          ENG  2330
Hazai,L.                             HUN  2430
Healy                                IRL  1990
Hebert,J.                            CAN  2255
Hecht,H.-J.                          FRG  2495
Hedman,J.                            CUB  2375
Heemskerk,F.                         NED  2035
Heidenfeld                           IRL  2230
Heim,S.                              NOR  2345
Heinig,W.                            DDR  2270
Heinsohn                             DDR  2235
Hellwig                              POL  1970
Helmers,K.J.                         NOR  2265
Helmertz,P.I.                        SWE  2280
Henao,R.                             COL  2295
Hennings,A.                          DDR  2470
Henry,P.                             IRL  2330
Hernandez,Jo.J.                      CUB  2300
Hernandez,Rom.                       CUB  2460
Hernando Pertierra,J                 ESP  2315
Herstein                             USA  2080
Herzog,A.                            AUT  2210
Hesse,P.                             DDR  2405
Hesselborn,P.                        SWE  2355
Hindle                               ENG  2375
Hindle                               SCO  1830
Hjertenes,O.                         NOR  2300
Hlousek                              CSR  2365
Hoen                                 NOR  2370
Hoffman,B. (F)                       DDR  2185
Hofman,R.                            DDR  1910
Hohler                               SUI  2335
Hojdarova                            CSR  2110
Holling                              FRG  2300
Holloway                             ENG  2320
Holm,S.                              DEN  2380
Honfi,Karoly                         HUN  2460
Honfi,Karolyne                       HUN  2090
Hook,W.                              IVB  2210
Horner,J.                            ENG  2405
Hort,V.                              CSR  2600
Horvath,Gy.                          HUN  2280
Horvath,T.                           HUN  2400
Huebner,R.                           FRG  2585
Hug,W.                               SUI  2430
Huguet                               FRA  2235
Hulak                                YUG  2470
Hurme,H.                             FIN  2370
Huss                                 SUI  2330
Hutchings                            WLS  2330
Hutchinson,M.                        ENG  1840
Hutchinson,S.                        ENG  1800
Huttemann                            FRG  2240
Hvenekilde                           DEN  2245
Idrovo                               ECU  2240
Ignatiev,F.                          USR  2415
Ignatieva                            USR  2190
Ilijc,M.                             YUG  2350
Ilijevski,D.                         YUG  2420
Ilijin,N.                            ROM  2360
Inkiov,V.                            BUL  2330
Ionescu-Ilie,V.                      ROM  1835
Iskov,G.                             DEN  2415
Itkis,B.                             USR  2280
Ivanka-Budinsky,M.                   HUN  2320
Ivanov,A.V.                          USR  2400
Ivanov,I.V.                          USR  2365
Ivanov,Sp.                           BUL  2310
Ivanova                              BUL  2050
Ivanovic,S.                          YUG  2385
Ivarsson,J.                          SWE  2355
Ivkov,B.                             YUG  2520
Ivkovic                              YUG  2350
Jackson,Sh.                          ENG  2055
Jacobs,J.N.                          USA  2315
Jacobsen,B.                          DEN  2340
Jaeger,H.                            FRG  2220
Jakobsen,O.                          DEN  2435
Jamieson,P.                          SCO  2300
Jamieson,R.M.                        AUS  2420
Janetschek,K.                        AUT  2355
Jankov                               BUL  2320
Jankovec,I.                          CSR  2375
Janosevic,D.                         YUG  2435
Jansa,V.                             CSR  2490
Janssen,I.                           NED  2055
Jansson,B.                           SWE  2390
Jaszay                               HUN  1895
Jauregui                             CHI  2355
Jelen,Iz.                            YUG  2370
Jensen,A.                            DEN  2270
Jevtic                               YUG  2225
Jicman,L.                            ROM  2100
Jigjigsuren                          MGL  2285
Jimenez,E.                           CUB  2375
Johannessen,S.                       NOR  2420
Johannsson,I.R.                      ISL  2395
Johansson,M.                         SWE  2430
Joksic,S.                            YUG  2430
Jones,I.C.                           WLS  2245
Jonsson,J.G.                         ISL  2310
Josteinsson                          ISL  2335
Jovanovic                            YUG  2350
Jovanovic,K.                         YUG  2230
Jovic                                YUG  2320
Jovkova-Draganova,P.                 BUL  2005
Juarez,C.E.                          ARG  2330
Juliao                               DOM  2280
Junco                                CUB  2290
Jurczynska                           POL  2100
Just                                 DDR  2140
Kagan,S.                             ISR  2430
Kaimo                                PHI  2325
Kaiszauri,K.                         SWE  2360
Kajkamdzozov                         BUL  2430
Kakageldyev,A.                       USR  2410
Kalatishisvili                       USR  2270
Kaldor                               ISR  2395
Kalemen                              YUG  1980
Kaminsky,O.                          USR  2365
Kan,W.S.                             HKG  2350
Kane,G.                              USA  2330
Kantor                               ROM  1980
Kapelan,M.                           YUG  2295
Kapengut,A.                          USR  2460
Kaplan,L.                            USA  2450
Kaposztas,M.                         HUN  2320
Karadzic,B.                          YUG  2330
Karakas                              HUN  2170
Karaklajic,N.                        YUG  2455
Karapchanski                         BUL  2345
Karasev,V.I.                         USR  2495
Karff                                USA  2050
Karklins,A.                          USA  2335
Karlik                               SUI  2340
Karlsson,P.                          SWE  2205
Karmachu                             ROM  1950
Karnar                               YUG  2280
Karner,H.                            USR  2380
Karoly (Sillye)                      HUN  2060
Karolyi,Sr.                          HUN  2310
Karpov,An.                           USR  2695
Kas,R.                               HUN  2065
Kasprzyk                             POL  2015
Katalymov,B.                         USR  2415
Kattinger                            AUT  1890
Kaufman,L.                           ISR  1890
Kaufman,L.                           USA  2390
Kavalek,L.                           USA  2540
Kazilaris                            GRE  2275
Keene,R.                             ENG  2460
Kelecevic,N.                         YUG  2325
Keller,D.                            DDR  2415
Keller,M.                            DDR  2325
Kent,J.                              USA  2330
Kerchev                              BUL  2235
Keres,P.                             USR  2580
Kereszturi                           HUN  1890
Kertesz                              ROM  2220
Kesegi                               YUG  2000
Kestler,H.                           FRG  2450
Khassin,Ab.                          USR  2375
Kholmov,R.                           USR  2550
Kiffmeyer                            FRG  2320
Kimelfeld,R.                         USR  2345
Kinnmark                             SWE  2390
Kirilov                              USR  2365
Kirov,N.                             BUL  2485
Kirpichnikov,V.                      USR  2395
Kislova,A.                           USR  2215
Kivlan                               USR  2355
Kizov                                BUL  2265
Kjaerbye                             DEN  2240
Kjarner,K.                           USR  2395
Klimavichus                          USR  2255
Klovan,Y.                            USR  2490
Kluger,Gy.                           HUN  2335
Knaak,R.                             DDR  2520
Knezevic,M.                          YUG  2460
Knezevic,S.                          YUG  2300
Knol                                 NED  2280
Knox                                 ENG  2330
Kobaidze,T.                          USR  2155
Kochiyev,A.                          USR  2460
Kochner                              USR  2400
Kogan,B.                             USR  2430
Kohut                                YUG  2220
Koifman,I.                           GRE  2360
Kolarov                              BUL  2435
Kolbak                               DEN  2330
Kondratiev,V.                        USR  2450
Konopleva,N.                         USR  2285
Konstantinov                         BUL  2250
Kopylov,I.                           USR  2390
Kopylov,N.                           USR  2365
Korelov                              USR  2380
Korensky,V.                          USR  2435
Korostensky                          RSA  2235
Kortchnoi,V.                         SUI  2670
Kosciuk                              YUG  2340
Kosir                                YUG  1980
Kostina                              USR  2185
Kostro                               POL  2400
Kotkov,Y.                            USR  2390
Kotov,A.                             USR  2400
Kotre                                YUG  2275
Kouatly,B.                           LIB  2370
Kovacevic,Vlado                      YUG  2480
Kovacs,L.D.                          HUN  2405
Kowalska                             POL  1985
Kozlov,V.A.                          USR  2355
Kozlov,V.N.                          USR  2445
Kozlovskaya,V.                       USR  2295
Kozma,E.                             CSR  2375
Kraidman,Y.                          ISR  2465
Kramer                               NED  2330
Krantz                               SWE  2265
Kratochvilova                        CSR  2160
Kremenietsky,A.M.                    USR  2395
Krijy                                USR  2275
Kristiansen,E.                       NOR  2360
Kristiansen,J.                       DEN  2405
Kristinsson,J.                       ISL  2385
Kristjansson,B.                      ISL  2295
Kriz                                 CSR  2300
Krizsan-Bilek,Gy.                    HUN  2165
Krnach                               CSR  2270
Krnic,Z.                             YUG  2400
Krogius,N.                           USR  2570
Kroon                                RSA  2330
Kruger                               BUL  2085
Kruszynski                           POL  2270
Krutyanski,A.                        USR  2400
Krzisnik,Z.                          YUG  2270
Krzisnik-Bukic,V.                    YUG  2130
Kubicek,A.                           CSR  2325
Kubien                               POL  2330
Kubisch                              HUN  1920
Kudrashov,A.                         USR  2380
Kuijpers,F.                          NED  2430
Kuindsky                             USR  2410
Kuligowski,A.                        POL  2345
Kunsztowicz,U.                       FRG  2415
Kupka,S.                             CSR  2340
Kupper,J.                            SUI  2380
Kupreichik,V.                        CAN  2490
Kuprejanov,G.                        USR  2365
Kurajica,B.                          YUG  2525
Kushnir,A.                           ISR  2365
Kutyanin,Y.                          USR  2440
Kuzmin,G.P.                          USR  2565
Laakmann                             FRG  2135
Labutin                              USR  2270
Lagha                                TUN  2205
Laghkva                              MGL  2325
Lakic,N.                             YUG  2380
Lanc,A.                              CSR  2360
Langeweg,K.                          NED  2450
Lara                                 MEX  2260
Larrain Cadais,E.                    CHI  2280
Larsen,B.                            DEN  2625
Larsen,I.                            UNK  1920
Lau,C.                               NCA  2265
Lazaridis                            YUG  2200
Lebredo,G.                           CUB  2355
Lechtynsky,J.                        CSR  2380
Lederman,L.                          ISR  2420
Ledic,T.                             YUG  2385
Legky,N.A.                           USR  2330
Lehmann,H.                           FRG  2375
Lein,A.                              USR  2515
Lekander,R.                          SWE  2305
Lematchko,T.                         BUL  2330
Lengyel,B.                           HUN  2300
Lengyel,L.                           HUN  2400
Leow                                 SIN  2280
Lerner,K.                            USR  2430
Leski                                ARG  2370
Letelier,R.                          CHI  2350
Letzelter,J.C.                       FRA  2240
Levitina,I.S.                        USR  2335
Levy,D.                              SCO  2320
Levy,L.                              USA  2330
Lezcano                              ESP  2285
Liangov,P.                           BUL  2325
Liberzon,V.                          ISR  2540
Liebert,H.                           DDR  2435
Ligterink,G.                         NED  2400
Lijedahl,L.                          SWE  2315
Lim,Kok-Ann                          SIN  2230
Lipnowski                            CAN  2400
Liptay,L.                            HUN  2410
Listengarten,L.                      USR  2315
Litkiewicz                           DDR  2240
Litmanowicz,W.                       POL  2115
Littleton                            IRL  2275
Littlewood,J.                        ENG  2350
Littlewood,P.                        ENG  2345
Litwinski                            POL  1870
Ljubojevic,Lj.                       YUG  2620
