1st January 1986 FIDE Rating List

Name                                 Fed  Rtng 
Atanasov,P.                          BUL  2375
Athala                               MEX  2285
Atir,G.                              IRQ  2205
Attard                               MLT  2220
Aturupane,Harin.                     SRI  2300
Aturupane,Harsha                     SRI  2390
Auchenberg,P.                        DEN  2250
Augustin,J.                          CSR  2385
Autenrieth,M.                        FRG  2375
Averbakh,Y.L.                        USR  2465
Averkin,O.                           USR  2465
Avgerinos,H.                         GRE  2215
Avni,A.                              ISR  2255
Awate,A.S.                           IND  2290
Axamit,R.                            CSR  2225
Ayza,B.J.                            ESP  2320
Azaric,S.                            YUG  2255
Azmayparashvili,Z.                   USR  2465
Babev,A.                             BUL  2310
Babits,A.                            HUN  2300
Babos,Cs.                            ROM  2230
Babovic,N.                           YUG  2215
Babu,N.S.                            IND  2380
Babula                               CSR  2365
Baccelliere                          CHI  2265
Bach,A.                              ROM  2295
Bach,H.                              FRG  2280
Bachareva,C.C.                       USR  2000
Bachchevanski,H.                     BUL  2315
Bachmann,A.                          FRG  2235
Bachmann,K.-H.                       FRG  2325
Bachtiar,A.                          INA  2345
Baciu,S.                             ROM  2270
Backwinkel,P.                        FRG  2360
Bacso,G.                             HUN  2320
Baczynskyj,B.                        USA  2340
Baez,S.                              DOM  1905
Baginskaite,K.                       USR  2035
Bagirov,V.K.                         USR  2485
Bagonyai,A.                          HUN  2250
Bajec,I.                             YUG  2380
Bajovic,M.                           YUG  2330
Bakalarz,M.                          POL  2280
Baker,B.                             USA  2230
Baker,C.                             ENG  2245
Bakhchevansky                        USR  2265
Bakic,R.                             YUG  2285
Balaban,N.                           YUG  1950
Balashov,Y.                          USR  2515
Balashova,E.                         USR  2065
Balaskas                             GRE  2205
Balcerowski,W.                       POL  2290
Baldauf,M.                           FRG  2300
Balenovic,Z.                         YUG  2305
Balicki,C.                           POL  2320
Balinas,R.                           PHI  2380
Ballester Sanz,J.                    ESP  2250
Ballicora,M.                         ARG  2255
Ballon,G.J.                          NED  2310
Balogh,B.                            HUN  2305
Balshan,A.                           ISR  2385
Baltgailis,V.                        CAN  1915
Banas,J.                             CSR  2395
Banaszek,M.                          POL  2270
Banchev,B.                           BUL  2255
Bany,J.                              POL  2390
Baragar,F.                           CAN  2270
Baranova,V.                          USR  2045
Barba,E.                             MEX  2295
Barbeau                              CAN  2290
Barber,H.J.                          AUS  2320
Barbera Estelles,R.                  ESP  2280
Barbero,G.F.                         ARG  2520
Barbulescu,D.                        ROM  2450
Barbulovic,S.                        YUG  2215
Barczay,L.                           HUN  2365
Bareev,E.                            USR  2365
Barenbaum,A.                         ARG  2240
Baretic,D.                           YUG  2330
Barkan,O.I.                          TUR  2205
Barkovsky,E.                         USR  2280
Barle,J.                             YUG  2425
Barlov,D.                            YUG  2495
Baron (Dworaczek),I.                 POL  1910
Barouty,D.                           USA  2245
Barreras,A.                          CUB  2335
Barreto,L.N.M.                       BRA  2260
Barry,C.                             IRL  2235
Barta,Zs.                            HUN  1945
Barth,J.                             USA  2290
Bartha,S.                            HUN  2250
Bartsch,B.                           FRG  2275
Bartulovic,S.                        YUG  2325
Barua,D.                             IND  2395
Barus,C.                             INA  2295
Barwinski,D.                         POL  2255
Basagic,Z.                           YUG  2370
Basagic-Misanovic,V.                 YUG  2075
Basin,L.                             USR  2445
Basman,M.J.                          ENG  2395
Bass,L.                              USA  2460
Bassler,M.                           FRG  2290
Basta,D.                             YUG  2205
Basta-Sohair,F.                      EGY  1905
Bastian,H.                           FRG  2375
Batchelder,W.                        USA  2235
Bator,R.                             SWE  2270
Bator,Z.                             POL  2325
Batres,F.                            GUA  2245
Bauer,F.                             AUT  1905
Bauer,Peter                          HUN  2260
Bauer,T.                             HUN  2220
Baumann,C.                           SUI  1920
Baumbach                             DDR  2305
Baumgartner,H.                       AUT  2335
Baumhus,R.                           FRG  2310
Baumstark,G.                         ROM  2125
Bauza,A.                             URU  2250
Bayer,E.-W.                          FRG  2260
Bayramicli,M.                        TUR  2270
Bazaj,S.                             YUG  2070
Bazan,O.                             ARG  2225
Beckenmeyer,W.                       FRG  2315
Becker,Mi.                           DDR  2275
Becker,N.                            FRG  2205
Becx,C.                              NED  2270
Bednarski,J.B.                       POL  2345
Beelby,M.A.                          USA  2280
Begnis,N.                            GRE  2210
Begovic                              YUG  2410
Behling,R.                           FRG  2290
Behrenfelt                           ZAI  2205
Behrens,H.                           FRG  2330
Behrensen,J.                         ARG  2370
Behrhorst,F.                         FRG  2355
Beil,Z.                              CSR  2380
Beilfuss,W.                          FRG  2250
Beitar                               SYR  2325
Bekefi,L.                            HUN  2220
Belamaric,T.                         YUG  2115
Belani,M.                            YUG  2260
Beliavsky,A.                         USR  2625
Belkadi,R.                           TUN  2330
Belkhodja,S.                         FRA  2340
Belle,E.                             NED  2035
Bellia,F.                            ITA  2230
Bellin,R.                            ENG  2380
Bellini,F.                           ITA  2380
Bellon Lopez,J.M.                    ESP  2430
Belopolsky,B.                        USA  2280
Belotti,B.                           ITA  2355
Belov,I.                             USR  2405
Belov,L.A.                           USR  2330
Belova,T.                            USR  1955
Belova-Bistriakova,E                 USR  2055
Beltran,S.                           ESP  2365
Bencze,L.                            HUN  2285
Benedetti,F.                         ITA  2265
Benedictsson,B.                      ISL  2285
Bengtsson,B.                         SWE  2300
Beni,A.                              AUT  2220
Benjamin,Joel                        USA  2555
Benko,P.                             USA  2460
Benoit,M.                            FRA  2250
Berechet,O.                          ROM  2280
Berend,D.                            ISR  2305
Berg,K.                              DEN  2375
Berg,M.                              SWE  2245
Berg,T.                              DEN  1995
Berger,G.                            AUT  1910
Bergmann,Th.                         ISL  2250
Bergmanolson,M.                      SWE  2230
Bergstad,O.                          NOR  2240
Bergstrom,Ch.                        SWE  2425
Bergstrom,M.                         SWE  2285
Berkell                              SWE  2335
Berkovich,M.A.                       USR  2355
Bernal,E.                            PHI  2355
Bernard,Ch.                          FRA  2305
Bernard,N.                           BEL  2260
Bernard,R.                           POL  2375
Bernat,M.                            ARG  2380
Bernat,M.                            POL  2280
Bernei,A.                            HUN  2305
Bernstein,D.                         ISR  2380
Bernstein,E.                         ISR  1905
Berry,J.                             CAN  2300
Bersutzki,G.                         ISR  2240
Berthelot,Y.                         FRA  2230
Bertok,M.                            YUG  2395
Betza,R.                             USA  2340
Bex,P.A.                             SUI  2295
Bezyk,I.                             USR  2055
Bhagwat,M.                           IND  2275
Bhend,E.                             SUI  2365
Bialas,W.                            FRG  2345
Bianchi,G.                           ARG  2355
Bianco,V.                            ITA  2310
Bichsel,W.                           SUI  2290
Bieganski,Z.                         POL  2230
Bielczyk,J.                          POL  2390
Bielicki,C.                          ARG  2245
Bielinski,L.                         POL  2240
Bilek,I.                             HUN  2410
Bilek,M.                             FRG  2345
Bilinski,V.                          SUI  1930
Bilunova,R.I.                        USR  2175
Binham,T.F.                          FIN  2370
Biocanin,G.                          YUG  1995
Biriescu,I.                          ROM  2320
Birjukov,S.                          USR  2300
Birke,M.                             FRG  2305
Birmingham,E.                        FRA  2285
Birnboim,N.                          ISR  2430
Biro,A.                              HUN  2305
Biro,Gy.                             HUN  2205
Biro,S.                              ROM  2315
Bischoff,K.                          FRG  2475
Bisguier,A.                          USA  2430
Bistric,F.                           YUG  2360
Bistrikova,E.V.                      USR  2060
Bitman,A.R.                          USR  2330
Biyiasas,P.                          USA  2445
Bjarnason,S.                         ISL  2395
Bjarnehag,P.                         SWE  2360
Bjelajac,M.                          YUG  2330
Bjelajac-Prokopovic,                 YUG  1960
Bjelica,D.                           YUG  2385
Bjerke,R.                            NOR  2265
Bjerring,K.                          DEN  2315
Blackstock,L.                        SCO  2290
Blackstone,J.                        USA  2250
Blagojevic,D.                        YUG  2285
Blagojevic,N.                        YUG  2215
Blaskowski,J.                        FRG  2230
Blatny,F.                            CSR  2290
Blatny,P.                            CSR  2415
Blau,R.                              ISR  2235
Blazi,J.                             FRG  2280
Blees,A.                             NED  2420
Bleiman,Y.                           ISR  2430
Bletz,H.                             FRG  2320
Blocker,C.                           USA  2380
Blodig,R.                            FRG  2230
Blubaum                              FRG  2270
Blumenfeld,R.                        USA  2375
Bobanac,M.                           YUG  2265
Bobic,Z.                             YUG  2240
Bockius,A.                           FRG  2265
Bockowski,R.                         POL  2210
Boctor,W.                            USA  2210
Bodic,D.                             YUG  2280
Bodulic,V.                           YUG  2215
Boehm,J.                             FRG  2255
Boehm,U.                             FRG  2310
Boensch,U.                           DDR  2475
Boersma,P.A.                         NED  2405
Boey,J.                              BEL  2390
Bogdan,L.                            CAN  2080
Bogdanos,A.                          GRE  2265
Bogdanovic,R.                        YUG  2360
Bogdanovici,G.                       USR  2255
Bogdanovski,V.                       YUG  2275
Bogic,S.                             YUG  2260
Bogner,H.                            USA  2230
Bogoevski,J.                         YUG  2265
Bogumil,T.                           USR  1970
Boguszlavzky,J.                      HUN  2215
Bogza,R.                             ROM  2250
Bohak,J.                             YUG  2215
Bohm,H.                              NED  2385
Bohm,M.                              FRG  2235
Bohnisch,M.                          DDR  2305
Bohosjan,S.                          BUL  2365
Boicu,S.                             ROM  2015
Bojczuk,Z.                           POL  2335
Bojkovic,N.                          YUG  2110
Bojkovic,S.                          YUG  2360
Bokor,I.                             HUN  2275
Bolduc,S.                            CAN  2230
Bolio Zapata                         MEX  2205
Boljos,L.                            YUG  2300
Bombardiere Rosas,E.                 CHI  2370
Bonaldi,P.                           ARG  2260
Bonchev,S.                           BUL  2260
Bondoc,D.                            ROM  2230
Bonin,J.                             USA  2385
Bonner,G.                            SCO  2225
Bordell Rosell,R.                    ESP  2285
Borg,G.                              MLT  2385
Borge,R.                             NCA  2235
Borges Mateos,J.                     CUB  2300
Borghi,H.                            ARG  2350
Boric,M.                             YUG  2340
Borik,A.                             FRG  1990
Borik,O.                             FRG  2365
Borisova,B.                          SWE  2145
Borisova,L.                          USR  1930
Borkovic,V.                          YUG  2280
Borkowski,F.                         POL  2380
Borloy,K.                            HUN  2230
Borm,F.W.M.                          NED  2400
Borngaesser,R.                       FRG  2360
Borsi,I.                             HUN  2295
Borysiak,B.                          POL  2290
Bosbach,G.                           FRG  2235
Bosboom,M.                           NED  2300
Boschetti,C.                         SUI  2265
Bosco,R.                             ARG  2225
Bosken,C.                            FRG  2260
Boskovic,M. (F)                      YUG  2010
Botez,C.                             ROM  2335
Boto,Z.                              YUG  2305
Botterill,G.S.                       WLS  2395
Bouaziz,S.                           TUN  2380
Boudre,J.P.                          FRA  2220
Boudy,J.                             CUB  2325
Boulard,E.                           FRA  2250
Bousios,H.                           GRE  2230
Bouwmeester,H.                       NED  2410
Bowar,B.                             IND  2230
Bowden,K.                            ENG  2340
Boyd,S.                              CAN  2240
Bozek,A.                             POL  2375
Bozovic,M. (F)                       YUG  1945
Bozovic,M.                           YUG  2235
Braathen                             NOR  2285
Bradbury,N.H.                        ENG  2335
Bradford,J.M.                        USA  2425
Bradlow,H.B.                         USA  2225
Braga,C.                             BRA  2395
Braga,F.                             ARG  2470
Brajovic,R.                          YUG  2290
Branca,S.                            SUI  2245
Brandics,J.                          HUN  2300
Branford,J.W.                        ENG  2230
Brasket,C.J.                         USA  2360
Braso,J.                             URU  2225
Bratimirova,D.                       BUL  1975
Bratu,N.                             ROM  2220
Braun,L.                             USA  2290
Braun,W.                             AUT  2335
Brekke,O.                            NOR  2215
Brekken,E.                           NOR  2225
Brendel,V.                           FRG  2330
Brestian,E.                          AUT  2250
Breutigam,M.                         FRG  2275
Breyther,R.                          FRG  2335
Briestensky,R.                       CSR  2205
Brigljevic,M.                        YUG  2310
Brinck-Claussen,B.                   DEN  2375
Brionne,T.                           FRA  2205
Brito,L.J.                           BRA  2340
Britton,R.                           ENG  2305
Brkic,Dj.                            YUG  2270
Brkljaca,A.                          YUG  2345
Brkovic,Z.                           YUG  2335
Brodeur,G.                           CAN  2250
Broeder,I.                           DDR  2075
Brondum,E.                           DEN  2265
Bronstein,D.                         USR  2435
Bronstein,L.                         ARG  2400
Brooks,M.A.                          USA  2345
Brown,P.                             CAN  2205
Brown,St.C.                          ENG  2230
Brown,T.G.                           USA  2265
Browne,W.S.                          USA  2510
Bruce,R.M.                           ENG  1930
Brueckner,Th.                        FRG  2265
Bruinenberg,C.                       NED  2070
Brujic,B.                            YUG  2275
Bruk,O.                              ISR  2240
Brunner,L.                           FRG  2350
Bruno,F.                             ITA  2245
Brustman,A.                          POL  2220
Brustman-Gawarecka,E                 POL  1935
Brynell,S.                           SWE  2320
Bryson,D.M.                          SCO  2295
Buchal,S.                            FRG  2285
Buchanan,W.                          SCO  2220
Buchenthal,D.                        FRG  2280
Buchholz,M.                          CAN  2315
Buckmire,R.                          BAR  2280
Budde,V.                             FRG  2345
Budinszky,A.                         HUN  2240
Buecker,P.                           FRG  2310
Buecker,S.                           FRG  2300
Buela,D.V.                           CUB  2320
Bueno,A.                             CUB  2265
Bueno-Perez,L.                       CUB  2290
Buergin,Ch.                          SUI  1920
Buerki,Ph.                           SUI  2225
Bugajski                             POL  2270
Buha,M.                              YUG  2210
Bujukliev,E.                         BUL  2205
Bujupi,B.                            YUG  2280
Bujupi,F.                            YUG  2245
Bukal,V.                             YUG  2465
Bukhman,E.                           USR  2430
Bukic,E.                             YUG  2465
Bulat,A.                             YUG  2405
Bulatovic,D.                         YUG  2310
Bulcourf,C.                          ARG  2225
Buljovcic,I.                         YUG  2390
Bunic,S.                             YUG  1905
Bunis,V.                             BUL  2280
Burchard-Hofmann,B.                  DDR  2205
Burger,K.                            USA  2290
Burgess,M.R.                         SCO  2270
Burijovich,L.                        ARG  1910
Burnett,J.                           ENG  2215
Burnett,K.                           USA  2295
Busch,K.                             FRG  2330
Busch,R.                             FRG  2300
Busquets,L.                          USA  2390
Busu,C.                              ROM  2245
Butnoris,A.J.                        USR  2410
Butorac,I.                           YUG  2225
Butt,D.                              PAK  2345
Butt,R.                              PAK  2245
Buxade Roca,G.                       ESP  2270
Buysschaert,R.                       ZAI  2205
Buza,A.                              ROM  2235
Buzbuchi,I.                          FRG  2340
Buzhinlham,P.                        MGL  1905
Bykovsky,A.                          USR  2050
Byrne,R.                             USA  2505
Byron,A.M.                           ENG  2260
Byway,P.                             ENG  2315
Cabariu,A.                           ROM  1915
Cabarkapa,M.                         YUG  2270
Cabarkapa,S.                         YUG  2245
Cabrilo,G.                           YUG  2445
Caels,V.                             BEL  1905
Cain,C.                              PHI  2310
Calinescu,G.                         ROM  2295
Calvo Minguez,R.                     ESP  2410
Calvo,A.                             PHI  2205
Camacho,R.                           ESA  2365
Camara,H.                            BRA  2320
Camaton                              ECU  2305
Cameron,F.                           JAM  2205
Cameron,P.                           NED  1920
Camilleri,H.                         MLT  2220
Campora,D.H.                         ARG  2530
Campos De Ocampo,A.                  MEX  1920
Campos Lopez,M.                      MEX  2305
Campos Moreno,J.                     CHI  2405
Campos,F.                            MEX  2230
Campos-Ruiz,A.                       MEX  2345
Canalejo,P.                          CUB  2245
Canda,D.                             NCA  2375
Candea,Gh.                           ROM  2310
Candea,I.                            ROM  2045
Canela,T.                            ESP  2030
Carbone,J.M.                         ARG  2240
Cardon,H.                            NED  2315
Cardoso,R. (F)                       BRA  1965
Carleson                             SWE  2335
Carlier,B.                           NED  2315
Carlson,M.                           SWE  2310
Carmel,E.                            ISR  2295
Carr,N.L.                            ENG  2295
Carrion,M.                           DOM  2240
Carton,P.                            IRL  2295
Caruhana,M.                          MNC  2205
Carvajal,A.L.                        CUB  1975
Carvalho,H.                          BRA  2235
Casa,A.                              FRA  2250
Casafus,R.                           ARG  2360
Casas,F.                             ARG  2265
Casper,T.                            DDR  2430
Castagna,R.                          SUI  2255
Castro,A.D.                          BRA  2360
Castro,O.                            COL  2415
Catalan,T.                           SYR  2325
Cazon,M.                             ARG  1915
Cebalo,M.                            YUG  2515
Cecilia Ortiz,J.L.                   ESP  2285
Cejic,D.                             YUG  2070
Ceko,J.                              YUG  2210
Cekro,E.                             YUG  2445
Cerisier,Ph.                         FRA  2305
Cervenka,I.                          CSR  2250
Cesal,J.                             CSR  2340
Ceschia,I.                           ITA  2330
Cetkovic,B.                          YUG  2295
Cetkovic,M.                          YUG  2320
Chabris,Ch.                          USA  2245
Chachaj,T.                           POL  2210
Chacon,J.A.                          CUB  2215
Chaivichit                           THA  2305
Chan,Peng-Kong                       SIN  2210
Chandler,C.R.                        ENG  2255
Chandler,M.                          ENG  2535
Chao,Lan                             CHN  1990
Chaourar,N.-E.                       ALG  2205
Chapman,M.                           AUS  2365
Charkova,E.                          USR  1905
Charpentier,W.                       CRC  2335
Chase,Ch.                            USA  2285
Chataway,O.                          ENG  1905
Chaudry,A.                           PAK  2260
Chaves,Jo.                           BRA  1985
Chavez,Ju.                           BRA  1990
Chavez,M.                            NCA  2205
Chavez,R.                            BOL  2250
Cheah,E.                             MAS  2290
Chekhov,V.                           USR  2495
Chekhova-Kostina,T.M                 USR  2190
Chelushkina,I.                       USR  2165
Chen,De.                             CHN  2345
Chen,Yu-Shuin                        HKG  2215
Cheparinov,N.                        BUL  2210
Cherepkov,A.V.                       USR  2415
Chernikov,O.L.                       USR  2460
Chernin,A.                           USR  2570
Chevaldonnet,F.                      FRA  2290
Chevallier,D.                        FRA  2220
Cheviano,M.                          CUB  2225
Chia,Chee-Seng                       SIN  2280
Chia,Soon-Keat                       MAS  2235
Chiburdanidze,M.G.                   USR  2455
Chin A Lein,H.                       SUR  2205
Chinchilla,E.                        CRC  2220
Chiong,L.                            PHI  2380
Chiricuta Kantor,I.                  ROM  2010
Chiricuta,M.                         ROM  2255
Chis,E.                              ROM  1955
Chkaidze,H.                          USR  2125
Chkaidze,N.                          USR  2000
Choleva,Z.                           CSR  2270
Chong,D.                             SIN  2205
Choobak,K.                           USA  2360
Choong,L.O.                          SIN  2210
Choong,Y.C.                          MAS  2205
Choudhry,A.                          IND  2265
Chow,A.                              USA  2310
Chow,R.                              USA  2335
Christiansen,L.                      USA  2555
Christoffel,M.                       SUI  2205
Christopher,S.                       ENG  2075
Churelbaatar,C.                      MGL  2310
Cibulka,V.                           CSR  2280
Cichocki,A.                          POL  2380
Cicovacki,J.                         YUG  1925
Cicovacki,P.                         YUG  2225
Cid,M.A.                             ARG  2380
Ciechanski,J.                        POL  2220
Cifuentes Parada,R.                  CHI  2450
Cigan,S.                             YUG  2385
Ciolac,Gh.                           ROM  2310
Ciprinova,K.                         CSR  2030
Ciric,Dragan                         YUG  2225
Ciric,Dragoljub M.                   YUG  2400
Ciszek,M.                            POL  2295
Cladouras,P.                         FRG  2315
Clarke,P.                            ENG  2305
Clarke,Th.                           IRL  2285
Clausen,S.                           DEN  2295
Clayton,K.R.                         USA  2240
Clemanse,Ph.                         NZL  2290
Clementi,J.                          AUS  1905
Cnaan,M.                             ISR  2245
Cocchi,A.                            ITA  2250
Cocozza,M.                           ITA  2310
Cohn,I.                              FRG  2010
Cojocaru,C.                          ROM  2245
Colias,B.                            USA  2225
Collado,J.                           ESP  2260
Colon,A.                             PUR  2275
Colure,S.T.                          USA  2330
Comai,O.                             ISR  2295
Commons,K.                           USA  2445
Condie,A.                            SCO  1945
Condie,M.L.                          SCO  2425
Connolly,S.                          IRL  1960
Conover,W.                           USA  2240
Conquest,S.                          ENG  2400
Contin,D.                            ARG  2255
Cooley                               ENG  2275
Cools,G.                             BEL  2230
Cooper,J.G.                          WLS  2395
Coppini,G.                           ITA  2255
Cordara,M.                           ITA  2220
Cordes,H.-J.                         FRG  2325
Cording,H.                           FRG  2270
Cordovil,J.                          POR  2275
Coret Frasquet,J.                    ESP  2320
Corgnati,M.                          ITA  2215
Cornelius,P.                         USA  2255
Cornford,L.H.                        NZL  2210
Corral Blanco                        ESP  2380
Correa,A.A.                          BRA  2275
Cortes Moyano,J.                     CHI  2270
Cosic,M.                             YUG  2290
Cosma,I.                             ROM  2315
Costa,J.L.                           SUI  2305
Costigan,R.                          USA  2310
Costigan,Th.J.                       USA  2240
Covic,D.                             YUG  2265
Cox,J.J.                             ENG  2305
Cramling,D.                          SWE  2420
Cramling,P.                          SWE  2400
Cranbourne,C.                        ARG  2285
Crawley,G.                           ENG  2335
Crepan,M.                            YUG  2310
Crepinsek,Lj.                        YUG  2325
Crespo,S.                            CUB  1905
Crisan,I.                            ROM  2335
Cristobal,R.                         ARG  2255
Crocker,G.                           AUS  2205
Cronin,A.                            IRL  1930
Crotto,R.                            USA  2070
Crouch,C.                            ENG  2320
Cruz-Lima,J.M.                       CUB  2280
Csala,I.                             HUN  2290
Cseh,A.                              HUN  2285
Cserna,L.                            HUN  2390
Cseshkovsky,V.                       USR  2455
Csom,E.                              HUN  2045
Csom,I.                              HUN  2505
Csonkics,T.                          HUN  2100
Cuartas,C.                           COL  2355
Cuasnicu,O.                          ARG  2380
Cubrak,S.                            YUG  2245
Cuellar,J.                           VEN  2215
Cuesta Navarro,S.                    CUB  2325
Cuevas Rodriguez                     ESP  2095
Cuijpers,F.A.                        NED  2425
Cukic,R.                             YUG  2295
Cummings,D.H.                        ENG  2415
Cunningham,P.                        WLS  2245
Curdo,J.                             USA  2265
Curtin                               IRL  2275
Cvetanovic,G.                        YUG  1905
Cvetkovic,Sr.                        YUG  2360
Cvitan,O.                            YUG  2465
Cvorovic,D.                          YUG  2330
Cybulak,A.                           POL  2295
Cynolter-Bogar,E.                    HUN  1915
Czajka,Z.                            POL  2205
Czapczyk,K.                          POL  2230
Czegledi,Zs.                         HUN  2225
Czerwonski,A.                        POL  2320
Czesakov,Z.                          ISR  2245
D'Amore,C.                           ITA  2340
D'Arruda,R.D.                        ARG  2245
D'Elia                               USA  2210
D'Israel                             ARG  2270
Dabek,R.                             POL  2280
Dabetic,R.                           YUG  2305
Daels,M.                             BEL  2245
Dahl,I.                              NOR  1910
Dahlberg,I.                          USA  2315
Dahlgrun,A.                          FRG  1985
