1st January 1982 FIDE Rating List

Name                                 Fed  Rtng 

Aaron,M.                             IND  2350
Aatolainen,M.                        SWE  1935
Abarca Aguirre,M.                    CHI  2270
Abel,L.                              HUN  2305
Abramovic,B.                         YUG  2445
Abramson,H.                          ARG  2230
Abreu,J.D.                           DOM  2330
Abroshina                            USR  1975
Absianidze,I.                        USR  1840
Acevedo,A.                           MEX  2335
Acevedo,H.                           MEX  1850
Ackermann,H.-W.                      FRG  2255
Acosta,A.                            COL  2290
Acosta,M.                            PHI  2210
Acosta,T.                            ARG  2245
Adad,C.F.                            ARG  2275
Adam,W.J                             USA  2360
Adams,J.B.                           ENG  2300
Adamski,A.                           POL  2360
Adamski,J.                           POL  2425
Adhami                               ALB  2325
Adler,V.E.V.                         USR  2320
Adok,J.                              HUN  2205
Adorjan,A.                           HUN  2515
Ady,J.J.                             ENG  2260
Adzic,S.                             YUG  2260
Afek,Y.                              ISR  2295
Afifi,A.-A.                          EGY  2370
Agababian,N.                         USR  1910
Agapov,K.                            USR  2375
Agdamus                              ARG  2210
Agdestein,E.                         NOR  2255
Agdestein,S.                         NOR  2280
Ager                                 AUT  2260
Agic,A.                              YUG  1985
Agudelo,A.                           COL  2260
Aguilar                              PHI  2200
Agur                                 ISR  2285
Agzamov,G.                           USR  2485
Agzamov,Val.                         USR  2210
Agzamov,Via.                         USR  2255
Ahmad,N.                             PAK  2225
Ajanski,J.                           BUL  2360
Akesson                              SWE  2405
Akhmilovskaya,E.B.                   USR  2285
Akhsharumova,A.M.                    USA  2170
Akopian,A.                           USR  1950
Akopian,V.                           USR  2315
Akvist,H.                            SWE  2275
Al Attar                             IRQ  2310
Al Nashed,K.                         SYR  2205
Alberston,B.                         USA  2245
Albulet,M.                           ROM  1975
Alburt,L.O.                          USA  2550
Aldrete,J.                           MEX  2400
Alekhina,N.V.                        USR  2085
Aleksic,M.                           YUG  2030
Aleksic,N.                           YUG  2305
Alexakis,D.                          GRE  2250
Alexandria,N.                        USR  2380
Alexandrou,Th.                       GRE  2270
Alexandrova                          BUL  1970
Alexopoulos,G.                       GRE  2200
Alieva,E.                            USR  2010
Allan,D.                             CAN  2285
Alvarez                              PHI  1800
Alvarez,E.                           ARG  2260
Alvarez,Fr.                          DOM  2235
Alvas,P.                             GRE  2235
Alzate,D.                            COL  2345
Alzate,J.                            COL  2310
Amado,C.                             ARG  2325
Ambroz,J.                            CSR  2430
Amendola                             GRE  2240
Amir Sawadkuhi                       IRI  2255
Ammann,P.                            SUI  2225
Amos                                 CAN  2390
An,Yang-Feng                         CHN  2060
Anbuhl                               FRG  2200
Anderson,B.R.                        DEN  2385
Anderson,B.R.                        NZL  2230
Anderson,J.                          DEN  2215
Andersson,G.                         SWE  2260
Andersson,U.                         SWE  2605
Andre,W.                             FRG  2320
Andres,M.                            CUB  2285
Andrianov,N.I.                       USR  2435
Andric,Z.                            YUG  2230
Andrijevic,M.                        YUG  2350
Andrzejewski                         POL  2295
Anelli,A.                            ARG  2295
Anev,A.                              BUL  2215
Angantysson,H.                       ISL  2400
Angelov,K.                           BUL  2280
Angelov,R.                           BUL  2295
Angelova-Chilinginov                 BUL  2110
Anguera Maestro,J.                   ESP  2220
Anguiano,R.                          MEX  2270
Anic,D.                              YUG  2270
Anikaev,Y.                           USR  2465
Anitoaie,D.                          ROM  2230
Ankerst,M.                           YUG  2110
Antonov,V.                           BUL  2215
Antoshik,A.                          CSR  2300
Antoshin,V.S.                        USR  2360
Antunac,G.                           YUG  2405
Antypas,D.                           CYP  2205
Aparicio,A.                          ARG  2310
Aptekar,L.                           NZL  2240
Araiza                               MEX  2210
Araos                                CHI  2295
Arapovic,V.                          YUG  2370
Araya Ibarra,M.I.                    CHI  2260
Araya,R.                             CHI  2285
Arbakov,V.M.                         USR  2425
Arbil,J.E.                           TUR  1845
Ardiansyah,H.                        INA  2395
Arduman,C.                           TUR  2285
Arias                                ARG  1980
Aristegui,J.C.                       ESP  2240
Arkell,K.C.                          ENG  2270
Arkhipkin,Y.                         USR  2360
Arkhipov,S.                          USR  2305
Arlandi,E.                           ITA  2300
Armas,I.                             ROM  2300
Armas,J.                             CUB  2390
Arnason,A.T.                         ISL  2240
Arnason,J.                           ISL  2445
Arnason,J.                           USA  1950
Arnaudov,P.                          BUL  2350
Arnold,L.                            FRG  2275
Arrata,P.                            ECU  2245
Asbjornsson                          USR  2295
Aseev,K.N.                           USR  2295
Asenova,V.                           BUL  1995
Asmundsson,I.                        ISL  2405
Asparuhov                            BUL  2225
Atala                                CUB  2280
Atanasov,G.                          BUL  2340
Atanasov,P.                          BUL  2400
Athala                               MEX  2285
Attard                               MLT  2200
Auchenberg,P.                        DEN  2240
Auer                                 AUT  2240
Augustin,J.                          CSR  2385
Averahami,R.                         ISR  2225
Averbakh,Y.L.                        USR  2490
Averkin,O.                           USR  2450
Avner,U.                             ISR  2260
Avni,A.                              ISR  2210
Awate,A.S.                           IND  2210
Ayza,B.J.                            ESP  2265
Azadharf,F.                          FRA  2250
Azmayparashvili,Z.                   USR  2445
Babev,A.                             BUL  2330
Babrikowski                          DDR  2280
Babula                               CSR  2335
Baccelliere                          CHI  2245
Bachareva,C.C.                       USR  1995
Bachmann,F.                          FRG  2295
Bachtiar,A.                          INA  2360
Bacic                                YUG  2275
Backwinkel,P.                        FRG  2305
Bacso,G.                             HUN  2240
Baczynskyj,B.                        USA  2355
Bade                                 DDR  1945
Bademian,J.                          URU  2235
Badici                               ROM  1965
Bagirov,V.K.                         USR  2495
Baikov,V.                            USR  2380
Bailey,R.                            ENG  2340
Bajec,I.                             YUG  2275
Bajkovic                             YUG  1935
Bajovic,M.                           YUG  2345
Bakalarz,M.                          POL  2250
Baker,C.                             ENG  2235
Bakovic                              YUG  2260
Balaban,N.                           YUG  1900
Balashov,Y.                          USR  2595
Balashova,E.                         USR  2000
Balaskas                             GRE  2310
Balcerowski,W.                       POL  2355
Balduzzi                             ARG  2370
Balicki,C.                           POL  2230
Balinas,R.                           PHI  2355
Baljon,C.                            NED  2320
Ball,S.                              CAN  2230
Ballester Sanz,J.                    ESP  2230
Ballon,G.J.                          NED  2275
Balogh,B.                            HUN  2300
Balshan,A.                           ISR  2385
Balsinde                             PUR  2235
Baltgailis,V.                        CAN  1855
Banas,J.                             CSR  2330
Bang,E.                              DEN  2290
Bangiev,A.                           USR  2315
Bank,M.                              ISR  2225
Banks                                ENG  2220
Bany,J.                              POL  2260
Baragar,F.                           CAN  2285
Baranova,V.                          USR  2095
Barba,E.                             MEX  2315
Barbeau                              CAN  2230
Barbera Estelles,R.                  ESP  2255
Barbero,G.F.                         ARG  2285
Barbulescu,D.                        ROM  2315
Barbulovic,S.                        YUG  2225
Barcza,G.                            HUN  2420
Barczay,L.                           HUN  2445
Barda,Y.                             NOR  2200
Barea                                ARG  2245
Baretic,D.                           YUG  2295
Barkovsky,E.                         USR  2220
Barlay,I.                            USA  2285
Barle,J.                             YUG  2405
Barlov,D.                            HUN  2220
Barlov,D.                            YUG  2405
Barnes,C.                            USA  2280
Baron (Dworaczek),I.                 POL  1930
Barreno                              GUA  2205
Barreras,A.                          CUB  2350
Barrientos,V.                        MEX  2250
Barrios                              MEX  2210
Barry,C.                             IRL  2220
Barta,Zs.                            HUN  1950
Barth,J.                             USA  2290
Bartha,S.                            HUN  2220
Bartsch,B.                           FRG  2265
Barua,D.                             IND  2375
Barwinski,D.                         POL  2220
Basaco                               CUB  2210
Basagic,Z.                           YUG  2320
Basagic-Misanovic,V.                 YUG  1950
Basman,M.J.                          ENG  2400
Bass,A.                              ARG  2310
Bass,L.                              USA  2405
Bassler,M.                           FRG  2235
Basta,D.                             YUG  2220
Bastian,H.                           FRG  2360
Batchelder,W.                        USA  2210
Bator,R.                             POL  2270
Batres,F.                            GUA  2235
Bauer,Peter                          HUN  2230
Baumann,C.                           SUI  1820
Baumbach                             DDR  2365
Baumgartner,H.                       AUT  2285
Baumstark,G.                         ROM  2095
Bazaj,S.                             YUG  1870
Bazan,O.                             ARG  2275
Beckenmeyer,W.                       FRG  2280
Bednarski,J.B.                       POL  2375
Beggi                                ITA  2260
Begovac,F.                           YUG  2350
Begun                                USR  2385
Behle,K.-W.                          FRG  2300
Behling,R.                           FRG  2340
Behrhorst,F.                         FRG  2255
Beil,Z.                              CSR  2370
Beitar                               SYR  2255
Belamaric,T.                         YUG  2100
Belavenets,W.                        USR  2110
Beliavsky,A.                         USR  2615
Belkadi,R.                           TUN  2330
Belle,E.                             NED  2035
Bellin,R.                            ENG  2410
Bellizzi                             USA  2240
Bellon Lopez,J.M.                    ESP  2400
Belmont,A.                           MEX  2260
Belmonte,D.                          ARG  2210
Belmonte,J.                          CHI  2275
Belov,L.A.                           USR  2385
Belova,T.                            USR  2075
Belova-Bistriakova,E                 USR  2070
Ben Zion                             ISR  2255
Benedictsson,B.                      ISL  2355
Benes                                CSR  2215
Benesova                             CSR  1890
Bengtsson,B.                         SWE  2350
Bengtsson,S.                         SWE  2025
Beni,A.                              AUT  2210
Benitez                              URU  2250
Benjamin,Joel                        USA  2450
Benjamin,John                        ENG  2210
Benko,F.                             ARG  2245
Benko,P.                             USA  2470
Bennett,T.B.                         ENG  2280
Benoit,M.                            FRA  2225
Benova                               CSR  1890
Berg,J.                              NOR  2200
Berg,K.                              DEN  2295
Berg,S.                              NOR  2290
Bergmann,Th.                         ISL  2240
Bergstrom,Ch.                        SWE  2350
Bergstrom,M.                         SWE  2220
Berkell                              SWE  2345
Berkovich,M.A.                       USR  2350
Bernal,E.                            PHI  2285
Bernard,Ch.                          FRA  2270
Bernard,R.                           POL  2340
Bernat,M.                            ARG  2380
Bernei,A.                            HUN  2230
Berner                               FRG  2200
Bernhardt,R.                         FRG  2370
Bernstein,D.                         ISR  2435
Bernstein,Y.                         ISR  2425
Berry,D.                             USA  2285
Berry,J.                             CAN  2275
Berry,S.                             ENG  2225
Bert                                 USA  1875
Bertok,M.                            YUG  2375
Berzinia                             USR  2050
Besser                               FRG  2360
Betancort Curbelo,J.                 ESP  2260
Bhend,E.                             SUI  2360
Bialas,W.                            FRG  2340
Bianchi,G.                           ARG  2285
Bichsel,W.                           SUI  2305
Bieganski,Z.                         POL  2235
Bielczyk,J.                          POL  2390
Bielecki,W.                          POL  2210
Bielicki,C.                          ARG  2270
Biglova                              HUN  1945
Bilek,I.                             HUN  2440
Bilek,M.                             FRG  2280
Bilunova,R.I.                        USR  2175
Bilyap                               TUR  2220
Binham,T.F.                          FIN  2345
Binns                                ENG  1895
Biriescu,I.                          ROM  2290
Birjukov,S.                          USR  2250
Birnboim,N.                          ISR  2460
Biro,S.                              ROM  2255
Bischoff,K.                          FRG  2385
Bisguier,A.                          USA  2430
Bistric,F.                           YUG  2400
Biti                                 YUG  2280
Bitman,A.R.                          USR  2290
Biyiasas,P.                          USA  2450
Bjarnason,S.                         ISL  2290
Bjelajac,M.                          YUG  2410
Bjerke,R.                            NOR  2255
Bjerring,K.                          DEN  2310
Bjork                                SWE  2350
Blackstock,L.                        SCO  2275
Blackstone,J.                        USA  2240
Blaeser                              LUX  2235
Blaskowski,J.                        FRG  2205
Blatny,F.                            CSR  2325
Blazic                               YUG  2210
Blees,A.                             NED  2215
Bleiman,Y.                           ISR  2460
Blocker,C.                           USA  2390
Blow                                 GCI  2205
Bludova                              USR  1825
Blumenfeld,R.                        USA  2360
Bobotsov,M.                          BUL  2405
Bockius,A.                           FRG  2255
Bodic,D.                             YUG  2275
Bodulic,V.                           YUG  2235
Boensch,U.                           DDR  2410
Boersma,P.A.                         NED  2355
Boey,J.                              BEL  2415
Bogda                                PAR  2250
Bogdan                               ROM  2050
Bogdanos,A.                          GRE  2230
Bogdanovic,R.                        YUG  2395
Bogner,H.                            USA  2260
Bogumil,T.                           USR  1890
Boguszlavzky,J.                      HUN  2200
Bohlig,H.                            DDR  2315
Bohm,H.                              NED  2395
Bohm,J.                              FRG  2250
Bohmfeldt                            FRG  2285
Bohnisch                             DDR  2335
Bohosjan,S.                          BUL  2380
Boicu,S.                             ROM  1925
Bojkovic,S.                          YUG  2360
Bokor,I.                             HUN  2285
Boldt                                DEN  2205
Boljos,L.                            YUG  2250
Bonchev,S.                           BUL  2260
Bonfa                                ITA  2285
Bonin,J.                             USA  2315
Bonne,E.                             ISR  2210
Bonner,G.                            SCO  2230
Book,E.                              FIN  2305
Borcz                                POL  2215
Bordell Rosell,R.                    ESP  2250
Bordonada                            PHI  2385
Borghe,R.                            NCA  2220
Borghe,S.                            NCA  2220
Borghi,H.                            ARG  2370
Borik,O.                             FRG  2360
Borisenko,G.K.                       USR  2425
Borisenko,V.                         USR  2155
Borisov,V.                           USR  2295
Borisova,B.                          SWE  2160
Borkowski,F.                         POL  2380
Borm,F.W.M.                          NED  2345
Borngosser                           FRG  2320
Borowski                             NED  1800
Borysiak,B.                          POL  2245
Boskovic,M. (F)                      YUG  2030
Boskovic,M.                          YUG  2320
Bossero                              ARG  1805
Botez,C.                             ROM  2355
Boto,Z.                              YUG  2355
Botterill,G.S.                       WLS  2400
Bouaziz                              TUN  2355
Boudre,J.P.                          FRA  2230
Boudy,J.                             CUB  2370
Boukal,P.                            CSR  2245
Bousios,H.                           GRE  2265
Bouwmeester,H.                       NED  2410
Boyd,S.                              CAN  2225
Bozek,A.                             POL  2240
Bozic,S.                             YUG  2230
Bozovic                              YUG  2270
Bradford,J.M.                        USA  2395
Bradlow,H.B.                         USA  2200
Braga,C.                             BRA  2350
Braga,F.                             ARG  2375
Brajovic,R.                          YUG  2235
Brandics,J.                          HUN  2265
Brandts,P.                           USA  2315
Brasket,C.J.                         USA  2365
Bratu,N.                             ROM  2230
Brauer,G.                            MEX  2225
Braun,G.                             DDR  2365
Braun,L.                             USA  2215
Breyther,R.                          FRG  2340
Brichikova                           ISL  1845
Briem,S.                             BUL  2290
Brinck-Claussen,B.                   DEN  2380
Brito,L.J.                           BRA  2360
Britton,R.                           ENG  2285
Brkljaca,A.                          YUG  2355
Broder                               DDR  2030
