FED,name_FED,ISO3,rating,name,players
LIE,Liechtenstein,LIE,2205,"Elkuch,H. ",2
LUX,Luxembourg,LUX,2330,"Mossong,H. ",10
MAS,Malaysia,MYS,2355,Liew  ,23
MLI,Mali,MLI,2205,"Houna,M. ",4
MLT,Malta,MLT,2365,"Borg,G. ",7
MRI,Mauritius,MUS,2205,"Mansoor,J. ",2
MEX,Mexico,MEX,2455,"Martin Del Campo,R. ",72
MNC,Monaco,MCO,2205,"Caruana,M. ",6
MGL,Mongolia,MNG,2400,"Tumurhuyag,N. ",14
MAR,Morocco,MAR,2365,"Hamdouchi,H. ",5
NED,Netherlands,NLD,2610,"Timman,J. ",129
NZL,New Zealand,NZL,2390,"Small,V. ",19
NCA,Nicaragua,NIC,2340,"Canda,D. ",9
NGR,Nigeria,NGA,2210,"Agusto,O. ",5
NOR,Norway,NOR,2605,"Agdestein,S. ",57
PAK,Pakistan,PAK,2400,"Lodhi,M. ",19
PLE,Palestine,PSE,2245,"Said,M. ",5
PAN,Panama,PAN,2285,Paniagua  ,8
PNG,Papua New Guinea,PNG,2205,Conejares  ,4
PAR,Paraguay,PRY,2490,"Franco,Z. ",6
PER,Peru,PER,2500,"Granda Zuniga,J.E. ",5
PHI,Philippines,PHL,2565,"Torre,E. ",37
POL,Poland,POL,2460,"Schmidt,Wl. ",411
POR,Portugal,PRT,2445,"Antunes,A. ",27
PUR,Puerto Rico,PRI,2275,"Torres,L. ",10
QAT,Qatar,QAT,2255,"Al-Kubaisi,R. ",4
SMR,San Marino,SMR,2220,Magalotti  ,2
SCO,United Kingdom,GBR,2490,"Motwani,P. ",27
ENG,United Kingdom,GBR,2650,"Short,N.D. ",184
WLS,United Kingdom,GBR,2390,"Cooper,J.G. ",14
SEN,Senegal,SEN,2215,"Gueye,G. ",3
SIN,Singapore,SGP,2445,Leow  ,27
ESP,Spain,ESP,2525,"Illescas Cordoba,M. ",120
SRI,Sri Lanka,LKA,2385,"Aturupane,Harsha  ",11
SUD,Sudan,SDN,2225,"Osman,A. ",2
SUR,Suriname,SUR,2220,"Lindeboom,J. ",6
SWE,Sweden,SWE,2620,"Andersson,U. ",117
SUI,Switzerland,CHE,2610,"Kortchnoi,V. ",77
SYR,Syria,SYR,2335,"Hakki,I. ",10
THA,Thailand,THA,2340,Sunthornpongsathorn  ,8
TUN,Tunisia,TUN,2345,"Belkadi,R. ",6
TUR,Turkey,TUR,2415,"Atalik,S. ",18
UGA,Uganda,UGA,2275,"Kamuhangire,S. ",2
UAE,United Arab Emirates,ARE,2435,"Saeed,S.-A. ",10
USA,United States,USA,2610,"Gulko,B. ",354
URU,Uruguay,URY,2350,"Rivera,D. ",18
ISV,US Virgin Islands,VIR,2310,"Van Tilbury,C. ",4
VEN,Venezuela,VEN,2370,Tapaszto  ,14
YEM,Yemen,YEM,2275,"Khaled,A. ",4
ZAM,Zambia,ZMB,2235,"Chola,S. ",4
ZIM,Zimbabwe,ZWE,2235,"Kyriakides,S. ",5
